"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"116880","0","0","0","","","","","","","","","","2","2","2"
"116883","","","","","","","","","","","","","2","2","2"
"116885","","","","","","","","","","","","","1","1","1"
"116886","0","0","0","","","","","","","","","","","",""
"116887","0","0","0","","","","","","","","","","","",""
"116891","","","","","","","1","1","1","","","","","",""
"116895","","","","","","","","","","","","","2","2","2"
"116900","","","","0","0","0","","","","","","","","",""
"116902","","","","0","0","0","","","","","","","","",""
"116907","","","","","","","1","1","1","","","","","",""
"116908","","","","","","","0","0","0","","","","","",""
"116909","","","","","","","2","2","2","","","","","",""
"116911","","","","","","","0","0","0","","","","0","0","0"
"116918","0","0","0","","","","","","","","","","","",""
"116920","","","","","","","","","","0","0","0","","",""
"116924","","","","","","","2","2","2","","","","","",""
"116930","","","","0","0","0","","","","","","","","",""
"116931","0","0","0","","","","","","","","","","","",""
"116934","","","","","","","","","","2","2","2","","",""
"116948","","","","","","","0","0","0","0","0","0","","",""
"116951","","","","","","","","","","","","","1","1","1"
"116954","","","","","","","","","","","","","0","0","0"
"116958","","","","0","0","0","","","","","","","0","0","0"
"116959","","","","0","0","0","","","","","","","","",""
"116962","","","","","","","4","4","4","","","","","",""
"116967","0","0","0","0","0","0","","","","","","","","",""
"116971","","","","","","","","","","","","","7","7","7"
"116973","","","","","","","","","","","","","6","6","6"
"116975","","","","","","","0","0","0","","","","","",""
"116976","","","","","","","","","","0","0","0","","",""
"116979","","","","0","0","0","1","1","1","","","","","",""
"116985","","","","0","0","0","","","","0","0","0","","",""
"116986","","","","","","","1","1","1","","","","","",""
"116989","","","","","","","3","3","3","","","","","",""
"116990","","","","","","","5","5","5","0","0","0","","",""
"116993","","","","","","","","","","","","","9","9","9"
"116995","","","","0","0","0","","","","","","","","",""
"117001","","","","","","","","","","0","0","0","","",""
"117003","","","","","","","","","","","","","0","0","0"
"117007","","","","","","","","","","","","","3","3","3"
"117015","0","0","0","","","","","","","","","","","",""
"117018","0","0","0","","","","","","","","","","","",""
"117027","","","","","","","5","5","5","","","","","",""
"117028","","","","","","","","","","0","0","0","","",""
"117030","","","","0","0","0","","","","","","","","",""
"117031","","","","0","0","0","","","","","","","0","0","0"
"117036","","","","0","0","0","","","","","","","","",""
"117045","","","","","","","","","","","","","3","3","3"
"117046","","","","0","0","0","","","","","","","","",""
"117051","","","","0","0","0","","","","","","","","",""
"117059","","","","0","0","0","","","","","","","","",""
"117064","","","","","","","1","1","1","","","","","",""
"117065","","","","","","","2","2","2","","","","","",""
"117071","0","0","0","","","","","","","","","","","",""
"117074","","","","0","0","0","","","","","","","","",""
"117075","","","","","","","","","","0","0","0","","",""
"117079","","","","","","","","","","0","0","0","","",""
"117080","","","","0","0","0","","","","","","","","",""
"117090","","","","","","","","","","","","","3","3","3"
"117092","","","","0","0","0","","","","","","","","",""
"117095","","","","","","","0","0","0","","","","","",""
"117098","0","0","0","","","","","","","","","","","",""
"117099","","","","0","0","0","","","","","","","","",""
"117102","","","","0","0","0","","","","","","","","",""
"117103","","","","0","0","0","","","","","","","","",""
"117104","","","","","","","","","","","","","3","3","3"
"117105","","","","","","","0","0","0","","","","","",""
"117110","","","","","","","","","","0","0","0","","",""
"117116","","","","0","0","0","","","","","","","","",""
"117120","","","","","","","","","","","","","0","0","0"
"117131","","","","","","","4","4","4","","","","","",""
"117133","0","0","0","","","","","","","","","","","",""
"117140","","","","","","","0","0","0","","","","","",""
"117141","","","","","","","4","4","4","","","","","",""
"117152","0","0","0","","","","","","","","","","","",""
"117153","","","","","","","0","0","0","","","","","",""
"117154","","","","","","","0","0","0","0","0","0","","",""
"117156","","","","0","0","0","","","","","","","","",""
"117157","","","","0","0","0","","","","","","","","",""
"117158","","","","0","0","0","","","","","","","","",""
"117160","","","","","","","","","","0","0","0","","",""
"117167","","","","","","","","","","0","0","0","","",""
"117171","","","","","","","0","0","0","","","","","",""
"117182","","","","","","","","","","","","","0","0","0"
"117183","","","","","","","0","0","0","","","","","",""
"117190","","","","","","","","","","0","0","0","","",""
"117199","","","","","","","","","","","","","8","8","8"
"117209","0","0","0","","","","","","","0","0","0","","",""
"117210","","","","","","","","","","0","0","0","","",""
"117211","","","","","","","2","2","2","","","","","",""
"117212","","","","0","0","0","","","","","","","","",""
"117213","0","0","0","","","","","","","","","","","",""
"117216","","","","","","","1","1","1","","","","","",""
"117217","0","0","0","","","","","","","","","","","",""
"117219","","","","0","0","0","","","","","","","","",""
"117220","","","","","","","","","","0","0","0","","",""
"117227","0","0","0","","","","","","","","","","","",""
"117228","0","0","0","","","","","","","","","","","",""
"117230","","","","","","","","","","0","0","0","","",""
"117231","0","0","0","","","","","","","","","","","",""
"117232","","","","0","0","0","","","","","","","","",""
"117235","","","","","","","","","","0","0","0","","",""
"117236","","","","0","0","0","","","","","","","","",""
"117240","","","","","","","","","","","","","2","2","2"
"117243","","","","","","","","","","","","","0","0","0"
"117246","","","","","","","","","","","","","2","2","2"
"117251","","","","0","0","0","","","","","","","","",""
"117254","","","","","","","5","5","5","","","","","",""
"117255","","","","","","","","","","0","0","0","","",""
"117266","0","0","0","","","","","","","0","0","0","","",""
"117267","","","","","","","2","2","2","","","","","",""
"117268","","","","","","","","","","","","","3","3","3"
"117275","","","","","","","","","","0","0","0","","",""
"117280","","","","0","0","0","","","","","","","","",""
"117283","0","0","0","","","","","","","","","","","",""
"117286","","","","0","0","0","","","","","","","","",""
"117290","","","","","","","","","","0","0","0","","",""
"117296","","","","","","","","","","","","","0","0","0"
"117300","0","0","0","","","","","","","","","","","",""
"117311","","","","0","0","0","","","","","","","","",""
"117313","0","0","0","","","","","","","","","","","",""
"117317","","","","","","","4","4","4","","","","","",""
"117320","0","0","0","","","","","","","","","","","",""
"117324","","","","","","","","","","","","","0","0","0"
"117326","","","","","","","7","7","7","","","","","",""
"117331","","","","","","","","","","0","0","0","","",""
"117334","","","","0","0","0","","","","","","","","",""
"117337","","","","0","0","0","","","","","","","","",""
"117339","","","","0","0","0","","","","","","","8","8","8"
"117342","","","","","","","4","4","4","","","","","",""
"117344","0","0","0","","","","","","","","","","","",""
"117359","","","","","","","","","","0","0","0","","",""
"117367","0","0","0","0","0","0","","","","","","","","",""
"117368","0","0","0","","","","","","","","","","","",""
"117378","0","0","0","","","","","","","0","0","0","","",""
"117380","","","","0","0","0","","","","","","","","",""
"117386","0","0","0","","","","","","","","","","","",""
"117388","","","","","","","","","","0","0","0","","",""
"117401","0","0","0","","","","","","","","","","","",""
"117403","","","","0","0","0","","","","","","","","",""
"117411","","","","","","","","","","","","","2","2","2"
"117417","","","","0","0","0","","","","","","","","",""
"117422","","","","","","","3","3","3","","","","","",""
"117425","","","","0","0","0","","","","","","","","",""
"117428","0","0","0","","","","","","","","","","","",""
"117429","","","","0","0","0","","","","0","0","0","","",""
"117431","","","","","","","","","","","","","0","0","0"
"117434","","","","","","","","","","","","","0","0","0"
"117436","","","","","","","0","0","0","","","","3","3","3"
"117439","0","0","0","","","","","","","0","0","0","","",""
"117440","","","","","","","2","2","2","","","","","",""
"117444","0","0","0","","","","","","","","","","","",""
"117445","0","0","0","","","","","","","","","","","",""
"117447","","","","","","","","","","","","","3","3","3"
"117452","0","0","0","","","","0","0","0","","","","1","1","1"
"117456","","","","","","","1","1","1","","","","","",""
"117462","","","","","","","3","3","3","","","","","",""
"117464","","","","","","","","","","","","","2","2","2"
"117473","","","","","","","","","","0","0","0","","",""
"117477","0","0","0","","","","","","","","","","","",""
"117479","","","","","","","","","","","","","6","6","6"
"117481","","","","","","","","","","","","","0","0","0"
"117482","","","","","","","3","3","3","","","","","",""
"117483","","","","0","0","0","5","5","5","","","","","",""
"117484","","","","","","","","","","0","0","0","","",""
"117487","","","","","","","","","","0","0","0","","",""
"117489","","","","0","0","0","","","","","","","","",""
"117490","0","0","0","","","","","","","","","","","",""
"117499","","","","","","","2","2","2","","","","","",""
"117501","","","","","","","","","","0","0","0","","",""
"117503","0","0","0","","","","","","","","","","","",""
"117504","","","","0","0","0","","","","","","","","",""
"117505","","","","","","","","","","0","0","0","","",""
"117506","","","","0","0","0","5","5","5","","","","","",""
"117507","0","0","0","","","","","","","","","","","",""
"117512","","","","","","","6","6","6","","","","","",""
"117513","0","0","0","","","","","","","","","","","",""
"117515","0","0","0","","","","","","","","","","","",""
"117517","","","","","","","","","","0","0","0","","",""
"117518","0","0","0","","","","","","","","","","","",""
"117526","","","","0","0","0","","","","","","","","",""
"117527","","","","","","","3","3","3","","","","","",""
"117533","","","","","","","5","5","5","","","","","",""
"117534","","","","","","","","","","0","0","0","","",""
"117535","","","","","","","","","","","","","0","0","0"
"117543","","","","","","","0","0","0","","","","","",""
"117547","","","","0","0","0","","","","","","","","",""
"117548","","","","","","","0","0","0","0","0","0","","",""
"117550","","","","","","","","","","","","","2","2","2"
"117552","","","","0","0","0","","","","","","","","",""
"117554","","","","","","","","","","","","","0","0","0"
"117555","","","","","","","","","","0","0","0","","",""
"117559","","","","","","","","","","","","","10","10","10"
"117561","0","0","0","","","","","","","","","","","",""
"117565","","","","0","0","0","","","","","","","","",""
"117572","","","","0","0","0","","","","","","","","",""
"117576","","","","","","","","","","0","0","0","","",""
"117585","","","","","","","","","","","","","2","2","2"
"117588","","","","","","","4","4","4","","","","","",""
"117592","","","","","","","1","1","1","","","","","",""
"117597","","","","","","","","","","0","0","0","","",""
"117602","0","0","0","","","","","","","","","","","",""
"117609","","","","","","","1","1","1","","","","","",""
"117611","","","","","","","","","","","","","2","2","2"
"117612","0","0","0","","","","","","","","","","","",""
"117618","","","","","","","5","5","5","","","","","",""
"117619","","","","0","0","0","","","","","","","","",""
"117620","","","","","","","0","0","0","","","","","",""
"117621","","","","","","","","","","0","0","0","","",""
"117622","0","0","0","","","","","","","","","","","",""
"117624","","","","","","","","","","0","0","0","","",""
"117627","","","","","","","","","","0","0","0","","",""
"117628","","","","0","0","0","","","","","","","","",""
"117631","0","0","0","","","","","","","","","","","",""
"117633","","","","","","","","","","0","0","0","","",""
"117637","","","","","","","0","0","0","","","","","",""
"117639","","","","","","","","","","","","","9","9","9"
"117643","0","0","0","","","","","","","","","","","",""
"117648","0","0","0","","","","","","","0","0","0","","",""
"117649","","","","0","0","0","","","","","","","","",""
"117652","","","","","","","7","7","7","0","0","0","","",""
"117658","0","0","0","","","","","","","","","","0","0","0"
"117660","","","","0","0","0","","","","","","","","",""
"117673","0","0","0","","","","","","","","","","","",""
"117677","","","","0","0","0","","","","","","","","",""
"117679","","","","0","0","0","","","","","","","","",""
"117683","","","","","","","7","7","7","","","","","",""
"117686","","","","","","","0","0","0","","","","","",""
"117690","","","","","","","2","2","2","","","","","",""
"117691","0","0","0","","","","","","","","","","","",""
"117698","","","","0","0","0","","","","","","","","",""
"117702","","","","","","","","","","","","","1","1","1"
"117703","0","0","0","","","","","","","","","","","",""
"117706","","","","","","","3","3","3","","","","","",""
"117711","","","","","","","0","0","0","","","","","",""
"117712","","","","","","","","","","","","","4","4","4"
"117719","","","","","","","","","","0","0","0","","",""
"117727","","","","0","0","0","","","","","","","","",""
"117729","","","","","","","","","","0","0","0","","",""
"117730","","","","","","","","","","0","0","0","","",""
"117735","","","","","","","","","","","","","5","5","5"
"117737","","","","","","","","","","","","","7","7","7"
"117740","","","","","","","","","","","","","2","2","2"
"117742","","","","","","","","","","","","","2","2","2"
"117743","","","","","","","4","4","4","0","0","0","","",""
"117750","","","","","","","","","","","","","6","6","6"
"117757","","","","","","","","","","0","0","0","","",""
"117764","","","","","","","8","8","8","","","","","",""
"117767","0","0","0","","","","","","","","","","0","0","0"
"117769","","","","","","","0","0","0","","","","","",""
"117770","","","","0","0","0","","","","","","","","",""
"117773","","","","","","","","","","","","","1","1","1"
"117774","","","","0","0","0","","","","","","","","",""
"117777","","","","0","0","0","","","","","","","","",""
"117782","","","","","","","","","","","","","5","5","5"
"117792","","","","","","","","","","0","0","0","","",""
"117793","","","","0","0","0","","","","","","","","",""
"117797","","","","","","","0","0","0","","","","","",""
"117798","","","","0","0","0","","","","","","","","",""
"117801","","","","","","","","","","0","0","0","","",""
"117803","","","","0","0","0","","","","","","","","",""
"117804","","","","","","","","","","0","0","0","","",""
"117809","","","","0","0","0","","","","","","","","",""
"117815","0","0","0","","","","","","","","","","","",""
"117820","0","0","0","","","","","","","","","","","",""
"117825","","","","","","","","","","0","0","0","3","3","3"
"117826","","","","","","","","","","0","0","0","","",""
"117830","","","","","","","7","7","7","","","","","",""
"117833","","","","","","","0","0","0","","","","","",""
"117835","","","","0","0","0","","","","","","","","",""
"117838","","","","","","","0","0","0","","","","","",""
"117844","","","","0","0","0","0","0","0","","","","","",""
"117846","","","","","","","2","2","2","","","","","",""
"117860","","","","","","","0","0","0","","","","","",""
"117862","","","","","","","","","","","","","0","0","0"
"117864","","","","","","","","","","0","0","0","","",""
"117868","","","","0","0","0","","","","","","","","",""
"117871","","","","","","","","","","","","","1","1","1"
"117873","","","","0","0","0","","","","","","","","",""
"117875","0","0","0","","","","","","","0","0","0","","",""
"117879","","","","","","","","","","","","","8","8","8"
"117880","","","","","","","","","","0","0","0","","",""
"117883","","","","","","","","","","","","","5","5","5"
"117888","0","0","0","","","","0","0","0","","","","","",""
"117889","","","","","","","","","","","","","9","9","9"
"117892","","","","","","","","","","","","","4","4","4"
"117893","","","","","","","","","","0","0","0","","",""
"117898","","","","","","","","","","","","","5","5","5"
"117899","","","","0","0","0","","","","","","","","",""
"117900","","","","","","","6","6","6","","","","","",""
"117904","","","","0","0","0","","","","","","","","",""
"117906","","","","0","0","0","","","","","","","","",""
"117909","","","","","","","","","","0","0","0","","",""
"117914","","","","","","","","","","","","","4","4","4"
"117916","","","","","","","","","","","","","2","2","2"
"117918","","","","0","0","0","","","","","","","","",""
"117919","","","","","","","","","","","","","8","8","8"
"117925","","","","","","","","","","0","0","0","","",""
"117927","0","0","0","","","","","","","","","","","",""
"117931","","","","","","","1","1","1","","","","","",""
"117938","","","","","","","1","1","1","","","","","",""
"117948","0","0","0","","","","","","","","","","","",""
"117951","","","","","","","","","","0","0","0","","",""
"117952","","","","0","0","0","","","","","","","","",""
"117956","","","","","","","","","","0","0","0","","",""
"117958","","","","","","","","","","","","","3","3","3"
"117959","","","","0","0","0","","","","","","","","",""
"117960","","","","0","0","0","","","","","","","","",""
"117963","","","","","","","5","5","5","","","","","",""
"117964","","","","","","","","","","","","","2","2","2"
"117965","","","","0","0","0","","","","","","","","",""
"117968","","","","","","","","","","0","0","0","","",""
"117974","","","","","","","","","","0","0","0","","",""
"117982","0","0","0","","","","","","","","","","","",""
"117987","","","","0","0","0","","","","","","","0","0","0"
"117988","0","0","0","","","","","","","","","","","",""
"117989","","","","","","","","","","0","0","0","","",""
"117990","","","","","","","0","0","0","","","","","",""
"117999","","","","","","","","","","","","","7","7","7"
"118002","","","","","","","","","","","","","0","0","0"
"118007","","","","","","","1","1","1","","","","","",""
"118008","","","","","","","0","0","0","","","","","",""
"118009","0","0","0","","","","","","","","","","","",""
"118013","","","","","","","","","","","","","4","4","4"
"118016","0","0","0","","","","","","","","","","","",""
"118027","","","","0","0","0","","","","","","","","",""
"118037","","","","","","","","","","","","","0","0","0"
"118040","","","","0","0","0","","","","","","","","",""
"118042","0","0","0","","","","","","","","","","","",""
"118044","","","","","","","","","","0","0","0","","",""
"118045","","","","","","","","","","0","0","0","","",""
"118046","0","0","0","","","","","","","","","","","",""
"118047","","","","","","","3","3","3","0","0","0","","",""
"118062","","","","","","","","","","0","0","0","","",""
"118063","","","","0","0","0","","","","","","","","",""
"118064","0","0","0","","","","2","2","2","","","","","",""
"118065","","","","","","","","","","","","","4","4","4"
"118069","","","","","","","","","","","","","16","16","16"
"118080","","","","","","","0","0","0","","","","","",""
"118084","","","","0","0","0","","","","","","","","",""
"118090","","","","","","","","","","0","0","0","","",""
"118096","","","","","","","","","","","","","0","0","0"
"118099","","","","","","","","","","0","0","0","","",""
"118101","","","","0","0","0","","","","","","","","",""
"118103","","","","","","","4","4","4","","","","","",""
"118106","","","","","","","","","","","","","0","0","0"
"118121","","","","","","","1","1","1","","","","","",""
"118132","","","","","","","","","","0","0","0","","",""
"118135","0","0","0","","","","","","","0","0","0","","",""
"118138","","","","0","0","0","","","","","","","","",""
"118142","0","0","0","","","","","","","","","","","",""
"118149","","","","","","","2","2","2","","","","","",""
"118150","","","","","","","","","","0","0","0","","",""
"118152","","","","0","0","0","","","","","","","","",""
"118159","","","","","","","","","","","","","9","9","9"
"118160","","","","","","","","","","","","","2","2","2"
"118163","","","","0","0","0","","","","","","","","",""
"118168","","","","","","","2","2","2","","","","","",""
"118170","","","","","","","","","","0","0","0","0","0","0"
"118171","","","","","","","","","","0","0","0","","",""
"118172","0","0","0","","","","","","","","","","","",""
"118173","","","","","","","3","3","3","","","","","",""
"118176","","","","","","","","","","","","","4","4","4"
"118178","0","0","0","","","","","","","","","","","",""
"118180","","","","","","","","","","","","","1","1","1"
"118185","0","0","0","","","","","","","","","","","",""
"118187","","","","","","","0","0","0","","","","0","0","0"
"118189","","","","","","","","","","","","","3","3","3"
"118190","","","","","","","","","","","","","5","5","5"
"118192","","","","0","0","0","","","","","","","","",""
"118199","","","","","","","","","","","","","8","8","8"
"118204","","","","","","","","","","0","0","0","","",""
"118206","","","","","","","4","4","4","","","","5","5","5"
"118210","","","","","","","5","5","5","","","","","",""
"118211","","","","","","","","","","","","","0","0","0"
"118214","","","","","","","","","","0","0","0","","",""
"118217","0","0","0","","","","4","4","4","","","","","",""
"118219","0","0","0","","","","","","","","","","","",""
"118220","","","","","","","","","","0","0","0","","",""
"118224","","","","","","","0","0","0","","","","","",""
"118234","","","","","","","","","","","","","0","0","0"
"118237","","","","","","","","","","","","","2","2","2"
"118238","","","","0","0","0","","","","","","","","",""
"118240","","","","","","","","","","0","0","0","","",""
"118242","0","0","0","0","0","0","","","","","","","","",""
"118245","","","","","","","","","","0","0","0","","",""
"118252","","","","","","","","","","","","","2","2","2"
"118253","","","","","","","5","5","5","","","","","",""
"118258","","","","","","","","","","0","0","0","","",""
"118259","0","0","0","0","0","0","","","","","","","","",""
"118265","0","0","0","","","","","","","","","","","",""
"118267","","","","","","","","","","0","0","0","","",""
"118270","","","","","","","3","3","3","","","","","",""
"118271","","","","","","","","","","","","","2","2","2"
"118272","","","","","","","","","","","","","4","4","4"
"118274","","","","","","","4","4","4","","","","","",""
"118286","","","","","","","3","3","3","2","2","2","","",""
"118288","0","0","0","","","","","","","","","","","",""
"118293","","","","0","0","0","","","","","","","","",""
"118298","","","","","","","","","","0","0","0","","",""
"118300","","","","","","","0","0","0","","","","","",""
"118303","0","0","0","","","","","","","","","","","",""
"118304","0","0","0","","","","","","","","","","","",""
"118307","","","","0","0","0","","","","","","","","",""
"118308","","","","0","0","0","","","","6","6","6","","",""
"118310","0","0","0","","","","","","","","","","","",""
"118312","","","","0","0","0","","","","","","","2","2","2"
"118316","","","","","","","","","","0","0","0","","",""
"118319","0","0","0","","","","0","0","0","","","","","",""
"118321","0","0","0","","","","","","","","","","","",""
"118325","","","","","","","0","0","0","","","","","",""
"118329","0","0","0","0","0","0","","","","","","","","",""
"118334","","","","","","","","","","","","","4","4","4"
"118336","","","","","","","","","","2","2","2","","",""
"118339","","","","","","","","","","","","","9","9","9"
"118341","0","0","0","","","","","","","","","","","",""
"118349","0","0","0","","","","","","","","","","","",""
"118359","","","","0","0","0","","","","","","","","",""
"118363","","","","0","0","0","","","","","","","","",""
"118372","","","","0","0","0","","","","0","0","0","","",""
"118378","","","","","","","","","","","","","1","1","1"
"118382","","","","","","","","","","0","0","0","","",""
"118383","","","","","","","0","0","0","","","","","",""
"118388","","","","","","","0","0","0","","","","","",""
"118394","","","","0","0","0","","","","","","","","",""
"118396","","","","0","0","0","","","","","","","","",""
"118397","","","","","","","2","2","2","","","","","",""
"118399","0","0","0","","","","","","","","","","","",""
"118400","","","","","","","","","","","","","4","4","4"
"118402","","","","","","","","","","","","","5","5","5"
"118407","","","","","","","1","1","1","","","","","",""
"118408","","","","","","","","","","0","0","0","","",""
"118413","","","","0","0","0","","","","","","","","",""
"118416","","","","0","0","0","","","","","","","","",""
"118420","","","","0","0","0","","","","","","","","",""
"118421","","","","","","","","","","","","","0","0","0"
"118423","","","","","","","6","6","6","","","","","",""
"118437","","","","","","","","","","0","0","0","","",""
"118443","","","","0","0","0","","","","","","","","",""
"118444","0","0","0","","","","","","","","","","","",""
"118446","","","","","","","","","","0","0","0","","",""
"118447","0","0","0","","","","","","","","","","","",""
"118458","0","0","0","0","0","0","","","","","","","","",""
"118462","","","","","","","3","3","3","","","","","",""
"118466","","","","","","","","","","","","","3","3","3"
"118471","","","","0","0","0","","","","","","","","",""
"118472","","","","","","","","","","","","","4","4","4"
"118475","0","0","0","","","","","","","","","","1","1","1"
"118476","","","","0","0","0","","","","","","","","",""
"118477","","","","0","0","0","","","","","","","0","0","0"
"118478","","","","","","","","","","","","","0","0","0"
"118488","","","","0","0","0","","","","","","","","",""
"118492","","","","","","","","","","2","2","2","","",""
"118499","","","","","","","6","6","6","","","","","",""
"118500","","","","","","","3","3","3","","","","","",""
"118507","","","","","","","","","","","","","0","0","0"
"118509","","","","","","","","","","","","","5","5","5"
"118511","","","","0","0","0","","","","","","","","",""
"118514","","","","0","0","0","","","","","","","","",""
"118519","","","","","","","0","0","0","","","","","",""
"118520","","","","0","0","0","","","","0","0","0","","",""
"118523","","","","","","","","","","0","0","0","","",""
"118526","","","","0","0","0","","","","","","","","",""
"118528","","","","","","","","","","0","0","0","","",""
"118529","0","0","0","","","","","","","","","","","",""
"118531","","","","","","","","","","","","","4","4","4"
"118533","","","","","","","","","","0","0","0","","",""
"118535","0","0","0","","","","","","","0","0","0","","",""
"118538","","","","","","","0","0","0","","","","","",""
"118540","","","","0","0","0","","","","0","0","0","","",""
"118542","","","","","","","","","","","","","2","2","2"
"118548","","","","","","","","","","","","","0","0","0"
"118551","0","0","0","","","","","","","","","","","",""
"118553","","","","","","","","","","0","0","0","","",""
"118558","","","","","","","","","","","","","0","0","0"
"118559","","","","","","","1","1","1","","","","","",""
"118561","","","","","","","0","0","0","","","","","",""
"118563","","","","","","","","","","0","0","0","0","0","0"
"118566","","","","","","","0","0","0","","","","","",""
"118568","0","0","0","","","","","","","","","","","",""
"118569","","","","","","","0","0","0","","","","","",""
"118572","0","0","0","0","0","0","","","","","","","","",""
"118579","","","","0","0","0","","","","","","","","",""
"118583","","","","","","","","","","","","","0","0","0"
"118584","","","","0","0","0","0","0","0","","","","","",""
"118587","","","","0","0","0","","","","","","","","",""
"118593","","","","0","0","0","","","","","","","","",""
"118598","","","","","","","3","3","3","","","","","",""
"118601","","","","0","0","0","","","","","","","","",""
"118603","","","","","","","","","","","","","0","0","0"
"118606","0","0","0","","","","","","","","","","","",""
"118610","0","0","0","","","","","","","","","","","",""
"118613","0","0","0","","","","","","","","","","","",""
"118619","0","0","0","","","","","","","","","","","",""
"118620","0","0","0","","","","","","","","","","","",""
"118629","","","","0","0","0","","","","","","","","",""
"118630","","","","0","0","0","","","","0","0","0","","",""
"118632","","","","","","","0","0","0","","","","","",""
"118634","","","","","","","0","0","0","","","","","",""
"118642","","","","","","","3","3","3","","","","","",""
"118643","","","","0","0","0","","","","","","","","",""
"118649","","","","","","","","","","0","0","0","10","10","10"
"118650","0","0","0","","","","","","","","","","","",""
"118653","0","0","0","","","","","","","","","","","",""
"118656","0","0","0","","","","","","","","","","","",""
"118658","","","","","","","5","5","5","","","","","",""
"118660","","","","","","","","","","0","0","0","","",""
"118662","","","","0","0","0","","","","","","","","",""
"118666","","","","0","0","0","","","","","","","","",""
"118683","0","0","0","","","","","","","","","","","",""
"118685","","","","","","","","","","0","0","0","5","5","5"
"118693","","","","0","0","0","","","","","","","","",""
"118703","","","","","","","","","","0","0","0","","",""
"118711","","","","","","","1","1","1","","","","","",""
"118714","","","","","","","","","","","","","0","0","0"
"118720","","","","","","","","","","0","0","0","","",""
"118721","","","","0","0","0","","","","","","","","",""
"118724","","","","","","","0","0","0","","","","","",""
"118726","","","","","","","","","","","","","2","2","2"
"118728","0","0","0","","","","","","","","","","","",""
"118730","","","","","","","","","","","","","0","0","0"
"118732","","","","","","","","","","","","","0","0","0"
"118734","","","","0","0","0","","","","","","","","",""
"118735","","","","","","","","","","","","","0","0","0"
"118740","","","","","","","","","","","","","5","5","5"
"118741","","","","","","","","","","","","","0","0","0"
"118742","","","","0","0","0","","","","","","","","",""
"118752","0","0","0","","","","","","","","","","","",""
"118753","0","0","0","","","","","","","","","","","",""
"118756","0","0","0","","","","0","0","0","","","","","",""
"118762","","","","","","","2","2","2","","","","","",""
"118764","","","","","","","4","4","4","","","","","",""
"118765","","","","","","","1","1","1","","","","4","4","4"
"118768","","","","","","","","","","0","0","0","","",""
"118770","","","","0","0","0","","","","","","","","",""
"118773","","","","","","","","","","0","0","0","","",""
"118776","","","","0","0","0","","","","0","0","0","","",""
"118778","","","","0","0","0","","","","","","","","",""
"118779","","","","","","","","","","0","0","0","","",""
"118781","","","","0","0","0","","","","","","","","",""
"118783","","","","","","","0","0","0","0","0","0","","",""
"118787","","","","","","","","","","0","0","0","","",""
"118788","","","","","","","","","","0","0","0","","",""
"118792","","","","","","","","","","","","","3","3","3"
"118799","","","","","","","","","","","","","6","6","6"
"118804","","","","","","","0","0","0","","","","","",""
"118807","","","","","","","","","","0","0","0","","",""
"118811","","","","","","","","","","","","","7","7","7"
"118814","0","0","0","","","","","","","","","","","",""
"118816","","","","","","","0","0","0","0","0","0","","",""
"118817","","","","","","","","","","0","0","0","","",""
"118827","0","0","0","","","","","","","","","","","",""
"118832","","","","0","0","0","","","","","","","","",""
"118833","","","","","","","","","","0","0","0","","",""
"118840","","","","","","","","","","0","0","0","","",""
"118841","","","","","","","0","0","0","","","","0","0","0"
"118842","","","","0","0","0","","","","","","","","",""
"118843","0","0","0","","","","","","","","","","","",""
"118846","","","","0","0","0","","","","","","","","",""
"118847","0","0","0","","","","","","","","","","","",""
"118848","","","","","","","","","","","","","6","6","6"
"118849","","","","","","","","","","0","0","0","","",""
"118851","","","","","","","4","4","4","","","","","",""
"118857","0","0","0","","","","","","","","","","","",""
"118862","","","","0","0","0","","","","","","","","",""
"118863","","","","0","0","0","","","","","","","","",""
"118864","","","","","","","","","","0","0","0","","",""
"118865","","","","","","","","","","0","0","0","","",""
"118868","","","","","","","","","","","","","0","0","0"
"118870","","","","0","0","0","4","4","4","","","","","",""
"118873","","","","","","","5","5","5","","","","1","1","1"
"118876","","","","","","","0","0","0","","","","","",""
"118879","","","","","","","2","2","2","","","","","",""
"118880","","","","","","","","","","","","","8","8","8"
"118881","","","","0","0","0","","","","","","","","",""
"118888","","","","0","0","0","3","3","3","","","","","",""
"118896","","","","","","","","","","0","0","0","","",""
"118897","","","","","","","","","","","","","4","4","4"
"118898","","","","","","","2","2","2","","","","","",""
"118900","","","","","","","","","","0","0","0","","",""
"118904","","","","","","","","","","","","","6","6","6"
"118909","","","","","","","","","","","","","11","11","11"
"118916","","","","0","0","0","","","","","","","","",""
"118917","","","","","","","3","3","3","","","","","",""
"118923","","","","","","","5","5","5","","","","","",""
"118924","","","","","","","","","","","","","0","0","0"
"118929","","","","","","","1","1","1","","","","","",""
"118933","","","","0","0","0","","","","","","","","",""
"118936","","","","","","","","","","","","","9","9","9"
"118940","","","","","","","","","","0","0","0","","",""
"118942","","","","","","","","","","0","0","0","","",""
