"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"1858","","","","","","","","","","","","","0","0","0"
"1863","","","","","","","","","","","","","0","0","0"
"1882","","","","5","5","5","","","","","","","","",""
"1885","","","","","","","","","","0","0","0","","",""
"1888","","","","5","5","5","","","","","","","","",""
"1893","","","","","","","0","0","0","","","","","",""
"1904","","","","9","9","9","","","","0","0","0","","",""
"1905","0","0","0","","","","","","","","","","","",""
"1907","","","","","","","","","","0","0","0","","",""
"1910","","","","4","4","4","","","","","","","","",""
"1911","","","","","","","","","","0","0","0","","",""
"1914","","","","","","","0","0","0","0","0","0","","",""
"1916","","","","1","1","1","","","","","","","","",""
"1921","","","","","","","0","0","0","","","","6","6","6"
"1923","0","0","0","","","","","","","","","","","",""
"1924","","","","","","","0","0","0","0","0","0","","",""
"1938","","","","","","","0","0","0","","","","","",""
"1940","0","0","0","","","","","","","","","","","",""
"1941","","","","","","","","","","0","0","0","","",""
"1947","","","","","","","","","","0","0","0","","",""
"1950","","","","","","","0","0","0","","","","","",""
"1952","","","","","","","","","","","","","5","5","5"
"1953","","","","","","","","","","","","","12","12","12"
"1960","","","","0","0","0","","","","","","","","",""
"1964","","","","","","","","","","","","","9","9","9"
"1967","","","","","","","","","","0","0","0","","",""
"1973","","","","","","","0","0","0","","","","","",""
"1974","","","","0","0","0","","","","","","","","",""
"1976","0","0","0","","","","","","","","","","","",""
"1978","","","","","","","","","","","","","7","7","7"
"1979","","","","7","7","7","","","","","","","","",""
"1983","0","0","0","","","","","","","","","","","",""
"1988","","","","","","","0","0","0","","","","","",""
"1992","0","0","0","","","","","","","","","","","",""
"1995","0","0","0","","","","","","","","","","","",""
"2001","","","","2","2","2","","","","0","0","0","","",""
"2004","","","","","","","","","","","","","5","5","5"
"2006","","","","","","","","","","0","0","0","","",""
"2009","","","","4","4","4","","","","","","","","",""
"2013","","","","","","","","","","0","0","0","","",""
"2017","","","","","","","0","0","0","","","","","",""
"2021","","","","","","","","","","0","0","0","","",""
"2025","","","","0","0","0","","","","","","","","",""
"2026","","","","","","","","","","","","","1","1","1"
"2028","","","","","","","0","0","0","","","","","",""
"2029","","","","","","","0","0","0","","","","","",""
"2034","","","","","","","0","0","0","","","","","",""
"2042","0","0","0","0","0","0","","","","","","","","",""
"2045","","","","0","0","0","","","","","","","","",""
"2049","","","","","","","0","0","0","","","","6","6","6"
"2051","0","0","0","","","","","","","","","","0","0","0"
"2066","","","","","","","","","","0","0","0","","",""
"2073","","","","","","","0","0","0","","","","","",""
"2076","0","0","0","","","","","","","","","","","",""
"2078","","","","0","0","0","","","","","","","","",""
"2086","","","","","","","0","0","0","","","","","",""
"2093","","","","","","","","","","","","","11","11","11"
"2097","","","","","","","","","","0","0","0","","",""
"2101","","","","","","","","","","","","","5","5","5"
"2103","","","","0","0","0","","","","","","","","",""
"2106","","","","","","","","","","0","0","0","12","12","12"
"2112","","","","0","0","0","","","","","","","","",""
"2121","","","","","","","","","","0","0","0","","",""
"2128","","","","","","","0","0","0","","","","","",""
"2130","","","","","","","0","0","0","","","","","",""
"2131","","","","","","","","","","0","0","0","5","5","5"
"2135","0","0","0","","","","","","","","","","","",""
"2139","","","","","","","","","","0","0","0","","",""
"2140","0","0","0","","","","","","","","","","","",""
"2144","","","","","","","0","0","0","","","","","",""
"2146","","","","","","","0","0","0","","","","","",""
"2156","","","","","","","","","","0","0","0","","",""
"2159","","","","","","","0","0","0","","","","12","12","12"
"2160","","","","","","","","","","0","0","0","","",""
"2165","","","","","","","","","","","","","9","9","9"
"2170","0","0","0","","","","","","","","","","","",""
"2171","","","","","","","","","","","","","11","11","11"
"2174","","","","","","","","","","0","0","0","","",""
"2175","","","","0","0","0","","","","","","","","",""
"2179","","","","0","0","0","","","","","","","","",""
"2181","","","","0","0","0","","","","","","","","",""
"2183","","","","","","","","","","0","0","0","","",""
"2184","","","","","","","","","","","","","13","13","13"
"2186","0","0","0","","","","","","","","","","","",""
"2203","","","","0","0","0","","","","","","","","",""
"2205","","","","0","0","0","","","","0","0","0","","",""
"2207","","","","","","","","","","","","","8","8","8"
"2211","","","","0","0","0","","","","","","","5","5","5"
"2214","","","","","","","","","","0","0","0","","",""
"2215","","","","","","","","","","","","","8","8","8"
"2219","0","0","0","","","","","","","","","","","",""
"2220","","","","","","","","","","","","","9","9","9"
"2224","","","","","","","0","0","0","","","","6","6","6"
"2226","","","","0","0","0","0","0","0","","","","","",""
"2231","","","","","","","","","","","","","7","7","7"
"2232","","","","0","0","0","","","","","","","","",""
"2233","0","0","0","","","","","","","","","","","",""
"2235","0","0","0","","","","","","","","","","","",""
"2238","0","0","0","","","","","","","","","","","",""
"2240","","","","","","","","","","0","0","0","","",""
"2242","","","","0","0","0","","","","","","","","",""
"2246","0","0","0","","","","","","","","","","","",""
"2247","","","","","","","","","","","","","6","6","6"
"2256","","","","","","","","","","0","0","0","","",""
"2257","","","","","","","","","","0","0","0","","",""
"2260","","","","0","0","0","","","","","","","","",""
"2266","","","","","","","0","0","0","","","","","",""
"2268","","","","","","","","","","0","0","0","","",""
"2272","","","","","","","","","","","","","1","1","1"
"2278","0","0","0","","","","","","","","","","","",""
"2279","","","","","","","","","","","","","6","6","6"
"2284","","","","","","","","","","","","","7","7","7"
"2285","0","0","0","","","","","","","","","","6","6","6"
"2288","","","","","","","","","","0","0","0","","",""
"2294","","","","","","","","","","","","","5","5","5"
"2305","","","","","","","0","0","0","","","","","",""
"2310","","","","","","","","","","0","0","0","","",""
"2321","","","","","","","","","","0","0","0","","",""
"2322","","","","9","9","9","","","","","","","","",""
"2330","0","0","0","","","","","","","","","","","",""
"2351","","","","1","1","1","","","","","","","","",""
"2357","","","","9","9","9","","","","","","","","",""
"2360","","","","","","","","","","0","0","0","","",""
"2362","0","0","0","","","","","","","","","","9","9","9"
"2364","0","0","0","","","","","","","0","0","0","","",""
"2369","","","","","","","0","0","0","","","","","",""
"2384","","","","","","","","","","0","0","0","","",""
"2385","0","0","0","","","","","","","","","","","",""
"2387","","","","","","","","","","0","0","0","","",""
"2390","","","","","","","","","","","","","6","6","6"
"2399","","","","","","","","","","0","0","0","11","11","11"
"2406","","","","","","","","","","","","","6","6","6"
"2407","","","","","","","0","0","0","","","","","",""
"2408","","","","0","0","0","","","","","","","","",""
"2410","0","0","0","","","","","","","0","0","0","","",""
"2411","","","","","","","0","0","0","","","","","",""
"2412","","","","","","","","","","","","","1","1","1"
"2416","","","","0","0","0","","","","","","","","",""
"2421","","","","","","","","","","","","","5","5","5"
"2424","","","","","","","","","","0","0","0","","",""
"2425","","","","","","","0","0","0","","","","","",""
"2436","","","","","","","0","0","0","","","","","",""
"2437","","","","","","","","","","0","0","0","","",""
"2440","","","","","","","0","0","0","","","","","",""
"2441","0","0","0","","","","","","","","","","","",""
"2442","","","","","","","0","0","0","","","","","",""
"2446","","","","0","0","0","","","","","","","","",""
"2454","","","","","","","","","","0","0","0","","",""
"2456","","","","","","","","","","0","0","0","","",""
"2459","0","0","0","","","","","","","","","","","",""
"2460","","","","","","","","","","","","","3","3","3"
"2461","","","","0","0","0","","","","","","","","",""
"2462","0","0","0","","","","","","","","","","","",""
"2464","","","","","","","","","","0","0","0","","",""
"2466","","","","","","","0","0","0","","","","","",""
"2468","","","","0","0","0","","","","","","","","",""
"2470","","","","","","","0","0","0","","","","","",""
"2471","","","","","","","","","","","","","0","0","0"
"2472","0","0","0","","","","","","","","","","","",""
"2474","","","","","","","0","0","0","","","","","",""
"2477","","","","","","","","","","0","0","0","","",""
"2478","","","","","","","","","","","","","0","0","0"
"2479","","","","","","","","","","","","","0","0","0"
"2482","","","","","","","0","0","0","0","0","0","","",""
"2491","","","","","","","","","","0","0","0","","",""
"2495","0","0","0","","","","","","","","","","","",""
"2496","0","0","0","","","","","","","","","","","",""
"2497","","","","","","","","","","","","","0","0","0"
"2502","","","","","","","0","0","0","","","","","",""
"2503","","","","","","","","","","0","0","0","","",""
"2511","","","","","","","","","","","","","0","0","0"
"2521","0","0","0","","","","","","","","","","","",""
"2523","","","","","","","","","","","","","0","0","0"
"2524","","","","","","","11","11","11","","","","","",""
"2535","","","","","","","","","","0","0","0","0","0","0"
"2540","","","","1","1","1","6","6","6","","","","","",""
"2541","","","","","","","","","","","","","0","0","0"
"2542","","","","","","","3","3","3","","","","0","0","0"
"2548","","","","","","","","","","0","0","0","","",""
"2550","0","0","0","","","","","","","","","","","",""
"2558","","","","","","","0","0","0","","","","","",""
"2561","","","","","","","","","","","","","2","2","2"
"2565","0","0","0","","","","","","","","","","","",""
"2570","","","","","","","0","0","0","","","","","",""
"2571","","","","","","","","","","","","","11","11","11"
"2572","","","","0","0","0","","","","","","","","",""
"2576","0","0","0","","","","","","","","","","","",""
"2578","","","","0","0","0","","","","","","","","",""
"2584","","","","","","","","","","0","0","0","7","7","7"
"2588","","","","","","","0","0","0","","","","","",""
"2594","","","","","","","0","0","0","","","","","",""
"2597","","","","6","6","6","","","","0","0","0","","",""
"2601","","","","0","0","0","","","","","","","","",""
"2602","0","0","0","","","","","","","","","","","",""
"2604","","","","0","0","0","","","","","","","","",""
"2605","0","0","0","","","","","","","","","","","",""
"2606","0","0","0","","","","","","","","","","","",""
"2617","","","","10","10","10","","","","","","","","",""
"2618","","","","","","","","","","0","0","0","","",""
"2620","","","","","","","","","","0","0","0","","",""
"2623","","","","4","4","4","","","","","","","","",""
"2624","","","","","","","","","","","","","0","0","0"
"2636","0","0","0","","","","","","","","","","","",""
"2640","","","","","","","0","0","0","","","","","",""
"2642","","","","0","0","0","","","","","","","","",""
"2645","","","","","","","","","","","","","0","0","0"
"2649","","","","","","","0","0","0","","","","","",""
"2651","","","","","","","","","","","","","0","0","0"
"2653","","","","","","","","","","","","","0","0","0"
"2668","","","","","","","","","","","","","0","0","0"
"2670","","","","0","0","0","","","","","","","","",""
"2682","0","0","0","","","","","","","","","","","",""
"2688","","","","","","","8","8","8","","","","","",""
"2691","","","","","","","","","","0","0","0","","",""
"2695","","","","","","","","","","0","0","0","6","6","6"
"2696","0","0","0","","","","","","","","","","6","6","6"
"2697","","","","","","","7","7","7","","","","","",""
"2698","","","","","","","","","","","","","4","4","4"
"2699","","","","","","","6","6","6","","","","","",""
"2707","","","","4","4","4","","","","","","","","",""
"2708","","","","4","4","4","","","","0","0","0","","",""
"2715","0","0","0","","","","","","","","","","","",""
"2719","","","","12","12","12","","","","","","","","",""
"2722","","","","","","","","","","","","","5","5","5"
"2725","","","","","","","0","0","0","","","","9","9","9"
"2726","","","","","","","","","","","","","10","10","10"
"2729","0","0","0","","","","","","","","","","","",""
"2730","","","","","","","0","0","0","0","0","0","","",""
"2733","","","","","","","","","","0","0","0","","",""
"2734","0","0","0","","","","","","","","","","","",""
"2739","","","","","","","","","","","","","8","8","8"
"2742","","","","","","","","","","0","0","0","","",""
"2744","","","","8","8","8","","","","","","","","",""
"2745","","","","","","","","","","","","","9","9","9"
"2746","","","","","","","0","0","0","","","","","",""
"2749","0","0","0","","","","","","","","","","","",""
"2751","","","","","","","","","","0","0","0","3","3","3"
"2752","","","","","","","","","","","","","3","3","3"
"2753","","","","7","7","7","","","","","","","","",""
"2756","","","","","","","","","","","","","0","0","0"
"2760","","","","","","","","","","","","","9","9","9"
"2766","0","0","0","","","","","","","0","0","0","","",""
"2768","","","","","","","0","0","0","","","","","",""
"2773","","","","","","","0","0","0","0","0","0","","",""
"2778","0","0","0","","","","","","","","","","","",""
"2788","","","","8","8","8","","","","","","","","",""
"2791","","","","","","","","","","0","0","0","","",""
"2792","","","","","","","","","","","","","5","5","5"
"2796","","","","","","","","","","0","0","0","","",""
"2797","","","","","","","0","0","0","","","","","",""
"2799","","","","1","1","1","","","","0","0","0","","",""
"2801","","","","","","","0","0","0","0","0","0","","",""
"2802","","","","","","","0","0","0","","","","","",""
"2806","","","","","","","","","","0","0","0","","",""
"2811","","","","","","","","","","0","0","0","","",""
"2814","0","0","0","","","","","","","","","","","",""
"2816","0","0","0","","","","","","","","","","","",""
"2831","","","","","","","0","0","0","","","","4","4","4"
"2832","","","","5","5","5","","","","","","","","",""
"2838","","","","4","4","4","","","","0","0","0","","",""
