"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"22886","","","","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667"
"22887","","","","","","","21","21","21","","","","","",""
"22894","","","","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","",""
"22896","","","","","","","","","","","","","70","70","70"
"22898","","","","","","","22.818181818181817","22.818181818181817","22.818181818181817","","","","","",""
"22902","","","","","","","22.75","22.75","22.75","","","","","",""
"22907","","","","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","",""
"22922","","","","69.875","69.875","69.875","","","","","","","","",""
"22923","","","","69.77777777777777","69.77777777777777","69.77777777777777","","","","","","","","",""
"22926","59.285714285714285","59.285714285714285","59.285714285714285","","","","","","","","","","","",""
"22928","60.125","60.125","60.125","","","","","","","","","","","",""
"22929","","","","","","","","","","3.1","3.1","3.1","","",""
"22931","60.875","60.875","60.875","","","","","","","","","","","",""
"22939","62.875","62.875","62.875","","","","11.9","11.9","11.9","","","","","",""
"22942","","","","","","","","","","0","0","0","","",""
"22949","","","","","","","10","10","10","","","","","",""
"22951","","","","","","","","","","","","","70","70","70"
"22953","","","","","","","","","","0","0","0","","",""
"22957","60.75","60.75","60.75","","","","","","","","","","","",""
"22970","","","","","","","","","","1","1","1","","",""
"22972","","","","","","","4.285714285714286","4.285714285714286","4.285714285714286","","","","","",""
"22977","","","","","","","","","","","","","70","70","70"
"22979","","","","","","","2.1666666666666665","2.1666666666666665","2.1666666666666665","","","","","",""
"22985","","","","67.9090909090909","67.9090909090909","67.9090909090909","","","","","","","","",""
"22995","","","","","","","","","","","","","70","70","70"
"22997","","","","","","","","","","1.75","1.75","1.75","","",""
"22998","62.7","62.7","62.7","","","","","","","","","","","",""
"23000","","","","64.88888888888889","64.88888888888889","64.88888888888889","","","","","","","","",""
"23001","","","","65","65","65","3.4","3.4","3.4","","","","","",""
"23002","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"23003","62.25","62.25","62.25","65.625","65.625","65.625","","","","","","","","",""
"23007","62.666666666666664","62.666666666666664","62.666666666666664","","","","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","70","70","70"
"23008","","","","","","","","","","","","","70","70","70"
"23010","","","","","","","","","","2.625","2.625","2.625","","",""
"23014","","","","68.875","68.875","68.875","","","","","","","","",""
"23017","","","","","","","0.9230769230769231","0.9230769230769231","0.9230769230769231","","","","","",""
"23020","","","","","","","","","","4.6","4.6","4.6","","",""
"23021","","","","","","","","","","4","4","4","","",""
"23026","","","","","","","","","","2.3","2.3","2.3","","",""
"23030","","","","67.45454545454545","67.45454545454545","67.45454545454545","","","","","","","","",""
"23035","64","64","64","","","","","","","","","","","",""
"23044","","","","","","","","","","","","","70","70","70"
"23047","","","","","","","","","","1.1","1.1","1.1","","",""
"23050","","","","64.125","64.125","64.125","","","","0.2","0.2","0.2","","",""
"23051","66","66","66","","","","","","","","","","","",""
"23052","","","","","","","0","0","0","","","","","",""
"23059","","","","63.6","63.6","63.6","","","","","","","","",""
"23060","","","","","","","0","0","0","","","","","",""
"23069","","","","","","","0.3","0.3","0.3","","","","","",""
"23070","","","","","","","0.3","0.3","0.3","","","","0","0","0"
"23072","","","","","","","0.6363636363636364","0.6363636363636364","0.6363636363636364","","","","","",""
"23079","","","","56.09090909090909","56.09090909090909","56.09090909090909","","","","","","","","",""
"23080","","","","","","","","","","0","0","0","","",""
"23082","","","","","","","","","","","","","0","0","0"
"23090","","","","","","","0","0","0","","","","","",""
"23091","","","","","","","","","","0","0","0","","",""
"23092","","","","","","","","","","0","0","0","","",""
"23097","68.42857142857143","68.42857142857143","68.42857142857143","","","","","","","","","","","",""
"23100","","","","","","","0","0","0","","","","","",""
"23105","","","","","","","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","",""
"23108","","","","51.44444444444444","51.44444444444444","51.44444444444444","0","0","0","","","","","",""
"23109","","","","","","","","","","","","","0","0","0"
"23112","","","","","","","","","","","","","69.6","69.6","69.6"
"23113","69.5","69.5","69.5","50.875","50.875","50.875","","","","","","","","",""
"23126","","","","","","","0","0","0","","","","","",""
"23127","","","","48.57142857142857","48.57142857142857","48.57142857142857","","","","","","","","",""
"23130","","","","49","49","49","","","","","","","","",""
"23133","","","","","","","0","0","0","","","","","",""
"23135","","","","","","","","","","0","0","0","","",""
"23139","70","70","70","","","","","","","","","","","",""
"23140","70","70","70","","","","","","","","","","","",""
"23148","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"23151","70","70","70","","","","","","","","","","","",""
"23153","","","","","","","","","","","","","70","70","70"
"23155","","","","","","","","","","","","","70","70","70"
"23156","","","","50.44444444444444","50.44444444444444","50.44444444444444","","","","","","","","",""
"23157","","","","50.5","50.5","50.5","","","","","","","","",""
"23158","","","","","","","0","0","0","","","","70","70","70"
"23160","","","","51.75","51.75","51.75","","","","","","","","",""
"23161","70","70","70","","","","","","","","","","","",""
"23165","","","","","","","","","","","","","70","70","70"
"23167","","","","","","","","","","4","4","4","","",""
"23169","70","70","70","","","","","","","","","","","",""
"23170","","","","","","","0","0","0","","","","","",""
"23173","","","","","","","","","","4.111111111111111","4.111111111111111","4.111111111111111","","",""
"23178","","","","","","","0","0","0","","","","","",""
"23179","70","70","70","","","","","","","","","","","",""
"23184","","","","","","","","","","6","6","6","","",""
"23192","","","","","","","0","0","0","","","","70","70","70"
"23194","","","","","","","","","","","","","70","70","70"
"23198","70","70","70","","","","","","","","","","","",""
"23201","","","","","","","","","","","","","70","70","70"
"23203","","","","50.54545454545455","50.54545454545455","50.54545454545455","","","","","","","","",""
"23207","","","","","","","","","","7.444444444444445","7.444444444444445","7.444444444444445","","",""
"23209","","","","","","","","","","7.5","7.5","7.5","","",""
"23218","","","","","","","","","","","","","70","70","70"
"23227","","","","","","","","","","","","","70","70","70"
"23229","","","","50.375","50.375","50.375","","","","","","","","",""
"23231","","","","","","","","","","6.545454545454546","6.545454545454546","6.545454545454546","","",""
"23232","","","","50.57142857142857","50.57142857142857","50.57142857142857","","","","","","","","",""
"23233","","","","","","","","","","","","","70","70","70"
"23239","","","","","","","","","","5.3","5.3","5.3","","",""
"23241","","","","52.4","52.4","52.4","","","","","","","","",""
"23243","","","","","","","0","0","0","","","","","",""
"23244","70","70","70","","","","","","","","","","","",""
"23246","","","","53","53","53","","","","","","","","",""
"23248","","","","","","","0","0","0","6.75","6.75","6.75","","",""
"23262","","","","","","","","","","","","","70","70","70"
"23263","","","","","","","0","0","0","","","","","",""
"23264","","","","","","","0","0","0","","","","","",""
"23265","","","","","","","","","","10.11111111111111","10.11111111111111","10.11111111111111","","",""
"23268","","","","","","","","","","","","","70","70","70"
"23271","","","","","","","0","0","0","","","","","",""
"23275","","","","","","","","","","10.555555555555555","10.555555555555555","10.555555555555555","","",""
"23276","","","","57.111111111111114","57.111111111111114","57.111111111111114","","","","","","","","",""
"23285","","","","56.666666666666664","56.666666666666664","56.666666666666664","","","","","","","","",""
"23287","","","","","","","","","","","","","70","70","70"
"23289","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"23294","","","","","","","0","0","0","","","","69.8","69.8","69.8"
"23295","","","","","","","0.18181818181818182","0.18181818181818182","0.18181818181818182","","","","","",""
"23297","","","","","","","","","","","","","70","70","70"
"23300","","","","55.714285714285715","55.714285714285715","55.714285714285715","","","","","","","","",""
"23305","","","","57","57","57","","","","","","","","",""
"23314","","","","57.9","57.9","57.9","","","","","","","","",""
"23318","","","","","","","0","0","0","","","","70","70","70"
"23319","66","66","66","","","","","","","","","","0","0","0"
"23322","","","","","","","","","","","","","70","70","70"
"23324","","","","","","","","","","6.777777777777778","6.777777777777778","6.777777777777778","","",""
"23325","","","","","","","0","0","0","","","","","",""
"23327","65.625","65.625","65.625","","","","","","","","","","","",""
"23330","64.88888888888889","64.88888888888889","64.88888888888889","","","","","","","","","","","",""
"23335","66.33333333333333","66.33333333333333","66.33333333333333","55","55","55","","","","","","","","",""
"23340","64.61538461538461","64.61538461538461","64.61538461538461","55.27272727272727","55.27272727272727","55.27272727272727","","","","","","","","",""
"23346","64.07692307692308","64.07692307692308","64.07692307692308","","","","0.45454545454545453","0.45454545454545453","0.45454545454545453","","","","","",""
"23347","","","","51.18181818181818","51.18181818181818","51.18181818181818","","","","","","","","",""
"23348","","","","","","","","","","9.777777777777779","9.777777777777779","9.777777777777779","","",""
"23349","","","","50.72727272727273","50.72727272727273","50.72727272727273","","","","","","","","",""
"23353","","","","","","","","","","9.5","9.5","9.5","","",""
"23356","61.25","61.25","61.25","","","","","","","10","10","10","","",""
"23364","","","","46.54545454545455","46.54545454545455","46.54545454545455","","","","","","","","",""
"23365","","","","","","","","","","","","","70","70","70"
"23372","","","","","","","","","","10.142857142857142","10.142857142857142","10.142857142857142","","",""
"23373","","","","46.111111111111114","46.111111111111114","46.111111111111114","0","0","0","","","","","",""
