"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"110175","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"110177","","","","2","2","2","","","","","","","","",""
"110178","12","12","12","","","","","","","","","","","",""
"110179","12.090909090909092","12.090909090909092","12.090909090909092","","","","","","","","","","","",""
"110180","","","","","","","","","","4.888888888888889","4.888888888888889","4.888888888888889","69.85714285714286","69.85714285714286","69.85714285714286"
"110182","11.3","11.3","11.3","","","","","","","","","","","",""
"110183","11.777777777777779","11.777777777777779","11.777777777777779","","","","","","","","","","","",""
"110186","11.6","11.6","11.6","","","","","","","","","","","",""
"110193","","","","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","70","70","70"
"110194","","","","","","","","","","3","3","3","70","70","70"
"110200","9.666666666666666","9.666666666666666","9.666666666666666","","","","","","","","","","","",""
"110212","9.666666666666666","9.666666666666666","9.666666666666666","","","","","","","","","","","",""
"110214","","","","","","","","","","4.3","4.3","4.3","70","70","70"
"110219","11.166666666666666","11.166666666666666","11.166666666666666","","","","","","","","","","","",""
"110220","","","","0","0","0","","","","","","","","",""
"110222","10.666666666666666","10.666666666666666","10.666666666666666","","","","","","","","","","","",""
"110228","10.444444444444445","10.444444444444445","10.444444444444445","","","","","","","","","","","",""
"110237","","","","","","","","","","3.1","3.1","3.1","70","70","70"
"110239","","","","2.1","2.1","2.1","","","","","","","","",""
"110244","11.125","11.125","11.125","","","","","","","2","2","2","69.875","69.875","69.875"
"110246","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","","","","","","","","",""
"110251","10","10","10","","","","","","","","","","","",""
"110261","","","","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","",""
"110264","","","","","","","70","70","70","","","","","",""
"110267","10.88888888888889","10.88888888888889","10.88888888888889","0","0","0","","","","","","","","",""
"110269","","","","","","","","","","3.875","3.875","3.875","0","0","0"
"110270","","","","","","","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","70","70","70"
"110271","11","11","11","","","","","","","","","","","",""
"110274","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70"
"110276","","","","","","","70","70","70","","","","","",""
"110281","","","","","","","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","70","70","70"
"110285","","","","","","","70","70","70","","","","","",""
"110287","","","","","","","","","","3","3","3","70","70","70"
"110295","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"110301","","","","","","","70","70","70","","","","","",""
"110307","","","","","","","70","70","70","","","","","",""
"110309","11.555555555555555","11.555555555555555","11.555555555555555","","","","","","","","","","","",""
"110310","","","","","","","","","","6.777777777777778","6.777777777777778","6.777777777777778","70","70","70"
"110319","12.333333333333334","12.333333333333334","12.333333333333334","","","","","","","","","","","",""
"110323","","","","2.5","2.5","2.5","","","","","","","","",""
"110327","","","","","","","","","","4.9","4.9","4.9","70","70","70"
"110328","11.909090909090908","11.909090909090908","11.909090909090908","","","","","","","","","","","",""
"110339","","","","3.7777777777777777","3.7777777777777777","3.7777777777777777","","","","","","","","",""
"110341","","","","","","","","","","3","3","3","70","70","70"
"110343","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70"
"110349","","","","","","","","","","2.875","2.875","2.875","0","0","0"
"110356","","","","","","","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","70","70","70"
"110364","","","","","","","","","","4.111111111111111","4.111111111111111","4.111111111111111","69.83333333333333","69.83333333333333","69.83333333333333"
"110369","","","","","","","","","","3.9","3.9","3.9","0","0","0"
"110371","","","","","","","","","","2.727272727272727","2.727272727272727","2.727272727272727","70","70","70"
"110379","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"110380","","","","","","","69.25","69.25","69.25","","","","","",""
"110387","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"110388","22","22","22","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"110389","","","","","","","69.625","69.625","69.625","","","","","",""
"110393","","","","0.75","0.75","0.75","","","","","","","","",""
"110394","","","","1","1","1","","","","","","","","",""
"110397","","","","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","70","70","70"
"110415","","","","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","70","70","70"
"110418","","","","","","","","","","2.111111111111111","2.111111111111111","2.111111111111111","70","70","70"
"110421","25.22222222222222","25.22222222222222","25.22222222222222","","","","","","","","","","","",""
"110423","","","","","","","70","70","70","","","","","",""
"110424","","","","0.5","0.5","0.5","","","","","","","","",""
"110425","","","","","","","70","70","70","","","","","",""
"110429","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"110432","","","","0","0","0","","","","","","","","",""
"110437","","","","","","","70","70","70","","","","","",""
"110439","25.22222222222222","25.22222222222222","25.22222222222222","","","","","","","","","","","",""
"110447","26.333333333333332","26.333333333333332","26.333333333333332","","","","","","","","","","","",""
"110449","26.857142857142858","26.857142857142858","26.857142857142858","","","","","","","","","","","",""
"110451","","","","","","","70","70","70","","","","","",""
"110456","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","","","","","","","","",""
"110457","","","","","","","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","70","70","70"
"110462","","","","","","","","","","1","1","1","70","70","70"
"110468","29.11111111111111","29.11111111111111","29.11111111111111","","","","","","","0","0","0","70","70","70"
"110469","29.5","29.5","29.5","","","","","","","","","","","",""
"110472","","","","","","","","","","0.25","0.25","0.25","70","70","70"
"110486","29.75","29.75","29.75","","","","","","","","","","","",""
"110492","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","70","70","70","","","","","",""
"110493","","","","","","","70","70","70","","","","","",""
"110497","","","","","","","","","","0","0","0","70","70","70"
"110505","","","","","","","","","","0","0","0","70","70","70"
"110507","","","","0","0","0","","","","","","","","",""
"110509","","","","0","0","0","","","","","","","","",""
"110515","","","","","","","70","70","70","","","","","",""
"110522","","","","","","","","","","2.25","2.25","2.25","70","70","70"
"110528","","","","","","","70","70","70","","","","","",""
"110531","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70"
"110540","28.25","28.25","28.25","","","","","","","","","","","",""
"110552","30","30","30","","","","","","","","","","","",""
"110562","","","","","","","","","","5","5","5","70","70","70"
"110564","","","","","","","70","70","70","","","","","",""
"110567","","","","3.375","3.375","3.375","","","","","","","","",""
"110573","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","","","","","",""
"110579","","","","4.444444444444445","4.444444444444445","4.444444444444445","","","","","","","","",""
"110582","","","","","","","69.875","69.875","69.875","","","","","",""
"110594","","","","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","",""
"110595","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","",""
"110598","26.444444444444443","26.444444444444443","26.444444444444443","","","","","","","","","","","",""
"110599","","","","2","2","2","","","","","","","","",""
"110602","24.375","24.375","24.375","","","","","","","","","","","",""
"110609","","","","","","","69.875","69.875","69.875","","","","","",""
"110612","","","","3","3","3","","","","","","","","",""
"110613","","","","","","","70","70","70","","","","","",""
"110621","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"110623","","","","","","","69.88888888888889","69.88888888888889","69.88888888888889","","","","","",""
"110631","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70"
"110634","","","","","","","","","","2.6","2.6","2.6","70","70","70"
"110637","25.333333333333332","25.333333333333332","25.333333333333332","","","","","","","","","","","",""
"110638","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"110643","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","",""
"110644","","","","","","","","","","3.7","3.7","3.7","70","70","70"
"110645","","","","3","3","3","","","","","","","","",""
"110650","","","","","","","70","70","70","","","","","",""
"110651","","","","3.7777777777777777","3.7777777777777777","3.7777777777777777","","","","","","","","",""
"110654","25.444444444444443","25.444444444444443","25.444444444444443","","","","","","","","","","","",""
"110655","","","","","","","","","","4.6","4.6","4.6","70","70","70"
"110659","25.3","25.3","25.3","","","","","","","","","","","",""
"110661","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"110665","","","","","","","70","70","70","","","","","",""
"110666","","","","","","","70","70","70","","","","","",""
"110670","","","","2.5","2.5","2.5","","","","","","","","",""
"110681","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"110684","","","","","","","","","","5.333333333333333","5.333333333333333","5.333333333333333","70","70","70"
"110687","","","","","","","","","","5","5","5","70","70","70"
"110694","29.5","29.5","29.5","","","","","","","","","","","",""
"110696","","","","","","","","","","5.625","5.625","5.625","70","70","70"
"110712","","","","","","","69","69","69","","","","","",""
"110722","29.5","29.5","29.5","","","","70","70","70","","","","","",""
"110737","","","","","","","70","70","70","","","","","",""
"110740","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","",""
"110752","","","","","","","70","70","70","","","","","",""
"110757","","","","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","",""
"110761","","","","2","2","2","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","70","70","70"
"110763","35","35","35","","","","","","","","","","","",""
"110764","34.72727272727273","34.72727272727273","34.72727272727273","","","","","","","","","","","",""
"110768","35","35","35","","","","70","70","70","","","","","",""
"110777","","","","","","","","","","3","3","3","70","70","70"
"110780","","","","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","",""
"110781","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","70","70","70","","","","","",""
"110782","34.625","34.625","34.625","","","","","","","","","","","",""
"110784","","","","","","","","","","4.888888888888889","4.888888888888889","4.888888888888889","70","70","70"
"110787","35.111111111111114","35.111111111111114","35.111111111111114","","","","","","","","","","","",""
"110789","","","","2.625","2.625","2.625","","","","6.25","6.25","6.25","0","0","0"
"110792","","","","","","","69","69","69","","","","","",""
"110795","","","","","","","70","70","70","","","","","",""
"110801","34.666666666666664","34.666666666666664","34.666666666666664","","","","","","","","","","","",""
"110804","","","","1","1","1","","","","","","","","",""
"110805","","","","","","","70","70","70","","","","","",""
"110806","33.22222222222222","33.22222222222222","33.22222222222222","","","","","","","","","","","",""
"110815","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","","","","","",""
"110819","","","","","","","","","","12.555555555555555","12.555555555555555","12.555555555555555","0","0","0"
"110823","","","","","","","","","","13.1","13.1","13.1","70","70","70"
"110827","","","","","","","","","","13.4","13.4","13.4","69.33333333333333","69.33333333333333","69.33333333333333"
"110834","34.77777777777778","34.77777777777778","34.77777777777778","","","","","","","","","","","",""
"110837","","","","","","","","","","15.875","15.875","15.875","69.28571428571429","69.28571428571429","69.28571428571429"
"110840","","","","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","",""
"110843","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","","","","",""
"110844","","","","0","0","0","","","","","","","","",""
"110859","34.5","34.5","34.5","0","0","0","","","","","","","","",""
"110862","","","","","","","69.875","69.875","69.875","","","","","",""
"110866","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"110869","","","","","","","70","70","70","","","","","",""
"110872","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"110873","32.5","32.5","32.5","","","","","","","","","","","",""
"110885","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","","","","","","","","",""
"110887","","","","","","","70","70","70","","","","","",""
"110888","","","","","","","","","","12.6","12.6","12.6","70","70","70"
"110890","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"110891","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"110893","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"110897","","","","","","","70","70","70","13.5","13.5","13.5","69.83333333333333","69.83333333333333","69.83333333333333"
"110898","","","","0.75","0.75","0.75","","","","","","","","",""
"110901","","","","","","","70","70","70","","","","","",""
"110906","31","31","31","","","","","","","","","","","",""
"110912","33","33","33","","","","","","","","","","","",""
"110915","","","","","","","70","70","70","","","","","",""
"110919","","","","","","","","","","12.555555555555555","12.555555555555555","12.555555555555555","0","0","0"
"110922","","","","1.1111111111111112","1.1111111111111112","1.1111111111111112","","","","","","","","",""
"110925","","","","","","","70","70","70","","","","","",""
"110930","","","","","","","70","70","70","","","","","",""
"110935","","","","","","","","","","15.375","15.375","15.375","69.71428571428571","69.71428571428571","69.71428571428571"
"110936","31.88888888888889","31.88888888888889","31.88888888888889","","","","","","","","","","","",""
"110943","","","","4.555555555555555","4.555555555555555","4.555555555555555","70","70","70","","","","","",""
"110944","31","31","31","","","","","","","","","","","",""
"110945","","","","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","",""
"110960","29.6","29.6","29.6","","","","70","70","70","","","","","",""
"110968","","","","","","","","","","16.88888888888889","16.88888888888889","16.88888888888889","70","70","70"
"110972","","","","7","7","7","","","","","","","","",""
"110974","","","","","","","70","70","70","","","","","",""
"110980","","","","","","","70","70","70","","","","","",""
"110985","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"110988","27.4","27.4","27.4","","","","","","","","","","","",""
"110997","","","","","","","","","","16","16","16","69.71428571428571","69.71428571428571","69.71428571428571"
"111003","","","","5.444444444444445","5.444444444444445","5.444444444444445","","","","","","","","",""
"111005","","","","5","5","5","","","","","","","","",""
"111014","","","","","","","","","","17.545454545454547","17.545454545454547","17.545454545454547","70","70","70"
"111018","26.8","26.8","26.8","","","","","","","","","","","",""
"111019","26.333333333333332","26.333333333333332","26.333333333333332","","","","","","","16.8","16.8","16.8","0","0","0"
"111022","","","","","","","70","70","70","","","","","",""
"111025","","","","4.777777777777778","4.777777777777778","4.777777777777778","","","","","","","","",""
"111033","","","","","","","70","70","70","","","","","",""
"111040","25.11111111111111","25.11111111111111","25.11111111111111","","","","","","","","","","","",""
"111046","","","","","","","","","","18.75","18.75","18.75","70","70","70"
"111047","","","","","","","","","","18.77777777777778","18.77777777777778","18.77777777777778","70","70","70"
"111048","","","","4.125","4.125","4.125","","","","","","","","",""
"111052","24","24","24","","","","","","","","","","","",""
"111054","","","","","","","","","","19.25","19.25","19.25","70","70","70"
"111056","","","","","","","","","","19.75","19.75","19.75","69.71428571428571","69.71428571428571","69.71428571428571"
"111059","","","","","","","70","70","70","","","","","",""
"111065","","","","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","",""
"111066","","","","","","","","","","20.88888888888889","20.88888888888889","20.88888888888889","70","70","70"
"111067","","","","","","","70","70","70","20.666666666666668","20.666666666666668","20.666666666666668","69.83333333333333","69.83333333333333","69.83333333333333"
"111068","","","","","","","","","","20.625","20.625","20.625","70","70","70"
"111071","","","","5","5","5","","","","","","","","",""
"111074","27","27","27","","","","","","","","","","","",""
"111077","","","","","","","69.5","69.5","69.5","","","","","",""
"111080","","","","","","","70","70","70","","","","","",""
"111085","27.333333333333332","27.333333333333332","27.333333333333332","","","","","","","","","","","",""
"111088","27.625","27.625","27.625","","","","","","","","","","","",""
"111093","","","","6.777777777777778","6.777777777777778","6.777777777777778","","","","","","","","",""
"111098","","","","5.9","5.9","5.9","","","","","","","","",""
"111099","","","","5.8","5.8","5.8","","","","","","","","",""
"111103","28.25","28.25","28.25","","","","","","","","","","","",""
"111107","","","","","","","70","70","70","","","","","",""
"111108","28.22222222222222","28.22222222222222","28.22222222222222","","","","","","","","","","","",""
"111111","","","","","","","70","70","70","","","","","",""
"111113","28.375","28.375","28.375","","","","","","","","","","","",""
"111121","27.625","27.625","27.625","","","","","","","","","","","",""
"111122","","","","","","","","","","20.7","20.7","20.7","70","70","70"
"111124","","","","9.3","9.3","9.3","","","","","","","","",""
"111133","","","","","","","","","","20.88888888888889","20.88888888888889","20.88888888888889","69.57142857142857","69.57142857142857","69.57142857142857"
"111135","","","","","","","","","","20.444444444444443","20.444444444444443","20.444444444444443","70","70","70"
"111141","","","","","","","","","","20.22222222222222","20.22222222222222","20.22222222222222","70","70","70"
"111151","28.545454545454547","28.545454545454547","28.545454545454547","","","","","","","","","","","",""
"111163","","","","","","","70","70","70","","","","","",""
"111177","","","","","","","70","70","70","","","","","",""
"111185","24.444444444444443","24.444444444444443","24.444444444444443","","","","","","","","","","","",""
"111192","23.666666666666668","23.666666666666668","23.666666666666668","","","","","","","","","","","",""
"111201","23","23","23","","","","","","","","","","","",""
"111204","","","","","","","","","","21.3","21.3","21.3","70","70","70"
"111211","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","",""
"111214","23","23","23","","","","","","","","","","","",""
"111219","","","","","","","","","","22.77777777777778","22.77777777777778","22.77777777777778","0","0","0"
"111223","","","","4","4","4","","","","23","23","23","70","70","70"
"111227","","","","","","","70","70","70","","","","","",""
"111232","21.25","21.25","21.25","","","","","","","","","","","",""
"111235","20.333333333333332","20.333333333333332","20.333333333333332","","","","","","","","","","","",""
"111240","","","","3","3","3","","","","","","","","",""
"111241","","","","3","3","3","","","","","","","","",""
"111248","20.666666666666668","20.666666666666668","20.666666666666668","","","","","","","","","","","",""
"111262","","","","","","","","","","26.444444444444443","26.444444444444443","26.444444444444443","70","70","70"
"111263","","","","","","","70","70","70","","","","","",""
"111264","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","","","","","",""
"111279","19.77777777777778","19.77777777777778","19.77777777777778","","","","","","","","","","","",""
"111286","","","","","","","","","","28.625","28.625","28.625","70","70","70"
"111288","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"111294","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"111297","18.666666666666668","18.666666666666668","18.666666666666668","","","","","","","","","","","",""
"111298","19","19","19","","","","70","70","70","","","","","",""
"111299","18.77777777777778","18.77777777777778","18.77777777777778","","","","","","","0","0","0","0","0","0"
"111302","18.88888888888889","18.88888888888889","18.88888888888889","","","","","","","","","","","",""
"111311","","","","","","","","","","31.5","31.5","31.5","70","70","70"
"111329","","","","","","","","","","30.666666666666668","30.666666666666668","30.666666666666668","0","0","0"
"111345","","","","","","","","","","30","30","30","69.71428571428571","69.71428571428571","69.71428571428571"
"111348","19.555555555555557","19.555555555555557","19.555555555555557","","","","","","","","","","","",""
"111352","","","","","","","","","","30","30","30","70","70","70"
"111354","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","",""
"111357","","","","","","","","","","29.875","29.875","29.875","70","70","70"
"111358","","","","","","","","","","30","30","30","70","70","70"
"111361","","","","","","","","","","30.875","30.875","30.875","69.66666666666667","69.66666666666667","69.66666666666667"
"111363","","","","","","","","","","30.7","30.7","30.7","69.66666666666667","69.66666666666667","69.66666666666667"
"111364","","","","","","","70","70","70","","","","","",""
"111365","18.666666666666668","18.666666666666668","18.666666666666668","","","","","","","","","","","",""
"111371","17.444444444444443","17.444444444444443","17.444444444444443","","","","","","","","","","","",""
"111372","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"111373","","","","","","","70","70","70","","","","","",""
"111382","","","","1.4","1.4","1.4","","","","","","","","",""
"111383","17.11111111111111","17.11111111111111","17.11111111111111","","","","","","","","","","","",""
"111386","","","","0.5555555555555556","0.5555555555555556","0.5555555555555556","","","","","","","","",""
"111389","","","","","","","","","","30.5","30.5","30.5","0","0","0"
"111393","","","","","","","","","","31","31","31","70","70","70"
"111398","18.142857142857142","18.142857142857142","18.142857142857142","","","","","","","","","","","",""
"111406","17.333333333333332","17.333333333333332","17.333333333333332","","","","","","","","","","","",""
"111412","","","","","","","69.875","69.875","69.875","","","","","",""
"111418","20","20","20","","","","","","","","","","","",""
"111419","20.1","20.1","20.1","","","","","","","","","","","",""
"111425","","","","","","","69.125","69.125","69.125","","","","","",""
"111430","19.555555555555557","19.555555555555557","19.555555555555557","","","","","","","","","","","",""
"111432","","","","","","","","","","28","28","28","69.71428571428571","69.71428571428571","69.71428571428571"
"111441","","","","","","","","","","28.375","28.375","28.375","70","70","70"
"111450","18.3","18.3","18.3","0","0","0","","","","","","","","",""
"111454","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","","","","",""
"111457","18.77777777777778","18.77777777777778","18.77777777777778","","","","","","","","","","","",""
"111458","18.6","18.6","18.6","","","","","","","","","","","",""
"111468","","","","","","","70","70","70","","","","","",""
"111469","","","","","","","","","","28.555555555555557","28.555555555555557","28.555555555555557","0","0","0"
"111481","18","18","18","","","","","","","28.9","28.9","28.9","70","70","70"
"111487","","","","","","","70","70","70","","","","","",""
"111497","","","","","","","69.875","69.875","69.875","","","","","",""
"111498","","","","","","","","","","29.5","29.5","29.5","69.57142857142857","69.57142857142857","69.57142857142857"
"111500","","","","","","","69.5","69.5","69.5","","","","","",""
"111505","15.9","15.9","15.9","","","","","","","","","","","",""
"111508","","","","","","","69","69","69","","","","","",""
"111509","","","","","","","70","70","70","","","","","",""
"111512","14.88888888888889","14.88888888888889","14.88888888888889","","","","","","","28.25","28.25","28.25","70","70","70"
"111515","","","","","","","","","","29.11111111111111","29.11111111111111","29.11111111111111","69.5","69.5","69.5"
"111518","15.11111111111111","15.11111111111111","15.11111111111111","","","","69.57142857142857","69.57142857142857","69.57142857142857","","","","","",""
"111521","13.375","13.375","13.375","","","","","","","","","","","",""
"111522","","","","","","","70","70","70","","","","","",""
"111531","10.3","10.3","10.3","","","","","","","","","","","",""
"111543","","","","","","","","","","30.11111111111111","30.11111111111111","30.11111111111111","70","70","70"
"111562","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","","","","",""
"111564","","","","0","0","0","","","","","","","","",""
"111573","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","","","","",""
"111575","","","","","","","70","70","70","","","","","",""
"111577","","","","","","","70","70","70","","","","","",""
"111583","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"111588","","","","","","","","","","30.444444444444443","30.444444444444443","30.444444444444443","70","70","70"
"111591","","","","","","","","","","30.333333333333332","30.333333333333332","30.333333333333332","70","70","70"
"111593","5.75","5.75","5.75","","","","","","","","","","","",""
"111601","","","","0","0","0","","","","","","","","",""
"111603","","","","","","","","","","32.75","32.75","32.75","70","70","70"
"111608","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"111611","","","","0.5","0.5","0.5","","","","","","","","",""
"111613","","","","0","0","0","","","","","","","","",""
"111619","","","","0","0","0","","","","","","","","",""
"111621","","","","","","","","","","34","34","34","70","70","70"
"111624","5.5","5.5","5.5","","","","","","","","","","","",""
"111630","","","","","","","","","","33","33","33","70","70","70"
"111636","5.25","5.25","5.25","","","","","","","","","","","",""
"111637","","","","","","","70","70","70","","","","","",""
"111642","","","","","","","70","70","70","","","","","",""
"111651","8","8","8","","","","","","","","","","","",""
"111656","","","","2.2222222222222223","2.2222222222222223","2.2222222222222223","70","70","70","","","","","",""
"111665","","","","3","3","3","","","","","","","","",""
"111666","","","","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","",""
"111669","","","","","","","","","","32.666666666666664","32.666666666666664","32.666666666666664","0","0","0"
"111674","","","","","","","70","70","70","","","","","",""
"111676","5.375","5.375","5.375","","","","","","","","","","","",""
"111678","","","","","","","","","","33.75","33.75","33.75","70","70","70"
"111680","6.2","6.2","6.2","","","","","","","","","","","",""
"111684","","","","","","","","","","32.111111111111114","32.111111111111114","32.111111111111114","70","70","70"
"111686","","","","","","","70","70","70","","","","","",""
"111689","3.5","3.5","3.5","","","","","","","","","","","",""
"111698","","","","","","","70","70","70","","","","","",""
"111706","3","3","3","","","","","","","","","","","",""
"111707","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","","","","","",""
"111708","","","","","","","69.28571428571429","69.28571428571429","69.28571428571429","","","","","",""
"111712","","","","","","","","","","31.5","31.5","31.5","70","70","70"
"111714","","","","","","","70","70","70","","","","","",""
"111715","","","","","","","","","","30.4","30.4","30.4","70","70","70"
"111716","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","30","30","30","69.28571428571429","69.28571428571429","69.28571428571429"
"111721","4.6","4.6","4.6","","","","","","","","","","","",""
"111725","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","","","","","","","","",""
"111726","","","","","","","","","","30.88888888888889","30.88888888888889","30.88888888888889","70","70","70"
"111738","3.888888888888889","3.888888888888889","3.888888888888889","","","","","","","","","","","",""
"111746","","","","","","","70","70","70","","","","","",""
"111748","5.7","5.7","5.7","","","","","","","","","","","",""
"111750","","","","","","","70","70","70","","","","","",""
"111754","","","","","","","70","70","70","","","","","",""
"111757","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","","","","","","","","",""
"111759","","","","","","","70","70","70","","","","","",""
"111769","7","7","7","","","","","","","","","","","",""
"111774","7.2","7.2","7.2","","","","","","","","","","","",""
"111776","7.4","7.4","7.4","","","","","","","","","","","",""
"111778","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"111783","8.444444444444445","8.444444444444445","8.444444444444445","","","","","","","","","","","",""
"111795","","","","","","","69.5","69.5","69.5","31.125","31.125","31.125","70","70","70"
"111800","","","","","","","","","","32.111111111111114","32.111111111111114","32.111111111111114","70","70","70"
"111803","","","","","","","","","","32.875","32.875","32.875","70","70","70"
"111804","","","","","","","70","70","70","","","","","",""
"111812","","","","","","","70","70","70","","","","","",""
"111819","","","","","","","70","70","70","","","","","",""
"111820","","","","0.375","0.375","0.375","","","","","","","","",""
"111823","6.375","6.375","6.375","0.3","0.3","0.3","","","","","","","","",""
"111827","","","","","","","70","70","70","","","","","",""
"111830","","","","0.375","0.375","0.375","","","","","","","","",""
"111834","","","","","","","70","70","70","","","","","",""
"111835","5.8","5.8","5.8","","","","","","","","","","","",""
"111838","","","","","","","70","70","70","","","","","",""
"111842","","","","0.7","0.7","0.7","","","","","","","","",""
"111847","4.7","4.7","4.7","","","","","","","","","","","",""
"111850","","","","","","","","","","34.5","34.5","34.5","70","70","70"
"111852","","","","","","","69","69","69","","","","","",""
"111858","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","","","","","",""
"111859","3.2","3.2","3.2","","","","","","","","","","","",""
"111862","3","3","3","","","","","","","","","","","",""
"111863","2.875","2.875","2.875","","","","","","","","","","","",""
"111869","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"111870","3.6363636363636362","3.6363636363636362","3.6363636363636362","","","","","","","","","","","",""
"111877","1.3","1.3","1.3","","","","","","","","","","","",""
"111883","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"111887","","","","","","","70","70","70","","","","","",""
"111896","","","","","","","70","70","70","","","","","",""
"111901","","","","","","","69.5","69.5","69.5","","","","","",""
"111905","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"111922","","","","","","","","","","39","39","39","69.83333333333333","69.83333333333333","69.83333333333333"
"111929","","","","","","","70","70","70","","","","","",""
"111944","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","70","70","70","","","","","",""
"111949","1","1","1","","","","","","","","","","","",""
"111955","0.9","0.9","0.9","","","","70","70","70","","","","","",""
