"Step","active-1","sunny-durian-3 - active-1__MIN","sunny-durian-3 - active-1__MAX"
"337565","8","8","8"
"337570","6","6","6"
"339305","7","7","7"
"339603","7","7","7"
"341412","6","6","6"
"342202","8","8","8"
"343983","4","4","4"
"343984","7","7","7"
"346758","6","6","6"
"347325","6","6","6"
"348836","8","8","8"
"349573","7","7","7"
"350378","5","5","5"
"350948","8","8","8"
"352380","6","6","6"
"352870","6","6","6"
"355279","8","8","8"
"355748","8","8","8"
"355897","7","7","7"
"357345","6","6","6"
"357385","6","6","6"
"357403","6","6","6"
"357456","6","6","6"
"358142","6","6","6"
"358354","6","6","6"
"362417","6","6","6"
"363906","6","6","6"
"365334","6","6","6"
"366464","7","7","7"
"366590","7","7","7"
"367267","6","6","6"
"367599","7","7","7"
"368792","6","6","6"
"368936","6","6","6"
"369528","7","7","7"
"371397","5","5","5"
"372004","7","7","7"
"372012","8","8","8"
"373655","8","8","8"
"376678","7","7","7"
"377428","7","7","7"
"379222","7","7","7"
"379368","7","7","7"
"380328","6","6","6"
"383513","7","7","7"
"385262","7","7","7"
"386001","6","6","6"
"390892","5","5","5"
"391294","7","7","7"
"391414","6","6","6"
"391874","7","7","7"
"392347","3","3","3"
"393876","7","7","7"
"394330","6","6","6"
"396381","7","7","7"
"396712","7","7","7"
"398075","6","6","6"
"399905","6","6","6"
"400413","5","5","5"
"400612","6","6","6"
"400704","5","5","5"
"401748","5","5","5"
"402797","9","9","9"
"403237","5","5","5"
"404549","4","4","4"
"406842","4","4","4"
"407953","7","7","7"
"409023","3","3","3"
"409493","6","6","6"
"409695","5","5","5"
"410059","5","5","5"
"411175","5","5","5"
"414321","6","6","6"
"414669","4","4","4"
"415235","5","5","5"
"416651","8","8","8"
"416695","4","4","4"
"419102","8","8","8"
"419623","2","2","2"
"420694","2","2","2"
"421344","5","5","5"
"421352","4","4","4"
"421455","4","4","4"
"424219","7","7","7"
"425286","6","6","6"
"425488","5","5","5"
"425734","3","3","3"
"425817","4","4","4"
"427051","7","7","7"
"430491","7","7","7"
"433946","2","2","2"
"436186","3","3","3"
"437982","6","6","6"
"437991","5","5","5"
"438751","6","6","6"
"441273","7","7","7"
"444210","4","4","4"
"444942","4","4","4"
"446240","3","3","3"
"447062","3","3","3"
"447328","5","5","5"
"448115","7","7","7"
"450675","6","6","6"
"453470","4","4","4"
"453498","4","4","4"
"453739","4","4","4"
"457209","4","4","4"
"461192","7","7","7"
"461762","5","5","5"
"462804","5","5","5"
"463304","3","3","3"
"463588","9","9","9"
"464364","2","2","2"
"464594","5","5","5"
"464756","4","4","4"
"466311","4","4","4"
"466334","7","7","7"
"468479","5","5","5"
"471575","4","4","4"
"472777","3","3","3"
"473821","8","8","8"
"477851","5","5","5"
"477952","3","3","3"
"477969","4","4","4"
"478467","5","5","5"
"479576","4","4","4"
"481002","4","4","4"
"481262","6","6","6"
"482453","1","1","1"
"482502","6","6","6"
"483958","5","5","5"
"484156","5","5","5"
"484157","6","6","6"
"484375","7","7","7"
"486095","7","7","7"
"486284","7","7","7"
"488731","5","5","5"
"490571","6","6","6"
"492814","8","8","8"
"493568","5","5","5"
"493611","6","6","6"
"494413","6","6","6"
"497145","6","6","6"
"497286","7","7","7"
"498984","4","4","4"
"500390","3","3","3"
"500987","4","4","4"
"502181","4","4","4"
"503288","5","5","5"
"503851","2","2","2"
"504817","4","4","4"
"505714","3","3","3"
"505776","6","6","6"
"506192","5","5","5"
"508220","4","4","4"
"509113","3","3","3"
"511584","6","6","6"
"513085","5","5","5"
"513527","3","3","3"
"513910","6","6","6"
"514118","4","4","4"
"514413","6","6","6"
"514422","5","5","5"
"515807","6","6","6"
"520369","5","5","5"
"520633","3","3","3"
"521973","4","4","4"
"526758","3","3","3"
"528971","6","6","6"
"531267","5","5","5"
"532594","3","3","3"
"533117","4","4","4"
"535531","5","5","5"
"537072","4","4","4"
"537677","6","6","6"
"538264","3","3","3"
"538289","5","5","5"
"539188","5","5","5"
"541570","5","5","5"
"542546","4","4","4"
"543720","3","3","3"
"545209","4","4","4"
"545239","6","6","6"
"548893","5","5","5"
"550013","3","3","3"
"550281","4","4","4"
"550591","4","4","4"
"551093","4","4","4"
"553118","5","5","5"
"554056","7","7","7"
"554217","3","3","3"
"554817","4","4","4"
"555287","5","5","5"
"556264","5","5","5"
"557183","4","4","4"
"558015","6","6","6"
"558830","6","6","6"
"559100","5","5","5"
"560586","4","4","4"
"560603","6","6","6"
"561914","4","4","4"
"562072","4","4","4"
"562763","2","2","2"
"565064","6","6","6"
"565592","3","3","3"
"566325","5","5","5"
"567032","3","3","3"
"567295","4","4","4"
"569020","5","5","5"
"571049","4","4","4"
"572008","7","7","7"
"574022","6","6","6"
"574679","5","5","5"
"576541","5","5","5"
"577059","7","7","7"
"578280","4","4","4"
"579016","3","3","3"
"583998","3","3","3"
"584164","4","4","4"
"584305","6","6","6"
"584528","5","5","5"
"586012","4","4","4"
"587593","6","6","6"
"590630","6","6","6"
"591309","3","3","3"
"591811","2","2","2"
"592274","7","7","7"
"594023","3","3","3"
"597571","3","3","3"
"597804","3","3","3"
"597903","7","7","7"
"598097","6","6","6"
"599112","4","4","4"
"599269","4","4","4"
"600338","3","3","3"
"600950","3","3","3"
"601394","5","5","5"
"602603","4","4","4"
"603289","5","5","5"
"604938","4","4","4"
"608506","5","5","5"
"610989","8","8","8"
"611270","3","3","3"
"611997","4","4","4"
"612338","3","3","3"
"612676","1","1","1"
"612721","3","3","3"
"613683","3","3","3"
"613937","5","5","5"
"614552","6","6","6"
"615136","3","3","3"
"621359","4","4","4"
"623135","2","2","2"
"623680","7","7","7"
"623970","3","3","3"
"624568","2","2","2"
"625546","6","6","6"
"625962","2","2","2"
"628879","2","2","2"
"629801","5","5","5"
"629901","5","5","5"
"631377","5","5","5"
"632045","2","2","2"
"632749","5","5","5"
"633307","3","3","3"
"633638","2","2","2"
"634692","6","6","6"
"635730","3","3","3"
"636772","6","6","6"
"638518","3","3","3"
"639452","4","4","4"
"639534","4","4","4"
"640133","2","2","2"
"640397","6","6","6"
"641584","7","7","7"
"642043","5","5","5"
"643409","5","5","5"
"643492","4","4","4"
"645833","3","3","3"
"647808","8","8","8"
"650695","4","4","4"
"651650","4","4","4"
"651651","5","5","5"
"654816","3","3","3"
"655327","4","4","4"
"656226","6","6","6"
"658103","4","4","4"
"659581","3","3","3"
"661415","2","2","2"
"662190","3","3","3"
"664035","4","4","4"
"664197","4","4","4"
"665720","5","5","5"
"668513","3","3","3"
"669923","4","4","4"
"670198","3","3","3"
"671627","4","4","4"
"674351","5","5","5"
"674399","5","5","5"
"674829","4","4","4"
"676709","4","4","4"
"676979","2","2","2"
"677428","5","5","5"
"678407","4","4","4"
"678520","5","5","5"
"680946","4","4","4"
"681232","6","6","6"
"681248","4","4","4"
"681563","4","4","4"
"682012","3","3","3"
"683713","1","1","1"
"684046","4","4","4"
"684181","4","4","4"
"686238","2","2","2"
"689087","3","3","3"
"691873","5","5","5"
"692401","8","8","8"
"692865","3","3","3"
"693308","3","3","3"
"693770","6","6","6"
"693861","4","4","4"
"694303","2","2","2"
"695197","6","6","6"
"695292","5","5","5"
"697663","3","3","3"
"697696","7","7","7"
"698503","1","1","1"
"699600","3","3","3"
"699978","4","4","4"
"700108","12","12","12"
"700308","11","11","11"
"700564","15","15","15"
"701834","14","14","14"
"702523","11","11","11"
"704845","16","16","16"
"705045","16","16","16"
"705182","14","14","14"
"705328","14","14","14"
"705431","15","15","15"
"706596","10","10","10"
"706720","10","10","10"
"707556","10","10","10"
"713513","12","12","12"
"714221","15","15","15"
"714489","10","10","10"
"715175","15","15","15"
"715728","14","14","14"
"715762","12","12","12"
"717923","14","14","14"
"718453","12","12","12"
"719603","7","7","7"
"720845","11","11","11"
"721857","17","17","17"
"721951","9","9","9"
"723403","16","16","16"
"724480","6","6","6"
"724482","12","12","12"
"732639","12","12","12"
"734168","11","11","11"
"734258","12","12","12"
"736297","13","13","13"
"736497","10","10","10"
"736908","11","11","11"
"737997","14","14","14"
"740251","10","10","10"
"744555","8","8","8"
"744970","15","15","15"
"745819","8","8","8"
"746026","13","13","13"
"747091","16","16","16"
"748915","11","11","11"
"751588","12","12","12"
"752358","10","10","10"
"753954","11","11","11"
"756534","12","12","12"
"759926","12","12","12"
"761026","15","15","15"
"761944","13","13","13"
"763661","13","13","13"
"765467","8","8","8"
"765608","19","19","19"
"766842","7","7","7"
"769935","12","12","12"
"771106","10","10","10"
"771853","12","12","12"
"771988","9","9","9"
"772200","10","10","10"
"772771","16","16","16"
"774378","13","13","13"
"774559","12","12","12"
"775492","13","13","13"
"775923","11","11","11"
"776848","10","10","10"
"777734","11","11","11"
"777855","11","11","11"
"779375","12","12","12"
"779461","12","12","12"
"780330","10","10","10"
"780530","12","12","12"
"780813","11","11","11"
"782711","5","5","5"
"786331","6","6","6"
"786654","17","17","17"
"787155","10","10","10"
"787867","10","10","10"
"788048","15","15","15"
"789126","16","16","16"
"790421","12","12","12"
"791529","9","9","9"
"794079","14","14","14"
"794751","11","11","11"
"796209","12","12","12"
"796627","12","12","12"
"798707","10","10","10"
"799272","11","11","11"
"802303","2","2","2"
"804471","2","2","2"
"805274","1","1","1"
"808807","1","1","1"
"809639","2","2","2"
"810273","2","2","2"
"810579","2","2","2"
"811191","2","2","2"
"811468","2","2","2"
"811807","3","3","3"
"813272","0","0","0"
"813980","2","2","2"
"814018","3","3","3"
"814732","2","2","2"
"814956","0","0","0"
"815637","2","2","2"
"815763","2","2","2"
"816784","0","0","0"
"817333","2","2","2"
"818277","1","1","1"
"818365","2","2","2"
"819324","2","2","2"
"820389","3","3","3"
"820749","1","1","1"
"824301","2","2","2"
"825086","2","2","2"
"825778","3","3","3"
"826053","1","1","1"
"826056","2","2","2"
"826072","0","0","0"
"828125","1","1","1"
"829049","1","1","1"
"829133","1","1","1"
"829206","2","2","2"
"830042","1","1","1"
"832007","1","1","1"
"833847","0","0","0"
"834664","2","2","2"
"836889","2","2","2"
"837686","1","1","1"
"839148","2","2","2"
"839891","1","1","1"
"841304","1","1","1"
"841350","2","2","2"
"842616","2","2","2"
"843182","0","0","0"
"843726","2","2","2"
"845054","1","1","1"
"845171","2","2","2"
"845294","1","1","1"
"845362","0","0","0"
"845734","2","2","2"
"845860","1","1","1"
"846508","3","3","3"
"847355","2","2","2"
"847693","2","2","2"
"848425","2","2","2"
"848845","2","2","2"
"849497","3","3","3"
"852801","1","1","1"
"853819","1","1","1"
"854530","2","2","2"
"856086","1","1","1"
"856357","1","1","1"
"856614","2","2","2"
"857172","1","1","1"
"862798","1","1","1"
"863738","3","3","3"
"863892","2","2","2"
"864643","1","1","1"
"866460","2","2","2"
"866603","1","1","1"
"866896","2","2","2"
"867023","1","1","1"
"867573","3","3","3"
"869055","2","2","2"
"870983","1","1","1"
"871151","2","2","2"
"871670","1","1","1"
"872368","1","1","1"
"872508","2","2","2"
"873329","1","1","1"
"873938","1","1","1"
"874801","2","2","2"
"875357","2","2","2"
"875985","2","2","2"
"876663","2","2","2"
"878249","2","2","2"
"878358","2","2","2"
"878685","3","3","3"
"878733","2","2","2"
"882398","2","2","2"
"882907","2","2","2"
"884605","2","2","2"
"884959","1","1","1"
"888044","3","3","3"
"888376","2","2","2"
"890970","2","2","2"
"892778","2","2","2"
"893700","3","3","3"
"894592","1","1","1"
"895573","1","1","1"
"897725","2","2","2"
"902767","3","3","3"
"903977","3","3","3"
"904756","0","0","0"
"904848","1","1","1"
"906041","0","0","0"
"909325","0","0","0"
"909785","3","3","3"
"911641","4","4","4"
"914439","2","2","2"
"915907","1","1","1"
"917066","2","2","2"
"918860","0","0","0"
"918898","3","3","3"
"919987","0","0","0"
"921902","1","1","1"
"923016","2","2","2"
"923056","3","3","3"
"923270","2","2","2"
"925209","0","0","0"
"927065","1","1","1"
"927405","4","4","4"
"929516","2","2","2"
"929687","4","4","4"
"931296","1","1","1"
"931643","6","6","6"
"932106","1","1","1"
"932367","1","1","1"
"934109","1","1","1"
"934450","2","2","2"
"934486","1","1","1"
"934817","2","2","2"
"935260","0","0","0"
"935659","4","4","4"
"937288","3","3","3"
"939379","6","6","6"
"939565","1","1","1"
"940472","2","2","2"
"941198","0","0","0"
"942210","3","3","3"
"943475","3","3","3"
"944493","1","1","1"
"947293","1","1","1"
"947476","1","1","1"
"948348","2","2","2"
"948555","3","3","3"
"949643","2","2","2"
"950801","1","1","1"
"950905","2","2","2"
"952360","3","3","3"
"952524","2","2","2"
"954341","1","1","1"
"955296","1","1","1"
"958431","0","0","0"
"958709","2","2","2"
"959384","3","3","3"
"959932","2","2","2"
"960149","4","4","4"
"961128","2","2","2"
"961157","3","3","3"
"963545","2","2","2"
"964355","2","2","2"
"965504","5","5","5"
"965880","2","2","2"
"966461","1","1","1"
"967325","1","1","1"
"969962","4","4","4"
"970431","0","0","0"
"970818","0","0","0"
"971115","1","1","1"
"972671","0","0","0"
"972691","2","2","2"
"973407","4","4","4"
"973561","1","1","1"
"973942","2","2","2"
"975242","1","1","1"
"976476","3","3","3"
"977227","1","1","1"
"978482","5","5","5"
"978871","2","2","2"
"979435","1","1","1"
"979659","1","1","1"
"979808","2","2","2"
"981506","1","1","1"
"981853","4","4","4"
"981891","2","2","2"
"982397","3","3","3"
"982408","0","0","0"
"983179","2","2","2"
"983185","2","2","2"
"983515","3","3","3"
"983772","2","2","2"
"983786","0","0","0"
"985663","4","4","4"
"986363","1","1","1"
"987049","2","2","2"
"988122","2","2","2"
"989650","4","4","4"
"990280","3","3","3"
"990609","3","3","3"
"990784","4","4","4"
"992798","3","3","3"
"993515","4","4","4"
"993992","1","1","1"
"994799","1","1","1"
"995583","1","1","1"
"995594","2","2","2"
"995745","1","1","1"
"995912","2","2","2"
"996319","3","3","3"
"996573","2","2","2"
"997754","1","1","1"
"1002753","0","0","0"
"1003584","0","0","0"
"1003703","0","0","0"
"1004162","1","1","1"
"1004234","0","0","0"
"1007001","0","0","0"
"1007042","0","0","0"
"1007805","1","1","1"
"1007998","1","1","1"
"1008203","1","1","1"
"1010302","1","1","1"
"1010498","1","1","1"
"1012697","1","1","1"
"1012929","0","0","0"
"1013707","1","1","1"
"1014825","1","1","1"
"1015051","1","1","1"
"1016940","0","0","0"
"1016941","1","1","1"
"1017378","1","1","1"
"1017967","1","1","1"
"1019644","0","0","0"
"1019660","1","1","1"
"1020799","0","0","0"
"1021245","1","1","1"
"1021459","1","1","1"
"1023388","1","1","1"
"1024280","1","1","1"
"1026958","0","0","0"
"1027148","0","0","0"
"1027214","1","1","1"
"1029818","0","0","0"
"1030267","1","1","1"
"1032610","1","1","1"
"1032979","1","1","1"
"1034575","1","1","1"
"1034918","0","0","0"
"1035946","1","1","1"
"1036212","1","1","1"
"1036341","1","1","1"
"1039124","1","1","1"
"1040583","1","1","1"
"1041521","1","1","1"
"1043223","1","1","1"
"1043364","1","1","1"
"1044299","1","1","1"
"1046039","1","1","1"
"1047096","0","0","0"
"1048721","1","1","1"
"1049246","1","1","1"
"1049447","1","1","1"
"1050593","1","1","1"
"1050932","0","0","0"
"1051014","0","0","0"
"1051282","1","1","1"
"1052693","1","1","1"
"1052975","1","1","1"
"1053415","1","1","1"
"1054277","1","1","1"
"1054634","1","1","1"
"1055172","1","1","1"
"1055442","1","1","1"
"1056226","1","1","1"
"1057811","1","1","1"
"1058468","1","1","1"
"1058599","1","1","1"
"1058961","0","0","0"
"1059289","1","1","1"
"1060155","1","1","1"
"1062469","1","1","1"
"1063214","0","0","0"
"1066475","0","0","0"
"1066518","0","0","0"
"1068646","1","1","1"
"1069232","1","1","1"
"1069827","1","1","1"
"1072686","1","1","1"
"1072804","1","1","1"
"1073695","1","1","1"
"1074750","1","1","1"
"1074940","1","1","1"
"1075397","0","0","0"
"1076522","1","1","1"
"1079579","1","1","1"
"1079657","0","0","0"
"1081382","1","1","1"
"1081707","1","1","1"
"1081847","0","0","0"
"1081876","1","1","1"
"1082430","0","0","0"
"1082878","1","1","1"
"1084616","1","1","1"
"1086487","1","1","1"
"1087017","1","1","1"
"1087183","1","1","1"
"1087828","1","1","1"
"1088046","1","1","1"
"1088403","1","1","1"
"1088661","0","0","0"
"1088789","1","1","1"
"1089103","1","1","1"
"1089752","1","1","1"
"1090517","0","0","0"
"1090912","1","1","1"
"1094958","1","1","1"
"1095076","0","0","0"
"1095399","1","1","1"
"1096564","1","1","1"
"1096842","1","1","1"
"1098119","1","1","1"
"1098312","1","1","1"
"1098705","0","0","0"
"1100303","9","9","9"
"1101292","13","13","13"
"1102189","11","11","11"
"1102661","14","14","14"
"1104162","10","10","10"
"1104855","12","12","12"
"1104946","12","12","12"
"1106188","13","13","13"
"1108726","13","13","13"
"1110946","16","16","16"
"1113410","13","13","13"
"1114529","14","14","14"
"1115621","11","11","11"
"1115744","12","12","12"
"1116107","11","11","11"
"1116641","11","11","11"
"1118398","14","14","14"
"1119180","10","10","10"
"1120767","12","12","12"
"1120906","15","15","15"
"1121018","15","15","15"
"1122675","16","16","16"
"1123886","14","14","14"
"1125581","7","7","7"
"1125803","11","11","11"
"1130582","13","13","13"
"1130922","12","12","12"
"1131200","9","9","9"
"1131648","10","10","10"
"1134437","13","13","13"
"1135305","13","13","13"
"1135349","13","13","13"
"1135502","12","12","12"
"1138537","13","13","13"
"1142484","11","11","11"
"1143937","11","11","11"
"1144600","9","9","9"
"1144983","15","15","15"
"1145145","8","8","8"
"1146172","15","15","15"
"1146305","11","11","11"
"1146511","11","11","11"
"1146554","11","11","11"
"1147081","12","12","12"
"1148735","10","10","10"
"1149075","12","12","12"
"1149804","10","10","10"
"1151782","15","15","15"
"1153153","8","8","8"
"1156015","10","10","10"
"1156281","15","15","15"
"1156301","7","7","7"
"1156921","10","10","10"
"1156954","13","13","13"
"1157394","16","16","16"
"1161081","11","11","11"
"1161594","11","11","11"
"1165114","12","12","12"
"1165584","10","10","10"
"1166637","10","10","10"
"1166884","10","10","10"
"1167297","12","12","12"
"1167612","16","16","16"
"1167950","9","9","9"
"1170602","8","8","8"
"1170869","8","8","8"
"1172879","10","10","10"
"1174240","10","10","10"
"1175054","11","11","11"
"1175920","12","12","12"
"1178833","12","12","12"
"1181893","12","12","12"
"1181972","10","10","10"
"1182203","12","12","12"
"1182836","10","10","10"
"1186597","10","10","10"
"1186630","9","9","9"
"1186973","8","8","8"
"1187929","13","13","13"
"1188271","13","13","13"
"1193606","10","10","10"
"1194798","15","15","15"
"1195163","14","14","14"
"1195683","9","9","9"
"1198583","13","13","13"
"1202721","6","6","6"
"1203085","1","1","1"
"1203154","4","4","4"
"1206945","6","6","6"
"1207810","1","1","1"
"1208934","4","4","4"
"1209174","2","2","2"
"1209576","4","4","4"
"1210038","3","3","3"
"1210533","2","2","2"
"1211554","1","1","1"
"1211958","4","4","4"
"1214404","5","5","5"
"1215027","1","1","1"
"1216119","0","0","0"
"1217201","7","7","7"
"1218139","2","2","2"
"1218210","1","1","1"
"1219295","3","3","3"
"1219906","2","2","2"
"1220338","5","5","5"
"1220581","4","4","4"
"1226928","4","4","4"
"1227736","4","4","4"
"1227883","4","4","4"
"1228123","2","2","2"
"1231741","0","0","0"
"1233379","6","6","6"
"1234393","2","2","2"
"1236969","3","3","3"
"1237012","4","4","4"
"1238831","3","3","3"
"1239124","1","1","1"
"1242149","2","2","2"
"1242883","5","5","5"
"1244029","3","3","3"
"1246214","8","8","8"
"1249771","3","3","3"
"1253291","5","5","5"
"1255130","2","2","2"
"1257073","3","3","3"
"1258629","1","1","1"
"1258919","3","3","3"
"1258923","3","3","3"
"1260961","4","4","4"
"1262565","4","4","4"
"1263198","2","2","2"
"1263278","0","0","0"
"1263483","2","2","2"
"1264331","3","3","3"
"1264646","2","2","2"
"1264938","2","2","2"
"1265266","4","4","4"
"1265399","1","1","1"
"1266131","6","6","6"
"1266690","0","0","0"
"1267019","5","5","5"
"1267845","5","5","5"
"1268523","4","4","4"
"1270352","4","4","4"
"1270969","3","3","3"
"1271434","3","3","3"
"1272240","1","1","1"
"1273892","0","0","0"
"1275920","4","4","4"
"1277552","1","1","1"
"1278753","1","1","1"
"1278841","3","3","3"
"1278930","3","3","3"
"1281343","3","3","3"
"1281561","6","6","6"
"1282415","2","2","2"
"1282429","1","1","1"
"1283253","1","1","1"
"1283645","3","3","3"
"1285164","5","5","5"
"1287274","3","3","3"
"1288088","6","6","6"
"1289474","0","0","0"
"1291019","2","2","2"
"1293430","5","5","5"
"1294150","4","4","4"
"1295199","5","5","5"
"1295697","3","3","3"
"1296822","1","1","1"
"1297288","2","2","2"
"1298974","1","1","1"
"1299324","4","4","4"
"1299851","5","5","5"
"1300557","15","15","15"
"1301299","10","10","10"
"1301391","11","11","11"
"1302321","10","10","10"
"1302362","14","14","14"
"1303151","8","8","8"
"1305237","10","10","10"
"1307282","10","10","10"
"1309163","10","10","10"
"1309838","7","7","7"
"1309922","11","11","11"
"1310556","6","6","6"
"1311738","14","14","14"
"1313479","12","12","12"
"1315908","9","9","9"
"1316152","8","8","8"
"1318040","12","12","12"
"1318255","7","7","7"
"1320386","8","8","8"
"1321183","14","14","14"
"1327900","10","10","10"
"1330139","8","8","8"
"1332059","14","14","14"
"1333645","8","8","8"
"1333675","10","10","10"
"1334328","12","12","12"
"1334588","14","14","14"
"1334877","7","7","7"
"1336025","12","12","12"
"1336319","10","10","10"
"1336856","13","13","13"
"1337003","11","11","11"
"1337382","10","10","10"
"1340938","5","5","5"
"1341240","9","9","9"
