"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"107286","","","","","","","","","","0","0","0","","",""
"107294","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"107304","","","","","","","0","0","0","","","","","",""
"107313","0","0","0","0","0","0","","","","","","","0","0","0"
"107317","","","","","","","","","","0","0","0","","",""
"107320","0","0","0","0","0","0","","","","","","","0","0","0"
"107330","0","0","0","0","0","0","","","","","","","0","0","0"
"107332","","","","","","","","","","0","0","0","","",""
"107344","","","","","","","","","","0","0","0","","",""
"107345","0","0","0","0","0","0","","","","","","","0","0","0"
"107350","","","","","","","","","","0","0","0","","",""
"107354","","","","","","","0","0","0","","","","","",""
"107365","0","0","0","0","0","0","","","","","","","0","0","0"
"107367","","","","","","","0","0","0","","","","","",""
"107368","","","","","","","0","0","0","","","","","",""
"107378","","","","","","","0","0","0","","","","","",""
"107385","0","0","0","0","0","0","","","","","","","0","0","0"
"107423","0","0","0","0","0","0","","","","","","","0","0","0"
"107436","","","","","","","","","","0","0","0","","",""
"107441","0","0","0","0","0","0","","","","","","","0","0","0"
"107445","0","0","0","0","0","0","","","","","","","0","0","0"
"107453","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"107455","","","","","","","","","","0","0","0","","",""
"107459","","","","","","","0","0","0","","","","","",""
"107463","","","","","","","","","","0","0","0","","",""
"107474","","","","","","","","","","0","0","0","","",""
"107476","","","","","","","","","","0","0","0","","",""
"107480","0","0","0","0","0","0","","","","","","","0","0","0"
"107486","","","","","","","0","0","0","","","","","",""
"107507","0","0","0","0","0","0","","","","","","","0","0","0"
"107516","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"107524","","","","","","","","","","0","0","0","","",""
"107529","","","","","","","0","0","0","","","","","",""
"107531","","","","","","","","","","0","0","0","","",""
"107536","0","0","0","0","0","0","","","","","","","0","0","0"
"107540","","","","","","","0","0","0","","","","","",""
"107542","","","","","","","0","0","0","","","","","",""
"107547","","","","","","","0","0","0","","","","","",""
"107550","","","","","","","0","0","0","","","","","",""
"107556","0","0","0","0","0","0","","","","","","","0","0","0"
"107569","","","","","","","0","0","0","","","","","",""
"107570","0","0","0","0","0","0","","","","","","","0","0","0"
"107575","","","","","","","0","0","0","","","","","",""
"107579","","","","","","","0","0","0","","","","","",""
"107581","","","","","","","0","0","0","0","0","0","","",""
"107585","0","0","0","0","0","0","","","","","","","0","0","0"
"107590","0","0","0","0","0","0","","","","","","","0","0","0"
"107598","0","0","0","0","0","0","","","","","","","0","0","0"
"107603","","","","","","","0","0","0","","","","","",""
"107605","0","0","0","0","0","0","","","","","","","0","0","0"
"107612","","","","","","","0","0","0","","","","","",""
"107618","0","0","0","0","0","0","","","","","","","0","0","0"
"107619","0","0","0","0","0","0","","","","","","","0","0","0"
"107638","","","","","","","0","0","0","","","","","",""
"107640","","","","","","","","","","0","0","0","","",""
"107651","","","","","","","","","","0","0","0","","",""
"107656","","","","","","","","","","0","0","0","","",""
"107663","","","","","","","0","0","0","","","","","",""
"107670","","","","","","","","","","0","0","0","","",""
"107671","0","0","0","0","0","0","","","","","","","0","0","0"
"107676","","","","","","","0","0","0","","","","","",""
"107688","0","0","0","0","0","0","","","","","","","0","0","0"
"107691","","","","","","","0","0","0","","","","","",""
"107692","","","","","","","0","0","0","","","","","",""
"107699","","","","","","","","","","0","0","0","","",""
"107702","","","","","","","","","","0","0","0","","",""
"107703","0","0","0","0","0","0","","","","","","","0","0","0"
"107706","","","","","","","","","","0","0","0","","",""
"107714","","","","","","","0","0","0","","","","","",""
"107719","","","","","","","","","","0","0","0","","",""
"107730","","","","","","","0","0","0","","","","","",""
"107731","","","","","","","","","","0","0","0","","",""
"107733","","","","","","","0","0","0","","","","","",""
"107739","","","","","","","","","","0","0","0","","",""
"107742","0","0","0","0","0","0","","","","","","","0","0","0"
"107751","0","0","0","0","0","0","","","","","","","0","0","0"
"107752","0","0","0","0","0","0","","","","","","","0","0","0"
"107760","","","","","","","0","0","0","","","","","",""
"107763","","","","","","","0","0","0","0","0","0","","",""
"107768","0","0","0","0","0","0","","","","","","","0","0","0"
"107775","0","0","0","0","0","0","","","","","","","0","0","0"
"107778","","","","","","","","","","0","0","0","","",""
"107780","","","","","","","0","0","0","","","","","",""
"107791","","","","","","","","","","0","0","0","","",""
"107794","","","","","","","0","0","0","","","","","",""
"107798","","","","","","","0","0","0","0","0","0","","",""
"107808","","","","","","","","","","0","0","0","","",""
"107812","","","","","","","","","","0","0","0","","",""
"107819","","","","","","","","","","0","0","0","","",""
"107828","","","","","","","0","0","0","","","","","",""
"107846","","","","","","","0","0","0","0","0","0","","",""
"107852","","","","","","","0","0","0","","","","","",""
"107864","0","0","0","0","0","0","","","","","","","0","0","0"
"107867","","","","","","","0","0","0","","","","","",""
"107871","0","0","0","0","0","0","","","","","","","0","0","0"
"107879","0","0","0","0","0","0","","","","","","","0","0","0"
"107885","0","0","0","0","0","0","","","","","","","0","0","0"
"107886","","","","","","","","","","0","0","0","","",""
"107898","","","","","","","","","","0","0","0","","",""
"107902","","","","","","","","","","0","0","0","","",""
"107905","","","","","","","","","","0","0","0","","",""
"107919","","","","","","","0","0","0","","","","","",""
"107923","","","","","","","0","0","0","","","","","",""
"107928","","","","","","","0","0","0","","","","","",""
"107932","","","","","","","0","0","0","","","","","",""
"107936","0","0","0","0","0","0","","","","","","","0","0","0"
"107940","","","","","","","0","0","0","","","","","",""
"107946","","","","","","","","","","0","0","0","","",""
"107956","0","0","0","0","0","0","","","","","","","0","0","0"
"107960","","","","","","","","","","0","0","0","","",""
"107961","","","","","","","0","0","0","","","","","",""
"107967","","","","","","","0","0","0","","","","","",""
"107968","0","0","0","0","0","0","","","","","","","0","0","0"
"107985","","","","","","","0","0","0","","","","","",""
"107987","","","","","","","0","0","0","","","","","",""
"107988","","","","","","","0","0","0","","","","","",""
"107989","0","0","0","0","0","0","","","","","","","0","0","0"
"107991","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"107997","0","0","0","0","0","0","","","","","","","0","0","0"
"108002","","","","","","","","","","0","0","0","","",""
"108012","","","","","","","","","","0","0","0","","",""
"108013","","","","","","","0","0","0","0","0","0","","",""
"108015","0","0","0","0","0","0","","","","","","","0","0","0"
"108022","","","","","","","","","","0","0","0","","",""
"108033","0","0","0","0","0","0","","","","","","","0","0","0"
"108040","","","","","","","","","","0","0","0","","",""
"108049","","","","","","","0","0","0","","","","","",""
"108057","","","","","","","","","","0","0","0","","",""
"108060","0","0","0","0","0","0","","","","","","","0","0","0"
"108062","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"108067","","","","","","","","","","0","0","0","","",""
"108074","0","0","0","0","0","0","","","","","","","0","0","0"
"108079","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108085","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108092","","","","","","","","","","0","0","0","","",""
"108101","","","","","","","0","0","0","","","","","",""
"108106","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"108114","0","0","0","0","0","0","","","","","","","0","0","0"
"108120","0","0","0","0","0","0","","","","","","","0","0","0"
"108122","","","","","","","","","","0","0","0","","",""
"108123","","","","","","","","","","0","0","0","","",""
"108127","0","0","0","0","0","0","","","","","","","0","0","0"
"108134","","","","","","","0","0","0","","","","","",""
"108137","0","0","0","0","0","0","","","","","","","0","0","0"
"108138","","","","","","","0","0","0","","","","","",""
"108152","0","0","0","0","0","0","","","","","","","0","0","0"
"108154","","","","","","","","","","0","0","0","","",""
"108157","","","","","","","0","0","0","","","","","",""
"108159","","","","","","","0","0","0","","","","","",""
"108168","","","","","","","","","","0","0","0","","",""
"108172","0","0","0","0","0","0","","","","","","","0","0","0"
"108177","","","","","","","0","0","0","","","","","",""
"108184","0","0","0","0","0","0","","","","","","","0","0","0"
"108187","","","","","","","","","","0","0","0","","",""
"108190","","","","","","","0","0","0","0","0","0","","",""
"108194","","","","","","","0","0","0","","","","","",""
"108198","","","","","","","0","0","0","","","","","",""
"108199","","","","","","","0","0","0","0","0","0","","",""
"108202","","","","","","","","","","0","0","0","","",""
"108209","","","","","","","","","","0","0","0","","",""
"108224","0","0","0","0","0","0","","","","","","","0","0","0"
"108225","","","","","","","0","0","0","","","","","",""
"108226","","","","","","","","","","0","0","0","","",""
"108227","","","","","","","","","","0","0","0","","",""
"108229","","","","","","","0","0","0","","","","","",""
"108236","0","0","0","0","0","0","","","","","","","0","0","0"
"108237","0","0","0","0","0","0","","","","","","","0","0","0"
"108249","0","0","0","0","0","0","","","","","","","0","0","0"
"108250","0","0","0","0","0","0","","","","","","","0","0","0"
"108263","","","","","","","","","","0","0","0","","",""
"108264","0","0","0","0","0","0","","","","","","","0","0","0"
"108279","","","","","","","0","0","0","","","","","",""
"108284","","","","","","","","","","0","0","0","","",""
"108287","","","","","","","","","","0","0","0","","",""
"108290","","","","","","","0","0","0","","","","","",""
"108304","","","","","","","","","","0","0","0","","",""
"108319","","","","","","","","","","0","0","0","","",""
"108320","","","","","","","","","","0","0","0","","",""
"108321","","","","","","","0","0","0","","","","","",""
"108339","0","0","0","0","0","0","","","","","","","0","0","0"
"108347","0","0","0","0","0","0","","","","","","","0","0","0"
"108354","","","","","","","0","0","0","","","","","",""
"108357","0","0","0","0","0","0","","","","","","","0","0","0"
"108365","0","0","0","0","0","0","","","","","","","0","0","0"
"108369","0","0","0","0","0","0","","","","","","","0","0","0"
"108371","","","","","","","","","","0","0","0","","",""
"108376","","","","","","","","","","0","0","0","","",""
"108382","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"108384","","","","","","","","","","0","0","0","","",""
"108389","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108398","","","","","","","","","","0","0","0","","",""
"108399","","","","","","","0","0","0","0","0","0","","",""
"108403","","","","","","","","","","0","0","0","","",""
"108404","0","0","0","0","0","0","","","","","","","0","0","0"
"108406","0","0","0","0","0","0","","","","","","","0","0","0"
"108412","","","","","","","0","0","0","","","","","",""
"108427","0","0","0","0","0","0","","","","","","","0","0","0"
"108429","0","0","0","0","0","0","","","","","","","0","0","0"
"108437","","","","","","","0","0","0","","","","","",""
"108438","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108454","","","","","","","","","","0","0","0","","",""
"108455","","","","","","","","","","0","0","0","","",""
"108458","0","0","0","0","0","0","","","","","","","0","0","0"
"108464","","","","","","","","","","0","0","0","","",""
"108467","","","","","","","","","","0","0","0","","",""
"108469","","","","","","","0","0","0","","","","","",""
"108473","","","","","","","0","0","0","","","","","",""
"108477","0","0","0","0","0","0","","","","","","","0","0","0"
"108482","","","","","","","","","","0","0","0","","",""
"108483","","","","","","","","","","0","0","0","","",""
"108485","","","","","","","0","0","0","","","","","",""
"108495","","","","","","","0","0","0","","","","","",""
"108506","","","","","","","","","","0","0","0","","",""
"108509","","","","","","","0","0","0","","","","","",""
"108514","","","","","","","0","0","0","","","","","",""
"108520","","","","","","","","","","0","0","0","","",""
"108521","","","","","","","0","0","0","","","","","",""
"108524","","","","","","","","","","0","0","0","","",""
"108537","","","","","","","","","","0","0","0","","",""
"108541","","","","","","","0","0","0","","","","","",""
"108552","","","","","","","0","0","0","","","","","",""
"108556","0","0","0","0","0","0","","","","","","","0","0","0"
"108559","","","","","","","","","","0","0","0","","",""
"108561","0","0","0","0","0","0","","","","","","","0","0","0"
"108563","","","","","","","","","","0","0","0","","",""
"108568","","","","","","","","","","0","0","0","","",""
"108592","","","","","","","0","0","0","","","","","",""
"108597","0","0","0","0","0","0","","","","","","","0","0","0"
"108612","0","0","0","0","0","0","","","","","","","0","0","0"
"108621","","","","","","","0","0","0","","","","","",""
"108622","","","","","","","0","0","0","","","","","",""
"108629","","","","","","","0","0","0","","","","","",""
"108641","0","0","0","0","0","0","","","","","","","0","0","0"
"108650","","","","","","","","","","0","0","0","","",""
"108667","0","0","0","0","0","0","","","","","","","0","0","0"
"108671","","","","","","","","","","0","0","0","","",""
"108672","","","","","","","","","","0","0","0","","",""
"108688","0","0","0","0","0","0","","","","","","","0","0","0"
"108703","","","","","","","0","0","0","","","","","",""
"108705","","","","","","","0","0","0","0","0","0","","",""
"108708","","","","","","","0","0","0","","","","","",""
"108714","","","","","","","0","0","0","","","","","",""
"108716","","","","","","","","","","0","0","0","","",""
"108717","","","","","","","0","0","0","","","","","",""
"108722","","","","","","","","","","0","0","0","","",""
"108724","0","0","0","0","0","0","","","","","","","0","0","0"
"108734","","","","","","","","","","0","0","0","","",""
"108744","0","0","0","0","0","0","","","","","","","0","0","0"
"108747","0","0","0","0","0","0","","","","","","","0","0","0"
"108753","","","","","","","0","0","0","","","","","",""
"108780","0","0","0","0","0","0","","","","","","","0","0","0"
"108789","0","0","0","0","0","0","","","","","","","0","0","0"
"108792","","","","","","","0","0","0","","","","","",""
"108796","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108805","","","","","","","","","","0","0","0","","",""
"108806","0","0","0","0","0","0","","","","","","","0","0","0"
"108822","","","","","","","0","0","0","","","","","",""
"108827","","","","","","","0","0","0","","","","","",""
"108829","","","","","","","","","","0","0","0","","",""
"108838","","","","","","","0","0","0","","","","","",""
"108841","0","0","0","0","0","0","","","","","","","0","0","0"
"108853","","","","","","","","","","0","0","0","","",""
"108854","","","","","","","0","0","0","","","","","",""
"108857","","","","","","","","","","0","0","0","","",""
"108860","0","0","0","0","0","0","","","","","","","0","0","0"
"108864","","","","","","","0","0","0","","","","","",""
"108865","","","","","","","0","0","0","","","","","",""
"108867","0","0","0","0","0","0","","","","","","","0","0","0"
"108870","0","0","0","0","0","0","","","","","","","0","0","0"
"108878","","","","","","","","","","0","0","0","","",""
"108879","","","","","","","0","0","0","","","","","",""
"108881","","","","","","","0","0","0","","","","","",""
"108887","","","","","","","0","0","0","","","","","",""
"108895","","","","","","","","","","0","0","0","","",""
"108897","","","","","","","","","","0","0","0","","",""
"108903","","","","","","","","","","0","0","0","","",""
"108904","0","0","0","0","0","0","","","","","","","0","0","0"
"108908","0","0","0","0","0","0","","","","","","","0","0","0"
"108909","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"108910","","","","","","","0","0","0","","","","","",""
"108922","0","0","0","0","0","0","","","","","","","0","0","0"
"108925","","","","","","","0","0","0","","","","","",""
"108931","","","","","","","","","","0","0","0","","",""
"108932","","","","","","","0","0","0","","","","","",""
"108935","0","0","0","0","0","0","","","","","","","0","0","0"
"108938","0","0","0","0","0","0","","","","","","","0","0","0"
"108940","","","","","","","","","","0","0","0","","",""
"108953","","","","","","","","","","0","0","0","","",""
"108959","0","0","0","0","0","0","","","","","","","0","0","0"
"108965","","","","","","","","","","0","0","0","","",""
"108976","0","0","0","0","0","0","","","","","","","0","0","0"
"108979","","","","","","","0","0","0","","","","","",""
"108982","0","0","0","0","0","0","","","","","","","0","0","0"
"108983","0","0","0","0","0","0","","","","","","","0","0","0"
"108988","","","","","","","","","","0","0","0","","",""
"108996","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"108998","0","0","0","0","0","0","","","","","","","0","0","0"
"109001","0","0","0","0","0","0","","","","","","","0","0","0"
"109002","","","","","","","","","","0","0","0","","",""
"109005","","","","","","","0","0","0","","","","","",""
"109008","0","0","0","0","0","0","","","","","","","0","0","0"
"109012","","","","","","","","","","0","0","0","","",""
"109015","","","","","","","0","0","0","","","","","",""
"109018","","","","","","","0","0","0","","","","","",""
"109019","","","","","","","","","","0","0","0","","",""
"109025","0","0","0","0","0","0","","","","","","","0","0","0"
"109031","0","0","0","0","0","0","","","","","","","0","0","0"
"109036","","","","","","","","","","0","0","0","","",""
"109043","","","","","","","","","","0","0","0","","",""
"109057","","","","","","","","","","0","0","0","","",""
"109058","","","","","","","","","","0","0","0","","",""
"109064","","","","","","","","","","0","0","0","","",""
"109067","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109075","","","","","","","0","0","0","0","0","0","","",""
"109096","","","","","","","0","0","0","","","","","",""
"109124","","","","","","","","","","0","0","0","","",""
"109126","","","","","","","","","","0","0","0","","",""
"109130","","","","","","","","","","0","0","0","","",""
"109131","","","","","","","","","","0","0","0","","",""
"109136","","","","","","","","","","0","0","0","","",""
"109141","0","0","0","0","0","0","","","","","","","0","0","0"
"109142","","","","","","","","","","0","0","0","","",""
"109149","","","","","","","0","0","0","","","","","",""
"109154","","","","","","","","","","0","0","0","","",""
"109160","0","0","0","0","0","0","","","","","","","0","0","0"
"109163","","","","","","","0","0","0","","","","","",""
"109167","","","","","","","0","0","0","","","","","",""
"109169","","","","","","","","","","0","0","0","","",""
"109170","0","0","0","0","0","0","","","","","","","0","0","0"
"109175","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109178","0","0","0","0","0","0","","","","","","","0","0","0"
"109179","","","","","","","0","0","0","","","","","",""
"109180","","","","","","","","","","0","0","0","","",""
"109182","","","","","","","","","","0","0","0","","",""
"109188","0","0","0","0","0","0","","","","","","","0","0","0"
"109191","0","0","0","0","0","0","","","","","","","0","0","0"
"109193","","","","","","","0","0","0","","","","","",""
"109202","0","0","0","0","0","0","","","","","","","0","0","0"
"109205","","","","","","","","","","0","0","0","","",""
"109207","","","","","","","0","0","0","","","","","",""
"109211","","","","","","","0","0","0","","","","","",""
"109214","0","0","0","0","0","0","","","","","","","0","0","0"
"109226","","","","","","","","","","0","0","0","","",""
"109228","0","0","0","0","0","0","","","","","","","0","0","0"
"109229","","","","","","","0","0","0","","","","","",""
"109247","","","","","","","","","","0","0","0","","",""
"109250","","","","","","","","","","0","0","0","","",""
"109257","","","","","","","0","0","0","","","","","",""
"109266","","","","","","","","","","0","0","0","","",""
"109275","0","0","0","0","0","0","","","","","","","0","0","0"
"109281","","","","","","","0","0","0","0","0","0","","",""
"109291","0","0","0","0","0","0","","","","","","","0","0","0"
"109295","0","0","0","0","0","0","","","","","","","0","0","0"
"109296","","","","","","","0","0","0","","","","","",""
"109297","","","","","","","0","0","0","","","","","",""
"109299","","","","","","","","","","0","0","0","","",""
"109310","","","","","","","","","","0","0","0","","",""
"109313","","","","","","","0","0","0","","","","","",""
"109317","","","","","","","","","","0","0","0","","",""
"109324","0","0","0","0","0","0","","","","","","","0","0","0"
"109325","","","","","","","0","0","0","","","","","",""
"109330","","","","","","","","","","0","0","0","","",""
"109333","","","","","","","","","","0","0","0","","",""
"109336","0","0","0","0","0","0","","","","","","","0","0","0"
"109339","","","","","","","0","0","0","","","","","",""
"109344","0","0","0","0","0","0","","","","","","","0","0","0"
"109348","","","","","","","0","0","0","","","","","",""
"109350","0","0","0","0","0","0","","","","","","","0","0","0"
"109352","","","","","","","","","","0","0","0","","",""
"109356","","","","","","","0","0","0","","","","","",""
"109367","","","","","","","0","0","0","","","","","",""
"109371","0","0","0","0","0","0","","","","","","","0","0","0"
"109372","","","","","","","0","0","0","","","","","",""
"109375","","","","","","","0","0","0","","","","","",""
"109376","","","","","","","","","","0","0","0","","",""
"109380","0","0","0","0","0","0","","","","","","","0","0","0"
"109394","0","0","0","0","0","0","","","","","","","0","0","0"
"109415","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"109423","","","","","","","0","0","0","","","","","",""
"109425","0","0","0","0","0","0","","","","","","","0","0","0"
"109429","","","","","","","0","0","0","","","","","",""
"109433","","","","","","","0","0","0","","","","","",""
"109461","","","","","","","0","0","0","","","","","",""
"109462","0","0","0","0","0","0","","","","","","","0","0","0"
"109465","0","0","0","0","0","0","","","","","","","0","0","0"
"109475","0","0","0","0","0","0","","","","","","","0","0","0"
"109479","","","","","","","0","0","0","","","","","",""
"109483","0","0","0","0","0","0","","","","","","","0","0","0"
"109484","","","","","","","","","","0","0","0","","",""
"109485","","","","","","","0","0","0","","","","","",""
"109487","","","","","","","0","0","0","0","0","0","","",""
"109496","0","0","0","0","0","0","","","","","","","0","0","0"
"109497","","","","","","","0","0","0","","","","","",""
"109498","","","","","","","0","0","0","","","","","",""
"109504","0","0","0","0","0","0","","","","","","","0","0","0"
"109505","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109508","","","","","","","0","0","0","","","","","",""
"109520","0","0","0","0","0","0","","","","","","","0","0","0"
"109524","","","","","","","0","0","0","","","","","",""
"109526","0","0","0","0","0","0","","","","","","","0","0","0"
"109529","","","","","","","0","0","0","","","","","",""
"109532","0","0","0","0","0","0","","","","","","","0","0","0"
"109534","0","0","0","0","0","0","","","","","","","0","0","0"
"109538","","","","","","","0","0","0","","","","","",""
"109543","","","","","","","0","0","0","0","0","0","","",""
"109548","0","0","0","0","0","0","","","","","","","0","0","0"
"109552","","","","","","","0","0","0","","","","","",""
"109570","","","","","","","0","0","0","","","","","",""
"109571","","","","","","","","","","0","0","0","","",""
"109581","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109584","","","","","","","0","0","0","","","","","",""
"109588","","","","","","","0","0","0","0","0","0","","",""
"109600","","","","","","","0","0","0","","","","","",""
"109602","0","0","0","0","0","0","","","","","","","0","0","0"
"109604","0","0","0","0","0","0","","","","","","","0","0","0"
"109607","0","0","0","0","0","0","","","","","","","0","0","0"
"109616","0","0","0","0","0","0","","","","","","","0","0","0"
"109618","","","","","","","0","0","0","","","","","",""
"109630","0","0","0","0","0","0","","","","","","","0","0","0"
"109644","","","","","","","0","0","0","0","0","0","","",""
"109649","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109650","","","","","","","0","0","0","","","","","",""
"109653","0","0","0","0","0","0","","","","","","","0","0","0"
"109657","","","","","","","","","","0","0","0","","",""
"109667","","","","","","","0","0","0","","","","","",""
"109668","","","","","","","","","","0","0","0","","",""
"109671","","","","","","","0","0","0","","","","","",""
"109681","","","","","","","0","0","0","","","","","",""
"109688","","","","","","","0","0","0","","","","","",""
"109691","","","","","","","0","0","0","","","","","",""
"109692","0","0","0","0","0","0","","","","","","","0","0","0"
"109710","0","0","0","0","0","0","","","","","","","0","0","0"
"109724","","","","","","","0","0","0","","","","","",""
"109725","","","","","","","0","0","0","","","","","",""
"109727","0","0","0","0","0","0","","","","","","","0","0","0"
"109734","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109736","","","","","","","0","0","0","","","","","",""
"109737","","","","","","","","","","0","0","0","","",""
"109754","","","","","","","","","","0","0","0","","",""
"109763","","","","","","","0","0","0","","","","","",""
"109766","0","0","0","0","0","0","","","","","","","0","0","0"
"109767","","","","","","","0","0","0","","","","","",""
"109774","","","","","","","0","0","0","","","","","",""
"109805","0","0","0","0","0","0","","","","","","","0","0","0"
"109812","","","","","","","0","0","0","","","","","",""
"109813","","","","","","","0","0","0","","","","","",""
"109828","","","","","","","0","0","0","","","","","",""
"109836","","","","","","","0","0","0","","","","","",""
"109837","","","","","","","","","","0","0","0","","",""
"109848","","","","","","","","","","0","0","0","","",""
"109849","","","","","","","","","","0","0","0","","",""
"109851","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"109854","0","0","0","0","0","0","","","","","","","0","0","0"
"109855","","","","","","","","","","0","0","0","","",""
"109862","0","0","0","0","0","0","","","","","","","0","0","0"
"109864","","","","","","","","","","0","0","0","","",""
"109876","0","0","0","0","0","0","","","","","","","0","0","0"
"109884","","","","","","","0","0","0","","","","","",""
"109885","","","","","","","0","0","0","","","","","",""
"109888","0","0","0","0","0","0","","","","","","","0","0","0"
"109889","","","","","","","","","","0","0","0","","",""
"109892","","","","","","","","","","0","0","0","","",""
"109894","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"109898","","","","","","","0","0","0","","","","","",""
"109900","","","","","","","","","","0","0","0","","",""
"109907","0","0","0","0","0","0","","","","","","","0","0","0"
"109922","","","","","","","","","","0","0","0","","",""
"109926","0","0","0","0","0","0","","","","","","","0","0","0"
"109941","","","","","","","0","0","0","","","","","",""
"109943","0","0","0","0","0","0","","","","","","","0","0","0"
"109950","0","0","0","0","0","0","","","","","","","0","0","0"
"109952","","","","","","","0","0","0","","","","","",""
"109968","","","","","","","0","0","0","","","","","",""
"109974","","","","","","","0","0","0","","","","","",""
"109998","0","0","0","0","0","0","","","","","","","0","0","0"
"110000","0","0","0","0","0","0","","","","","","","0","0","0"
"110002","","","","","","","0","0","0","","","","","",""
"110011","0","0","0","0","0","0","","","","","","","0","0","0"
"110014","0","0","0","0","0","0","","","","","","","0","0","0"
"110015","0","0","0","0","0","0","","","","","","","0","0","0"
"110017","","","","","","","","","","0","0","0","","",""
"110022","","","","","","","","","","0","0","0","","",""
"110028","0","0","0","0","0","0","","","","","","","0","0","0"
"110031","","","","","","","0","0","0","","","","","",""
"110035","","","","","","","0","0","0","","","","","",""
"110039","0","0","0","0","0","0","","","","","","","0","0","0"
"110044","0","0","0","0","0","0","","","","","","","0","0","0"
"110045","","","","","","","0","0","0","","","","","",""
"110046","","","","","","","","","","0","0","0","","",""
"110049","0","0","0","0","0","0","","","","","","","0","0","0"
"110064","","","","","","","0","0","0","","","","","",""
"110069","","","","","","","","","","0","0","0","","",""
"110074","0","0","0","0","0","0","","","","","","","0","0","0"
"110077","","","","","","","0","0","0","","","","","",""
"110093","","","","","","","","","","0","0","0","","",""
"110094","","","","","","","","","","0","0","0","","",""
"110096","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"110099","0","0","0","0","0","0","","","","","","","0","0","0"
"110115","0","0","0","0","0","0","","","","","","","0","0","0"
"110121","","","","","","","","","","0","0","0","","",""
"110123","0","0","0","0","0","0","","","","","","","0","0","0"
"110124","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110143","","","","","","","0","0","0","","","","","",""
"110145","","","","","","","","","","0","0","0","","",""
"110147","","","","","","","0","0","0","","","","","",""
"110149","","","","","","","","","","0","0","0","","",""
"110151","0","0","0","0","0","0","","","","","","","0","0","0"
"110154","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"110161","","","","","","","0","0","0","0","0","0","","",""
"110165","","","","","","","0","0","0","","","","","",""
"110171","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110173","0","0","0","0","0","0","","","","","","","0","0","0"
"110177","","","","","","","","","","0","0","0","","",""
"110186","","","","","","","0","0","0","","","","","",""
"110188","","","","","","","","","","0","0","0","","",""
"110199","0","0","0","0","0","0","","","","","","","0","0","0"
"110204","","","","","","","0","0","0","0","0","0","","",""
"110210","0","0","0","0","0","0","","","","","","","0","0","0"
"110218","0","0","0","0","0","0","","","","","","","0","0","0"
"110221","0","0","0","0","0","0","","","","","","","0","0","0"
"110223","","","","","","","","","","0","0","0","","",""
"110228","","","","","","","0","0","0","","","","","",""
"110242","","","","","","","0","0","0","","","","","",""
"110248","","","","","","","","","","0","0","0","","",""
"110252","","","","","","","0","0","0","","","","","",""
"110256","","","","","","","","","","0","0","0","","",""
"110272","","","","","","","","","","0","0","0","","",""
"110276","","","","","","","0","0","0","","","","","",""
"110280","","","","","","","","","","0","0","0","","",""
"110286","","","","","","","","","","0","0","0","","",""
"110289","0","0","0","0","0","0","","","","","","","0","0","0"
"110291","","","","","","","","","","0","0","0","","",""
"110292","","","","","","","","","","0","0","0","","",""
"110294","","","","","","","","","","0","0","0","","",""
"110305","","","","","","","","","","0","0","0","","",""
"110309","","","","","","","0","0","0","","","","","",""
"110339","","","","","","","0","0","0","","","","","",""
"110361","","","","","","","0","0","0","","","","","",""
"110365","0","0","0","0","0","0","","","","","","","0","0","0"
"110372","","","","","","","0","0","0","","","","","",""
"110379","0","0","0","0","0","0","","","","","","","0","0","0"
"110415","","","","","","","","","","0","0","0","","",""
"110417","","","","","","","","","","0","0","0","","",""
