"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"110419","","","","","","","","","","0","0","0","","",""
"110420","","","","","","","0","0","0","","","","","",""
"110424","","","","","","","0","0","0","","","","","",""
"110432","0","0","0","0","0","0","","","","","","","0","0","0"
"110444","0","0","0","0","0","0","","","","","","","0","0","0"
"110453","","","","","","","","","","0","0","0","","",""
"110463","0","0","0","0","0","0","","","","","","","0","0","0"
"110467","","","","","","","0","0","0","","","","","",""
"110472","0","0","0","0","0","0","","","","","","","0","0","0"
"110474","","","","","","","","","","0","0","0","","",""
"110477","","","","","","","","","","0","0","0","","",""
"110489","","","","","","","","","","0","0","0","","",""
"110493","","","","","","","0","0","0","","","","","",""
"110498","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110503","0","0","0","0","0","0","","","","","","","0","0","0"
"110506","0","0","0","0","0","0","","","","","","","0","0","0"
"110523","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"110531","","","","","","","","","","0","0","0","","",""
"110536","","","","","","","","","","0","0","0","","",""
"110565","","","","","","","","","","0","0","0","","",""
"110567","0","0","0","0","0","0","","","","","","","0","0","0"
"110570","","","","","","","","","","0","0","0","","",""
"110573","0","0","0","0","0","0","","","","","","","0","0","0"
"110574","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110581","0","0","0","0","0","0","","","","","","","0","0","0"
"110606","0","0","0","0","0","0","","","","","","","0","0","0"
"110608","","","","","","","","","","0","0","0","","",""
"110611","","","","","","","","","","0","0","0","","",""
"110612","","","","","","","0","0","0","","","","","",""
"110622","0","0","0","0","0","0","","","","","","","0","0","0"
"110623","0","0","0","0","0","0","","","","","","","0","0","0"
"110639","","","","","","","0","0","0","","","","","",""
"110643","0","0","0","0","0","0","","","","","","","0","0","0"
"110647","","","","","","","0","0","0","","","","","",""
"110657","0","0","0","0","0","0","","","","","","","0","0","0"
"110658","0","0","0","0","0","0","","","","","","","0","0","0"
"110661","","","","","","","0","0","0","","","","","",""
"110666","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"110675","","","","","","","","","","0","0","0","","",""
"110685","","","","","","","","","","0","0","0","","",""
"110688","0","0","0","0","0","0","","","","","","","0","0","0"
"110690","0","0","0","0","0","0","","","","","","","0","0","0"
"110696","0","0","0","0","0","0","","","","","","","0","0","0"
"110698","0","0","0","0","0","0","","","","","","","0","0","0"
"110709","0","0","0","0","0","0","","","","","","","0","0","0"
"110712","","","","","","","0","0","0","","","","","",""
"110727","0","0","0","0","0","0","","","","","","","0","0","0"
"110732","","","","","","","0","0","0","","","","","",""
"110737","0","0","0","0","0","0","","","","","","","0","0","0"
"110746","","","","","","","","","","0","0","0","","",""
"110750","","","","","","","0","0","0","","","","","",""
"110759","0","0","0","0","0","0","","","","","","","0","0","0"
"110767","0","0","0","0","0","0","","","","","","","0","0","0"
"110785","","","","","","","0","0","0","","","","","",""
"110786","","","","","","","0","0","0","","","","","",""
"110798","","","","","","","0","0","0","","","","","",""
"110799","0","0","0","0","0","0","","","","","","","0","0","0"
"110803","0","0","0","0","0","0","","","","","","","0","0","0"
"110806","0","0","0","0","0","0","","","","","","","0","0","0"
"110807","","","","","","","0","0","0","","","","","",""
"110808","","","","","","","0","0","0","","","","","",""
"110823","0","0","0","0","0","0","","","","","","","0","0","0"
"110826","","","","","","","0","0","0","","","","","",""
"110827","","","","","","","0","0","0","","","","","",""
"110830","0","0","0","0","0","0","","","","","","","0","0","0"
"110832","","","","","","","0","0","0","","","","","",""
"110842","0","0","0","0","0","0","","","","","","","0","0","0"
"110844","0","0","0","0","0","0","","","","","","","0","0","0"
"110852","","","","","","","0","0","0","","","","","",""
"110855","","","","","","","0","0","0","","","","","",""
"110857","","","","","","","","","","0","0","0","","",""
"110858","","","","","","","0","0","0","","","","","",""
"110861","0","0","0","0","0","0","","","","","","","0","0","0"
"110870","0","0","0","0","0","0","","","","","","","0","0","0"
"110891","","","","","","","","","","0","0","0","","",""
"110893","","","","","","","","","","0","0","0","","",""
"110901","","","","","","","0","0","0","","","","","",""
"110909","","","","","","","","","","0","0","0","","",""
"110911","0","0","0","0","0","0","","","","","","","0","0","0"
"110918","","","","","","","0","0","0","","","","","",""
"110921","","","","","","","","","","0","0","0","","",""
"110925","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"110927","0","0","0","0","0","0","","","","","","","0","0","0"
"110929","","","","","","","0","0","0","","","","","",""
"110941","","","","","","","0","0","0","","","","","",""
"110943","0","0","0","0","0","0","","","","","","","0","0","0"
"110944","","","","","","","","","","0","0","0","","",""
"110945","0","0","0","0","0","0","","","","","","","0","0","0"
"110948","0","0","0","0","0","0","","","","","","","0","0","0"
"110950","0","0","0","0","0","0","","","","","","","0","0","0"
"110965","0","0","0","0","0","0","","","","","","","0","0","0"
"110974","","","","","","","0","0","0","0","0","0","","",""
"110983","","","","","","","0","0","0","","","","","",""
"110991","","","","","","","0","0","0","","","","","",""
"110992","0","0","0","0","0","0","","","","","","","0","0","0"
"110996","0","0","0","0","0","0","","","","","","","0","0","0"
"110997","","","","","","","","","","0","0","0","","",""
"111004","","","","","","","0","0","0","","","","","",""
"111009","0","0","0","0","0","0","","","","","","","0","0","0"
"111014","0","0","0","0","0","0","","","","","","","0","0","0"
"111036","","","","","","","0","0","0","","","","","",""
"111046","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111062","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"111065","","","","","","","0","0","0","","","","","",""
"111072","","","","","","","0","0","0","","","","","",""
"111073","","","","","","","0","0","0","","","","","",""
"111074","","","","","","","0","0","0","","","","","",""
"111080","0","0","0","0","0","0","","","","","","","0","0","0"
"111083","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111085","","","","","","","0","0","0","0","0","0","","",""
"111092","","","","","","","0","0","0","","","","","",""
"111096","0","0","0","0","0","0","","","","","","","0","0","0"
"111097","","","","","","","0","0","0","","","","","",""
"111103","","","","","","","0","0","0","","","","","",""
"111122","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"111124","0","0","0","0","0","0","","","","","","","0","0","0"
"111131","0","0","0","0","0","0","","","","","","","0","0","0"
"111134","0","0","0","0","0","0","","","","","","","0","0","0"
"111136","","","","","","","0","0","0","","","","","",""
"111139","","","","","","","","","","0","0","0","","",""
"111142","","","","","","","","","","0","0","0","","",""
"111148","","","","","","","","","","0","0","0","","",""
"111150","0","0","0","0","0","0","","","","","","","0","0","0"
"111153","","","","","","","","","","0","0","0","","",""
"111155","","","","","","","0","0","0","","","","","",""
"111157","","","","","","","0","0","0","","","","","",""
"111159","","","","","","","0","0","0","","","","","",""
"111165","","","","","","","","","","0","0","0","","",""
"111167","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111171","","","","","","","","","","0","0","0","","",""
"111179","","","","","","","","","","0","0","0","","",""
"111184","0","0","0","0","0","0","","","","","","","0","0","0"
"111192","","","","","","","","","","0","0","0","","",""
"111194","0","0","0","0","0","0","","","","","","","0","0","0"
"111198","","","","","","","","","","0","0","0","","",""
"111203","0","0","0","0","0","0","","","","","","","0","0","0"
"111204","0","0","0","0","0","0","","","","","","","0","0","0"
"111205","0","0","0","0","0","0","","","","","","","0","0","0"
"111211","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111219","0","0","0","0","0","0","","","","","","","0","0","0"
"111225","0","0","0","0","0","0","","","","","","","0","0","0"
"111229","","","","","","","","","","0","0","0","","",""
"111230","","","","","","","0","0","0","","","","","",""
"111232","","","","","","","","","","0","0","0","","",""
"111233","0","0","0","0","0","0","","","","","","","0","0","0"
"111235","","","","","","","0","0","0","","","","","",""
"111238","","","","","","","0","0","0","","","","","",""
"111239","","","","","","","","","","0","0","0","","",""
"111248","0","0","0","0","0","0","","","","","","","0","0","0"
"111256","","","","","","","0","0","0","","","","","",""
"111263","0","0","0","0","0","0","","","","","","","0","0","0"
"111265","","","","","","","0","0","0","","","","","",""
"111266","","","","","","","","","","0","0","0","","",""
"111272","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"111275","","","","","","","0","0","0","","","","","",""
"111278","","","","","","","0","0","0","","","","","",""
"111283","0","0","0","0","0","0","","","","","","","0","0","0"
"111287","","","","","","","0","0","0","","","","","",""
"111297","0","0","0","0","0","0","","","","","","","0","0","0"
"111298","","","","","","","","","","0","0","0","","",""
"111299","0","0","0","0","0","0","","","","","","","0","0","0"
"111302","","","","","","","0","0","0","","","","","",""
"111305","0","0","0","0","0","0","","","","","","","0","0","0"
"111307","0","0","0","0","0","0","","","","","","","0","0","0"
"111310","0","0","0","0","0","0","","","","","","","0","0","0"
"111317","","","","","","","0","0","0","","","","","",""
"111325","","","","","","","","","","0","0","0","","",""
"111333","","","","","","","","","","0","0","0","","",""
"111334","","","","","","","","","","0","0","0","","",""
"111335","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111341","","","","","","","0","0","0","","","","","",""
"111376","","","","","","","","","","0","0","0","","",""
"111377","","","","","","","","","","0","0","0","","",""
"111387","","","","","","","0","0","0","","","","","",""
"111412","","","","","","","","","","0","0","0","","",""
"111414","","","","","","","","","","0","0","0","","",""
"111416","","","","","","","","","","0","0","0","","",""
"111421","","","","","","","","","","0","0","0","","",""
"111426","0","0","0","0","0","0","","","","","","","0","0","0"
"111434","","","","","","","","","","0","0","0","","",""
"111437","","","","","","","","","","0","0","0","","",""
"111444","","","","","","","","","","0","0","0","","",""
"111449","","","","","","","0","0","0","","","","","",""
"111452","0","0","0","0","0","0","","","","","","","0","0","0"
"111457","","","","","","","0","0","0","","","","","",""
"111458","","","","","","","","","","0","0","0","","",""
"111459","","","","","","","0","0","0","","","","","",""
"111463","","","","","","","","","","0","0","0","","",""
"111467","","","","","","","0","0","0","","","","","",""
"111469","","","","","","","","","","0","0","0","","",""
"111480","","","","","","","","","","0","0","0","","",""
"111484","","","","","","","0","0","0","","","","","",""
"111489","","","","","","","0","0","0","","","","","",""
"111494","","","","","","","","","","0","0","0","","",""
"111495","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"111506","","","","","","","0","0","0","","","","","",""
"111511","","","","","","","0","0","0","","","","","",""
"111520","0","0","0","0","0","0","","","","","","","0","0","0"
"111523","","","","","","","","","","0","0","0","","",""
"111530","","","","","","","0","0","0","","","","","",""
"111540","0","0","0","0","0","0","","","","","","","0","0","0"
"111549","0","0","0","0","0","0","","","","","","","0","0","0"
"111553","","","","","","","","","","0","0","0","","",""
"111564","","","","","","","","","","0","0","0","","",""
"111567","","","","","","","","","","0","0","0","","",""
"111573","","","","","","","0","0","0","","","","","",""
"111574","","","","","","","0","0","0","","","","","",""
"111589","","","","","","","0","0","0","","","","","",""
"111603","","","","","","","0","0","0","","","","","",""
"111607","","","","","","","","","","0","0","0","","",""
"111617","0","0","0","0","0","0","","","","","","","0","0","0"
"111629","","","","","","","0","0","0","","","","","",""
"111636","0","0","0","0","0","0","","","","","","","0","0","0"
"111644","","","","","","","0","0","0","","","","","",""
