"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"76262","","","","","","","","","","","","","34.25","34.25","34.25"
"76263","0","0","0","","","","","","","","","","32.666666666666664","32.666666666666664","32.666666666666664"
"76266","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"76267","0","0","0","","","","","","","","","","","",""
"76271","","","","","","","9.333333333333334","9.333333333333334","9.333333333333334","","","","","",""
"76281","0","0","0","","","","","","","","","","","",""
"76283","70","70","70","","","","","","","70","70","70","","",""
"76286","","","","","","","13","13","13","","","","","",""
"76288","","","","21.666666666666668","21.666666666666668","21.666666666666668","","","","","","","","",""
"76290","","","","","","","12.5","12.5","12.5","","","","","",""
"76297","70","70","70","","","","8.75","8.75","8.75","","","","","",""
"76299","","","","","","","","","","","","","0","0","0"
"76304","","","","","","","","","","69","69","69","","",""
"76305","","","","0","0","0","","","","","","","","",""
"76307","","","","","","","","","","","","","36.666666666666664","36.666666666666664","36.666666666666664"
"76314","","","","","","","","","","0","0","0","","",""
"76315","","","","","","","","","","0","0","0","36","36","36"
"76316","","","","0","0","0","","","","","","","","",""
"76320","70","70","70","","","","","","","","","","","",""
"76322","69.5","69.5","69.5","","","","","","","0","0","0","","",""
"76324","","","","","","","","","","0","0","0","","",""
"76328","","","","","","","","","","0","0","0","","",""
"76331","0","0","0","","","","","","","","","","","",""
"76333","","","","","","","9","9","9","","","","37.333333333333336","37.333333333333336","37.333333333333336"
"76334","","","","","","","","","","0","0","0","","",""
"76335","","","","","","","","","","","","","37.5","37.5","37.5"
"76336","","","","","","","","","","0","0","0","","",""
"76340","0","0","0","","","","","","","","","","","",""
"76341","","","","42.5","42.5","42.5","","","","","","","","",""
"76343","0","0","0","","","","","","","0","0","0","","",""
"76345","","","","","","","","","","","","","34.333333333333336","34.333333333333336","34.333333333333336"
"76348","","","","45.5","45.5","45.5","","","","","","","","",""
"76351","","","","","","","9","9","9","","","","","",""
"76355","","","","","","","","","","","","","34.333333333333336","34.333333333333336","34.333333333333336"
"76362","","","","0","0","0","","","","","","","","",""
"76363","","","","","","","","","","0","0","0","","",""
"76364","","","","","","","","","","0","0","0","","",""
"76366","","","","","","","11.333333333333334","11.333333333333334","11.333333333333334","","","","","",""
"76368","","","","","","","","","","0","0","0","","",""
"76370","0","0","0","","","","","","","","","","","",""
"76372","","","","65.33333333333333","65.33333333333333","65.33333333333333","","","","","","","","",""
"76382","","","","","","","12","12","12","","","","","",""
"76383","","","","","","","","","","","","","34.333333333333336","34.333333333333336","34.333333333333336"
"76386","","","","","","","","","","0","0","0","","",""
"76387","","","","68","68","68","","","","","","","","",""
"76388","","","","68","68","68","","","","","","","","",""
"76395","0","0","0","","","","","","","","","","","",""
"76405","","","","","","","13.333333333333334","13.333333333333334","13.333333333333334","","","","","",""
"76415","","","","","","","","","","0","0","0","","",""
"76416","69.5","69.5","69.5","","","","","","","","","","","",""
"76418","","","","","","","","","","0","0","0","","",""
"76420","","","","","","","","","","0","0","0","","",""
"76424","","","","","","","","","","0","0","0","","",""
"76434","","","","","","","","","","","","","35.666666666666664","35.666666666666664","35.666666666666664"
"76436","","","","","","","","","","","","","35.666666666666664","35.666666666666664","35.666666666666664"
"76443","","","","","","","","","","","","","37.666666666666664","37.666666666666664","37.666666666666664"
"76447","","","","","","","","","","0","0","0","","",""
"76448","","","","","","","","","","0","0","0","","",""
"76449","","","","41.25","41.25","41.25","","","","","","","","",""
"76451","0","0","0","","","","","","","","","","","",""
"76452","","","","41.75","41.75","41.75","","","","","","","","",""
"76455","","","","","","","","","","","","","36.333333333333336","36.333333333333336","36.333333333333336"
"76456","","","","","","","13","13","13","","","","","",""
"76458","","","","39.333333333333336","39.333333333333336","39.333333333333336","","","","","","","","",""
"76464","","","","","","","","","","0","0","0","","",""
"76466","0","0","0","","","","","","","","","","","",""
"76467","","","","35.5","35.5","35.5","","","","","","","","",""
"76470","0","0","0","","","","","","","","","","","",""
"76484","","","","27","27","27","","","","0","0","0","","",""
"76486","0","0","0","","","","","","","","","","","",""
"76491","","","","","","","","","","0","0","0","","",""
"76494","","","","","","","","","","","","","33.333333333333336","33.333333333333336","33.333333333333336"
"76496","","","","34.666666666666664","34.666666666666664","34.666666666666664","","","","","","","","",""
"76497","","","","","","","","","","0","0","0","","",""
"76502","","","","","","","7","7","7","","","","","",""
"76507","0","0","0","","","","","","","","","","","",""
"76510","","","","26","26","26","","","","","","","","",""
"76513","","","","23.2","23.2","23.2","","","","","","","","",""
"76517","0","0","0","23.333333333333332","23.333333333333332","23.333333333333332","","","","","","","","",""
"76520","","","","","","","","","","69.5","69.5","69.5","","",""
"76522","","","","22.25","22.25","22.25","","","","","","","","",""
"76528","","","","0","0","0","","","","","","","","",""
"76534","","","","","","","","","","","","","38.333333333333336","38.333333333333336","38.333333333333336"
"76539","70","70","70","","","","","","","","","","","",""
"76543","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","","",""
"76555","0","0","0","","","","","","","","","","39","39","39"
"76559","","","","","","","","","","0","0","0","","",""
"76562","","","","46.333333333333336","46.333333333333336","46.333333333333336","","","","","","","","",""
"76565","","","","","","","","","","","","","38","38","38"
"76569","0","0","0","","","","1","1","1","","","","","",""
"76575","","","","","","","1","1","1","","","","","",""
"76580","","","","","","","","","","0","0","0","","",""
"76581","","","","","","","","","","0","0","0","","",""
"76583","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","0","0","0","41.333333333333336","41.333333333333336","41.333333333333336"
"76585","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"76588","","","","","","","","","","0","0","0","","",""
"76597","0","0","0","41","41","41","","","","","","","","",""
"76601","0","0","0","38.75","38.75","38.75","","","","","","","","",""
"76603","","","","37","37","37","","","","","","","","",""
"76608","","","","34","34","34","","","","","","","","",""
"76609","0","0","0","","","","1","1","1","","","","","",""
"76620","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","43","43","43"
"76621","","","","28.666666666666668","28.666666666666668","28.666666666666668","","","","0","0","0","","",""
"76623","","","","","","","","","","0","0","0","44","44","44"
"76627","","","","","","","","","","0","0","0","","",""
"76629","","","","0","0","0","","","","","","","","",""
"76634","","","","","","","","","","","","","44.333333333333336","44.333333333333336","44.333333333333336"
"76635","","","","","","","","","","0","0","0","","",""
"76637","","","","","","","","","","","","","42","42","42"
"76639","","","","38.333333333333336","38.333333333333336","38.333333333333336","","","","","","","42.333333333333336","42.333333333333336","42.333333333333336"
"76641","","","","","","","","","","","","","43","43","43"
"76642","","","","","","","","","","0","0","0","","",""
"76649","","","","29","29","29","","","","","","","","",""
"76652","","","","","","","","","","","","","44.666666666666664","44.666666666666664","44.666666666666664"
"76655","","","","","","","","","","0","0","0","","",""
"76657","","","","","","","","","","0","0","0","","",""
"76660","","","","17","17","17","","","","","","","","",""
"76662","","","","","","","","","","0","0","0","","",""
"76663","70","70","70","","","","","","","","","","","",""
"76665","","","","11.6","11.6","11.6","","","","","","","","",""
"76672","0","0","0","","","","","","","0","0","0","","",""
"76674","","","","","","","2","2","2","","","","","",""
"76675","","","","","","","","","","0","0","0","","",""
"76678","","","","","","","1","1","1","","","","","",""
"76683","","","","6","6","6","","","","","","","","",""
"76684","0","0","0","","","","","","","0","0","0","","",""
"76686","0","0","0","","","","","","","","","","","",""
"76687","","","","0","0","0","","","","","","","","",""
"76689","","","","0","0","0","","","","","","","35","35","35"
"76691","","","","","","","","","","0","0","0","","",""
"76692","","","","","","","","","","0","0","0","","",""
"76695","","","","","","","","","","0","0","0","","",""
"76696","","","","","","","4","4","4","","","","","",""
"76697","0","0","0","","","","","","","","","","35.666666666666664","35.666666666666664","35.666666666666664"
"76698","0","0","0","","","","","","","","","","","",""
"76704","","","","0","0","0","","","","","","","","",""
"76710","","","","","","","","","","70","70","70","","",""
"76712","","","","","","","","","","0","0","0","","",""
"76713","","","","","","","","","","0","0","0","39.333333333333336","39.333333333333336","39.333333333333336"
"76715","0","0","0","","","","","","","","","","","",""
"76718","","","","","","","","","","0","0","0","","",""
"76719","","","","20.2","20.2","20.2","","","","","","","","",""
"76721","0","0","0","","","","","","","","","","","",""
"76725","","","","15.4","15.4","15.4","","","","","","","","",""
"76728","0","0","0","","","","","","","","","","","",""
"76738","","","","3.5","3.5","3.5","","","","","","","","",""
"76742","","","","1.5","1.5","1.5","","","","","","","","",""
"76743","","","","","","","6","6","6","","","","","",""
"76750","70","70","70","0","0","0","11","11","11","0","0","0","","",""
"76754","","","","","","","","","","","","","45.333333333333336","45.333333333333336","45.333333333333336"
"76759","","","","","","","8.666666666666666","8.666666666666666","8.666666666666666","0","0","0","","",""
"76761","","","","","","","7.333333333333333","7.333333333333333","7.333333333333333","","","","","",""
"76763","","","","0","0","0","","","","","","","","",""
"76767","","","","","","","7.5","7.5","7.5","","","","43.666666666666664","43.666666666666664","43.666666666666664"
"76768","","","","0","0","0","","","","","","","","",""
"76770","","","","0","0","0","","","","","","","","",""
"76775","","","","","","","5.666666666666667","5.666666666666667","5.666666666666667","","","","","",""
"76781","","","","","","","","","","0","0","0","","",""
"76783","","","","","","","","","","0","0","0","42","42","42"
"76785","0","0","0","","","","7.666666666666667","7.666666666666667","7.666666666666667","","","","","",""
"76788","0","0","0","","","","","","","0","0","0","","",""
"76789","0","0","0","","","","","","","","","","","",""
"76790","","","","","","","","","","0","0","0","","",""
"76793","","","","","","","","","","0","0","0","","",""
"76794","0","0","0","","","","","","","","","","","",""
"76795","","","","","","","","","","0","0","0","","",""
"76799","0","0","0","","","","","","","","","","","",""
"76801","0","0","0","","","","","","","","","","46","46","46"
"76803","0","0","0","","","","","","","","","","","",""
"76807","","","","","","","0","0","0","","","","","",""
"76814","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"76819","","","","1","1","1","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","",""
"76820","69.5","69.5","69.5","","","","","","","","","","","",""
"76822","70","70","70","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","",""
"76823","","","","3","3","3","","","","","","","","",""
"76825","","","","","","","1","1","1","","","","","",""
"76831","","","","0","0","0","","","","","","","","",""
"76840","0","0","0","","","","","","","","","","","",""
"76846","","","","12","12","12","","","","","","","","",""
"76847","","","","12.5","12.5","12.5","","","","","","","","",""
"76849","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"76860","","","","","","","","","","70","70","70","","",""
"76863","","","","0","0","0","","","","","","","","",""
"76872","","","","0","0","0","","","","","","","","",""
"76878","","","","","","","1.5","1.5","1.5","","","","","",""
"76880","","","","","","","","","","70","70","70","","",""
"76883","0","0","0","","","","","","","","","","","",""
"76884","","","","","","","0","0","0","","","","","",""
"76888","","","","","","","","","","0","0","0","","",""
"76896","","","","0","0","0","","","","","","","","",""
"76901","","","","","","","4","4","4","","","","","",""
"76905","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"76907","0","0","0","","","","","","","","","","","",""
"76909","","","","","","","3","3","3","","","","","",""
"76915","","","","50.4","50.4","50.4","","","","","","","","",""
"76916","","","","50","50","50","","","","","","","","",""
"76918","","","","","","","","","","","","","55","55","55"
"76921","","","","","","","","","","0","0","0","","",""
"76922","0","0","0","","","","","","","0","0","0","","",""
"76927","","","","47.25","47.25","47.25","","","","","","","","",""
"76931","0","0","0","","","","","","","","","","","",""
"76937","","","","","","","","","","0","0","0","","",""
"76941","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","",""
"76948","","","","","","","","","","","","","51","51","51"
"76958","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"76959","","","","","","","","","","0","0","0","","",""
"76960","","","","","","","","","","0","0","0","","",""
"76969","","","","","","","0.25","0.25","0.25","","","","","",""
"76970","","","","","","","","","","","","","55.666666666666664","55.666666666666664","55.666666666666664"
"76979","","","","42","42","42","","","","","","","","",""
"76980","0","0","0","","","","","","","","","","","",""
"76982","","","","","","","","","","","","","52","52","52"
"76984","","","","36.4","36.4","36.4","0","0","0","","","","","",""
"76988","","","","","","","","","","0","0","0","","",""
"76989","","","","","","","","","","","","","54","54","54"
"76990","","","","","","","","","","","","","53.333333333333336","53.333333333333336","53.333333333333336"
"76996","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"76998","","","","","","","","","","","","","53","53","53"
"76999","","","","","","","","","","","","","0","0","0"
"77004","70","70","70","","","","","","","","","","","",""
"77010","69.5","69.5","69.5","","","","","","","","","","","",""
"77011","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","0","0","0","52","52","52"
"77013","","","","8.4","8.4","8.4","","","","","","","53","53","53"
"77019","","","","1.6","1.6","1.6","","","","","","","","",""
"77022","","","","","","","","","","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"77027","","","","","","","0","0","0","","","","","",""
"77028","0","0","0","0","0","0","","","","","","","","",""
"77029","","","","","","","0","0","0","","","","","",""
"77030","","","","","","","","","","0","0","0","","",""
"77031","","","","","","","","","","0","0","0","","",""
"77033","0","0","0","","","","","","","","","","","",""
"77038","","","","","","","","","","","","","48.666666666666664","48.666666666666664","48.666666666666664"
"77040","","","","","","","","","","","","","47.25","47.25","47.25"
"77041","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"77043","0","0","0","","","","","","","","","","","",""
"77045","","","","","","","","","","0","0","0","","",""
"77058","0","0","0","","","","","","","","","","","",""
"77059","","","","","","","3","3","3","0","0","0","","",""
"77066","","","","","","","","","","","","","0","0","0"
"77067","","","","","","","","","","","","","0","0","0"
"77069","70","70","70","","","","","","","","","","","",""
"77070","","","","","","","","","","0","0","0","","",""
"77072","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77077","","","","","","","0","0","0","","","","","",""
"77078","0","0","0","","","","","","","","","","","",""
"77079","","","","4","4","4","","","","","","","","",""
"77080","0","0","0","","","","","","","","","","","",""
"77081","","","","","","","","","","","","","0","0","0"
"77084","","","","","","","2.5","2.5","2.5","","","","","",""
"77088","0","0","0","","","","","","","","","","","",""
"77090","","","","","","","","","","","","","0","0","0"
"77091","","","","","","","","","","0","0","0","","",""
"77094","0","0","0","","","","","","","","","","","",""
"77096","","","","","","","","","","","","","70","70","70"
"77097","","","","0","0","0","","","","","","","","",""
"77098","","","","","","","5","5","5","","","","","",""
"77101","","","","","","","","","","0","0","0","","",""
"77110","0","0","0","","","","","","","","","","","",""
"77119","","","","","","","5","5","5","","","","","",""
"77122","","","","","","","","","","","","","70","70","70"
"77130","0","0","0","","","","","","","","","","","",""
"77133","","","","","","","","","","0","0","0","","",""
"77138","0","0","0","","","","","","","","","","","",""
"77148","","","","","","","","","","0","0","0","","",""
"77149","","","","","","","","","","0","0","0","69.25","69.25","69.25"
"77150","","","","","","","","","","0","0","0","","",""
"77156","0","0","0","","","","","","","","","","","",""
"77158","","","","","","","","","","","","","68","68","68"
"77159","","","","","","","","","","","","","66.33333333333333","66.33333333333333","66.33333333333333"
"77164","0","0","0","","","","","","","","","","","",""
"77170","0","0","0","","","","","","","","","","","",""
"77176","","","","43.6","43.6","43.6","","","","","","","","",""
"77178","","","","","","","","","","","","","63","63","63"
"77180","","","","42.2","42.2","42.2","","","","70","70","70","","",""
"77183","0","0","0","","","","","","","","","","","",""
"77184","","","","","","","9","9","9","","","","62.333333333333336","62.333333333333336","62.333333333333336"
"77187","0","0","0","","","","","","","","","","63.333333333333336","63.333333333333336","63.333333333333336"
"77191","","","","","","","11","11","11","","","","","",""
"77192","","","","","","","","","","0","0","0","","",""
"77193","","","","","","","10.666666666666666","10.666666666666666","10.666666666666666","0","0","0","","",""
"77196","","","","","","","","","","","","","64","64","64"
"77197","","","","","","","","","","","","","64.33333333333333","64.33333333333333","64.33333333333333"
"77204","","","","","","","9.666666666666666","9.666666666666666","9.666666666666666","","","","","",""
"77209","","","","27","27","27","","","","","","","","",""
"77210","","","","","","","12","12","12","","","","","",""
"77211","","","","","","","13","13","13","","","","","",""
"77214","","","","","","","14","14","14","","","","","",""
"77217","","","","","","","","","","","","","64.66666666666667","64.66666666666667","64.66666666666667"
"77229","","","","35","35","35","","","","","","","","",""
"77241","0","0","0","","","","","","","0","0","0","","",""
"77242","0","0","0","","","","","","","","","","62.666666666666664","62.666666666666664","62.666666666666664"
"77248","0","0","0","","","","","","","0","0","0","","",""
"77253","","","","","","","","","","0","0","0","","",""
"77259","","","","28.75","28.75","28.75","","","","","","","","",""
"77260","","","","28.75","28.75","28.75","","","","70","70","70","","",""
"77261","69.5","69.5","69.5","","","","","","","","","","","",""
"77263","","","","","","","","","","","","","56","56","56"
"77266","","","","","","","","","","0","0","0","","",""
"77268","","","","25.333333333333332","25.333333333333332","25.333333333333332","","","","","","","","",""
"77276","","","","","","","","","","0","0","0","","",""
"77279","","","","","","","9.666666666666666","9.666666666666666","9.666666666666666","","","","","",""
"77286","","","","","","","","","","","","","51.666666666666664","51.666666666666664","51.666666666666664"
"77295","","","","29","29","29","","","","","","","","",""
"77297","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"77306","0","0","0","","","","","","","","","","","",""
"77311","","","","25.8","25.8","25.8","11","11","11","","","","","",""
"77313","","","","","","","12","12","12","","","","","",""
"77315","","","","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","",""
"77317","","","","24","24","24","","","","","","","","",""
"77318","","","","","","","","","","","","","52.666666666666664","52.666666666666664","52.666666666666664"
"77319","","","","","","","","","","","","","52","52","52"
"77320","","","","","","","","","","0","0","0","","",""
"77322","","","","","","","14","14","14","","","","","",""
"77326","","","","21.75","21.75","21.75","","","","","","","","",""
"77329","0","0","0","19.25","19.25","19.25","","","","","","","","",""
"77332","","","","","","","","","","","","","52.75","52.75","52.75"
"77335","0","0","0","16","16","16","","","","","","","","",""
"77337","","","","","","","","","","","","","54","54","54"
"77338","","","","","","","","","","0","0","0","","",""
"77339","","","","","","","","","","0","0","0","","",""
"77346","","","","","","","","","","0","0","0","","",""
"77349","","","","13.75","13.75","13.75","","","","","","","","",""
"77351","","","","","","","3","3","3","0","0","0","","",""
"77352","","","","","","","3","3","3","","","","","",""
"77354","","","","","","","","","","","","","56.666666666666664","56.666666666666664","56.666666666666664"
"77355","0","0","0","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","",""
"77358","","","","","","","","","","0","0","0","","",""
"77365","0","0","0","","","","","","","","","","","",""
"77367","0","0","0","","","","","","","","","","","",""
"77376","","","","","","","","","","0","0","0","","",""
"77380","","","","","","","","","","0","0","0","","",""
"77384","0","0","0","","","","","","","","","","","",""
"77388","","","","","","","4","4","4","","","","","",""
"77400","","","","","","","","","","0","0","0","","",""
"77407","","","","","","","","","","","","","52","52","52"
"77409","","","","","","","","","","","","","51.75","51.75","51.75"
"77411","","","","","","","","","","0","0","0","","",""
"77415","","","","","","","","","","0","0","0","","",""
"77419","","","","","","","","","","0","0","0","","",""
"77424","","","","0","0","0","","","","","","","","",""
"77426","","","","0","0","0","","","","","","","","",""
"77430","","","","","","","","","","","","","51.666666666666664","51.666666666666664","51.666666666666664"
"77434","0","0","0","","","","0","0","0","","","","","",""
"77435","0","0","0","","","","","","","0","0","0","","",""
"77436","","","","","","","","","","","","","52.333333333333336","52.333333333333336","52.333333333333336"
"77439","","","","","","","0","0","0","","","","","",""
"77443","","","","","","","","","","0","0","0","","",""
"77445","","","","","","","","","","0","0","0","","",""
"77453","70","70","70","","","","","","","","","","53.333333333333336","53.333333333333336","53.333333333333336"
"77459","","","","","","","","","","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"77460","","","","","","","","","","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"77463","0","0","0","","","","","","","","","","52.333333333333336","52.333333333333336","52.333333333333336"
"77465","","","","","","","","","","0","0","0","","",""
"77466","0","0","0","","","","","","","","","","","",""
"77471","0","0","0","","","","","","","","","","","",""
"77475","","","","","","","","","","","","","53","53","53"
"77480","","","","","","","","","","","","","54.333333333333336","54.333333333333336","54.333333333333336"
"77485","","","","21","21","21","","","","","","","","",""
"77496","","","","19","19","19","","","","0","0","0","","",""
"77497","0","0","0","","","","","","","","","","","",""
"77501","69","69","69","","","","","","","","","","","",""
"77502","0","0","0","","","","","","","","","","","",""
"77503","68.5","68.5","68.5","","","","","","","","","","","",""
"77513","0","0","0","","","","","","","","","","","",""
"77520","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"77522","70","70","70","16.333333333333332","16.333333333333332","16.333333333333332","","","","","","","","",""
"77523","","","","","","","","","","0","0","0","","",""
"77526","","","","","","","0","0","0","","","","","",""
"77528","","","","","","","0.5","0.5","0.5","","","","","",""
"77534","","","","13.666666666666666","13.666666666666666","13.666666666666666","","","","","","","","",""
"77536","69.5","69.5","69.5","","","","","","","","","","57","57","57"
"77537","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"77538","70","70","70","","","","","","","","","","","",""
"77542","70","70","70","","","","","","","","","","","",""
"77544","","","","","","","","","","","","","56","56","56"
"77545","","","","","","","","","","0","0","0","","",""
"77546","","","","8.25","8.25","8.25","","","","","","","","",""
"77547","0","0","0","","","","","","","","","","","",""
"77555","","","","","","","","","","0","0","0","","",""
"77561","","","","","","","","","","0","0","0","","",""
"77569","","","","17","17","17","3","3","3","","","","","",""
"77572","0","0","0","","","","","","","","","","","",""
"77574","","","","0","0","0","","","","","","","","",""
"77581","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77592","","","","","","","1","1","1","","","","","",""
"77596","","","","","","","","","","0","0","0","","",""
"77600","","","","","","","1","1","1","","","","","",""
"77607","0","0","0","","","","","","","","","","","",""
"77609","0","0","0","","","","","","","","","","","",""
"77613","0","0","0","","","","","","","","","","","",""
"77620","","","","","","","0","0","0","","","","","",""
"77621","","","","","","","0","0","0","","","","","",""
"77622","","","","32","32","32","","","","","","","","",""
"77630","70","70","70","","","","","","","","","","","",""
"77636","","","","","","","","","","","","","66","66","66"
"77638","","","","","","","0","0","0","","","","","",""
"77639","","","","","","","","","","0","0","0","","",""
"77653","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77654","0","0","0","","","","","","","","","","","",""
"77655","","","","","","","","","","0","0","0","","",""
"77658","","","","","","","","","","0","0","0","","",""
"77663","0","0","0","","","","","","","","","","","",""
"77664","","","","37.666666666666664","37.666666666666664","37.666666666666664","","","","","","","","",""
"77674","","","","","","","","","","0","0","0","","",""
"77675","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"77679","","","","","","","","","","0","0","0","","",""
"77680","","","","","","","1.75","1.75","1.75","","","","","",""
"77684","","","","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667"
"77688","","","","","","","","","","0","0","0","","",""
"77690","","","","","","","","","","","","","70","70","70"
"77692","","","","","","","","","","","","","68.66666666666667","68.66666666666667","68.66666666666667"
"77694","","","","","","","0","0","0","","","","69","69","69"
"77695","","","","0","0","0","","","","","","","","",""
"77697","","","","","","","","","","","","","69.75","69.75","69.75"
"77701","","","","","","","0","0","0","","","","","",""
"77705","0","0","0","","","","","","","","","","70","70","70"
"77710","70","70","70","","","","","","","","","","","",""
"77713","","","","0","0","0","","","","","","","","",""
"77716","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","0","0","0","","",""
"77719","","","","","","","","","","","","","69","69","69"
"77722","","","","","","","","","","0","0","0","","",""
"77732","","","","69.75","69.75","69.75","","","","","","","","",""
"77738","","","","","","","2","2","2","","","","66.66666666666667","66.66666666666667","66.66666666666667"
"77746","","","","","","","","","","0","0","0","69.33333333333333","69.33333333333333","69.33333333333333"
"77748","","","","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","","",""
"77749","","","","0","0","0","","","","","","","","",""
"77752","","","","","","","","","","0","0","0","","",""
"77761","","","","","","","5","5","5","0","0","0","","",""
"77762","","","","66","66","66","","","","","","","","",""
"77766","","","","","","","","","","","","","69","69","69"
"77771","0","0","0","","","","","","","","","","","",""
"77777","","","","56","56","56","","","","","","","","",""
"77778","","","","","","","7.333333333333333","7.333333333333333","7.333333333333333","","","","","",""
"77779","","","","","","","7","7","7","","","","","",""
"77781","","","","","","","6","6","6","","","","","",""
"77783","","","","","","","","","","","","","67.66666666666667","67.66666666666667","67.66666666666667"
"77786","0","0","0","","","","6.666666666666667","6.666666666666667","6.666666666666667","","","","","",""
"77794","","","","50.5","50.5","50.5","","","","","","","","",""
"77796","","","","","","","","","","","","","64.66666666666667","64.66666666666667","64.66666666666667"
"77797","","","","","","","","","","","","","65","65","65"
"77798","","","","","","","","","","0","0","0","","",""
"77800","0","0","0","","","","","","","","","","","",""
"77803","","","","0","0","0","","","","","","","","",""
"77806","0","0","0","","","","","","","","","","","",""
"77808","","","","","","","","","","70","70","70","","",""
"77811","","","","","","","9.666666666666666","9.666666666666666","9.666666666666666","","","","","",""
"77812","","","","","","","","","","0","0","0","","",""
"77813","","","","","","","","","","0","0","0","","",""
"77816","","","","62.333333333333336","62.333333333333336","62.333333333333336","","","","","","","","",""
"77818","","","","","","","","","","0","0","0","","",""
"77820","","","","","","","","","","","","","65","65","65"
"77821","","","","","","","9","9","9","0","0","0","","",""
"77828","","","","55.2","55.2","55.2","","","","","","","","",""
"77830","","","","54.8","54.8","54.8","","","","","","","","",""
"77835","","","","","","","8.25","8.25","8.25","","","","","",""
"77850","","","","","","","","","","","","","57.666666666666664","57.666666666666664","57.666666666666664"
"77851","","","","41.75","41.75","41.75","","","","","","","","",""
"77853","","","","","","","0","0","0","","","","","",""
"77855","","","","","","","1","1","1","","","","","",""
"77857","0","0","0","","","","","","","","","","","",""
"77862","","","","33.8","33.8","33.8","","","","","","","","",""
"77863","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77869","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77877","","","","","","","","","","","","","50.75","50.75","50.75"
"77886","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"77889","0","0","0","","","","","","","","","","","",""
"77890","","","","","","","","","","70","70","70","","",""
"77893","","","","","","","","","","","","","48.25","48.25","48.25"
"77894","","","","","","","","","","0","0","0","","",""
"77898","0","0","0","","","","","","","","","","","",""
"77905","","","","","","","","","","0","0","0","","",""
"77910","","","","","","","","","","70","70","70","","",""
"77912","","","","","","","","","","0","0","0","","",""
"77917","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77919","","","","0","0","0","","","","","","","","",""
"77920","","","","0","0","0","","","","","","","","",""
"77924","","","","","","","0","0","0","","","","","",""
"77930","","","","","","","1","1","1","","","","","",""
"77932","","","","13","13","13","","","","","","","","",""
"77933","0","0","0","","","","","","","","","","","",""
"77936","","","","","","","","","","0","0","0","","",""
"77938","","","","","","","","","","0","0","0","","",""
"77941","0","0","0","","","","","","","","","","57","57","57"
"77942","","","","","","","5","5","5","","","","","",""
"77947","","","","25","25","25","","","","","","","","",""
"77952","0","0","0","","","","","","","","","","","",""
"77956","","","","","","","","","","","","","61.333333333333336","61.333333333333336","61.333333333333336"
"77959","0","0","0","","","","7.666666666666667","7.666666666666667","7.666666666666667","","","","","",""
