"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"160445","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","","",""
"160447","","","","","","","4.25","4.25","4.25","","","","","",""
"160448","","","","","","","5","5","5","0","0","0","","",""
"160451","","","","0","0","0","","","","0","0","0","","",""
"160461","","","","","","","","","","0","0","0","","",""
"160468","","","","68","68","68","","","","","","","","",""
"160473","0","0","0","","","","","","","","","","58","58","58"
"160475","","","","66","66","66","","","","","","","","",""
"160483","","","","53.166666666666664","53.166666666666664","53.166666666666664","","","","","","","","",""
"160489","0","0","0","","","","","","","","","","57.666666666666664","57.666666666666664","57.666666666666664"
"160495","0","0","0","","","","","","","","","","57","57","57"
"160496","","","","34.857142857142854","34.857142857142854","34.857142857142854","","","","","","","","",""
"160497","","","","","","","","","","0","0","0","","",""
"160501","","","","","","","","","","70","70","70","","",""
"160506","0","0","0","","","","","","","","","","61","61","61"
"160512","","","","","","","","","","0","0","0","","",""
"160515","0","0","0","","","","","","","","","","62","62","62"
"160516","0","0","0","","","","","","","","","","62","62","62"
"160518","","","","","","","","","","0","0","0","","",""
"160519","","","","","","","","","","0","0","0","","",""
"160520","","","","","","","0","0","0","","","","","",""
"160522","0","0","0","","","","","","","","","","60","60","60"
"160524","0","0","0","4.2","4.2","4.2","","","","","","","59.666666666666664","59.666666666666664","59.666666666666664"
"160526","","","","1.8","1.8","1.8","","","","","","","","",""
"160532","","","","","","","","","","0","0","0","","",""
"160533","0","0","0","","","","","","","","","","59","59","59"
"160543","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","","","","","",""
"160547","","","","","","","0","0","0","","","","","",""
"160557","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"160561","0","0","0","","","","","","","","","","57","57","57"
"160573","","","","","","","1","1","1","","","","","",""
"160574","","","","","","","","","","0","0","0","","",""
"160576","","","","","","","","","","0","0","0","","",""
"160585","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"160591","","","","","","","","","","0","0","0","","",""
"160594","","","","0","0","0","","","","","","","","",""
"160595","0","0","0","","","","","","","","","","55.666666666666664","55.666666666666664","55.666666666666664"
"160597","","","","0","0","0","","","","","","","","",""
"160603","","","","0","0","0","","","","","","","","",""
"160604","0","0","0","","","","","","","","","","60","60","60"
"160609","","","","0","0","0","","","","","","","","",""
"160612","","","","","","","1","1","1","","","","","",""
"160616","","","","","","","0","0","0","","","","","",""
"160617","","","","0","0","0","","","","","","","","",""
"160618","","","","","","","0","0","0","","","","","",""
"160627","","","","69.75","69.75","69.75","","","","","","","","",""
"160629","","","","","","","","","","0","0","0","","",""
"160641","","","","50.833333333333336","50.833333333333336","50.833333333333336","","","","","","","","",""
"160643","","","","","","","0","0","0","","","","","",""
"160645","0","0","0","","","","","","","","","","55","55","55"
"160650","0","0","0","","","","","","","","","","57","57","57"
"160656","0","0","0","","","","","","","","","","54.666666666666664","54.666666666666664","54.666666666666664"
"160659","0","0","0","","","","","","","","","","54.333333333333336","54.333333333333336","54.333333333333336"
"160672","70","70","70","","","","0","0","0","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"160681","","","","29.75","29.75","29.75","","","","0","0","0","","",""
"160683","","","","","","","","","","0","0","0","","",""
"160684","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"160685","","","","29.6","29.6","29.6","","","","","","","","",""
"160686","","","","","","","0","0","0","","","","","",""
"160687","","","","","","","","","","0","0","0","","",""
"160688","","","","","","","","","","0","0","0","","",""
"160690","","","","","","","","","","69","69","69","","",""
"160696","","","","","","","","","","0","0","0","","",""
"160699","","","","","","","","","","0","0","0","","",""
"160701","","","","19","19","19","0","0","0","0","0","0","","",""
"160703","","","","","","","","","","0","0","0","","",""
"160710","","","","","","","","","","70","70","70","","",""
"160719","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"160720","","","","","","","1","1","1","","","","","",""
"160727","0","0","0","","","","","","","","","","47","47","47"
"160731","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"160739","","","","0","0","0","","","","","","","","",""
"160746","","","","","","","1","1","1","","","","","",""
"160749","0","0","0","","","","","","","","","","44","44","44"
"160753","","","","0","0","0","","","","","","","","",""
"160754","70","70","70","","","","","","","","","","40.666666666666664","40.666666666666664","40.666666666666664"
"160765","0","0","0","","","","","","","0","0","0","40","40","40"
"160767","","","","1","1","1","","","","","","","","",""
"160778","","","","0","0","0","","","","","","","","",""
"160781","","","","","","","0","0","0","","","","","",""
"160782","0","0","0","","","","","","","","","","44.666666666666664","44.666666666666664","44.666666666666664"
"160787","","","","","","","","","","0","0","0","","",""
"160788","","","","","","","1","1","1","","","","","",""
"160791","0","0","0","","","","","","","","","","43.333333333333336","43.333333333333336","43.333333333333336"
"160796","","","","","","","","","","0","0","0","","",""
"160803","0","0","0","","","","","","","","","","41.666666666666664","41.666666666666664","41.666666666666664"
"160804","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"160820","","","","","","","0","0","0","","","","","",""
"160827","0","0","0","","","","","","","","","","45.666666666666664","45.666666666666664","45.666666666666664"
"160838","0","0","0","","","","","","","0","0","0","42.333333333333336","42.333333333333336","42.333333333333336"
"160839","","","","","","","","","","0","0","0","","",""
"160842","","","","0","0","0","","","","","","","","",""
"160844","0","0","0","","","","","","","","","","44","44","44"
"160859","","","","","","","3","3","3","","","","","",""
"160860","","","","30.75","30.75","30.75","","","","","","","","",""
"160863","","","","30.25","30.25","30.25","","","","","","","","",""
"160864","","","","30.2","30.2","30.2","","","","","","","","",""
"160866","","","","","","","","","","0","0","0","","",""
"160873","","","","","","","","","","0","0","0","","",""
"160882","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"160888","","","","","","","3.5","3.5","3.5","","","","","",""
"160889","","","","","","","","","","0","0","0","","",""
"160897","0","0","0","","","","","","","","","","57.333333333333336","57.333333333333336","57.333333333333336"
"160904","","","","","","","5.666666666666667","5.666666666666667","5.666666666666667","0","0","0","","",""
"160908","","","","","","","","","","0","0","0","","",""
"160909","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"160919","","","","0","0","0","","","","","","","","",""
"160921","","","","0","0","0","","","","0","0","0","","",""
"160929","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"160930","","","","","","","","","","0","0","0","","",""
"160932","","","","","","","4","4","4","","","","","",""
"160934","","","","","","","2.25","2.25","2.25","","","","","",""
"160948","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"160952","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"160957","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"160959","","","","0","0","0","","","","","","","","",""
"160961","","","","0","0","0","","","","","","","","",""
"160965","","","","","","","","","","0","0","0","","",""
"160974","","","","","","","","","","0","0","0","","",""
"160976","","","","","","","0","0","0","","","","","",""
"160977","","","","","","","","","","0","0","0","","",""
"160984","","","","0","0","0","","","","","","","","",""
"160986","0","0","0","","","","","","","0","0","0","62.333333333333336","62.333333333333336","62.333333333333336"
"160994","0","0","0","","","","","","","","","","61.75","61.75","61.75"
"160995","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"161001","0","0","0","","","","","","","","","","63","63","63"
"161012","","","","","","","","","","70","70","70","","",""
"161015","","","","56","56","56","","","","","","","","",""
"161021","0","0","0","","","","","","","","","","57.333333333333336","57.333333333333336","57.333333333333336"
"161028","","","","","","","0","0","0","","","","","",""
"161037","0","0","0","","","","","","","","","","54.5","54.5","54.5"
"161040","","","","","","","0.5","0.5","0.5","","","","","",""
"161041","","","","","","","","","","0","0","0","","",""
"161056","","","","","","","","","","0","0","0","","",""
"161059","","","","","","","0","0","0","","","","","",""
"161062","0","0","0","","","","","","","","","","52.666666666666664","52.666666666666664","52.666666666666664"
"161063","0","0","0","","","","1","1","1","","","","52.333333333333336","52.333333333333336","52.333333333333336"
"161070","","","","","","","1","1","1","","","","","",""
"161074","","","","5.5","5.5","5.5","","","","","","","","",""
"161077","","","","2.1666666666666665","2.1666666666666665","2.1666666666666665","","","","","","","","",""
"161078","","","","1.8333333333333333","1.8333333333333333","1.8333333333333333","","","","","","","","",""
"161080","0","0","0","","","","","","","","","","59","59","59"
"161087","70","70","70","","","","","","","","","","60","60","60"
"161090","0","0","0","","","","","","","","","","58","58","58"
"161095","","","","0","0","0","","","","","","","","",""
"161098","0","0","0","","","","","","","","","","59","59","59"
"161100","","","","","","","","","","0","0","0","","",""
"161103","","","","","","","","","","0","0","0","","",""
"161111","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"161122","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","","",""
"161125","0","0","0","","","","","","","","","","54.5","54.5","54.5"
"161128","0","0","0","0","0","0","","","","","","","53","53","53"
"161129","0","0","0","","","","","","","","","","53","53","53"
"161131","","","","","","","2.75","2.75","2.75","","","","","",""
"161133","","","","0","0","0","","","","","","","","",""
"161135","","","","","","","","","","0","0","0","","",""
"161137","","","","","","","0","0","0","","","","","",""
"161156","","","","","","","","","","0","0","0","","",""
"161161","","","","0","0","0","","","","","","","","",""
"161167","","","","","","","","","","0","0","0","","",""
"161169","","","","","","","6","6","6","","","","","",""
"161173","0","0","0","","","","","","","","","","54","54","54"
"161175","","","","","","","","","","0","0","0","","",""
