"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"1391720","12","12","12","","","","","",""
"1391730","7","7","7","","","","","",""
"1391750","8","8","8","","","","","",""
"1391810","","","","","","","9","9","9"
"1391870","9","9","9","","","","","",""
"1391880","8","8","8","","","","","",""
"1391950","","","","12","12","12","","",""
"1392010","5","5","5","","","","","",""
"1392080","","","","8","8","8","","",""
"1392110","","","","","","","8","8","8"
"1392140","","","","","","","7","7","7"
"1392160","","","","","","","13","13","13"
"1392170","","","","6","6","6","","",""
"1392330","","","","","","","5","5","5"
"1392370","","","","7","7","7","","",""
"1392440","","","","","","","5","5","5"
"1392470","5","5","5","","","","","",""
"1392480","","","","10","10","10","","",""
"1392500","11","11","11","","","","","",""
"1392550","8","8","8","","","","7","7","7"
"1392580","","","","10","10","10","","",""
"1392630","","","","","","","7","7","7"
"1392720","8","8","8","","","","","",""
"1392800","","","","","","","8","8","8"
"1392810","11","11","11","","","","12","12","12"
"1392850","","","","10","10","10","","",""
"1392910","","","","10","10","10","8","8","8"
"1392950","","","","","","","8","8","8"
"1393090","9","9","9","","","","7","7","7"
"1393120","","","","","","","10","10","10"
"1393160","7","7","7","","","","","",""
"1393190","","","","9","9","9","","",""
"1393260","","","","11","11","11","","",""
"1393270","","","","6","6","6","","",""
"1393300","7","7","7","","","","","",""
"1393320","","","","10","10","10","","",""
"1393420","","","","12","12","12","","",""
"1393430","7","7","7","","","","9","9","9"
"1393440","12","12","12","","","","","",""
"1393470","10","10","10","","","","","",""
"1393530","","","","6","6","6","","",""
"1393540","","","","11","11","11","","",""
"1393590","11","11","11","","","","","",""
"1393660","15","15","15","","","","","",""
"1393700","","","","10","10","10","6","6","6"
"1393720","","","","7","7","7","","",""
"1393740","","","","11","11","11","","",""
"1393780","","","","6","6","6","","",""
"1393800","","","","8","8","8","","",""
"1393810","","","","10","10","10","9","9","9"
"1393830","5","5","5","","","","","",""
"1394030","","","","6","6","6","","",""
"1394040","","","","","","","6","6","6"
"1394050","","","","","","","7","7","7"
"1394070","7","7","7","","","","","",""
"1394150","","","","9","9","9","","",""
"1394160","","","","10","10","10","","",""
"1394240","","","","","","","8","8","8"
"1394250","","","","","","","11","11","11"
"1394280","5","5","5","","","","","",""
"1394340","","","","","","","6","6","6"
"1394350","","","","12","12","12","","",""
"1394360","","","","","","","6","6","6"
"1394370","","","","","","","8","8","8"
"1394530","","","","9","9","9","","",""
"1394560","","","","10","10","10","","",""
"1394580","","","","6","6","6","","",""
"1394650","","","","4","4","4","","",""
"1394740","","","","","","","8","8","8"
"1394770","","","","7","7","7","","",""
"1394830","","","","5","5","5","","",""
"1394870","","","","","","","7","7","7"
"1394890","","","","4","4","4","","",""
"1394920","","","","","","","8","8","8"
"1394980","","","","6","6","6","","",""
"1395050","","","","4","4","4","","",""
"1395120","7","7","7","","","","","",""
"1395180","","","","8","8","8","","",""
"1395270","","","","","","","9","9","9"
"1395370","6","6","6","","","","","",""
"1395400","5","5","5","","","","","",""
"1395480","","","","","","","6","6","6"
"1395490","","","","10","10","10","","",""
"1395500","12","12","12","","","","","",""
"1395520","","","","","","","10","10","10"
"1395590","9","9","9","","","","","",""
"1395710","","","","","","","9","9","9"
"1395780","7","7","7","","","","","",""
"1395800","10","10","10","","","","","",""
"1395940","","","","","","","7","7","7"
"1396030","8","8","8","","","","","",""
"1396050","6","6","6","","","","","",""
"1396060","","","","10","10","10","","",""
"1396110","","","","5","5","5","","",""
"1396190","","","","","","","7","7","7"
"1396400","","","","","","","10","10","10"
"1396450","","","","13","13","13","","",""
"1396460","5","5","5","","","","","",""
"1396470","","","","","","","9","9","9"
"1396520","","","","","","","4","4","4"
"1396690","","","","","","","13","13","13"
"1396740","8","8","8","","","","","",""
"1396840","6","6","6","","","","","",""
"1396880","10","10","10","","","","","",""
"1396950","","","","","","","9","9","9"
"1396980","4","4","4","","","","","",""
"1396990","8","8","8","","","","","",""
"1397220","","","","10","10","10","","",""
"1397320","","","","9","9","9","13","13","13"
"1397330","","","","","","","4","4","4"
"1397380","8","8","8","","","","","",""
"1397480","","","","","","","10","10","10"
"1397560","","","","13","13","13","","",""
"1397620","8","8","8","","","","","",""
"1397650","","","","8","8","8","","",""
"1397660","","","","","","","5","5","5"
"1397730","8","8","8","","","","","",""
"1397800","6","6","6","","","","","",""
"1397880","6","6","6","","","","","",""
"1397900","","","","7","7","7","","",""
"1397950","","","","","","","8","8","8"
"1397960","","","","","","","4","4","4"
"1398010","12","12","12","","","","","",""
"1398060","","","","","","","8","8","8"
"1398070","","","","","","","10","10","10"
"1398080","","","","7","7","7","","",""
"1398210","9","9","9","","","","","",""
"1398300","8","8","8","","","","","",""
"1398320","11","11","11","","","","","",""
"1398390","7","7","7","","","","","",""
"1398480","9","9","9","7","7","7","","",""
"1398600","","","","6","6","6","","",""
"1398710","9","9","9","","","","","",""
"1398810","","","","6","6","6","","",""
"1398890","6","6","6","","","","","",""
"1398960","9","9","9","","","","","",""
"1399000","","","","","","","6","6","6"
"1399020","","","","","","","7","7","7"
"1399080","","","","","","","6","6","6"
"1399090","","","","8","8","8","","",""
"1399170","","","","8","8","8","","",""
"1399290","9","9","9","","","","","",""
"1399300","","","","","","","9","9","9"
"1399430","","","","8","8","8","6","6","6"
"1399670","","","","","","","11","11","11"
"1399690","","","","5","5","5","12","12","12"
"1399880","8","8","8","9","9","9","","",""
"1399960","","","","","","","7","7","7"
"1400140","","","","","","","15","15","15"
"1400160","","","","","","","9","9","9"
"1400170","","","","","","","2","2","2"
"1400230","","","","","","","7","7","7"
"1400240","","","","6","6","6","","",""
"1400270","","","","6","6","6","","",""
"1400290","","","","10","10","10","","",""
"1400360","","","","","","","9","9","9"
"1400390","","","","12","12","12","","",""
"1400400","9","9","9","","","","","",""
"1400470","10","10","10","","","","8","8","8"
"1400520","","","","6","6","6","","",""
"1400590","","","","10","10","10","","",""
"1400690","","","","8","8","8","","",""
"1400730","","","","11","11","11","","",""
"1400750","","","","","","","9","9","9"
"1400760","","","","9","9","9","","",""
"1400790","","","","10","10","10","","",""
"1400800","","","","","","","12","12","12"
"1400830","","","","9","9","9","","",""
"1400860","","","","","","","10","10","10"
"1400890","","","","","","","7","7","7"
"1400920","","","","7","7","7","","",""
"1400950","","","","","","","11","11","11"
"1400960","","","","6","6","6","","",""
"1400970","7","7","7","","","","","",""
"1401000","","","","9","9","9","","",""
"1401040","7","7","7","","","","","",""
"1401050","","","","8","8","8","","",""
"1401130","6","6","6","","","","6","6","6"
"1401190","","","","","","","9","9","9"
"1401200","","","","7","7","7","","",""
"1401240","","","","9","9","9","","",""
"1401320","","","","","","","8","8","8"
"1401340","7","7","7","9","9","9","","",""
"1401460","8","8","8","4","4","4","","",""
"1401480","","","","5","5","5","","",""
"1401520","7","7","7","","","","","",""
"1401600","","","","","","","7","7","7"
"1401610","","","","","","","9","9","9"
"1401700","","","","","","","7","7","7"
"1401840","7","7","7","","","","","",""
"1401950","","","","","","","13","13","13"
"1401990","6","6","6","","","","6","6","6"
"1402030","","","","7","7","7","","",""
"1402080","","","","","","","10","10","10"
"1402100","9","9","9","","","","","",""
"1402130","","","","7","7","7","","",""
"1402150","","","","","","","7","7","7"
"1402300","","","","","","","7","7","7"
"1402330","10","10","10","","","","","",""
"1402370","","","","10","10","10","","",""
"1402400","","","","7","7","7","","",""
"1402450","12","12","12","","","","","",""
"1402530","12","12","12","","","","","",""
"1402620","","","","","","","4","4","4"
"1402650","","","","","","","5","5","5"
"1402670","","","","","","","7","7","7"
"1402770","","","","10","10","10","","",""
"1402790","","","","","","","6","6","6"
"1402930","9","9","9","","","","","",""
"1402980","","","","","","","6","6","6"
"1403180","","","","","","","3","3","3"
"1403220","","","","","","","5","5","5"
"1403270","5","5","5","","","","12","12","12"
"1403310","","","","","","","7","7","7"
"1403530","8","8","8","","","","","",""
"1403550","","","","","","","9","9","9"
"1403600","","","","8","8","8","","",""
"1403670","7","7","7","","","","","",""
"1403780","10","10","10","","","","","",""
"1403870","","","","","","","10","10","10"
"1404000","","","","10","10","10","","",""
"1404110","","","","8","8","8","10","10","10"
"1404250","","","","8","8","8","","",""
"1404270","","","","","","","10","10","10"
"1404360","","","","8","8","8","","",""
"1404400","3","3","3","","","","","",""
"1404470","","","","12","12","12","","",""
"1404480","","","","7","7","7","","",""
"1404530","","","","","","","8","8","8"
"1404580","","","","","","","10","10","10"
"1404600","","","","9","9","9","","",""
"1404630","","","","7","7","7","","",""
"1404750","9","9","9","9","9","9","","",""
"1404770","7","7","7","","","","","",""
"1404790","","","","","","","8","8","8"
"1404800","","","","5","5","5","","",""
"1404820","","","","","","","9","9","9"
"1404840","","","","","","","4","4","4"
"1404880","","","","","","","8","8","8"
"1404940","4","4","4","","","","","",""
"1404960","9","9","9","7","7","7","","",""
"1405010","","","","11","11","11","","",""
"1405080","8","8","8","","","","","",""
"1405160","","","","","","","7","7","7"
"1405260","","","","11","11","11","","",""
"1405280","","","","6","6","6","","",""
"1405310","","","","","","","9","9","9"
"1405360","10","10","10","","","","","",""
"1405370","","","","6","6","6","","",""
"1405410","","","","9","9","9","","",""
"1405460","","","","6","6","6","","",""
"1405800","","","","6","6","6","","",""
"1405860","7","7","7","","","","","",""
"1405870","8","8","8","","","","","",""
"1405980","8","8","8","","","","","",""
"1406000","","","","","","","8","8","8"
"1406040","6","6","6","","","","8","8","8"
"1406080","","","","","","","7","7","7"
"1406220","7","7","7","","","","","",""
"1406310","10","10","10","","","","","",""
"1406320","","","","","","","5","5","5"
"1406510","10","10","10","","","","","",""
"1406580","4","4","4","","","","","",""
"1406700","","","","7","7","7","","",""
"1406770","","","","","","","8","8","8"
"1406800","","","","","","","5","5","5"
"1406830","","","","","","","11","11","11"
"1406850","10","10","10","","","","","",""
"1406860","","","","","","","12","12","12"
"1406900","","","","","","","9","9","9"
"1407010","","","","8","8","8","","",""
"1407050","7","7","7","8","8","8","","",""
"1407080","","","","5","5","5","","",""
"1407120","6","6","6","","","","","",""
"1407130","","","","","","","7","7","7"
"1407280","","","","","","","6","6","6"
"1407330","9","9","9","7","7","7","","",""
"1407360","","","","8","8","8","","",""
"1407430","","","","","","","6","6","6"
"1407510","","","","5","5","5","","",""
"1407570","8","8","8","","","","","",""
"1407600","","","","","","","10","10","10"
"1407630","9","9","9","","","","6","6","6"
"1407660","","","","7","7","7","","",""
"1407730","","","","9","9","9","","",""
"1407740","","","","","","","8","8","8"
"1407790","","","","10","10","10","","",""
"1407860","","","","9","9","9","","",""
"1407870","","","","","","","11","11","11"
"1407920","","","","9","9","9","","",""
"1407940","","","","","","","9","9","9"
"1407960","7","7","7","","","","","",""
"1407980","7","7","7","6","6","6","","",""
"1408200","","","","8","8","8","","",""
"1408230","","","","12","12","12","","",""
"1408280","10","10","10","","","","","",""
"1408290","","","","11","11","11","","",""
"1408370","","","","7","7","7","","",""
"1408470","","","","8","8","8","","",""
"1408530","5","5","5","","","","","",""
"1408560","","","","6","6","6","","",""
"1408810","","","","5","5","5","","",""
"1408880","","","","","","","8","8","8"
"1408890","8","8","8","","","","11","11","11"
"1409040","","","","6","6","6","","",""
"1409060","","","","4","4","4","","",""
"1409070","","","","","","","11","11","11"
"1409080","3","3","3","","","","","",""
"1409130","","","","","","","5","5","5"
"1409240","","","","","","","5","5","5"
"1409390","","","","","","","10","10","10"
"1409420","","","","","","","7","7","7"
"1409440","","","","8","8","8","","",""
"1409490","","","","7","7","7","","",""
"1409530","","","","7","7","7","","",""
"1409550","","","","8","8","8","","",""
"1409590","","","","10","10","10","","",""
"1409600","","","","10","10","10","","",""
"1409690","","","","6","6","6","","",""
"1409700","","","","","","","6","6","6"
"1409720","","","","9","9","9","","",""
"1409770","9","9","9","","","","","",""
"1409910","10","10","10","","","","","",""
"1410040","9","9","9","","","","","",""
"1410090","","","","8","8","8","","",""
"1410100","7","7","7","","","","","",""
"1410130","","","","","","","7","7","7"
"1410150","","","","","","","4","4","4"
"1410160","7","7","7","","","","","",""
"1410330","","","","","","","6","6","6"
"1410480","","","","","","","8","8","8"
"1410610","","","","11","11","11","","",""
"1410620","","","","","","","9","9","9"
"1410710","","","","10","10","10","","",""
"1410780","11","11","11","","","","","",""
"1410800","11","11","11","","","","","",""
"1410820","","","","","","","6","6","6"
"1410840","","","","","","","9","9","9"
"1410870","","","","7","7","7","","",""
"1410920","","","","","","","8","8","8"
"1410950","","","","6","6","6","","",""
"1411000","","","","","","","7","7","7"
"1411020","","","","","","","6","6","6"
"1411060","","","","6","6","6","","",""
