"Step","ofb-final-steps2M-Seed1 - learner:performance","ofb-final-steps2M-Seed1 - learner:performance__MIN","ofb-final-steps2M-Seed1 - learner:performance__MAX","dynamic-final-steps2M-Seed1 - learner:performance","dynamic-final-steps2M-Seed1 - learner:performance__MIN","dynamic-final-steps2M-Seed1 - learner:performance__MAX","static-final-steps2M-Seed1 - learner:performance","static-final-steps2M-Seed1 - learner:performance__MIN","static-final-steps2M-Seed1 - learner:performance__MAX"
"496000","-0.5648684210526314","-0.5648684210526314","-0.5648684210526314","0","0","0","-39.948533834586534","-39.948533834586534","-39.948533834586534"
"497000","-0.5898684210526314","-0.5898684210526314","-0.5898684210526314","0","0","0","-43.62989473684218","-43.62989473684218","-43.62989473684218"
"498000","-0.6060526315789471","-0.6060526315789471","-0.6060526315789471","0","0","0","-46.25384774436097","-46.25384774436097","-46.25384774436097"
"499000","-0.6276315789473681","-0.6276315789473681","-0.6276315789473681","0","0","0","-46.32253195488728","-46.32253195488728","-46.32253195488728"
"500000","-0.6514473684210523","-0.6514473684210523","-0.6514473684210523","0","0","0","-46.515558270676756","-46.515558270676756","-46.515558270676756"
"501000","-1.4753855552342392","-1.4753855552342392","-1.4753855552342392","-1.4336628728414447","-1.4336628728414447","-1.4336628728414447","-47.90518388002981","-47.90518388002981","-47.90518388002981"
"502000","-2.2882585929108488","-2.2882585929108488","-2.2882585929108488","-1.7512590266875991","-1.7512590266875991","-1.7512590266875991","-48.196818495414426","-48.196818495414426","-48.196818495414426"
"503000","-2.9388912459720733","-2.9388912459720733","-2.9388912459720733","-2.059912872841446","-2.059912872841446","-2.059912872841446","-46.66290525076433","-46.66290525076433","-46.66290525076433"
"504000","-3.1020621643394204","-3.1020621643394204","-3.1020621643394204","-2.296355180533754","-2.296355180533754","-2.296355180533754","-43.95215525076434","-43.95215525076434","-43.95215525076434"
"505000","-3.1971820622986042","-3.1971820622986042","-3.1971820622986042","-2.509720565149139","-2.509720565149139","-2.509720565149139","-40.86492115591182","-40.86492115591182","-40.86492115591182"
"506000","-3.1971820622986042","-3.1971820622986042","-3.1971820622986042","-2.7265474882260627","-2.7265474882260627","-2.7265474882260627","-37.44483830455266","-37.44483830455266","-37.44483830455266"
"507000","-3.1971820622986047","-3.1971820622986047","-3.1971820622986047","-2.991162872841448","-2.991162872841448","-2.991162872841448","-35.4748947471702","-35.4748947471702","-35.4748947471702"
"508000","-3.1971820622986047","-3.1971820622986047","-3.1971820622986047","-3.1988551805337564","-3.1988551805337564","-3.1988551805337564","-35.65379656903255","-35.65379656903255","-35.65379656903255"
"509000","-3.1971820622986042","-3.1971820622986042","-3.1971820622986042","-3.435393642072218","-3.435393642072218","-3.435393642072218","-35.70495909072139","-35.70495909072139","-35.70495909072139"
"510000","-3.1971820622986042","-3.1971820622986042","-3.1971820622986042","-3.6416436420722187","-3.6416436420722187","-3.6416436420722187","-35.639442896389404","-35.639442896389404","-35.639442896389404"
"511000","-4.061740735767993","-4.061740735767993","-4.061740735767993","-3.8776051805337572","-3.8776051805337572","-3.8776051805337572","-35.67193277493191","-35.67193277493191","-35.67193277493191"
"512000","-7.505312164339426","-7.505312164339426","-7.505312164339426","-4.082316718995297","-4.082316718995297","-4.082316718995297","-35.813795123110054","-35.813795123110054","-35.813795123110054"
"513000","-8.377523899033303","-8.377523899033303","-8.377523899033303","-4.280009026687606","-4.280009026687606","-4.280009026687606","-35.838076499628265","-35.838076499628265","-35.838076499628265"
"514000","-8.45819697595638","-8.45819697595638","-8.45819697595638","-4.459047488226068","-4.459047488226068","-4.459047488226068","-35.67904815954729","-35.67904815954729","-35.67904815954729"
"515000","-8.49069697595638","-8.49069697595638","-8.49069697595638","-4.632124411302991","-4.632124411302991","-4.632124411302991","-35.42618391101387","-35.42618391101387","-35.42618391101387"
"516000","-8.626946975956379","-8.626946975956379","-8.626946975956379","-4.802605180533761","-4.802605180533761","-4.802605180533761","-35.25527140998107","-35.25527140998107","-35.25527140998107"
"517000","-8.711658514417918","-8.711658514417918","-8.711658514417918","-4.986643642072224","-4.986643642072224","-4.986643642072224","-34.93364185532519","-34.93364185532519","-34.93364185532519"
"518000","-8.977908514417917","-8.977908514417917","-8.977908514417917","-5.135297488226071","-5.135297488226071","-5.135297488226071","-34.626178922581246","-34.626178922581246","-34.626178922581246"
"519000","-9.324639283648686","-9.324639283648686","-9.324639283648686","-5.28625902668761","-5.28625902668761","-5.28625902668761","-35.51712199454687","-35.51712199454687","-35.51712199454687"
"520000","-10.089940696521529","-10.089940696521529","-10.089940696521529","-5.450393642072226","-5.450393642072226","-5.450393642072226","-38.326566037346176","-38.326566037346176","-38.326566037346176"
"521000","-10.378594542675376","-10.378594542675376","-10.378594542675376","-5.601259026687611","-5.601259026687611","-5.601259026687611","-41.4230539535653","-41.4230539535653","-41.4230539535653"
"522000","-10.557248388829223","-10.557248388829223","-10.557248388829223","-5.752412872841458","-5.752412872841458","-5.752412872841458","-44.03502226720654","-44.03502226720654","-44.03502226720654"
"523000","-11.053427156490134","-11.053427156490134","-11.053427156490134","-5.883951334379922","-5.883951334379922","-5.883951334379922","-47.09833765388752","-47.09833765388752","-47.09833765388752"
"524000","-11.304677156490134","-11.304677156490134","-11.304677156490134","-6.059047488226074","-6.059047488226074","-6.059047488226074","-50.291015956787625","-50.291015956787625","-50.291015956787625"
"525000","-11.479677156490133","-11.479677156490133","-11.479677156490133","-6.188085949764536","-6.188085949764536","-6.188085949764536","-52.075909619515876","-52.075909619515876","-52.075909619515876"
"526000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.304816718995305","-6.304816718995305","-6.304816718995305","-54.49883926505831","-54.49883926505831","-54.49883926505831"
"527000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.427605180533767","-6.427605180533767","-6.427605180533767","-56.819281128645834","-56.819281128645834","-56.819281128645834"
"528000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.545778257456845","-6.545778257456845","-6.545778257456845","-59.33971789019257","-59.33971789019257","-59.33971789019257"
"529000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.656259026687614","-6.656259026687614","-6.656259026687614","-61.96260792778655","-61.96260792778655","-61.96260792778655"
"530000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.7595282574568465","-6.7595282574568465","-6.7595282574568465","-62.128563620589986","-62.128563620589986","-62.128563620589986"
"531000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.876643642072232","-6.876643642072232","-6.876643642072232","-62.19313760018181","-62.19313760018181","-62.19313760018181"
"532000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-6.985682103610694","-6.985682103610694","-6.985682103610694","-62.47036893745357","-62.47036893745357","-62.47036893745357"
"533000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.075970565149156","-7.075970565149156","-7.075970565149156","-62.619694817400685","-62.619694817400685","-62.619694817400685"
"534000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.155682103610694","-7.155682103610694","-7.155682103610694","-62.53044886598368","-62.53044886598368","-62.53044886598368"
"535000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.249239795918386","-7.249239795918386","-7.249239795918386","-62.636350109477036","-62.636350109477036","-62.636350109477036"
"536000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.3415474882260785","-7.3415474882260785","-7.3415474882260785","-62.75121853052967","-62.75121853052967","-62.75121853052967"
"537000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.430201334379927","-7.430201334379927","-7.430201334379927","-62.91708391514504","-62.91708391514504","-62.91708391514504"
"538000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.512989795918387","-7.512989795918387","-7.512989795918387","-63.008393693712335","-63.008393693712335","-63.008393693712335"
"539000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.5987590266876195","-7.5987590266876195","-7.5987590266876195","-63.224328585887825","-63.224328585887825","-63.224328585887825"
"540000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.69779748822608","-7.69779748822608","-7.69779748822608","-63.251939921920204","-63.251939921920204","-63.251939921920204"
"541000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.790874411303005","-7.790874411303005","-7.790874411303005","-63.497542551433554","-63.497542551433554","-63.497542551433554"
"542000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.895778257456851","-7.895778257456851","-7.895778257456851","-63.72423283483435","-63.72423283483435","-63.72423283483435"
"543000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-7.956835949764544","-7.956835949764544","-7.956835949764544","-63.92818526398415","-63.92818526398415","-63.92818526398415"
"544000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.03673979591839","-8.03673979591839","-8.03673979591839","-64.43958403908124","-64.43958403908124","-64.43958403908124"
"545000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.116643642072235","-8.116643642072235","-8.116643642072235","-64.56204861398004","-64.56204861398004","-64.56204861398004"
"546000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.201835949764543","-8.201835949764543","-8.201835949764543","-64.92195246013387","-64.92195246013387","-64.92195246013387"
"547000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.280874411303007","-8.280874411303007","-8.280874411303007","-65.18450306742133","-65.18450306742133","-65.18450306742133"
"548000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.35222056514916","-8.35222056514916","-8.35222056514916","-65.00104186978437","-65.00104186978437","-65.00104186978437"
"549000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.421932103610697","-8.421932103610697","-8.421932103610697","-65.31486646905729","-65.31486646905729","-65.31486646905729"
"550000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.49702825745685","-8.49702825745685","-8.49702825745685","-63.88714834132036","-63.88714834132036","-63.88714834132036"
"551000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.564912872841466","-8.564912872841466","-8.564912872841466","-61.35211030323063","-61.35211030323063","-61.35211030323063"
"552000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.638662872841467","-8.638662872841467","-8.638662872841467","-61.92116142691897","-61.92116142691897","-61.92116142691897"
"553000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.721162872841466","-8.721162872841466","-8.721162872841466","-62.87681117284973","-62.87681117284973","-62.87681117284973"
"554000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.785105180533776","-8.785105180533776","-8.785105180533776","-63.24038910807239","-63.24038910807239","-63.24038910807239"
"555000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.859528257456853","-8.859528257456853","-8.859528257456853","-63.478000444104794","-63.478000444104794","-63.478000444104794"
"556000","-11.48035023341321","-11.48035023341321","-11.48035023341321","-8.93770133437993","-8.93770133437993","-8.93770133437993","-63.75599133479304","-63.75599133479304","-63.75599133479304"
"557000","-12.342521823101718","-12.342521823101718","-12.342521823101718","-9.004528257456855","-9.004528257456855","-9.004528257456855","-64.25597402503513","-64.25597402503513","-64.25597402503513"
"558000","-12.3388376125754","-12.3388376125754","-12.3388376125754","-9.075297488226086","-9.075297488226086","-9.075297488226086","-64.70712585722549","-64.70712585722549","-64.70712585722549"
"559000","-12.3388376125754","-12.3388376125754","-12.3388376125754","-9.139528257456854","-9.139528257456854","-9.139528257456854","-65.2663517309758","-65.2663517309758","-65.2663517309758"
"560000","-12.334890244154348","-12.334890244154348","-12.334890244154348","-9.212124411303009","-9.212124411303009","-9.212124411303009","-66.17798922787739","-66.17798922787739","-66.17798922787739"
"561000","-12.332127086259613","-12.332127086259613","-12.332127086259613","-9.285105180533776","-9.285105180533776","-9.285105180533776","-66.72720711806991","-66.72720711806991","-66.72720711806991"
"562000","-12.322390244154349","-12.322390244154349","-12.322390244154349","-9.35866287284147","-9.35866287284147","-9.35866287284147","-69.12628639593491","-69.12628639593491","-69.12628639593491"
"563000","-12.317521823101716","-12.317521823101716","-12.317521823101716","-9.417797488226084","-9.417797488226084","-9.417797488226084","-69.36074914277454","-69.36074914277454","-69.36074914277454"
"564000","-12.31712708625961","-12.31712708625961","-12.31712708625961","-9.4919321036107","-9.4919321036107","-9.4919321036107","-69.5690436771875","-69.5690436771875","-69.5690436771875"
"565000","-12.329232349417508","-12.329232349417508","-12.329232349417508","-9.559047488226085","-9.559047488226085","-9.559047488226085","-69.91063780674216","-69.91063780674216","-69.91063780674216"
"566000","-12.508392268445846","-12.508392268445846","-12.508392268445846","-9.627316718995317","-9.627316718995317","-9.627316718995317","-70.3489424626126","-70.3489424626126","-70.3489424626126"
"567000","-12.553690851441795","-12.553690851441795","-12.553690851441795","-9.689239795918393","-9.689239795918393","-9.689239795918393","-70.36971675411057","-70.36971675411057","-70.36971675411057"
"568000","-12.549085588283903","-12.549085588283903","-12.549085588283903","-9.752605180533777","-9.752605180533777","-9.752605180533777","-70.68338651573993","-70.68338651573993","-70.68338651573993"
"569000","-12.532111904073375","-12.532111904073375","-12.532111904073375","-9.8106821036107","-9.8106821036107","-9.8106821036107","-70.9863470420557","-70.9863470420557","-70.9863470420557"
"570000","-12.519611904073379","-12.519611904073379","-12.519611904073379","-9.8669321036107","-9.8669321036107","-9.8669321036107","-70.99689360076016","-70.99689360076016","-70.99689360076016"
"571000","-12.510006640915485","-12.510006640915485","-12.510006640915485","-9.936259026687624","-9.936259026687624","-9.936259026687624","-71.39041645666364","-71.39041645666364","-71.39041645666364"
"572000","-12.497506640915482","-12.497506640915482","-12.497506640915482","-10.004239795918393","-10.004239795918393","-10.004239795918393","-71.50243062670415","-71.50243062670415","-71.50243062670415"
"573000","-12.48105927249443","-12.48105927249443","-12.48105927249443","-10.0606821036107","-10.0606821036107","-10.0606821036107","-71.82427779269605","-71.82427779269605","-71.82427779269605"
"574000","-12.473164535652327","-12.473164535652327","-12.473164535652327","-10.11635518053378","-10.11635518053378","-10.11635518053378","-72.43717107328763","-72.43717107328763","-72.43717107328763"
"575000","-12.45184874617864","-12.45184874617864","-12.45184874617864","-10.174047488226087","-10.174047488226087","-10.174047488226087","-72.6725782244072","-72.6725782244072","-72.6725782244072"
"576000","-12.439217167231272","-12.439217167231272","-12.439217167231272","-10.227412872841473","-10.227412872841473","-10.227412872841473","-73.31595894612909","-73.31595894612909","-73.31595894612909"
"577000","-12.429743483020745","-12.429743483020745","-12.429743483020745","-10.275297488226087","-10.275297488226087","-10.275297488226087","-73.6271988246716","-73.6271988246716","-73.6271988246716"
"578000","-12.406322430389169","-12.406322430389169","-12.406322430389169","-10.341259026687624","-10.341259026687624","-10.341259026687624","-73.61892453317363","-73.61892453317363","-73.61892453317363"
"579000","-12.390269798810218","-12.390269798810218","-12.390269798810218","-10.400297488226085","-10.400297488226085","-10.400297488226085","-73.64199133479306","-73.64199133479306","-73.64199133479306"
"580000","-12.368954009336536","-12.368954009336536","-12.368954009336536","-10.464720565149161","-10.464720565149161","-10.464720565149161","-75.67876254854171","-75.67876254854171","-75.67876254854171"
"581000","-12.34013821986285","-12.34013821986285","-12.34013821986285","-10.52433594976455","-10.52433594976455","-10.52433594976455","-75.94095384408827","-75.94095384408827","-75.94095384408827"
"582000","-12.32698032512601","-12.32698032512601","-12.32698032512601","-10.589912872841474","-10.589912872841474","-10.589912872841474","-76.32090323680082","-76.32090323680082","-76.32090323680082"
"583000","-12.318690851441797","-12.318690851441797","-12.318690851441797","-10.646739795918398","-10.646739795918398","-10.646739795918398","-76.47863197141207","-76.47863197141207","-76.47863197141207"
"584000","-12.298559272494428","-12.298559272494428","-12.298559272494428","-10.701259026687628","-10.701259026687628","-10.701259026687628","-78.1123413100058","-78.1123413100058","-78.1123413100058"
"585000","-12.278164535652323","-12.278164535652323","-12.278164535652323","-10.769528257456859","-10.769528257456859","-10.769528257456859","-78.454896978022","-78.454896978022","-78.454896978022"
"586000","-12.264085588283903","-12.264085588283903","-12.264085588283903","-10.82154748822609","-10.82154748822609","-10.82154748822609","-78.50063584441877","-78.50063584441877","-78.50063584441877"
"587000","-12.249611904073376","-12.249611904073376","-12.249611904073376","-10.879624411303011","-10.879624411303011","-10.879624411303011","-78.78081803065358","-78.78081803065358","-78.78081803065358"
"588000","-12.23448032512601","-12.23448032512601","-12.23448032512601","-10.939912872841473","-10.939912872841473","-10.939912872841473","-79.39656002643976","-79.39656002643976","-79.39656002643976"
"589000","-12.208954009336535","-12.208954009336535","-12.208954009336535","-10.998951334379935","-10.998951334379935","-10.998951334379935","-80.18907612781958","-80.18907612781958","-80.18907612781958"
"590000","-12.187375061968114","-12.187375061968114","-12.187375061968114","-11.056643642072242","-11.056643642072242","-11.056643642072242","-80.35018948814347","-80.35018948814347","-80.35018948814347"
"591000","-12.15948032512601","-12.15948032512601","-12.15948032512601","-11.120009026687628","-11.120009026687628","-11.120009026687628","-80.58241620879124","-80.58241620879124","-80.58241620879124"
"592000","-12.134743483020747","-12.134743483020747","-12.134743483020747","-11.179143642072242","-11.179143642072242","-11.179143642072242","-80.77724920474266","-80.77724920474266","-80.77724920474266"
"593000","-12.117901377757589","-12.117901377757589","-12.117901377757589","-11.247509026687629","-11.247509026687629","-11.247509026687629","-80.98981499421635","-80.98981499421635","-80.98981499421635"
"594000","-12.09526979881022","-12.09526979881022","-12.09526979881022","-11.303182103610704","-11.303182103610704","-11.303182103610704","-81.15786661364955","-81.15786661364955","-81.15786661364955"
"595000","-12.076059272494431","-12.076059272494431","-12.076059272494431","-11.374720565149167","-11.374720565149167","-11.374720565149167","-79.12353766628112","-79.12353766628112","-79.12353766628112"
"596000","-12.059875061968114","-12.059875061968114","-12.059875061968114","-11.435970565149166","-11.435970565149166","-11.435970565149166","-76.06611169751304","-76.06611169751304","-76.06611169751304"
"597000","-12.034875061968114","-12.034875061968114","-12.034875061968114","-11.492605180533781","-11.492605180533781","-11.492605180533781","-72.70686111914404","-72.70686111914404","-72.70686111914404"
"598000","-12.0186908514418","-12.0186908514418","-12.0186908514418","-11.552701334379938","-11.552701334379938","-11.552701334379938","-70.30324718045115","-70.30324718045115","-70.30324718045115"
"599000","-11.997111904073378","-11.997111904073378","-11.997111904073378","-11.61375902668763","-11.61375902668763","-11.61375902668763","-70.28028665413537","-70.28028665413537","-70.28028665413537"
"600000","-11.973296114599693","-11.973296114599693","-11.973296114599693","-11.668662872841475","-11.668662872841475","-11.668662872841475","-70.20837500000002","-70.20837500000002","-70.20837500000002"
"601000","-11.149357927786507","-11.149357927786507","-11.149357927786507","-10.293365384615415","-10.293365384615415","-10.293365384615415","-68.82158339874414","-68.82158339874414","-68.82158339874414"
"602000","-10.336484890109896","-10.336484890109896","-10.336484890109896","-10.041442307692337","-10.041442307692337","-10.041442307692337","-68.87329925431713","-68.87329925431713","-68.87329925431713"
"603000","-9.685852237048673","-9.685852237048673","-9.685852237048673","-9.784711538461568","-9.784711538461568","-9.784711538461568","-68.6810877158556","-68.6810877158556","-68.6810877158556"
"604000","-9.522681318681325","-9.522681318681325","-9.522681318681325","-9.604903846153874","-9.604903846153874","-9.604903846153874","-68.8347900313972","-68.8347900313972","-68.8347900313972"
"605000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-9.444903846153874","-9.444903846153874","-9.444903846153874","-68.99921310832029","-68.99921310832029","-68.99921310832029"
"606000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-9.290384615384642","-9.290384615384642","-9.290384615384642","-68.90356946624806","-68.90356946624806","-68.90356946624806"
"607000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-9.074519230769258","-9.074519230769258","-9.074519230769258","-69.20399921507068","-69.20399921507068","-69.20399921507068"
"608000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-8.929423076923104","-8.929423076923104","-8.929423076923104","-69.22592229199374","-69.22592229199374","-69.22592229199374"
"609000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-8.753557692307718","-8.753557692307718","-8.753557692307718","-69.16640306122451","-69.16640306122451","-69.16640306122451"
"610000","-9.427561420722142","-9.427561420722142","-9.427561420722142","-8.598942307692333","-8.598942307692333","-8.598942307692333","-69.15986459968605","-69.15986459968605","-69.15986459968605"
"611000","-8.563002747252753","-8.563002747252753","-8.563002747252753","-8.417596153846178","-8.417596153846178","-8.417596153846178","-69.70236165620096","-69.70236165620096","-69.70236165620096"
"612000","-5.119431318681321","-5.119431318681321","-5.119431318681321","-8.275576923076947","-8.275576923076947","-8.275576923076947","-69.7781308869702","-69.7781308869702","-69.7781308869702"
"613000","-4.247219583987444","-4.247219583987444","-4.247219583987444","-8.123269230769253","-8.123269230769253","-8.123269230769253","-69.8922655023548","-69.8922655023548","-69.8922655023548"
"614000","-4.166546507064367","-4.166546507064367","-4.166546507064367","-7.999807692307716","-7.999807692307716","-7.999807692307716","-70.05072704081637","-70.05072704081637","-70.05072704081637"
"615000","-4.134046507064366","-4.134046507064366","-4.134046507064366","-7.880961538461561","-7.880961538461561","-7.880961538461561","-70.18888481161699","-70.18888481161699","-70.18888481161699"
"616000","-3.9977965070643666","-3.9977965070643666","-3.9977965070643666","-7.779903846153867","-7.779903846153867","-7.779903846153867","-70.31898253532185","-70.31898253532185","-70.31898253532185"
"617000","-3.9130849686028273","-3.9130849686028273","-3.9130849686028273","-7.653557692307712","-7.653557692307712","-7.653557692307712","-70.57677099686032","-70.57677099686032","-70.57677099686032"
"618000","-3.6468349686028274","-3.6468349686028274","-3.6468349686028274","-7.547980769230789","-7.547980769230789","-7.547980769230789","-70.7472653061225","-70.7472653061225","-70.7472653061225"
"619000","-3.300104199372058","-3.300104199372058","-3.300104199372058","-7.454423076923097","-7.454423076923097","-7.454423076923097","-69.99166130298276","-69.99166130298276","-69.99166130298276"
"620000","-2.5348027864992164","-2.5348027864992164","-2.5348027864992164","-7.346250000000019","-7.346250000000019","-7.346250000000019","-67.36892778649926","-67.36892778649926","-67.36892778649926"
"621000","-2.24614894034537","-2.24614894034537","-2.24614894034537","-7.248942307692325","-7.248942307692325","-7.248942307692325","-64.4789682103611","-64.4789682103611","-64.4789682103611"
"622000","-2.0674950941915236","-2.0674950941915236","-2.0674950941915236","-7.16307692307694","-7.16307692307694","-7.16307692307694","-61.67479022762956","-61.67479022762956","-61.67479022762956"
"623000","-1.5713163265306143","-1.5713163265306143","-1.5713163265306143","-7.080673076923094","-7.080673076923094","-7.080673076923094","-61.805825941915266","-61.805825941915266","-61.805825941915266"
"624000","-1.3200663265306134","-1.3200663265306134","-1.3200663265306134","-6.95932692307694","-6.95932692307694","-6.95932692307694","-62.13663716640507","-62.13663716640507","-62.13663716640507"
"625000","-1.1450663265306127","-1.1450663265306127","-1.1450663265306127","-6.891153846153861","-6.891153846153861","-6.891153846153861","-60.94470467032971","-60.94470467032971","-60.94470467032971"
"626000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.831730769230785","-6.831730769230785","-6.831730769230785","-58.74212421507069","-58.74212421507069","-58.74212421507069"
"627000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.772019230769246","-6.772019230769246","-6.772019230769246","-57.02161656200947","-57.02161656200947","-57.02161656200947"
"628000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.699903846153862","-6.699903846153862","-6.699903846153862","-55.23351785714291","-55.23351785714291","-55.23351785714291"
"629000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.644903846153861","-6.644903846153861","-6.644903846153861","-53.01234340659345","-53.01234340659345","-53.01234340659345"
"630000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.5974038461538616","-6.5974038461538616","-6.5974038461538616","-52.69522880690744","-52.69522880690744","-52.69522880690744"
"631000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.5282692307692445","-6.5282692307692445","-6.5282692307692445","-52.54661636577715","-52.54661636577715","-52.54661636577715"
"632000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.461923076923089","-6.461923076923089","-6.461923076923089","-52.57616640502361","-52.57616640502361","-52.57616640502361"
"633000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.427596153846166","-6.427596153846166","-6.427596153846166","-52.775453885400374","-52.775453885400374","-52.775453885400374"
"634000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.39923076923078","-6.39923076923078","-6.39923076923078","-52.77853080847729","-52.77853080847729","-52.77853080847729"
"635000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.358557692307703","-6.358557692307703","-6.358557692307703","-52.64198685243333","-52.64198685243333","-52.64198685243333"
"636000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.320288461538472","-6.320288461538472","-6.320288461538472","-53.41128316326535","-53.41128316326535","-53.41128316326535"
"637000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.283461538461548","-6.283461538461548","-6.283461538461548","-55.89057221350082","-55.89057221350082","-55.89057221350082"
"638000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.250961538461549","-6.250961538461549","-6.250961538461549","-55.986362637362674","-55.986362637362674","-55.986362637362674"
"639000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.218942307692319","-6.218942307692319","-6.218942307692319","-55.81042268445842","-55.81042268445842","-55.81042268445842"
"640000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.171634615384626","-6.171634615384626","-6.171634615384626","-55.72936499215075","-55.72936499215075","-55.72936499215075"
"641000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.131923076923088","-6.131923076923088","-6.131923076923088","-55.49844858712719","-55.49844858712719","-55.49844858712719"
"642000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.081538461538472","-6.081538461538472","-6.081538461538472","-56.726188971742594","-56.726188971742594","-56.726188971742594"
"643000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.0693269230769324","-6.0693269230769324","-6.0693269230769324","-56.58849666405029","-56.58849666405029","-56.58849666405029"
"644000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.0356730769230875","-6.0356730769230875","-6.0356730769230875","-57.510568485086395","-57.510568485086395","-57.510568485086395"
"645000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-6.008461538461549","-6.008461538461549","-6.008461538461549","-57.41335694662485","-57.41335694662485","-57.41335694662485"
"646000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.973365384615394","-5.973365384615394","-5.973365384615394","-57.32354925431716","-57.32354925431716","-57.32354925431716"
"647000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.941826923076932","-5.941826923076932","-5.941826923076932","-57.306049254317166","-57.306049254317166","-57.306049254317166"
"648000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.913750000000008","-5.913750000000008","-5.913750000000008","-56.31416169544745","-56.31416169544745","-56.31416169544745"
"649000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.9031730769230855","-5.9031730769230855","-5.9031730769230855","-55.72071448194667","-55.72071448194667","-55.72071448194667"
"650000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.88278846153847","-5.88278846153847","-5.88278846153847","-55.051271389325","-55.051271389325","-55.051271389325"
"651000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.881250000000009","-5.881250000000009","-5.881250000000009","-54.37312990580852","-54.37312990580852","-54.37312990580852"
"652000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.86509615384616","-5.86509615384616","-5.86509615384616","-54.204527472527516","-54.204527472527516","-54.204527472527516"
"653000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.836153846153854","-5.836153846153854","-5.836153846153854","-53.57911558084778","-53.57911558084778","-53.57911558084778"
"654000","-1.1443932496075357","-1.1443932496075357","-1.1443932496075357","-5.816538461538468","-5.816538461538468","-5.816538461538468","-53.54430788854009","-53.54430788854009","-53.54430788854009"
