"Step","ofb-final-steps2M-Seed1 - slice1:incoming-traffic","ofb-final-steps2M-Seed1 - slice1:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice1:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice1:incoming-traffic","dynamic-final-steps2M-Seed1 - slice1:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice1:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice1:incoming-traffic","static-final-steps2M-Seed1 - slice1:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice1:incoming-traffic__MAX"
"1524770","10","10","10","","","","","",""
"1524820","","","","","","","15","15","15"
"1524920","","","","15","15","15","","",""
"1524930","","","","15","15","15","","",""
"1524980","","","","9","9","9","","",""
"1525010","8","8","8","","","","","",""
"1525070","8","8","8","","","","","",""
"1525120","5","5","5","","","","","",""
"1525200","","","","9","9","9","","",""
"1525220","7","7","7","","","","","",""
"1525240","8","8","8","","","","","",""
"1525250","","","","","","","12","12","12"
"1525320","14","14","14","","","","","",""
"1525450","","","","","","","11","11","11"
"1525490","","","","10","10","10","12","12","12"
"1525520","","","","","","","9","9","9"
"1525550","11","11","11","","","","","",""
"1525560","13","13","13","","","","","",""
"1525690","12","12","12","","","","","",""
"1525820","10","10","10","","","","","",""
"1525850","","","","","","","8","8","8"
"1525900","","","","","","","10","10","10"
"1526020","14","14","14","","","","","",""
"1526040","","","","14","14","14","","",""
"1526140","","","","10","10","10","","",""
"1526150","","","","10","10","10","","",""
"1526210","","","","","","","9","9","9"
"1526270","","","","","","","8","8","8"
"1526280","9","9","9","","","","","",""
"1526390","","","","8","8","8","","",""
"1526420","11","11","11","","","","","",""
"1526550","","","","10","10","10","","",""
"1526660","","","","11","11","11","","",""
"1526710","","","","","","","13","13","13"
"1526730","11","11","11","","","","8","8","8"
"1526780","","","","","","","9","9","9"
"1526790","","","","13","13","13","","",""
"1526900","9","9","9","","","","","",""
"1526910","","","","","","","10","10","10"
"1526940","9","9","9","","","","","",""
"1526960","","","","10","10","10","","",""
"1527090","","","","10","10","10","","",""
"1527130","8","8","8","","","","","",""
"1527160","","","","9","9","9","","",""
"1527230","10","10","10","","","","","",""
"1527250","","","","9","9","9","13","13","13"
"1527370","","","","11","11","11","","",""
"1527390","","","","","","","9","9","9"
"1527480","","","","8","8","8","","",""
"1527510","","","","10","10","10","","",""
"1527650","11","11","11","","","","","",""
"1527670","6","6","6","","","","","",""
"1527720","","","","8","8","8","6","6","6"
"1527850","","","","","","","11","11","11"
"1527870","","","","11","11","11","","",""
"1527910","","","","9","9","9","","",""
"1527970","10","10","10","","","","","",""
"1527980","","","","11","11","11","10","10","10"
"1528010","9","9","9","9","9","9","","",""
"1528070","8","8","8","","","","","",""
"1528110","","","","","","","8","8","8"
"1528140","","","","","","","12","12","12"
"1528220","7","7","7","11","11","11","","",""
"1528260","","","","11","11","11","","",""
"1528330","","","","12","12","12","","",""
"1528360","","","","","","","15","15","15"
"1528590","2","2","2","","","","","",""
"1528630","8","8","8","8","8","8","","",""
"1528650","11","11","11","","","","","",""
"1528690","","","","","","","12","12","12"
"1528710","","","","","","","8","8","8"
"1528720","","","","","","","12","12","12"
"1528740","","","","","","","11","11","11"
"1528760","12","12","12","","","","","",""
"1528810","","","","11","11","11","9","9","9"
"1528840","9","9","9","","","","","",""
"1528850","10","10","10","","","","9","9","9"
"1529060","","","","","","","10","10","10"
"1529140","","","","15","15","15","","",""
"1529330","","","","9","9","9","","",""
"1529710","","","","","","","11","11","11"
"1530050","7","7","7","","","","","",""
"1530080","","","","10","10","10","","",""
"1530150","","","","9","9","9","","",""
"1530320","","","","7","7","7","","",""
"1530340","7","7","7","","","","","",""
"1530410","","","","9","9","9","","",""
"1530470","","","","5","5","5","","",""
"1530620","","","","","","","14","14","14"
"1530630","","","","11","11","11","","",""
"1530670","","","","10","10","10","","",""
"1530680","","","","","","","9","9","9"
"1530690","","","","","","","13","13","13"
"1530730","","","","","","","13","13","13"
"1530770","11","11","11","","","","","",""
"1530780","","","","11","11","11","","",""
"1530890","","","","13","13","13","","",""
"1530990","","","","","","","11","11","11"
"1531040","8","8","8","","","","","",""
"1531120","","","","","","","10","10","10"
"1531160","","","","7","7","7","","",""
"1531180","9","9","9","","","","","",""
"1531250","14","14","14","","","","","",""
"1531280","","","","9","9","9","","",""
"1531360","","","","","","","10","10","10"
"1531470","10","10","10","","","","","",""
"1531490","","","","8","8","8","","",""
"1531510","9","9","9","","","","","",""
"1531620","","","","12","12","12","","",""
"1531700","8","8","8","","","","","",""
"1531730","10","10","10","","","","","",""
"1531750","","","","11","11","11","","",""
"1531760","","","","12","12","12","","",""
"1531810","","","","9","9","9","9","9","9"
"1531830","","","","","","","9","9","9"
"1531850","","","","12","12","12","","",""
"1531870","","","","8","8","8","","",""
"1531900","13","13","13","","","","","",""
"1532060","","","","13","13","13","","",""
"1532070","","","","9","9","9","","",""
"1532090","","","","","","","7","7","7"
"1532110","9","9","9","","","","","",""
"1532120","","","","13","13","13","","",""
"1532160","","","","","","","10","10","10"
"1532170","8","8","8","","","","","",""
"1532210","","","","15","15","15","11","11","11"
"1532230","","","","8","8","8","","",""
"1532240","","","","11","11","11","","",""
"1532260","","","","9","9","9","","",""
"1532300","10","10","10","11","11","11","8","8","8"
"1532330","","","","7","7","7","","",""
"1532360","","","","6","6","6","","",""
"1532410","","","","","","","11","11","11"
"1532420","","","","15","15","15","","",""
"1532430","","","","8","8","8","","",""
"1532490","","","","","","","11","11","11"
"1532600","11","11","11","","","","","",""
"1532660","","","","","","","14","14","14"
"1532790","5","5","5","","","","","",""
"1532810","","","","","","","13","13","13"
"1532820","","","","9","9","9","","",""
"1532900","","","","","","","10","10","10"
"1532910","","","","","","","10","10","10"
"1532990","10","10","10","","","","","",""
"1533090","8","8","8","","","","","",""
"1533100","11","11","11","","","","","",""
"1533200","","","","9","9","9","","",""
"1533220","12","12","12","","","","","",""
"1533270","10","10","10","12","12","12","","",""
"1533280","13","13","13","","","","","",""
"1533380","10","10","10","","","","","",""
"1533390","","","","","","","10","10","10"
"1533410","","","","","","","9","9","9"
"1533490","","","","8","8","8","","",""
"1533530","","","","","","","9","9","9"
"1533540","11","11","11","","","","","",""
"1533590","","","","","","","14","14","14"
"1533600","","","","8","8","8","","",""
"1533640","","","","10","10","10","","",""
"1533730","13","13","13","","","","","",""
"1533830","","","","","","","8","8","8"
"1533860","","","","12","12","12","","",""
"1533870","10","10","10","","","","","",""
"1533880","","","","","","","7","7","7"
"1533910","","","","16","16","16","","",""
"1533930","","","","10","10","10","","",""
"1533980","","","","10","10","10","","",""
"1533990","8","8","8","","","","","",""
"1534000","","","","","","","11","11","11"
"1534010","10","10","10","","","","11","11","11"
"1534120","","","","10","10","10","","",""
"1534140","7","7","7","","","","","",""
"1534250","9","9","9","","","","","",""
"1534380","","","","9","9","9","","",""
"1534390","","","","8","8","8","","",""
"1534400","","","","","","","10","10","10"
"1534440","","","","","","","6","6","6"
"1534530","12","12","12","","","","","",""
"1534580","","","","15","15","15","","",""
"1534630","","","","10","10","10","","",""
"1534830","","","","10","10","10","","",""
"1534840","","","","9","9","9","","",""
"1534850","","","","12","12","12","","",""
"1534910","","","","","","","8","8","8"
"1534920","","","","","","","15","15","15"
"1535040","","","","","","","11","11","11"
"1535220","","","","10","10","10","","",""
"1535410","","","","","","","8","8","8"
"1535500","","","","","","","12","12","12"
"1535540","","","","","","","9","9","9"
"1535610","","","","","","","10","10","10"
"1535620","","","","","","","11","11","11"
"1535670","","","","","","","10","10","10"
"1535680","","","","10","10","10","","",""
"1535740","","","","","","","8","8","8"
"1535750","10","10","10","","","","","",""
"1535880","","","","12","12","12","","",""
"1535930","","","","11","11","11","","",""
"1536010","","","","","","","11","11","11"
"1536020","","","","","","","7","7","7"
"1536130","","","","8","8","8","","",""
"1536170","","","","","","","10","10","10"
"1536400","","","","7","7","7","","",""
"1536460","","","","11","11","11","","",""
"1536470","","","","9","9","9","","",""
"1536530","","","","","","","13","13","13"
"1536590","","","","","","","10","10","10"
"1536650","","","","11","11","11","","",""
"1536670","6","6","6","","","","","",""
"1536700","11","11","11","","","","","",""
"1536720","","","","13","13","13","","",""
"1536750","","","","10","10","10","","",""
"1536760","8","8","8","","","","","",""
"1536780","11","11","11","","","","","",""
"1536820","11","11","11","","","","","",""
"1536880","10","10","10","","","","","",""
"1536920","","","","12","12","12","","",""
"1537000","5","5","5","","","","7","7","7"
"1537040","12","12","12","","","","","",""
"1537160","","","","9","9","9","","",""
"1537230","","","","","","","6","6","6"
"1537250","","","","12","12","12","","",""
"1537330","","","","","","","7","7","7"
"1537450","","","","12","12","12","8","8","8"
"1537470","","","","7","7","7","","",""
"1537560","","","","","","","12","12","12"
"1537650","","","","10","10","10","","",""
"1537710","9","9","9","15","15","15","","",""
"1537780","10","10","10","","","","","",""
"1537840","","","","","","","8","8","8"
"1537920","","","","5","5","5","","",""
"1538030","","","","10","10","10","","",""
"1538100","","","","9","9","9","","",""
"1538110","10","10","10","","","","","",""
"1538130","15","15","15","","","","","",""
"1538160","13","13","13","","","","","",""
"1538280","9","9","9","","","","","",""
"1538290","11","11","11","","","","","",""
"1538320","","","","","","","10","10","10"
"1538340","","","","10","10","10","","",""
"1538370","","","","","","","10","10","10"
"1538400","","","","","","","8","8","8"
"1538600","","","","12","12","12","","",""
"1538720","","","","","","","10","10","10"
"1538730","","","","12","12","12","","",""
"1538780","12","12","12","","","","","",""
"1538840","5","5","5","","","","","",""
"1538860","","","","10","10","10","","",""
"1538900","","","","","","","13","13","13"
"1538930","","","","8","8","8","","",""
"1538990","","","","","","","12","12","12"
"1539060","","","","13","13","13","","",""
"1539100","","","","10","10","10","","",""
"1539140","7","7","7","","","","","",""
"1539170","6","6","6","","","","12","12","12"
"1539200","","","","9","9","9","","",""
"1539330","","","","6","6","6","","",""
"1539340","","","","13","13","13","","",""
"1539360","","","","","","","14","14","14"
"1539370","","","","6","6","6","","",""
"1539520","","","","12","12","12","","",""
"1539640","","","","10","10","10","","",""
"1539670","12","12","12","","","","","",""
"1539790","10","10","10","","","","","",""
"1539840","11","11","11","","","","","",""
"1539980","","","","9","9","9","","",""
"1540030","8","8","8","","","","","",""
"1540090","","","","10","10","10","","",""
"1540150","","","","","","","11","11","11"
"1540180","","","","","","","13","13","13"
"1540280","","","","5","5","5","","",""
"1540490","8","8","8","","","","6","6","6"
"1540610","9","9","9","","","","","",""
"1540720","","","","","","","11","11","11"
"1540780","","","","7","7","7","","",""
"1540910","","","","10","10","10","","",""
"1540920","11","11","11","","","","","",""
"1541100","","","","","","","8","8","8"
"1541340","12","12","12","","","","","",""
"1541350","10","10","10","","","","","",""
"1541370","12","12","12","","","","","",""
"1541430","","","","","","","6","6","6"
"1541510","","","","12","12","12","","",""
"1541520","","","","","","","11","11","11"
"1541570","","","","9","9","9","","",""
"1541650","10","10","10","","","","","",""
"1541690","","","","","","","13","13","13"
"1541760","10","10","10","","","","","",""
"1541800","14","14","14","","","","","",""
"1541810","","","","7","7","7","","",""
"1541860","","","","","","","14","14","14"
"1541940","","","","","","","9","9","9"
"1541990","10","10","10","","","","","",""
"1542070","","","","","","","11","11","11"
"1542090","9","9","9","","","","","",""
"1542190","","","","12","12","12","","",""
"1542260","","","","11","11","11","","",""
"1542490","10","10","10","","","","","",""
"1542540","","","","9","9","9","","",""
"1542570","10","10","10","","","","","",""
"1542590","","","","8","8","8","","",""
"1542600","","","","7","7","7","","",""
"1542610","","","","11","11","11","","",""
"1542660","","","","8","8","8","","",""
"1542710","","","","","","","11","11","11"
"1542780","","","","8","8","8","","",""
"1542860","","","","","","","17","17","17"
"1542910","","","","","","","7","7","7"
"1542960","","","","12","12","12","10","10","10"
"1543190","","","","13","13","13","","",""
"1543200","10","10","10","12","12","12","","",""
"1543260","","","","","","","8","8","8"
"1543350","8","8","8","","","","","",""
"1543390","","","","","","","9","9","9"
"1543400","7","7","7","","","","","",""
"1543440","","","","11","11","11","","",""
"1543450","5","5","5","","","","","",""
"1543480","","","","","","","9","9","9"
"1543520","","","","","","","11","11","11"
"1543640","","","","10","10","10","","",""
"1543660","","","","8","8","8","","",""
"1543740","","","","","","","10","10","10"
"1543780","","","","6","6","6","","",""
"1543810","","","","11","11","11","","",""
"1543830","","","","","","","12","12","12"
"1543850","11","11","11","","","","","",""
"1543860","","","","9","9","9","","",""
"1543930","","","","10","10","10","","",""
"1543940","","","","","","","10","10","10"
"1544040","","","","8","8","8","","",""
"1544050","8","8","8","","","","","",""
"1544060","10","10","10","","","","","",""
"1544130","","","","11","11","11","","",""
"1544180","","","","7","7","7","","",""
"1544420","12","12","12","","","","","",""
"1544500","9","9","9","","","","","",""
"1544600","","","","","","","8","8","8"
"1544610","12","12","12","","","","","",""
"1544620","12","12","12","","","","","",""
"1544630","13","13","13","","","","","",""
"1544670","12","12","12","","","","","",""
"1544680","","","","","","","12","12","12"
"1544710","15","15","15","","","","","",""
"1544740","","","","","","","9","9","9"
"1544800","","","","","","","10","10","10"
"1544830","","","","","","","16","16","16"
"1544920","10","10","10","","","","","",""
"1545110","","","","9","9","9","","",""
"1545210","","","","","","","11","11","11"
"1545220","","","","","","","11","11","11"
"1545250","","","","11","11","11","","",""
"1545310","11","11","11","","","","","",""
"1545350","6","6","6","","","","","",""
"1545400","10","10","10","","","","","",""
"1545410","12","12","12","","","","","",""
"1545440","","","","11","11","11","","",""
"1545470","13","13","13","","","","","",""
"1545510","","","","12","12","12","","",""
"1545530","","","","","","","9","9","9"
"1545720","","","","11","11","11","","",""
"1545730","","","","","","","11","11","11"
"1545890","6","6","6","","","","","",""
"1545930","","","","13","13","13","","",""
"1545940","","","","","","","8","8","8"
"1545970","","","","","","","7","7","7"
"1545980","","","","","","","10","10","10"
"1546120","","","","16","16","16","","",""
"1546190","","","","7","7","7","","",""
"1546210","9","9","9","10","10","10","","",""
"1546230","","","","12","12","12","","",""
"1546270","10","10","10","","","","","",""
"1546280","","","","9","9","9","","",""
"1546300","","","","12","12","12","","",""
"1546440","","","","12","12","12","","",""
"1546470","","","","","","","8","8","8"
"1546480","","","","6","6","6","","",""
"1546620","","","","","","","11","11","11"
"1546640","11","11","11","","","","","",""
"1546790","8","8","8","","","","","",""
"1546800","","","","","","","13","13","13"
"1546960","8","8","8","","","","","",""
"1547000","","","","14","14","14","","",""
"1547130","","","","7","7","7","","",""
"1547140","","","","","","","10","10","10"
"1547240","","","","","","","8","8","8"
"1547280","11","11","11","","","","","",""
"1547320","","","","8","8","8","","",""
"1547360","","","","8","8","8","","",""
"1547480","","","","13","13","13","10","10","10"
"1547490","13","13","13","","","","","",""
"1547560","","","","","","","12","12","12"
"1547580","7","7","7","","","","","",""
"1547660","","","","","","","10","10","10"
"1547860","","","","","","","11","11","11"
"1547870","10","10","10","","","","","",""
"1547950","10","10","10","","","","","",""
"1548050","","","","8","8","8","","",""
"1548070","14","14","14","","","","","",""
"1548230","7","7","7","","","","","",""
"1548280","7","7","7","","","","","",""
"1548320","","","","6","6","6","","",""
"1548370","","","","","","","10","10","10"
"1548380","","","","","","","8","8","8"
"1548450","","","","","","","13","13","13"
"1548510","12","12","12","","","","","",""
"1548700","","","","11","11","11","","",""
"1548750","","","","","","","10","10","10"
"1548870","","","","","","","12","12","12"
"1548890","","","","","","","10","10","10"
"1548980","","","","15","15","15","","",""
"1549010","","","","","","","11","11","11"
"1549020","12","12","12","","","","","",""
"1549030","9","9","9","","","","","",""
"1549090","","","","","","","10","10","10"
"1549220","10","10","10","11","11","11","","",""
"1549230","","","","","","","11","11","11"
"1549420","","","","9","9","9","","",""
"1549430","7","7","7","","","","","",""
"1549520","10","10","10","","","","","",""
"1549530","","","","9","9","9","","",""
"1549570","14","14","14","","","","","",""
"1549590","13","13","13","8","8","8","","",""
"1549690","","","","","","","10","10","10"
"1549730","10","10","10","","","","","",""
"1549760","16","16","16","","","","","",""
"1549770","10","10","10","","","","","",""
"1549780","8","8","8","","","","","",""
"1549910","10","10","10","","","","","",""
"1549970","10","10","10","","","","","",""
"1549980","8","8","8","","","","11","11","11"
"1550150","","","","8","8","8","","",""
"1550250","","","","","","","8","8","8"
"1550260","","","","8","8","8","","",""
"1550400","","","","","","","8","8","8"
"1550410","","","","","","","9","9","9"
"1550430","","","","10","10","10","","",""
"1550440","10","10","10","","","","11","11","11"
"1550480","","","","","","","8","8","8"
"1550600","","","","10","10","10","","",""
"1550660","5","5","5","","","","","",""
"1550730","","","","","","","5","5","5"
"1550840","7","7","7","","","","","",""
"1550850","11","11","11","","","","","",""
"1550920","","","","","","","9","9","9"
"1550970","10","10","10","","","","","",""
"1550980","","","","","","","9","9","9"
"1551030","8","8","8","","","","","",""
"1551150","","","","","","","12","12","12"
"1551230","","","","11","11","11","","",""
"1551280","","","","","","","6","6","6"
"1551300","11","11","11","","","","","",""
"1551360","8","8","8","","","","","",""
"1551420","16","16","16","","","","","",""
"1551610","","","","12","12","12","","",""
"1551620","12","12","12","","","","","",""
"1551690","8","8","8","","","","","",""
"1551710","","","","","","","7","7","7"
"1551850","","","","10","10","10","","",""
"1551860","","","","10","10","10","","",""
"1551920","14","14","14","","","","","",""
"1552140","11","11","11","","","","","",""
"1552280","8","8","8","","","","","",""
"1552340","","","","","","","7","7","7"
"1552370","10","10","10","","","","8","8","8"
"1552390","9","9","9","","","","","",""
"1552440","10","10","10","","","","","",""
"1552480","12","12","12","","","","","",""
"1552540","12","12","12","","","","","",""
"1552560","","","","10","10","10","","",""
"1552590","","","","10","10","10","","",""
"1552680","9","9","9","","","","","",""
"1552690","","","","","","","10","10","10"
"1552760","","","","","","","12","12","12"
"1552780","","","","","","","12","12","12"
"1552790","5","5","5","","","","","",""
"1552850","","","","10","10","10","","",""
"1552920","","","","","","","8","8","8"
"1552980","12","12","12","","","","","",""
"1553030","","","","","","","10","10","10"
"1553070","8","8","8","","","","","",""
"1553130","","","","12","12","12","14","14","14"
"1553160","","","","9","9","9","","",""
"1553240","12","12","12","","","","","",""
"1553310","10","10","10","","","","","",""
"1553350","8","8","8","","","","","",""
"1553360","9","9","9","","","","","",""
"1553420","","","","","","","10","10","10"
"1553440","","","","","","","10","10","10"
"1553490","11","11","11","","","","","",""
"1553600","10","10","10","","","","","",""
"1553620","","","","8","8","8","","",""
"1553660","","","","8","8","8","","",""
"1553740","","","","","","","13","13","13"
"1553750","","","","15","15","15","","",""
"1553780","","","","","","","13","13","13"
"1553820","","","","12","12","12","","",""
"1553870","","","","9","9","9","","",""
"1553880","","","","8","8","8","","",""
"1553920","11","11","11","","","","","",""
"1553950","12","12","12","","","","","",""
"1554010","","","","","","","10","10","10"
"1554130","","","","","","","11","11","11"
"1554150","","","","","","","8","8","8"
"1554180","11","11","11","9","9","9","","",""
"1554260","8","8","8","","","","","",""
"1554290","","","","10","10","10","","",""
"1554420","11","11","11","","","","","",""
"1554430","","","","","","","9","9","9"
"1554440","","","","8","8","8","14","14","14"
"1554490","13","13","13","","","","","",""
"1554510","11","11","11","","","","","",""
"1554520","11","11","11","","","","","",""
"1554530","15","15","15","","","","","",""
"1554610","9","9","9","10","10","10","","",""
"1554640","","","","13","13","13","","",""
"1554660","13","13","13","","","","","",""
"1554700","","","","9","9","9","10","10","10"
"1554710","","","","7","7","7","","",""
"1554720","","","","","","","11","11","11"
"1554790","","","","12","12","12","","",""
"1554800","12","12","12","","","","","",""
"1554840","","","","","","","12","12","12"
"1554880","","","","11","11","11","","",""
"1555020","","","","","","","10","10","10"
"1555040","","","","13","13","13","","",""
"1555100","","","","11","11","11","","",""
"1555110","","","","","","","8","8","8"
"1555180","8","8","8","","","","","",""
"1555220","15","15","15","","","","","",""
"1555250","8","8","8","","","","","",""
"1555260","","","","","","","12","12","12"
"1555320","","","","","","","14","14","14"
"1555400","","","","","","","11","11","11"
"1555480","","","","","","","10","10","10"
"1555570","","","","9","9","9","","",""
"1555610","","","","","","","9","9","9"
"1555620","8","8","8","","","","","",""
"1555770","","","","8","8","8","","",""
"1555790","10","10","10","","","","","",""
"1555900","","","","5","5","5","","",""
"1555930","","","","","","","8","8","8"
"1555940","","","","","","","11","11","11"
"1555950","","","","10","10","10","","",""
"1555960","","","","11","11","11","","",""
"1555990","","","","12","12","12","","",""
"1556040","","","","","","","12","12","12"
"1556050","","","","8","8","8","","",""
"1556110","","","","12","12","12","","",""
"1556120","8","8","8","","","","","",""
"1556170","","","","9","9","9","","",""
"1556190","","","","","","","9","9","9"
"1556210","","","","9","9","9","","",""
"1556260","5","5","5","","","","","",""
"1556270","","","","","","","10","10","10"
"1556290","","","","","","","6","6","6"
"1556340","10","10","10","","","","","",""
"1556450","","","","12","12","12","","",""
"1556560","","","","","","","3","3","3"
"1556690","","","","","","","9","9","9"
"1556740","","","","10","10","10","9","9","9"
"1556750","","","","11","11","11","","",""
"1556830","","","","10","10","10","","",""
"1556840","7","7","7","","","","","",""
"1556890","10","10","10","12","12","12","","",""
"1556940","","","","15","15","15","","",""
"1557020","","","","6","6","6","","",""
"1557160","","","","","","","5","5","5"
"1557250","11","11","11","","","","","",""
"1557270","10","10","10","","","","","",""
"1557280","12","12","12","12","12","12","","",""
"1557310","9","9","9","","","","8","8","8"
"1557370","8","8","8","","","","11","11","11"
"1557500","","","","","","","8","8","8"
"1557560","","","","14","14","14","","",""
"1557590","11","11","11","","","","","",""
"1557710","","","","9","9","9","","",""
"1557810","12","12","12","","","","","",""
"1557860","","","","12","12","12","10","10","10"
"1557900","","","","","","","9","9","9"
"1558000","","","","","","","13","13","13"
"1558020","","","","","","","11","11","11"
"1558050","12","12","12","","","","","",""
"1558080","","","","6","6","6","","",""
"1558120","8","8","8","","","","","",""
"1558200","10","10","10","","","","","",""
"1558260","","","","17","17","17","","",""
"1558280","8","8","8","","","","","",""
"1558290","","","","","","","10","10","10"
"1558330","","","","9","9","9","","",""
"1558400","14","14","14","","","","","",""
"1558450","9","9","9","14","14","14","","",""
"1558490","","","","","","","13","13","13"
"1558520","7","7","7","","","","","",""
"1558540","","","","","","","11","11","11"
"1558580","8","8","8","","","","","",""
"1558640","","","","9","9","9","","",""
"1558670","8","8","8","","","","","",""
"1558840","","","","","","","11","11","11"
"1558870","","","","9","9","9","","",""
"1559010","","","","","","","10","10","10"
"1559060","9","9","9","","","","","",""
"1559090","","","","","","","7","7","7"
"1559100","","","","9","9","9","10","10","10"
"1559110","","","","","","","13","13","13"
"1559230","","","","","","","11","11","11"
"1559300","15","15","15","","","","11","11","11"
"1559330","4","4","4","","","","","",""
"1559530","","","","","","","9","9","9"
"1559680","","","","11","11","11","","",""
"1559850","","","","","","","11","11","11"
"1559880","","","","10","10","10","","",""
"1559890","","","","11","11","11","","",""
"1559960","14","14","14","","","","","",""
"1560050","","","","","","","10","10","10"
"1560070","","","","","","","12","12","12"
"1560100","","","","7","7","7","","",""
"1560210","","","","","","","11","11","11"
"1560230","5","5","5","","","","","",""
"1560240","","","","","","","11","11","11"
"1560370","","","","","","","11","11","11"
"1560390","","","","","","","9","9","9"
"1560510","9","9","9","9","9","9","","",""
"1560530","","","","","","","6","6","6"
"1560540","8","8","8","","","","","",""
"1560560","10","10","10","","","","","",""
"1560570","","","","","","","11","11","11"
"1560590","9","9","9","8","8","8","","",""
"1560600","13","13","13","","","","","",""
"1560620","","","","11","11","11","","",""
"1560860","10","10","10","","","","11","11","11"
"1560880","","","","10","10","10","","",""
"1560910","","","","","","","11","11","11"
"1561050","12","12","12","","","","","",""
"1561060","","","","7","7","7","","",""
"1561130","7","7","7","","","","10","10","10"
"1561230","9","9","9","","","","","",""
"1561260","11","11","11","","","","","",""
"1561300","7","7","7","","","","","",""
"1561310","","","","8","8","8","11","11","11"
"1561330","","","","","","","12","12","12"
"1561340","","","","6","6","6","","",""
"1561410","","","","10","10","10","","",""
"1561470","13","13","13","","","","","",""
"1561510","9","9","9","","","","","",""
"1561580","14","14","14","9","9","9","","",""
"1561630","","","","","","","5","5","5"
"1561660","","","","8","8","8","","",""
"1561770","","","","","","","11","11","11"
"1561940","","","","","","","6","6","6"
"1561990","10","10","10","","","","","",""
"1562000","","","","14","14","14","","",""
"1562150","","","","9","9","9","","",""
"1562200","8","8","8","","","","","",""
"1562230","","","","11","11","11","","",""
"1562410","","","","9","9","9","","",""
"1562450","","","","10","10","10","","",""
"1562480","","","","10","10","10","","",""
"1562660","","","","8","8","8","","",""
"1562700","12","12","12","","","","","",""
"1562760","","","","9","9","9","","",""
"1562800","","","","11","11","11","","",""
"1562810","","","","","","","9","9","9"
"1562830","13","13","13","10","10","10","","",""
"1563080","","","","","","","11","11","11"
"1563130","12","12","12","","","","","",""
"1563160","8","8","8","","","","","",""
"1563310","","","","9","9","9","7","7","7"
"1563400","13","13","13","","","","","",""
"1563450","","","","","","","11","11","11"
"1563490","12","12","12","","","","","",""
"1563550","10","10","10","","","","","",""
"1563580","","","","","","","8","8","8"
"1563670","13","13","13","","","","","",""
"1563820","","","","","","","10","10","10"
"1563990","14","14","14","","","","","",""
"1564050","","","","10","10","10","","",""
"1564070","","","","","","","10","10","10"
"1564150","","","","","","","13","13","13"
"1564180","6","6","6","","","","","",""
"1564190","","","","8","8","8","","",""
"1564240","","","","14","14","14","","",""
"1564270","8","8","8","","","","","",""
"1564300","8","8","8","","","","","",""
"1564330","11","11","11","","","","","",""
"1564340","","","","9","9","9","","",""
"1564380","6","6","6","","","","","",""
"1564440","9","9","9","","","","","",""
"1564450","","","","11","11","11","","",""
"1564460","","","","","","","12","12","12"
"1564530","","","","","","","9","9","9"
"1564560","","","","13","13","13","","",""
"1564730","10","10","10","","","","","",""
"1564770","","","","6","6","6","","",""
"1564860","","","","","","","10","10","10"
"1564870","","","","11","11","11","","",""
"1564940","","","","14","14","14","","",""
"1565000","9","9","9","","","","","",""
"1565090","10","10","10","","","","","",""
"1565110","","","","9","9","9","","",""
"1565150","","","","","","","9","9","9"
"1565200","11","11","11","","","","","",""
"1565230","9","9","9","","","","9","9","9"
"1565260","","","","","","","12","12","12"
"1565290","","","","11","11","11","","",""
"1565320","12","12","12","","","","","",""
"1565330","","","","10","10","10","","",""
"1565380","7","7","7","","","","","",""
"1565430","","","","","","","12","12","12"
"1565460","","","","11","11","11","10","10","10"
"1565550","","","","","","","10","10","10"
"1565690","","","","9","9","9","","",""
"1565700","12","12","12","","","","10","10","10"
"1565800","","","","13","13","13","","",""
"1565820","8","8","8","","","","","",""
"1565870","10","10","10","","","","","",""
"1565950","","","","10","10","10","","",""
"1566010","10","10","10","","","","","",""
"1566020","","","","","","","10","10","10"
"1566050","","","","","","","13","13","13"
"1566100","","","","7","7","7","","",""
"1566160","","","","9","9","9","","",""
"1566250","14","14","14","","","","","",""
"1566330","","","","","","","11","11","11"
"1566370","","","","9","9","9","","",""
"1566450","","","","","","","9","9","9"
"1566470","11","11","11","","","","","",""
"1566580","","","","12","12","12","","",""
"1566670","","","","10","10","10","","",""
"1566690","","","","11","11","11","","",""
"1566710","12","12","12","","","","","",""
"1566790","9","9","9","","","","","",""
"1566800","","","","","","","5","5","5"
"1566870","","","","3","3","3","","",""
"1566910","","","","9","9","9","","",""
"1566930","8","8","8","","","","","",""
"1567030","5","5","5","","","","","",""
"1567090","","","","","","","10","10","10"
"1567130","","","","","","","8","8","8"
"1567180","","","","","","","13","13","13"
"1567520","","","","","","","8","8","8"
"1567580","","","","","","","10","10","10"
"1567650","","","","14","14","14","","",""
"1567860","","","","","","","12","12","12"
"1567930","9","9","9","","","","","",""
"1567970","","","","7","7","7","","",""
"1568040","","","","10","10","10","","",""
"1568090","","","","","","","11","11","11"
"1568200","","","","","","","12","12","12"
"1568250","","","","","","","10","10","10"
"1568300","14","14","14","","","","","",""
"1568360","","","","","","","12","12","12"
"1568380","","","","10","10","10","","",""
