"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"77373","","","","","","","","","","0.25","0.25","0.25","","",""
"77375","","","","","","","","","","","","","1","1","1"
"77377","","","","","","","","","","","","","1","1","1"
"77378","","","","","","","","","","0","0","0","","",""
"77381","0","0","0","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"77383","","","","","","","","","","0","0","0","","",""
"77389","","","","0","0","0","","","","","","","","",""
"77392","","","","0","0","0","","","","","","","","",""
"77399","0","0","0","","","","0","0","0","","","","","",""
"77406","0","0","0","","","","0","0","0","","","","0","0","0"
"77407","","","","0","0","0","","","","","","","","",""
"77420","","","","","","","","","","","","","0","0","0"
"77427","","","","0","0","0","","","","","","","","",""
"77440","0","0","0","","","","0.6","0.6","0.6","","","","","",""
"77444","0","0","0","","","","0","0","0","","","","","",""
"77448","","","","","","","","","","","","","0","0","0"
"77450","","","","","","","","","","0","0","0","","",""
"77451","0","0","0","","","","0.6","0.6","0.6","","","","","",""
"77461","","","","","","","","","","0","0","0","","",""
"77465","0","0","0","","","","0","0","0","","","","","",""
"77473","0","0","0","","","","0","0","0","","","","","",""
"77476","","","","","","","","","","0","0","0","","",""
"77484","","","","0","0","0","","","","0","0","0","","",""
"77486","0","0","0","","","","0","0","0","","","","","",""
"77489","","","","0","0","0","","","","","","","","",""
"77490","","","","","","","","","","0","0","0","","",""
"77495","","","","0","0","0","","","","","","","","",""
"77498","0","0","0","","","","0","0","0","","","","","",""
"77505","","","","0","0","0","","","","","","","","",""
"77508","","","","","","","","","","","","","0","0","0"
"77510","","","","0","0","0","","","","","","","","",""
"77523","","","","","","","","","","","","","0","0","0"
"77524","0","0","0","","","","0","0","0","","","","","",""
"77527","","","","0","0","0","","","","","","","","",""
"77528","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"77529","0","0","0","","","","0","0","0","","","","","",""
"77544","0","0","0","","","","0","0","0","","","","","",""
"77553","","","","0","0","0","","","","","","","","",""
"77558","","","","","","","","","","1","1","1","","",""
"77560","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"77562","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"77565","","","","","","","","","","","","","0.25","0.25","0.25"
"77567","","","","","","","","","","","","","0","0","0"
"77572","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"77576","","","","0","0","0","","","","0.5","0.5","0.5","","",""
"77588","","","","0","0","0","","","","","","","","",""
"77590","0","0","0","","","","0.25","0.25","0.25","","","","","",""
"77596","","","","","","","","","","","","","0","0","0"
"77601","0.5","0.5","0.5","","","","0","0","0","","","","","",""
"77612","0","0","0","","","","0","0","0","","","","","",""
"77613","","","","0","0","0","","","","","","","","",""
"77615","","","","","","","","","","0","0","0","","",""
"77617","0","0","0","","","","0","0","0","","","","","",""
"77620","","","","","","","","","","","","","1","1","1"
"77621","","","","0","0","0","","","","","","","","",""
"77623","0","0","0","","","","0","0","0","","","","","",""
"77627","","","","","","","","","","","","","0","0","0"
"77630","","","","","","","","","","0","0","0","","",""
"77632","","","","0","0","0","","","","","","","0","0","0"
"77633","","","","","","","","","","","","","0","0","0"
"77635","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"77638","","","","","","","","","","0","0","0","0","0","0"
"77642","","","","","","","","","","0","0","0","","",""
"77644","0","0","0","","","","0","0","0","","","","","",""
"77646","","","","","","","","","","","","","0","0","0"
"77650","","","","","","","","","","","","","0","0","0"
"77651","0","0","0","","","","0","0","0","","","","","",""
"77661","","","","0","0","0","","","","","","","","",""
"77663","0","0","0","","","","0","0","0","","","","","",""
"77665","","","","0","0","0","","","","","","","","",""
"77669","","","","0","0","0","","","","","","","","",""
"77673","","","","","","","","","","","","","0","0","0"
"77685","","","","0","0","0","","","","","","","","",""
"77687","0","0","0","","","","0","0","0","","","","","",""
"77694","","","","0","0","0","","","","","","","","",""
"77698","","","","0","0","0","","","","","","","","",""
"77705","0","0","0","","","","0","0","0","","","","","",""
"77706","","","","","","","","","","0","0","0","","",""
"77709","","","","0","0","0","","","","","","","","",""
"77713","0","0","0","","","","0","0","0","","","","","",""
"77717","","","","0","0","0","","","","","","","","",""
"77718","","","","","","","","","","0","0","0","","",""
"77728","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","0","0","0","","","","","",""
"77730","","","","0","0","0","","","","","","","","",""
"77734","0.75","0.75","0.75","","","","0","0","0","","","","","",""
"77739","","","","0","0","0","","","","","","","","",""
"77741","","","","","","","","","","","","","0","0","0"
"77743","","","","0","0","0","","","","","","","","",""
"77745","","","","","","","","","","0","0","0","","",""
"77749","","","","","","","","","","0","0","0","","",""
"77750","","","","0","0","0","","","","","","","","",""
"77756","0","0","0","","","","0","0","0","","","","","",""
"77760","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"77768","","","","","","","","","","","","","0","0","0"
"77771","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0"
"77776","0","0","0","","","","0","0","0","","","","","",""
"77777","","","","","","","","","","0","0","0","","",""
"77780","0","0","0","0","0","0","0.4","0.4","0.4","","","","","",""
"77795","0","0","0","","","","0","0","0","","","","","",""
"77800","","","","","","","","","","0","0","0","","",""
"77801","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","0","0","0","","",""
"77809","","","","","","","","","","0","0","0","","",""
"77813","","","","0","0","0","","","","","","","","",""
"77815","0","0","0","","","","0","0","0","","","","","",""
"77817","","","","","","","","","","0","0","0","","",""
"77821","0","0","0","","","","1","1","1","","","","","",""
"77832","","","","","","","","","","","","","0","0","0"
"77838","0","0","0","","","","0.5","0.5","0.5","","","","","",""
"77845","0","0","0","","","","0","0","0","","","","","",""
"77853","0","0","0","","","","0","0","0","","","","","",""
"77859","0","0","0","","","","0","0","0","","","","","",""
"77866","0","0","0","","","","0","0","0","","","","","",""
"77868","0","0","0","","","","0","0","0","0","0","0","","",""
"77875","","","","","","","","","","0","0","0","","",""
"77879","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"77881","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"77889","","","","0","0","0","","","","","","","","",""
"77896","0.5","0.5","0.5","","","","0","0","0","","","","","",""
"77899","","","","0","0","0","","","","","","","","",""
"77906","","","","","","","","","","0","0","0","","",""
"77919","","","","0","0","0","","","","","","","","",""
"77920","","","","0","0","0","","","","","","","","",""
"77931","0.25","0.25","0.25","","","","0","0","0","","","","","",""
"77936","","","","0","0","0","","","","","","","","",""
"77937","","","","","","","","","","","","","0","0","0"
"77946","0","0","0","","","","0","0","0","","","","","",""
"77947","","","","","","","","","","","","","1","1","1"
"77954","","","","","","","","","","0","0","0","","",""
"77964","0","0","0","","","","0","0","0","","","","","",""
"77971","","","","","","","","","","","","","0.5","0.5","0.5"
"77972","","","","0","0","0","","","","","","","","",""
"77975","0","0","0","","","","0","0","0","","","","","",""
"77979","","","","0","0","0","","","","","","","","",""
"77982","0","0","0","","","","0","0","0","","","","","",""
"77983","","","","","","","","","","","","","0","0","0"
"77987","","","","","","","","","","","","","0","0","0"
"77989","0","0","0","","","","0","0","0","","","","","",""
"77991","","","","0","0","0","","","","","","","","",""
"77999","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"78008","","","","","","","","","","0.5","0.5","0.5","","",""
"78009","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"78011","0","0","0","","","","0","0","0","","","","0.5","0.5","0.5"
"78016","","","","","","","","","","0","0","0","","",""
"78017","","","","","","","","","","0","0","0","","",""
"78019","","","","0","0","0","","","","","","","","",""
"78023","","","","","","","","","","","","","0.5","0.5","0.5"
"78027","","","","","","","","","","","","","0.25","0.25","0.25"
"78029","0","0","0","","","","0","0","0","","","","","",""
"78030","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"78033","","","","","","","","","","","","","0","0","0"
"78036","","","","","","","","","","","","","0","0","0"
"78037","","","","","","","","","","","","","0","0","0"
"78041","","","","0","0","0","","","","","","","","",""
"78050","","","","","","","","","","","","","0.5","0.5","0.5"
"78051","","","","0","0","0","","","","","","","","",""
"78052","","","","0","0","0","","","","","","","","",""
"78055","0.5","0.5","0.5","","","","0","0","0","","","","","",""
"78058","0","0","0","","","","0","0","0","","","","","",""
"78060","","","","","","","","","","","","","0","0","0"
"78063","","","","0","0","0","","","","","","","0","0","0"
"78064","","","","","","","","","","","","","0","0","0"
"78067","","","","0","0","0","","","","","","","","",""
"78072","0","0","0","","","","0.5","0.5","0.5","","","","","",""
"78076","","","","0","0","0","","","","","","","","",""
"78083","","","","0","0","0","","","","","","","","",""
"78105","","","","0","0","0","","","","","","","","",""
"78109","0","0","0","","","","0","0","0","","","","","",""
"78117","0","0","0","","","","0","0","0","","","","","",""
"78124","0","0","0","","","","0","0","0","","","","0.25","0.25","0.25"
"78126","","","","","","","","","","0","0","0","","",""
"78127","0.25","0.25","0.25","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"78131","","","","0","0","0","","","","","","","","",""
"78132","0","0","0","0","0","0","0","0","0","","","","","",""
"78134","","","","","","","","","","","","","0","0","0"
"78138","","","","","","","","","","0","0","0","","",""
"78140","0","0","0","","","","0.5","0.5","0.5","","","","","",""
"78150","","","","","","","","","","0","0","0","0","0","0"
"78154","","","","","","","","","","0","0","0","","",""
"78159","0","0","0","","","","0","0","0","","","","","",""
"78161","","","","","","","","","","","","","0","0","0"
"78169","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"78171","","","","","","","","","","0","0","0","","",""
"78181","","","","","","","","","","","","","0","0","0"
"78182","","","","","","","","","","","","","0","0","0"
"78189","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"78191","","","","0","0","0","","","","","","","","",""
"78192","0","0","0","","","","0","0","0","0","0","0","","",""
"78196","0","0","0","","","","0","0","0","","","","","",""
"78202","","","","","","","","","","0","0","0","","",""
"78211","","","","","","","","","","0","0","0","","",""
"78214","","","","","","","","","","","","","0","0","0"
"78219","","","","","","","","","","0","0","0","","",""
"78222","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"78226","","","","0","0","0","","","","","","","","",""
"78227","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"78229","0","0","0","","","","0","0","0","","","","","",""
"78230","0","0","0","","","","0.75","0.75","0.75","","","","","",""
"78246","","","","","","","","","","","","","0.75","0.75","0.75"
"78249","0","0","0","","","","0","0","0","","","","","",""
"78251","","","","","","","","","","","","","0","0","0"
"78265","","","","","","","","","","0.25","0.25","0.25","","",""
"78275","0.5","0.5","0.5","","","","0","0","0","","","","","",""
"78280","","","","","","","","","","0","0","0","","",""
"78287","","","","0","0","0","","","","","","","","",""
