"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"110177","","","","","","","","","","","","","0","0","0"
"110178","","","","","","","","","","0","0","0","","",""
"110181","","","","0","0","0","","","","","","","","",""
"110192","0","0","0","","","","","","","","","","","",""
"110204","","","","","","","","","","","","","0","0","0"
"110206","","","","","","","","","","0","0","0","","",""
"110208","","","","","","","","","","","","","0","0","0"
"110210","0","0","0","","","","","","","","","","","",""
"110212","","","","","","","","","","0","0","0","","",""
"110226","","","","0","0","0","","","","0","0","0","","",""
"110229","","","","0.5","0.5","0.5","","","","","","","","",""
"110238","","","","0","0","0","","","","","","","","",""
"110239","0","0","0","","","","","","","","","","","",""
"110246","","","","","","","0","0","0","","","","","",""
"110250","","","","0","0","0","","","","","","","","",""
"110253","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"110262","","","","","","","","","","0.5","0.5","0.5","","",""
"110266","","","","0","0","0","","","","","","","","",""
"110269","","","","","","","","","","","","","0","0","0"
"110272","","","","0","0","0","","","","0","0","0","","",""
"110275","","","","","","","","","","0","0","0","","",""
"110276","","","","","","","0","0","0","","","","","",""
"110278","","","","","","","0","0","0","","","","","",""
"110280","","","","","","","","","","0","0","0","","",""
"110288","0","0","0","","","","","","","","","","","",""
"110291","0","0","0","","","","","","","","","","","",""
"110293","","","","0","0","0","0","0","0","","","","","",""
"110295","","","","0","0","0","","","","","","","","",""
"110296","","","","0.5","0.5","0.5","","","","","","","","",""
"110300","","","","1","1","1","","","","","","","","",""
"110308","","","","0","0","0","","","","0","0","0","","",""
"110309","0","0","0","","","","","","","","","","","",""
"110311","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"110312","","","","","","","","","","0","0","0","","",""
"110313","","","","","","","","","","","","","0","0","0"
"110319","","","","0","0","0","","","","","","","0","0","0"
"110322","","","","","","","0","0","0","","","","","",""
"110325","0","0","0","","","","","","","","","","","",""
"110326","0","0","0","","","","","","","","","","0","0","0"
"110334","0","0","0","","","","","","","","","","","",""
"110339","","","","0","0","0","0","0","0","","","","","",""
"110342","","","","","","","","","","0","0","0","","",""
"110343","","","","","","","0","0","0","","","","","",""
"110349","","","","","","","0","0","0","","","","","",""
"110355","","","","","","","0","0","0","0","0","0","","",""
"110357","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"110365","","","","","","","","","","","","","0","0","0"
"110367","","","","","","","","","","","","","0","0","0"
"110369","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"110370","0","0","0","","","","","","","","","","","",""
"110375","","","","0","0","0","","","","","","","","",""
"110377","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"110378","","","","","","","0","0","0","","","","","",""
"110379","","","","0","0","0","","","","","","","","",""
"110380","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"110381","0","0","0","","","","","","","","","","","",""
"110385","0","0","0","","","","","","","","","","","",""
"110391","0","0","0","","","","","","","","","","0","0","0"
"110392","","","","0","0","0","","","","","","","","",""
"110393","","","","","","","","","","1","1","1","","",""
"110394","","","","","","","","","","0","0","0","","",""
"110401","","","","","","","","","","0","0","0","0","0","0"
"110402","0","0","0","","","","","","","","","","","",""
"110405","","","","","","","0","0","0","","","","","",""
"110408","","","","0","0","0","","","","","","","","",""
"110412","","","","","","","0.75","0.75","0.75","","","","","",""
"110415","","","","","","","0","0","0","","","","","",""
"110418","","","","","","","","","","0","0","0","","",""
"110424","","","","","","","","","","","","","0","0","0"
"110433","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"110446","0","0","0","","","","","","","0","0","0","","",""
"110449","","","","","","","","","","0","0","0","","",""
"110450","0","0","0","","","","","","","","","","","",""
"110451","","","","","","","","","","","","","0.5","0.5","0.5"
"110454","","","","","","","","","","0","0","0","","",""
"110457","","","","","","","","","","","","","0","0","0"
"110458","","","","","","","","","","0.5","0.5","0.5","","",""
"110470","","","","0","0","0","","","","","","","","",""
"110471","","","","","","","","","","","","","0","0","0"
"110473","","","","0","0","0","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"110481","","","","0","0","0","","","","","","","","",""
"110487","","","","","","","","","","0","0","0","","",""
"110488","","","","","","","","","","","","","0","0","0"
"110489","","","","","","","","","","0.25","0.25","0.25","","",""
"110493","0","0","0","","","","","","","","","","","",""
"110494","","","","0","0","0","","","","","","","","",""
"110501","","","","","","","","","","","","","0","0","0"
"110502","","","","","","","","","","","","","0","0","0"
"110504","0","0","0","","","","","","","","","","","",""
"110506","","","","","","","","","","0","0","0","","",""
"110507","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667"
"110513","","","","0","0","0","","","","","","","","",""
"110514","","","","","","","","","","0","0","0","","",""
"110518","","","","","","","","","","0","0","0","","",""
"110520","","","","","","","","","","","","","0","0","0"
"110523","","","","","","","","","","0","0","0","","",""
"110527","0","0","0","","","","","","","","","","","",""
"110528","","","","","","","0","0","0","","","","","",""
"110534","","","","0","0","0","","","","","","","","",""
"110539","","","","","","","","","","0","0","0","","",""
"110540","","","","0","0","0","","","","","","","","",""
"110541","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"110542","","","","0","0","0","","","","","","","","",""
"110553","0","0","0","","","","","","","0","0","0","","",""
"110557","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","","","","","","","",""
"110558","0","0","0","","","","","","","","","","0","0","0"
"110560","","","","","","","1.5","1.5","1.5","","","","","",""
"110562","","","","","","","0.5","0.5","0.5","","","","","",""
"110564","","","","","","","0","0","0","","","","","",""
"110568","0","0","0","","","","","","","","","","","",""
"110569","","","","","","","","","","0","0","0","","",""
"110577","0","0","0","0","0","0","","","","","","","","",""
"110581","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"110584","","","","0","0","0","","","","","","","","",""
"110587","","","","","","","","","","","","","0","0","0"
"110592","0","0","0","","","","","","","","","","0","0","0"
"110596","0.5","0.5","0.5","","","","","","","","","","","",""
"110598","","","","0","0","0","","","","","","","","",""
"110602","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","1","1","1"
"110613","0","0","0","","","","","","","","","","","",""
"110614","0","0","0","","","","","","","","","","","",""
"110617","","","","0","0","0","","","","","","","","",""
"110620","0","0","0","0","0","0","","","","","","","","",""
"110623","","","","","","","","","","","","","0","0","0"
"110626","","","","","","","","","","0","0","0","","",""
"110633","0","0","0","","","","","","","","","","","",""
"110636","","","","","","","","","","","","","0","0","0"
"110637","","","","0","0","0","","","","","","","","",""
"110638","0","0","0","","","","","","","","","","","",""
"110644","","","","","","","","","","0","0","0","","",""
"110649","","","","","","","","","","0","0","0","","",""
"110654","","","","","","","","","","","","","0","0","0"
"110655","","","","","","","","","","","","","0.5","0.5","0.5"
"110659","0","0","0","","","","","","","0","0","0","","",""
"110661","","","","","","","","","","","","","0.5","0.5","0.5"
"110666","","","","","","","0","0","0","","","","","",""
"110673","","","","","","","","","","0","0","0","","",""
"110679","","","","","","","0","0","0","0.5","0.5","0.5","","",""
"110681","0","0","0","","","","","","","","","","","",""
"110685","","","","0","0","0","","","","","","","0","0","0"
"110691","","","","0","0","0","","","","","","","","",""
"110695","0","0","0","","","","","","","","","","","",""
"110696","0","0","0","","","","","","","","","","","",""
"110703","","","","","","","","","","","","","0.75","0.75","0.75"
"110704","","","","","","","","","","0.5","0.5","0.5","","",""
"110705","","","","0","0","0","","","","","","","","",""
"110706","","","","0","0","0","","","","","","","","",""
"110710","","","","","","","","","","1","1","1","","",""
"110712","","","","0","0","0","","","","","","","","",""
"110714","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"110721","0","0","0","","","","","","","","","","","",""
"110727","","","","","","","","","","","","","0","0","0"
"110732","","","","","","","0.75","0.75","0.75","","","","","",""
"110735","","","","","","","","","","0","0","0","","",""
"110737","","","","","","","","","","","","","0.5","0.5","0.5"
"110738","","","","0","0","0","","","","","","","","",""
"110740","","","","","","","","","","","","","0","0","0"
"110745","","","","","","","","","","","","","0","0","0"
"110756","","","","","","","0","0","0","","","","","",""
"110760","","","","","","","1","1","1","","","","","",""
"110766","","","","","","","","","","0","0","0","","",""
"110770","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"110771","","","","","","","","","","","","","0","0","0"
"110773","","","","","","","","","","0","0","0","","",""
"110774","","","","0","0","0","","","","","","","","",""
"110782","","","","0","0","0","","","","","","","","",""
"110786","","","","","","","0","0","0","","","","","",""
"110790","0","0","0","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"110796","","","","","","","","","","0","0","0","","",""
"110798","","","","","","","0.25","0.25","0.25","","","","0","0","0"
"110800","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"110806","","","","","","","","","","","","","0","0","0"
"110813","","","","","","","","","","0","0","0","","",""
"110815","","","","0","0","0","","","","","","","","",""
"110816","0","0","0","","","","","","","","","","","",""
"110818","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"110821","","","","","","","","","","0","0","0","","",""
"110824","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"110831","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"110835","","","","","","","0","0","0","","","","","",""
"110840","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"110841","","","","","","","","","","0","0","0","","",""
"110843","","","","","","","0","0","0","","","","","",""
"110850","","","","","","","1","1","1","","","","","",""
"110851","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","","","","",""
"110852","","","","","","","","","","","","","0","0","0"
"110854","","","","","","","","","","","","","0","0","0"
"110857","","","","","","","","","","0","0","0","","",""
"110860","","","","0","0","0","","","","","","","","",""
"110872","","","","0","0","0","","","","","","","","",""
"110873","","","","","","","0","0","0","","","","","",""
"110880","","","","0","0","0","","","","","","","","",""
"110882","0","0","0","","","","","","","","","","","",""
"110883","","","","","","","","","","0","0","0","","",""
"110893","","","","0","0","0","","","","","","","","",""
"110894","","","","","","","","","","0","0","0","","",""
"110903","","","","0","0","0","","","","","","","","",""
"110905","","","","","","","","","","0.25","0.25","0.25","","",""
"110908","","","","","","","","","","0","0","0","","",""
"110916","","","","","","","","","","0","0","0","","",""
"110917","0","0","0","","","","","","","","","","","",""
"110920","","","","","","","","","","0","0","0","","",""
"110923","0","0","0","","","","","","","","","","","",""
"110940","","","","","","","1","1","1","","","","","",""
"110941","","","","","","","","","","0","0","0","","",""
"110948","","","","","","","","","","0","0","0","","",""
"110949","0","0","0","","","","","","","","","","","",""
"110956","","","","","","","","","","0","0","0","","",""
"110965","","","","","","","0","0","0","","","","","",""
"110966","","","","","","","0","0","0","","","","","",""
"110971","","","","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"110974","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"110977","","","","","","","","","","","","","0","0","0"
"110980","","","","","","","","","","0","0","0","","",""
"110985","","","","0","0","0","","","","","","","","",""
"110989","","","","","","","0","0","0","","","","","",""
"110990","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"110997","","","","","","","0.5","0.5","0.5","","","","","",""
"111005","","","","0","0","0","","","","","","","","",""
"111008","","","","","","","0","0","0","","","","","",""
"111009","","","","0","0","0","0","0","0","","","","","",""
"111011","","","","","","","","","","","","","0.5","0.5","0.5"
"111015","","","","","","","0","0","0","","","","","",""
"111021","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"111023","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","","",""
"111026","","","","","","","0","0","0","","","","","",""
"111029","","","","0","0","0","","","","","","","","",""
"111032","","","","","","","","","","0","0","0","","",""
"111035","","","","","","","","","","","","","0","0","0"
"111042","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"111047","","","","","","","0","0","0","","","","","",""
"111048","0","0","0","","","","","","","","","","","",""
"111054","","","","","","","","","","0","0","0","","",""
"111057","","","","","","","","","","","","","0","0","0"
"111059","","","","0","0","0","","","","","","","","",""
"111060","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","","","","","","","",""
"111061","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"111068","0","0","0","","","","","","","","","","","",""
"111070","","","","","","","","","","","","","0","0","0"
"111074","0","0","0","","","","","","","","","","0","0","0"
"111075","","","","","","","","","","","","","0","0","0"
"111076","","","","","","","","","","0","0","0","","",""
"111077","0","0","0","","","","","","","","","","","",""
"111080","","","","0","0","0","","","","","","","0","0","0"
"111082","","","","0","0","0","","","","","","","","",""
"111084","","","","","","","","","","0","0","0","","",""
"111085","","","","0","0","0","","","","","","","","",""
"111096","","","","0","0","0","","","","","","","","",""
"111099","","","","","","","","","","1","1","1","","",""
"111103","0","0","0","","","","","","","","","","","",""
"111107","","","","","","","0.25","0.25","0.25","","","","","",""
"111111","","","","","","","","","","0","0","0","","",""
"111114","","","","","","","","","","0","0","0","","",""
"111119","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"111120","","","","0","0","0","","","","","","","","",""
"111122","0","0","0","","","","","","","","","","","",""
"111124","","","","","","","","","","0","0","0","0","0","0"
"111127","","","","0","0","0","","","","","","","0","0","0"
"111132","","","","","","","","","","","","","0","0","0"
"111138","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"111139","","","","0","0","0","","","","","","","","",""
"111140","","","","0","0","0","","","","","","","","",""
"111141","0","0","0","","","","","","","","","","","",""
"111146","","","","0","0","0","","","","","","","","",""
"111147","0.5","0.5","0.5","","","","","","","","","","","",""
"111153","","","","","","","0","0","0","","","","","",""
"111158","","","","0","0","0","","","","","","","","",""
"111165","","","","","","","","","","","","","0","0","0"
"111166","0","0","0","","","","","","","","","","","",""
"111169","","","","","","","","","","","","","0","0","0"
"111170","0","0","0","","","","","","","","","","","",""
"111171","","","","","","","","","","","","","0","0","0"
"111172","0","0","0","","","","","","","","","","","",""
"111174","","","","","","","","","","","","","0","0","0"
"111176","","","","0","0","0","","","","","","","","",""
"111179","","","","","","","","","","","","","0","0","0"
"111182","0","0","0","","","","","","","","","","","",""
"111183","","","","","","","","","","","","","0","0","0"
"111194","","","","","","","","","","0","0","0","","",""
"111200","","","","","","","","","","","","","0","0","0"
"111201","","","","","","","2","2","2","","","","","",""
"111207","","","","0","0","0","","","","","","","","",""
"111210","0","0","0","","","","","","","","","","","",""
"111217","","","","","","","","","","0","0","0","","",""
"111218","0","0","0","0","0","0","","","","","","","","",""
"111220","","","","","","","","","","0","0","0","","",""
"111223","","","","","","","0.5","0.5","0.5","","","","","",""
"111232","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"111234","","","","","","","0","0","0","","","","","",""
"111235","","","","","","","","","","0","0","0","","",""
"111239","0","0","0","","","","","","","","","","","",""
"111240","","","","","","","1.5","1.5","1.5","","","","","",""
"111242","","","","","","","0.75","0.75","0.75","","","","","",""
"111243","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"111248","","","","0","0","0","","","","","","","","",""
"111254","","","","","","","","","","","","","0","0","0"
"111258","0","0","0","","","","","","","","","","","",""
"111262","","","","0","0","0","","","","","","","","",""
"111263","0","0","0","","","","","","","","","","","",""
"111267","","","","","","","","","","","","","0","0","0"
"111271","","","","","","","1","1","1","","","","","",""
"111274","","","","","","","0","0","0","","","","","",""
"111275","","","","0","0","0","","","","","","","","",""
"111284","0","0","0","","","","","","","","","","","",""
"111285","","","","","","","0.5","0.5","0.5","","","","","",""
"111286","0","0","0","","","","","","","","","","","",""
"111288","","","","","","","","","","","","","0","0","0"
"111289","","","","","","","0","0","0","","","","","",""
"111295","","","","0","0","0","","","","","","","","",""
"111298","","","","","","","","","","0","0","0","","",""
"111303","","","","0","0","0","","","","","","","","",""
"111304","0","0","0","","","","","","","","","","","",""
"111305","","","","0","0","0","","","","","","","","",""
"111308","","","","","","","","","","","","","0","0","0"
"111312","","","","","","","1.5","1.5","1.5","","","","","",""
"111313","0","0","0","","","","","","","","","","","",""
"111314","","","","","","","","","","","","","1","1","1"
"111315","","","","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"111318","","","","","","","","","","","","","1","1","1"
"111319","","","","","","","","","","0","0","0","","",""
"111320","0","0","0","","","","","","","","","","","",""
"111328","","","","","","","","","","0","0","0","","",""
"111329","0","0","0","","","","0","0","0","","","","","",""
"111332","","","","","","","0.5","0.5","0.5","0","0","0","","",""
"111336","","","","0","0","0","","","","","","","","",""
"111347","","","","","","","0","0","0","","","","","",""
"111348","0","0","0","","","","","","","","","","0","0","0"
"111350","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"111351","","","","","","","","","","","","","0","0","0"
"111358","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"111361","","","","","","","","","","","","","0","0","0"
"111363","","","","0","0","0","","","","","","","","",""
"111365","","","","","","","","","","0","0","0","","",""
"111384","0","0","0","","","","","","","","","","","",""
"111387","","","","0","0","0","","","","","","","","",""
"111390","","","","0","0","0","","","","","","","","",""
"111394","","","","","","","","","","","","","0.5","0.5","0.5"
"111397","0","0","0","","","","","","","","","","","",""
"111399","","","","","","","","","","0","0","0","","",""
"111401","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"111404","","","","","","","","","","","","","1","1","1"
"111405","","","","","","","","","","0","0","0","","",""
"111406","","","","0","0","0","","","","0","0","0","","",""
"111408","","","","","","","0","0","0","","","","","",""
"111411","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"111417","","","","","","","0.5","0.5","0.5","","","","","",""
"111419","","","","","","","0","0","0","","","","","",""
"111422","","","","0","0","0","","","","","","","","",""
"111426","","","","0","0","0","","","","","","","","",""
"111427","0","0","0","","","","","","","","","","","",""
"111428","","","","","","","0","0","0","","","","","",""
"111436","","","","0","0","0","","","","","","","","",""
"111438","0","0","0","","","","","","","","","","","",""
"111442","0","0","0","","","","","","","0","0","0","","",""
"111443","","","","","","","","","","0","0","0","","",""
"111444","","","","","","","","","","","","","0","0","0"
"111448","0","0","0","","","","","","","","","","","",""
"111452","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"111457","","","","0","0","0","","","","0","0","0","","",""
"111458","0","0","0","","","","","","","","","","","",""
"111459","","","","0","0","0","","","","","","","","",""
"111462","0","0","0","","","","","","","","","","","",""
"111464","","","","","","","0","0","0","","","","","",""
"111465","","","","0","0","0","","","","","","","","",""
"111469","0","0","0","","","","","","","","","","","",""
"111473","0","0","0","","","","","","","","","","","",""
"111475","","","","","","","","","","","","","0","0","0"
"111476","0","0","0","","","","","","","","","","","",""
"111484","","","","0","0","0","0","0","0","","","","","",""
"111490","0","0","0","","","","","","","","","","0","0","0"
"111491","","","","","","","","","","0","0","0","","",""
"111496","","","","","","","","","","0","0","0","","",""
"111501","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"111502","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"111506","","","","","","","","","","0","0","0","","",""
"111514","","","","0","0","0","","","","","","","","",""
"111517","","","","","","","","","","","","","0","0","0"
"111518","","","","","","","0","0","0","","","","","",""
"111519","","","","","","","0","0","0","","","","","",""
"111527","","","","","","","","","","0","0","0","","",""
"111528","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"111533","","","","","","","","","","","","","0","0","0"
"111538","","","","0","0","0","","","","","","","","",""
"111539","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"111541","0","0","0","","","","","","","","","","","",""
"111542","","","","","","","0","0","0","","","","","",""
"111543","","","","0","0","0","","","","","","","","",""
"111547","0","0","0","","","","","","","","","","","",""
"111548","","","","","","","0","0","0","","","","","",""
"111554","","","","","","","","","","","","","0","0","0"
"111560","","","","","","","","","","0","0","0","","",""
"111562","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"111563","","","","","","","","","","","","","0","0","0"
"111566","","","","","","","0","0","0","","","","","",""
"111567","","","","0","0","0","","","","","","","","",""
"111569","","","","","","","","","","0","0","0","","",""
"111571","","","","0","0","0","","","","","","","","",""
"111572","0","0","0","","","","","","","","","","","",""
"111579","","","","","","","0","0","0","","","","","",""
"111582","","","","","","","","","","0","0","0","","",""
"111583","","","","","","","0","0","0","0","0","0","","",""
"111590","","","","0","0","0","","","","","","","","",""
"111591","0","0","0","","","","0.75","0.75","0.75","","","","","",""
"111595","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","0","0","0"
"111596","","","","0","0","0","","","","","","","","",""
"111600","0","0","0","","","","","","","","","","","",""
"111605","0","0","0","","","","","","","","","","","",""
"111607","0","0","0","","","","","","","","","","","",""
"111609","","","","","","","0","0","0","","","","","",""
"111611","","","","","","","","","","","","","0.5","0.5","0.5"
"111614","","","","0","0","0","","","","","","","","",""
"111617","0","0","0","","","","","","","","","","0","0","0"
"111619","","","","","","","0","0","0","","","","","",""
"111620","","","","","","","","","","0.25","0.25","0.25","0","0","0"
"111624","","","","","","","","","","","","","0","0","0"
"111626","","","","","","","","","","0","0","0","","",""
"111632","","","","0","0","0","","","","","","","","",""
"111635","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"111639","","","","","","","0","0","0","","","","","",""
"111647","0","0","0","","","","","","","","","","","",""
"111653","","","","0","0","0","","","","","","","","",""
"111655","","","","","","","","","","0","0","0","","",""
"111657","","","","0","0","0","0.5","0.5","0.5","","","","","",""
"111663","","","","","","","","","","0","0","0","","",""
"111674","","","","0","0","0","","","","","","","","",""
"111677","","","","0","0","0","","","","","","","","",""
"111678","","","","0","0","0","","","","","","","","",""
"111681","","","","","","","","","","0","0","0","","",""
"111682","","","","0","0","0","","","","","","","0","0","0"
"111686","","","","","","","","","","0","0","0","","",""
"111687","0","0","0","","","","","","","","","","","",""
"111689","","","","","","","","","","","","","0","0","0"
"111693","0","0","0","0","0","0","","","","","","","","",""
"111694","","","","","","","","","","0","0","0","","",""
"111696","0.5","0.5","0.5","","","","","","","","","","","",""
"111699","","","","0","0","0","","","","","","","","",""
"111702","","","","","","","","","","0","0","0","","",""
"111705","","","","","","","","","","0","0","0","","",""
"111707","","","","0","0","0","","","","","","","","",""
"111718","","","","0","0","0","","","","","","","","",""
"111725","0","0","0","","","","1","1","1","","","","","",""
"111730","","","","","","","1","1","1","","","","","",""
"111740","","","","","","","","","","0","0","0","","",""
"111741","","","","","","","2","2","2","","","","","",""
"111743","","","","","","","","","","","","","0","0","0"
"111746","0","0","0","0","0","0","","","","","","","","",""
"111747","","","","0","0","0","","","","","","","0","0","0"
"111752","0","0","0","","","","","","","","","","","",""
"111753","","","","","","","","","","","","","0","0","0"
"111758","","","","0","0","0","","","","","","","","",""
"111762","","","","0","0","0","","","","0","0","0","","",""
"111765","","","","","","","","","","0","0","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"111766","","","","","","","0","0","0","","","","","",""
"111768","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"111769","0","0","0","","","","","","","","","","","",""
"111772","","","","0","0","0","","","","","","","","",""
"111777","","","","","","","","","","0","0","0","","",""
"111779","","","","","","","0","0","0","","","","","",""
"111782","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"111786","0","0","0","","","","","","","","","","","",""
"111788","0","0","0","","","","","","","0","0","0","","",""
"111795","","","","","","","","","","","","","0","0","0"
"111798","0","0","0","","","","","","","","","","","",""
"111804","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"111806","","","","","","","","","","0","0","0","","",""
"111813","","","","","","","","","","0","0","0","","",""
"111816","","","","0","0","0","","","","","","","","",""
"111820","","","","0","0","0","","","","","","","","",""
"111828","0","0","0","","","","","","","","","","","",""
"111829","","","","","","","0","0","0","","","","","",""
"111830","","","","0","0","0","","","","","","","","",""
"111832","","","","","","","","","","","","","0","0","0"
"111842","","","","","","","","","","","","","0.5","0.5","0.5"
"111844","","","","0","0","0","","","","","","","","",""
"111845","","","","","","","0","0","0","","","","","",""
"111853","","","","0","0","0","","","","","","","","",""
"111859","","","","","","","0","0","0","","","","","",""
"111861","","","","0","0","0","","","","","","","","",""
"111875","","","","","","","","","","","","","0","0","0"
"111876","","","","","","","0","0","0","","","","","",""
"111881","","","","","","","1","1","1","","","","","",""
"111884","","","","","","","","","","0","0","0","","",""
"111888","","","","","","","","","","","","","0","0","0"
"111889","0","0","0","","","","","","","","","","1.5","1.5","1.5"
"111890","","","","","","","","","","0","0","0","","",""
"111899","0","0","0","","","","","","","","","","","",""
"111900","","","","","","","","","","","","","0","0","0"
"111903","","","","","","","0.5","0.5","0.5","","","","","",""
"111909","","","","","","","","","","","","","0","0","0"
"111913","","","","","","","","","","0","0","0","","",""
"111914","","","","0","0","0","","","","","","","","",""
"111915","","","","","","","","","","0","0","0","","",""
"111919","","","","","","","","","","","","","0","0","0"
"111925","","","","","","","0","0","0","","","","","",""
"111926","","","","","","","0","0","0","","","","","",""
"111929","0","0","0","","","","","","","","","","","",""
"111931","","","","","","","","","","","","","0","0","0"
"111932","","","","","","","","","","","","","0","0","0"
"111933","0","0","0","","","","","","","","","","","",""
"111946","","","","0","0","0","0.75","0.75","0.75","","","","","",""
"111953","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"111954","","","","0","0","0","","","","","","","","",""
"111962","","","","0","0","0","0","0","0","","","","","",""
"111966","","","","","","","","","","","","","0","0","0"
"111969","","","","","","","","","","0","0","0","","",""
"111973","0","0","0","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"111977","","","","0","0","0","","","","","","","","",""
"111980","","","","","","","","","","","","","0.25","0.25","0.25"
"111985","0","0","0","","","","","","","","","","","",""
"111988","0","0","0","","","","","","","","","","","",""
"111992","","","","","","","","","","0","0","0","","",""
"111998","","","","","","","","","","","","","0","0","0"
"112000","","","","1","1","1","","","","","","","","",""
"112004","","","","","","","0","0","0","","","","","",""
"112006","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"112007","","","","","","","","","","","","","0","0","0"
"112010","","","","","","","1","1","1","","","","","",""
"112017","0","0","0","","","","","","","","","","","",""
"112020","","","","0","0","0","","","","","","","","",""
"112021","","","","","","","","","","","","","0","0","0"
"112023","0","0","0","","","","","","","","","","","",""
"112028","","","","","","","0","0","0","","","","","",""
"112034","0","0","0","","","","","","","","","","","",""
"112035","","","","","","","0","0","0","","","","","",""
"112038","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"112039","","","","","","","","","","0","0","0","","",""
"112040","","","","","","","","","","0","0","0","","",""
"112045","","","","","","","","","","0","0","0","","",""
"112050","","","","","","","","","","0","0","0","","",""
"112052","0","0","0","","","","","","","0","0","0","","",""
