"Step","00-dynamic","00-dynamic - dead-1__MIN","00-dynamic - dead-1__MAX","00-every-100","00-every-100 - dead-1__MIN","00-every-100 - dead-1__MAX","00-every-10","00-every-10 - dead-1__MIN","00-every-10 - dead-1__MAX","00-static-1","00-static-1 - dead-1__MIN","00-static-1 - dead-1__MAX","00-ofb","00-ofb - dead-1__MIN","00-ofb - dead-1__MAX"
"2969","0","0","0","","","","","","","0","0","0","0","0","0"
"2978","","","","0","0","0","","","","","","","","",""
"2979","","","","0","0","0","","","","","","","","",""
"2980","","","","0","0","0","","","","","","","","",""
"2997","","","","0","0","0","","","","","","","","",""
"2999","0","0","0","","","","","","","0","0","0","0","0","0"
"3002","0","0","0","","","","","","","3","3","3","0","0","0"
"3003","0","0","0","","","","","","","3","3","3","0","0","0"
"3004","0","0","0","","","","0","0","0","2","2","2","0","0","0"
"3006","","","","0","0","0","","","","","","","","",""
"3011","","","","","","","0","0","0","","","","","",""
"3013","","","","","","","0","0","0","","","","","",""
"3018","","","","0","0","0","","","","","","","","",""
"3021","0","0","0","","","","","","","3","3","3","0","0","0"
"3027","0","0","0","","","","","","","1","1","1","0","0","0"
"3030","","","","0","0","0","","","","","","","","",""
"3038","","","","","","","0","0","0","","","","","",""
"3039","","","","0","0","0","0","0","0","","","","","",""
"3043","0","0","0","","","","","","","1","1","1","0","0","0"
"3046","0","0","0","","","","","","","2","2","2","0","0","0"
"3049","0","0","0","","","","","","","2","2","2","0","0","0"
"3050","","","","0","0","0","","","","","","","","",""
"3056","","","","0","0","0","","","","","","","","",""
"3073","","","","","","","0","0","0","","","","","",""
"3074","0","0","0","","","","","","","4","4","4","0","0","0"
"3076","","","","0","0","0","","","","","","","","",""
"3078","","","","0","0","0","","","","","","","","",""
"3081","","","","","","","0","0","0","","","","","",""
"3088","","","","0","0","0","","","","","","","","",""
"3090","0","0","0","","","","","","","4","4","4","0","0","0"
"3091","0","0","0","","","","","","","1","1","1","0","0","0"
"3093","","","","","","","0","0","0","","","","","",""
"3098","0","0","0","","","","","","","3","3","3","0","0","0"
"3103","","","","","","","0","0","0","","","","","",""
"3128","0","0","0","","","","","","","0","0","0","0","0","0"
"3129","0","0","0","","","","","","","0","0","0","0","0","0"
"3132","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"3134","","","","0","0","0","","","","","","","","",""
"3137","0","0","0","","","","","","","0","0","0","0","0","0"
"3145","","","","0","0","0","","","","","","","","",""
"3149","","","","0","0","0","","","","","","","","",""
"3157","","","","0","0","0","","","","","","","","",""
"3169","0","0","0","","","","","","","1","1","1","0","0","0"
"3176","0","0","0","","","","","","","3","3","3","0","0","0"
"3179","","","","","","","0","0","0","","","","","",""
"3185","","","","0","0","0","","","","","","","","",""
"3189","","","","","","","0","0","0","","","","","",""
"3199","","","","","","","5","5","5","","","","","",""
"3200","0","0","0","","","","","","","0","0","0","0","0","0"
"3205","","","","0","0","0","","","","","","","","",""
"3212","0","0","0","","","","","","","0","0","0","0","0","0"
"3216","0","0","0","","","","","","","0","0","0","0","0","0"
"3219","0","0","0","","","","","","","0","0","0","0","0","0"
"3220","","","","0","0","0","","","","","","","","",""
"3221","","","","","","","2","2","2","","","","","",""
"3224","","","","","","","2","2","2","","","","","",""
"3228","","","","","","","0","0","0","","","","","",""
"3239","","","","0","0","0","","","","","","","","",""
"3245","","","","0","0","0","","","","","","","","",""
"3252","0","0","0","","","","","","","0","0","0","0","0","0"
"3255","0","0","0","","","","","","","0","0","0","0","0","0"
"3260","","","","","","","2","2","2","","","","","",""
"3266","","","","","","","1","1","1","","","","","",""
"3300","0","0","0","","","","0","0","0","4","4","4","0","0","0"
"3301","0","0","0","","","","","","","2","2","2","0","0","0"
"3304","0","0","0","","","","","","","0","0","0","0","0","0"
"3315","","","","","","","0","0","0","","","","","",""
"3317","0","0","0","","","","","","","0","0","0","0","0","0"
"3323","","","","","","","0","0","0","","","","","",""
"3326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3331","","","","","","","0","0","0","","","","","",""
"3340","","","","0","0","0","","","","","","","","",""
"3348","0","0","0","","","","","","","3","3","3","0","0","0"
"3351","0","0","0","","","","","","","3","3","3","0","0","0"
"3353","0","0","0","","","","","","","3","3","3","0","0","0"
"3358","","","","","","","0","0","0","","","","","",""
"3376","","","","0","0","0","","","","","","","","",""
"3379","","","","0","0","0","","","","","","","","",""
"3380","0","0","0","","","","","","","0","0","0","0","0","0"
"3384","0","0","0","","","","","","","2","2","2","0","0","0"
"3388","0","0","0","","","","","","","2","2","2","0","0","0"
"3391","0","0","0","","","","","","","2","2","2","0","0","0"
"3397","","","","","","","3","3","3","","","","","",""
"3404","","","","0","0","0","","","","","","","","",""
"3411","","","","","","","3","3","3","","","","","",""
"3416","","","","","","","1","1","1","","","","","",""
"3422","0","0","0","","","","","","","0","0","0","0","0","0"
"3444","","","","0","0","0","","","","","","","","",""
"3448","0","0","0","","","","","","","0","0","0","0","0","0"
"3449","0","0","0","","","","","","","0","0","0","0","0","0"
"3455","","","","","","","0","0","0","","","","","",""
"3477","","","","0","0","0","0","0","0","","","","","",""
"3488","0","0","0","","","","","","","0","0","0","0","0","0"
"3495","","","","0","0","0","","","","","","","","",""
"3501","0","0","0","","","","","","","0","0","0","0","0","0"
"3514","","","","","","","0","0","0","","","","","",""
"3532","","","","0","0","0","","","","","","","","",""
"3535","","","","","","","0","0","0","","","","","",""
"3537","0","0","0","","","","","","","0","0","0","0","0","0"
"3547","0","0","0","","","","","","","0","0","0","0","0","0"
"3554","0","0","0","","","","","","","3","3","3","0","0","0"
"3560","0","0","0","","","","","","","3","3","3","0","0","0"
"3566","","","","","","","0","0","0","","","","","",""
"3569","","","","0","0","0","","","","","","","","",""
"3574","0","0","0","","","","","","","0","0","0","0","0","0"
"3604","","","","0","0","0","","","","","","","","",""
"3607","","","","0","0","0","","","","","","","","",""
"3611","0","0","0","0","0","0","","","","1","1","1","0","0","0"
"3612","0","0","0","","","","0","0","0","5","5","5","0","0","0"
"3615","0","0","0","0","0","0","","","","2","2","2","0","0","0"
"3623","","","","","","","1","1","1","","","","","",""
"3635","","","","","","","2","2","2","","","","","",""
"3657","","","","0","0","0","","","","","","","","",""
"3667","","","","0","0","0","","","","","","","","",""
"3668","","","","0","0","0","","","","","","","","",""
"3680","","","","","","","5","5","5","","","","","",""
"3710","","","","","","","0","0","0","","","","","",""
"3711","0","0","0","","","","","","","0","0","0","0","0","0"
"3713","","","","0","0","0","","","","","","","","",""
"3723","","","","0","0","0","","","","","","","","",""
"3724","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"3725","0","0","0","","","","","","","0","0","0","0","0","0"
"3739","0","0","0","","","","","","","0","0","0","0","0","0"
"3744","","","","","","","0","0","0","","","","","",""
"3753","","","","","","","0","0","0","","","","","",""
"3756","","","","","","","0","0","0","","","","","",""
"3760","0","0","0","","","","","","","0","0","0","0","0","0"
"3770","","","","","","","0","0","0","","","","","",""
"3785","","","","0","0","0","","","","","","","","",""
"3797","0","0","0","","","","","","","0","0","0","0","0","0"
"3807","","","","","","","0","0","0","","","","","",""
"3822","","","","0","0","0","","","","","","","","",""
"3824","","","","","","","0","0","0","","","","","",""
"3828","","","","","","","0","0","0","","","","","",""
"3830","","","","","","","0","0","0","","","","","",""
"3837","0","0","0","","","","","","","0","0","0","0","0","0"
"3840","","","","","","","0","0","0","","","","","",""
"3843","","","","0","0","0","","","","","","","","",""
"3857","","","","","","","0","0","0","","","","","",""
"3866","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"3869","0","0","0","","","","","","","0","0","0","0","0","0"
"3878","","","","0","0","0","","","","","","","","",""
"3879","0","0","0","","","","","","","0","0","0","0","0","0"
"3882","","","","0","0","0","","","","","","","","",""
"3883","","","","0","0","0","","","","","","","","",""
"3886","","","","0","0","0","","","","","","","","",""
"3888","","","","0","0","0","","","","","","","","",""
"3892","","","","","","","0","0","0","","","","","",""
"3893","","","","","","","0","0","0","","","","","",""
"3895","0","0","0","","","","","","","0","0","0","0","0","0"
"3906","","","","0","0","0","","","","","","","","",""
"3909","","","","0","0","0","","","","","","","","",""
"3914","0","0","0","","","","","","","0","0","0","0","0","0"
"3925","","","","0","0","0","","","","","","","","",""
"3929","0","0","0","","","","","","","0","0","0","0","0","0"
"3930","","","","0","0","0","","","","","","","","",""
"3931","","","","","","","0","0","0","","","","","",""
"3941","0","0","0","","","","","","","0","0","0","0","0","0"
"3946","","","","0","0","0","","","","","","","","",""
"3949","","","","","","","0","0","0","","","","","",""
"3963","0","0","0","","","","","","","0","0","0","0","0","0"
"3966","0","0","0","","","","","","","0","0","0","0","0","0"
"3969","0","0","0","","","","","","","0","0","0","0","0","0"
"3970","0","0","0","","","","","","","0","0","0","0","0","0"
"3973","","","","","","","0","0","0","","","","","",""
"3976","0","0","0","","","","","","","0","0","0","0","0","0"
"3981","","","","0","0","0","0","0","0","","","","","",""
"3982","","","","0","0","0","","","","","","","","",""
"3998","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"3999","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"4001","","","","","","","0","0","0","","","","","",""
"4004","","","","0","0","0","0","0","0","","","","","",""
"4006","","","","","","","0","0","0","","","","","",""
"4008","","","","0","0","0","","","","","","","","",""
"4009","","","","0","0","0","","","","","","","","",""
"4019","0","0","0","","","","","","","0","0","0","0","0","0"
"4021","0","0","0","","","","","","","0","0","0","0","0","0"
"4038","","","","0","0","0","","","","","","","","",""
"4040","","","","0","0","0","","","","","","","","",""
"4049","","","","","","","0","0","0","","","","","",""
"4052","","","","","","","0","0","0","","","","","",""
"4060","","","","","","","0","0","0","","","","","",""
"4069","","","","0","0","0","","","","","","","","",""
"4076","","","","0","0","0","0","0","0","","","","","",""
"4077","","","","0","0","0","","","","","","","","",""
"4084","","","","","","","0","0","0","","","","","",""
"4087","","","","0","0","0","0","0","0","","","","","",""
"4098","","","","0","0","0","","","","","","","","",""
"4101","","","","","","","0","0","0","","","","","",""
"4102","","","","0","0","0","","","","","","","","",""
"4104","","","","","","","0","0","0","","","","","",""
"4112","","","","","","","0","0","0","","","","","",""
"4113","0","0","0","","","","","","","0","0","0","0","0","0"
"4118","0","0","0","","","","","","","0","0","0","0","0","0"
"4120","0","0","0","","","","","","","0","0","0","0","0","0"
"4123","0","0","0","","","","","","","0","0","0","0","0","0"
"4125","","","","0","0","0","0","0","0","","","","","",""
"4132","0","0","0","","","","","","","0","0","0","0","0","0"
"4138","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"4140","","","","0","0","0","","","","","","","","",""
"4150","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"4159","","","","0","0","0","","","","","","","","",""
"4169","","","","0","0","0","","","","","","","","",""
"4174","","","","0","0","0","","","","","","","","",""
"4180","0","0","0","","","","","","","0","0","0","0","0","0"
"4181","","","","0","0","0","","","","","","","","",""
"4186","0","0","0","","","","","","","0","0","0","0","0","0"
"4198","","","","0","0","0","","","","","","","","",""
"4199","0","0","0","","","","","","","0","0","0","0","0","0"
"4200","","","","0","0","0","","","","","","","","",""
"4204","","","","0","0","0","","","","","","","","",""
"4206","","","","","","","0","0","0","","","","","",""
"4214","0","0","0","","","","","","","0","0","0","0","0","0"
"4215","","","","","","","1","1","1","","","","","",""
"4216","","","","","","","0","0","0","","","","","",""
"4222","0","0","0","","","","","","","0","0","0","0","0","0"
"4225","","","","0","0","0","","","","","","","","",""
"4232","","","","0","0","0","","","","","","","","",""
"4242","","","","","","","3","3","3","","","","","",""
"4252","","","","0","0","0","","","","","","","","",""
"4269","","","","0","0","0","","","","","","","","",""
"4277","","","","","","","4","4","4","","","","","",""
"4280","","","","","","","1","1","1","","","","","",""
"4291","1","1","1","","","","","","","0","0","0","0","0","0"
"4310","","","","0","0","0","","","","","","","","",""
"4315","0","0","0","0","0","0","","","","4","4","4","0","0","0"
"4321","","","","0","0","0","","","","","","","","",""
"4328","","","","0","0","0","","","","","","","","",""
"4337","","","","","","","0","0","0","","","","","",""
"4340","","","","0","0","0","","","","","","","","",""
"4341","","","","","","","0","0","0","","","","","",""
"4348","","","","0","0","0","","","","","","","","",""
"4354","0","0","0","","","","","","","3","3","3","0","0","0"
"4357","","","","","","","0","0","0","","","","","",""
"4363","","","","0","0","0","","","","","","","","",""
"4368","0","0","0","","","","","","","0","0","0","0","0","0"
"4375","","","","","","","0","0","0","","","","","",""
"4382","","","","","","","0","0","0","","","","","",""
"4386","0","0","0","","","","","","","0","0","0","0","0","0"
"4387","","","","","","","0","0","0","","","","","",""
"4389","","","","","","","0","0","0","","","","","",""
"4405","0","0","0","","","","","","","2","2","2","0","0","0"
"4407","","","","","","","0","0","0","","","","","",""
"4415","0","0","0","","","","","","","0","0","0","0","0","0"
"4420","","","","0","0","0","","","","","","","","",""
"4425","","","","","","","0","0","0","","","","","",""
"4426","0","0","0","","","","","","","0","0","0","0","0","0"
"4430","","","","","","","0","0","0","","","","","",""
"4441","","","","","","","0","0","0","","","","","",""
"4445","0","0","0","0","0","0","","","","3","3","3","0","0","0"
"4446","","","","0","0","0","","","","","","","","",""
"4447","0","0","0","","","","","","","3","3","3","0","0","0"
"4450","","","","0","0","0","","","","","","","","",""
"4457","0","0","0","","","","","","","0","0","0","0","0","0"
"4468","","","","0","0","0","","","","","","","","",""
"4472","0","0","0","","","","","","","0","0","0","0","0","0"
"4480","","","","0","0","0","","","","","","","","",""
"4494","","","","","","","0","0","0","","","","","",""
"4505","","","","0","0","0","","","","","","","","",""
