"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"2130","","","","","","","","","","10","10","10","","",""
"2132","","","","","","","","","","","","","0","0","0"
"2137","","","","","","","","","","12","12","12","","",""
"2143","","","","","","","0","0","0","","","","","",""
"2149","","","","","","","","","","","","","0","0","0"
"2150","","","","","","","","","","15","15","15","","",""
"2153","10","10","10","","","","","","","","","","","",""
"2154","","","","","","","","","","","","","0","0","0"
"2156","","","","","","","4","4","4","","","","","",""
"2162","","","","","","","","","","","","","0","0","0"
"2165","","","","6","6","6","","","","","","","","",""
"2167","12","12","12","","","","","","","","","","","",""
"2168","11","11","11","","","","","","","","","","","",""
"2172","","","","","","","2","2","2","","","","","",""
"2179","","","","","","","10","10","10","","","","","",""
"2191","","","","","","","","","","","","","0","0","0"
"2195","","","","","","","8","8","8","","","","","",""
"2197","","","","","","","10","10","10","","","","","",""
"2198","","","","","","","","","","","","","0","0","0"
"2199","","","","12","12","12","","","","","","","","",""
"2205","","","","8","8","8","","","","","","","","",""
"2214","","","","","","","3","3","3","","","","","",""
"2217","","","","","","","","","","8","8","8","","",""
"2218","","","","","","","","","","","","","0","0","0"
"2222","","","","15","15","15","","","","8","8","8","","",""
"2224","","","","","","","","","","9","9","9","","",""
"2225","","","","","","","","","","10","10","10","","",""
"2226","","","","8","8","8","","","","","","","","",""
"2228","","","","","","","2","2","2","","","","","",""
"2230","","","","8","8","8","","","","","","","","",""
"2234","","","","","","","","","","","","","0","0","0"
"2241","","","","","","","","","","","","","0","0","0"
"2244","10","10","10","","","","","","","","","","","",""
"2247","","","","","","","0","0","0","","","","0","0","0"
"2248","","","","5","5","5","","","","","","","","",""
"2252","5","5","5","","","","","","","","","","","",""
"2253","","","","","","","0","0","0","","","","","",""
"2255","6","6","6","","","","","","","","","","","",""
"2260","","","","","","","0","0","0","","","","","",""
"2265","","","","","","","0","0","0","","","","","",""
"2274","","","","","","","0","0","0","","","","","",""
"2276","3","3","3","","","","","","","","","","","",""
"2282","","","","","","","","","","","","","0","0","0"
"2288","","","","","","","0","0","0","","","","","",""
"2292","","","","","","","","","","","","","0","0","0"
"2297","","","","","","","","","","11","11","11","","",""
"2307","","","","","","","","","","10","10","10","","",""
"2312","","","","","","","","","","","","","0","0","0"
"2318","","","","","","","","","","","","","0","0","0"
"2324","","","","","","","0","0","0","","","","","",""
"2328","","","","5","5","5","","","","","","","","",""
"2330","","","","","","","","","","","","","0","0","0"
"2332","","","","","","","0","0","0","14","14","14","","",""
"2346","","","","2","2","2","","","","","","","","",""
"2349","","","","","","","0","0","0","","","","","",""
"2352","","","","","","","","","","5","5","5","","",""
"2357","7","7","7","","","","","","","","","","","",""
"2361","","","","","","","","","","","","","0","0","0"
"2364","","","","","","","","","","","","","0","0","0"
"2366","","","","8","8","8","","","","","","","","",""
"2367","","","","10","10","10","","","","","","","","",""
"2369","","","","","","","","","","","","","0","0","0"
"2377","","","","","","","","","","0","0","0","","",""
"2382","6","6","6","","","","","","","","","","","",""
"2387","","","","16","16","16","","","","","","","","",""
"2390","","","","","","","0","0","0","","","","","",""
"2394","","","","","","","0","0","0","","","","","",""
"2402","","","","6","6","6","","","","","","","","",""
"2407","","","","2","2","2","","","","","","","","",""
"2409","","","","","","","0","0","0","","","","","",""
"2411","","","","","","","0","0","0","2","2","2","","",""
"2412","","","","","","","","","","7","7","7","","",""
"2418","","","","","","","0","0","0","","","","","",""
"2419","","","","","","","0","0","0","","","","","",""
"2428","","","","","","","","","","","","","0","0","0"
"2429","","","","","","","","","","7","7","7","","",""
"2431","","","","3","3","3","","","","","","","","",""
"2432","","","","","","","0","0","0","","","","","",""
"2434","","","","","","","0","0","0","","","","","",""
"2435","","","","","","","","","","","","","0","0","0"
"2439","","","","","","","0","0","0","","","","","",""
"2442","","","","6","6","6","","","","","","","","",""
"2447","11","11","11","","","","","","","","","","","",""
"2449","","","","4","4","4","0","0","0","","","","","",""
"2458","","","","8","8","8","","","","","","","","",""
"2461","","","","7","7","7","","","","","","","","",""
"2464","7","7","7","","","","","","","","","","","",""
"2468","","","","9","9","9","0","0","0","","","","","",""
"2473","12","12","12","","","","","","","","","","","",""
"2478","","","","","","","","","","","","","0","0","0"
"2479","","","","","","","0","0","0","","","","","",""
"2480","","","","","","","","","","","","","0","0","0"
"2482","3","3","3","","","","","","","","","","","",""
"2487","3","3","3","","","","","","","","","","","",""
"2492","","","","","","","","","","0","0","0","","",""
"2494","","","","7","7","7","","","","","","","","",""
"2496","","","","","","","","","","","","","0","0","0"
"2498","","","","","","","","","","","","","0","0","0"
"2500","","","","","","","","","","0","0","0","","",""
"2501","","","","","","","0","0","0","","","","","",""
"2502","","","","5","5","5","","","","","","","","",""
"2521","","","","","","","0","0","0","","","","","",""
"2529","","","","","","","","","","0","0","0","","",""
"2530","8","8","8","","","","","","","0","0","0","","",""
"2533","10","10","10","","","","","","","","","","0","0","0"
"2536","","","","","","","","","","","","","0","0","0"
"2538","8","8","8","10","10","10","","","","","","","","",""
"2540","","","","","","","","","","0","0","0","","",""
"2541","","","","4","4","4","","","","","","","","",""
"2543","","","","","","","","","","0","0","0","","",""
"2548","","","","","","","","","","0","0","0","","",""
"2556","","","","","","","","","","","","","0","0","0"
"2575","","","","","","","0","0","0","","","","","",""
"2580","","","","","","","0","0","0","","","","","",""
"2581","3","3","3","","","","","","","","","","","",""
"2583","6","6","6","","","","","","","","","","","",""
"2584","8","8","8","","","","","","","","","","","",""
"2585","","","","8","8","8","","","","","","","","",""
"2590","4","4","4","","","","","","","","","","","",""
"2594","","","","","","","","","","14","14","14","","",""
"2596","","","","13","13","13","0","0","0","","","","","",""
"2598","6","6","6","","","","","","","","","","","",""
"2604","","","","","","","0","0","0","","","","","",""
"2609","","","","","","","","","","8","8","8","","",""
"2614","7","7","7","","","","","","","","","","","",""
"2615","5","5","5","","","","","","","","","","","",""
"2617","","","","10","10","10","","","","","","","","",""
"2622","","","","","","","","","","6","6","6","","",""
"2628","","","","","","","","","","3","3","3","","",""
"2630","6","6","6","","","","","","","","","","0","0","0"
"2631","","","","","","","","","","","","","0","0","0"
"2632","","","","","","","","","","","","","0","0","0"
"2633","","","","6","6","6","","","","","","","","",""
"2640","","","","5","5","5","","","","","","","","",""
"2646","9","9","9","","","","","","","","","","","",""
"2647","","","","7","7","7","","","","","","","","",""
"2649","","","","","","","","","","","","","0","0","0"
"2656","","","","14","14","14","","","","0","0","0","","",""
"2657","","","","","","","3","3","3","","","","","",""
"2658","","","","11","11","11","","","","","","","","",""
"2660","","","","","","","18","18","18","","","","","",""
"2661","","","","","","","","","","0","0","0","","",""
"2664","","","","","","","","","","0","0","0","","",""
"2671","","","","","","","5","5","5","","","","","",""
"2673","","","","","","","3","3","3","","","","","",""
"2677","","","","","","","","","","","","","0","0","0"
"2678","5","5","5","","","","","","","","","","","",""
"2681","","","","","","","","","","","","","0","0","0"
"2683","","","","","","","","","","","","","0","0","0"
"2685","","","","15","15","15","","","","","","","","",""
"2690","","","","","","","","","","0","0","0","","",""
"2691","","","","12","12","12","","","","","","","","",""
"2692","","","","","","","","","","0","0","0","0","0","0"
"2695","","","","","","","0","0","0","","","","","",""
"2701","0","0","0","","","","","","","","","","","",""
"2703","","","","","","","0","0","0","","","","","",""
"2705","","","","14","14","14","","","","0","0","0","","",""
"2706","","","","10","10","10","","","","","","","","",""
"2708","","","","","","","","","","0","0","0","","",""
"2709","","","","","","","","","","","","","0","0","0"
"2710","0","0","0","","","","","","","","","","","",""
"2715","","","","","","","","","","0","0","0","","",""
"2717","0","0","0","","","","","","","","","","","",""
"2733","","","","","","","0","0","0","","","","","",""
"2739","5","5","5","12","12","12","","","","","","","","",""
"2742","","","","","","","0","0","0","","","","","",""
"2743","9","9","9","","","","","","","","","","","",""
"2747","","","","8","8","8","","","","","","","","",""
"2749","","","","","","","","","","5","5","5","","",""
"2750","","","","","","","0","0","0","","","","","",""
"2752","","","","","","","","","","4","4","4","","",""
"2754","","","","","","","0","0","0","6","6","6","","",""
"2757","","","","","","","","","","5","5","5","","",""
"2759","","","","9","9","9","","","","","","","","",""
"2764","","","","","","","","","","","","","0","0","0"
"2765","4","4","4","","","","","","","","","","0","0","0"
"2767","","","","","","","","","","","","","0","0","0"
"2771","","","","9","9","9","","","","","","","","",""
"2777","","","","","","","","","","","","","0","0","0"
"2784","","","","10","10","10","0","0","0","","","","","",""
"2798","","","","","","","","","","","","","0","0","0"
"2799","","","","","","","","","","","","","0","0","0"
"2800","","","","","","","","","","","","","0","0","0"
"2801","","","","","","","","","","0","0","0","","",""
"2802","","","","8","8","8","","","","","","","","",""
"2805","7","7","7","","","","","","","","","","","",""
"2808","7","7","7","","","","","","","","","","","",""
"2810","11","11","11","","","","","","","","","","","",""
"2815","","","","","","","","","","0","0","0","","",""
"2816","6","6","6","","","","","","","","","","","",""
"2818","","","","","","","","","","","","","0","0","0"
"2820","","","","","","","","","","","","","0","0","0"
"2828","","","","13","13","13","0","0","0","","","","0","0","0"
"2833","","","","9","9","9","","","","","","","","",""
"2836","","","","","","","0","0","0","","","","","",""
"2840","","","","","","","","","","","","","0","0","0"
"2841","","","","11","11","11","","","","","","","","",""
"2842","","","","","","","","","","5","5","5","","",""
"2845","","","","","","","0","0","0","","","","","",""
"2853","","","","","","","0","0","0","","","","","",""
"2854","1","1","1","","","","","","","","","","","",""
"2860","","","","","","","0","0","0","","","","","",""
"2861","","","","","","","0","0","0","","","","","",""
"2865","","","","","","","","","","","","","0","0","0"
"2867","","","","13","13","13","","","","","","","","",""
"2871","","","","","","","0","0","0","","","","","",""
"2874","2","2","2","","","","","","","","","","","",""
"2876","","","","","","","","","","","","","0","0","0"
"2877","4","4","4","","","","","","","","","","0","0","0"
"2878","","","","","","","0","0","0","","","","","",""
"2883","","","","8","8","8","","","","","","","0","0","0"
"2884","","","","11","11","11","","","","","","","","",""
"2889","","","","","","","0","0","0","","","","","",""
"2890","","","","","","","","","","0","0","0","","",""
"2891","","","","","","","1","1","1","","","","","",""
"2900","","","","","","","","","","","","","0","0","0"
"2901","","","","","","","","","","","","","0","0","0"
"2904","","","","8","8","8","","","","","","","","",""
"2912","2","2","2","","","","","","","","","","","",""
"2923","","","","11","11","11","","","","","","","","",""
"2931","","","","","","","","","","","","","0","0","0"
"2932","","","","16","16","16","","","","","","","","",""
"2936","","","","10","10","10","0","0","0","","","","","",""
"2937","","","","","","","0","0","0","","","","","",""
"2938","","","","12","12","12","","","","0","0","0","","",""
"2940","0","0","0","","","","","","","","","","","",""
"2943","7","7","7","","","","","","","","","","","",""
"2945","","","","","","","0","0","0","0","0","0","","",""
