"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"97016","","","","","","","4","4","4","","","","","",""
"97017","","","","2","2","2","","","","","","","","",""
"97024","","","","","","","0","0","0","","","","","",""
"97027","","","","","","","0","0","0","","","","","",""
"97030","","","","0","0","0","","","","","","","","",""
"97031","","","","","","","2","2","2","","","","","",""
"97039","0","0","0","","","","","","","","","","0","0","0"
"97046","","","","","","","","","","0","0","0","","",""
"97047","","","","","","","0","0","0","","","","","",""
"97058","0","0","0","","","","","","","","","","","",""
"97059","","","","","","","1","1","1","","","","","",""
"97066","","","","","","","","","","0","0","0","","",""
"97072","","","","","","","1","1","1","1","1","1","","",""
"97075","","","","","","","","","","0","0","0","","",""
"97076","","","","0","0","0","","","","","","","","",""
"97079","","","","","","","","","","0","0","0","","",""
"97080","","","","1","1","1","","","","","","","","",""
"97082","","","","","","","2","2","2","","","","","",""
"97086","","","","2","2","2","","","","","","","","",""
"97091","","","","0","0","0","","","","","","","","",""
"97092","0","0","0","","","","","","","0","0","0","","",""
"97096","","","","","","","","","","","","","0","0","0"
"97099","0","0","0","","","","","","","","","","","",""
"97100","","","","","","","","","","","","","0","0","0"
"97101","0","0","0","","","","1","1","1","","","","","",""
"97106","","","","","","","","","","5","5","5","","",""
"97112","","","","","","","0","0","0","","","","","",""
"97117","","","","","","","","","","","","","0","0","0"
"97122","0","0","0","","","","","","","","","","","",""
"97125","","","","","","","0","0","0","","","","","",""
"97127","","","","","","","","","","0","0","0","0","0","0"
"97129","","","","","","","","","","0","0","0","","",""
"97133","0","0","0","","","","","","","","","","","",""
"97145","","","","","","","","","","6","6","6","","",""
"97146","","","","","","","0","0","0","","","","","",""
"97147","","","","","","","","","","1","1","1","","",""
"97149","","","","","","","2","2","2","","","","","",""
"97155","0","0","0","","","","","","","","","","","",""
"97164","","","","","","","","","","0","0","0","","",""
"97165","","","","0","0","0","","","","","","","","",""
"97167","0","0","0","","","","","","","","","","","",""
"97168","","","","","","","0","0","0","","","","","",""
"97172","","","","6","6","6","","","","","","","","",""
"97174","","","","","","","0","0","0","","","","","",""
"97177","","","","","","","","","","","","","0","0","0"
"97180","","","","","","","","","","0","0","0","0","0","0"
"97181","","","","","","","","","","","","","0","0","0"
"97183","","","","","","","3","3","3","","","","","",""
"97184","0","0","0","","","","","","","","","","","",""
"97185","","","","3","3","3","","","","","","","","",""
"97187","","","","","","","","","","5","5","5","","",""
"97189","","","","","","","0","0","0","","","","","",""
"97190","","","","","","","11","11","11","","","","","",""
"97191","","","","2","2","2","","","","","","","0","0","0"
"97194","","","","","","","","","","","","","0","0","0"
"97197","","","","","","","","","","1","1","1","","",""
"97202","","","","","","","0","0","0","","","","","",""
"97203","","","","","","","","","","0","0","0","","",""
"97205","0","0","0","","","","","","","","","","","",""
"97208","","","","","","","","","","","","","0","0","0"
"97209","","","","2","2","2","","","","","","","","",""
"97210","","","","","","","","","","","","","0","0","0"
"97211","","","","","","","","","","","","","0","0","0"
"97222","","","","","","","2","2","2","","","","","",""
"97223","","","","","","","","","","5","5","5","","",""
"97224","","","","","","","","","","","","","0","0","0"
"97226","0","0","0","","","","","","","","","","","",""
"97229","0","0","0","","","","","","","","","","","",""
"97230","0","0","0","","","","","","","","","","","",""
"97233","0","0","0","","","","","","","","","","","",""
"97239","","","","","","","0","0","0","","","","","",""
"97243","","","","","","","4","4","4","","","","","",""
"97253","0","0","0","","","","","","","","","","","",""
"97254","","","","0","0","0","","","","","","","","",""
"97256","","","","0","0","0","","","","","","","","",""
"97262","","","","","","","","","","","","","0","0","0"
"97263","0","0","0","","","","","","","","","","","",""
"97264","0","0","0","","","","","","","","","","","",""
"97265","0","0","0","","","","","","","","","","","",""
"97271","","","","","","","","","","0","0","0","","",""
"97276","0","0","0","","","","","","","","","","","",""
"97278","","","","","","","2","2","2","","","","","",""
"97283","","","","","","","","","","","","","0","0","0"
"97284","","","","0","0","0","","","","","","","0","0","0"
"97291","","","","2","2","2","","","","","","","","",""
"97296","","","","0","0","0","","","","","","","","",""
"97299","0","0","0","","","","","","","","","","","",""
"97300","","","","4","4","4","","","","","","","","",""
"97304","0","0","0","","","","","","","","","","","",""
"97307","","","","","","","","","","0","0","0","","",""
"97308","","","","","","","","","","0","0","0","","",""
"97310","","","","6","6","6","","","","","","","","",""
"97313","","","","","","","","","","0","0","0","","",""
"97315","","","","","","","","","","0","0","0","","",""
"97316","0","0","0","","","","","","","","","","","",""
"97319","","","","","","","","","","0","0","0","","",""
"97320","","","","","","","","","","0","0","0","","",""
"97321","4","4","4","","","","","","","","","","","",""
"97324","0","0","0","","","","","","","","","","","",""
"97329","","","","","","","","","","","","","0","0","0"
"97330","","","","","","","11","11","11","","","","","",""
"97336","","","","","","","","","","1","1","1","","",""
"97339","","","","","","","","","","","","","0","0","0"
"97343","","","","2","2","2","","","","","","","","",""
"97350","","","","","","","","","","","","","0","0","0"
"97352","0","0","0","","","","","","","","","","","",""
"97359","","","","","","","0","0","0","","","","0","0","0"
"97361","","","","","","","","","","0","0","0","","",""
"97367","","","","","","","","","","","","","0","0","0"
"97376","","","","","","","","","","1","1","1","","",""
"97377","","","","2","2","2","","","","","","","","",""
"97379","","","","","","","","","","0","0","0","","",""
"97391","0","0","0","0","0","0","","","","","","","","",""
"97404","","","","","","","","","","","","","0","0","0"
"97405","","","","4","4","4","5","5","5","1","1","1","0","0","0"
"97407","","","","","","","0","0","0","","","","","",""
"97409","1","1","1","","","","","","","","","","","",""
"97413","","","","","","","0","0","0","","","","","",""
"97418","","","","","","","0","0","0","0","0","0","","",""
"97422","0","0","0","","","","","","","","","","","",""
"97426","","","","0","0","0","","","","","","","","",""
"97429","0","0","0","","","","","","","","","","","",""
"97431","","","","","","","2","2","2","","","","","",""
"97443","","","","","","","0","0","0","0","0","0","","",""
"97444","","","","","","","5","5","5","","","","","",""
"97446","0","0","0","","","","","","","","","","","",""
"97450","","","","0","0","0","","","","","","","","",""
"97453","","","","0","0","0","0","0","0","","","","","",""
"97456","","","","","","","","","","0","0","0","","",""
"97462","","","","0","0","0","","","","","","","","",""
"97466","","","","0","0","0","","","","","","","","",""
"97468","","","","","","","","","","","","","0","0","0"
"97470","","","","","","","8","8","8","","","","","",""
"97471","3","3","3","","","","","","","","","","","",""
"97472","","","","","","","","","","0","0","0","","",""
"97473","","","","","","","4","4","4","","","","","",""
"97475","","","","","","","5","5","5","","","","","",""
"97486","","","","0","0","0","","","","","","","","",""
"97488","","","","","","","","","","0","0","0","","",""
"97492","","","","1","1","1","","","","1","1","1","","",""
"97496","1","1","1","0","0","0","","","","","","","","",""
"97498","","","","","","","","","","0","0","0","","",""
"97505","","","","","","","","","","0","0","0","","",""
"97507","","","","0","0","0","","","","","","","","",""
"97508","","","","2","2","2","","","","","","","","",""
"97509","1","1","1","","","","","","","","","","","",""
"97513","0","0","0","","","","0","0","0","","","","","",""
"97522","","","","","","","","","","3","3","3","","",""
"97524","","","","5","5","5","","","","","","","","",""
"97531","","","","","","","0","0","0","","","","","",""
"97534","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"97544","3","3","3","","","","","","","","","","","",""
"97546","","","","","","","","","","1","1","1","","",""
"97548","","","","","","","","","","0","0","0","","",""
"97549","","","","3","3","3","","","","","","","","",""
"97551","","","","","","","","","","","","","0","0","0"
"97552","","","","","","","","","","","","","0","0","0"
"97565","","","","","","","","","","0","0","0","","",""
"97567","","","","","","","0","0","0","","","","","",""
"97569","","","","","","","","","","3","3","3","","",""
"97574","0","0","0","","","","0","0","0","","","","","",""
"97576","","","","","","","","","","","","","0","0","0"
"97579","","","","","","","","","","2","2","2","","",""
"97582","","","","6","6","6","","","","","","","","",""
"97589","","","","","","","","","","","","","0","0","0"
"97590","","","","","","","13","13","13","","","","","",""
"97592","","","","","","","0","0","0","","","","","",""
"97594","","","","","","","1","1","1","","","","","",""
"97598","","","","","","","0","0","0","","","","","",""
"97600","1","1","1","","","","","","","","","","","",""
"97605","","","","","","","","","","","","","0","0","0"
"97609","","","","3","3","3","","","","0","0","0","","",""
"97611","","","","","","","","","","","","","0","0","0"
"97612","","","","","","","4","4","4","","","","","",""
"97613","2","2","2","","","","","","","","","","","",""
"97621","","","","5","5","5","","","","","","","","",""
"97626","","","","","","","","","","5","5","5","","",""
"97629","","","","","","","","","","2","2","2","","",""
"97630","","","","","","","","","","","","","0","0","0"
"97631","","","","0","0","0","","","","","","","","",""
"97637","","","","","","","0","0","0","","","","","",""
"97639","","","","","","","","","","","","","0","0","0"
"97642","0","0","0","","","","","","","0","0","0","","",""
"97644","","","","","","","0","0","0","","","","","",""
"97649","","","","","","","","","","","","","0","0","0"
"97652","","","","","","","","","","3","3","3","","",""
"97654","","","","","","","","","","","","","0","0","0"
"97656","0","0","0","","","","","","","","","","","",""
"97659","","","","","","","","","","","","","0","0","0"
"97663","0","0","0","","","","","","","","","","","",""
"97675","","","","1","1","1","","","","","","","","",""
"97681","","","","","","","","","","5","5","5","","",""
"97682","","","","0","0","0","","","","","","","","",""
"97683","0","0","0","","","","2","2","2","","","","","",""
"97690","","","","","","","","","","","","","0","0","0"
"97698","","","","","","","","","","0","0","0","","",""
"97700","","","","","","","13","13","13","","","","0","0","0"
"97701","","","","","","","","","","0","0","0","","",""
"97704","0","0","0","","","","","","","","","","","",""
"97706","","","","","","","0","0","0","","","","","",""
"97713","","","","0","0","0","","","","","","","","",""
"97715","","","","0","0","0","","","","","","","","",""
"97722","","","","","","","","","","2","2","2","","",""
"97729","","","","","","","3","3","3","","","","","",""
"97736","","","","","","","","","","","","","0","0","0"
"97739","0","0","0","","","","","","","","","","","",""
"97744","","","","","","","","","","0","0","0","","",""
"97746","","","","","","","","","","","","","0","0","0"
"97755","","","","0","0","0","","","","","","","","",""
"97761","0","0","0","","","","","","","","","","","",""
"97762","","","","","","","0","0","0","","","","","",""
"97776","0","0","0","","","","","","","","","","","",""
"97781","","","","0","0","0","","","","","","","","",""
"97787","0","0","0","","","","","","","","","","","",""
"97793","","","","","","","3","3","3","2","2","2","","",""
"97794","","","","","","","0","0","0","","","","0","0","0"
"97799","","","","","","","","","","","","","0","0","0"
"97801","","","","","","","","","","3","3","3","","",""
"97804","0","0","0","","","","","","","","","","","",""
"97808","","","","","","","","","","","","","0","0","0"
"97809","","","","4","4","4","","","","","","","0","0","0"
"97810","","","","1","1","1","","","","","","","","",""
"97812","","","","","","","","","","0","0","0","","",""
"97815","","","","","","","0","0","0","","","","","",""
"97817","","","","0","0","0","","","","","","","","",""
"97820","","","","0","0","0","","","","","","","","",""
"97821","0","0","0","","","","","","","","","","","",""
"97824","","","","","","","","","","","","","0","0","0"
"97830","","","","","","","8","8","8","","","","","",""
"97831","","","","","","","","","","","","","0","0","0"
"97836","","","","","","","","","","0","0","0","","",""
"97838","","","","","","","0","0","0","","","","","",""
"97844","","","","0","0","0","","","","","","","","",""
"97845","0","0","0","","","","","","","","","","","",""
"97848","","","","","","","","","","1","1","1","","",""
"97851","","","","","","","","","","2","2","2","","",""
"97852","0","0","0","","","","","","","","","","","",""
"97858","","","","3","3","3","","","","","","","","",""
"97860","","","","6","6","6","","","","","","","","",""
"97866","0","0","0","","","","","","","","","","0","0","0"
"97869","","","","1","1","1","","","","","","","","",""
"97870","0","0","0","2","2","2","","","","","","","","",""
"97875","","","","","","","","","","0","0","0","","",""
"97877","0","0","0","","","","","","","","","","","",""
"97880","0","0","0","","","","","","","","","","","",""
"97882","0","0","0","","","","","","","","","","","",""
"97885","","","","","","","","","","","","","0","0","0"
"97889","0","0","0","","","","","","","","","","","",""
"97897","","","","1","1","1","0","0","0","0","0","0","","",""
"97900","","","","","","","13","13","13","","","","","",""
"97905","","","","","","","","","","1","1","1","","",""
"97909","0","0","0","","","","","","","","","","","",""
"97912","0","0","0","","","","","","","","","","","",""
"97914","","","","","","","","","","0","0","0","","",""
"97917","","","","","","","","","","","","","0","0","0"
"97925","","","","","","","","","","","","","0","0","0"
"97926","","","","","","","","","","","","","0","0","0"
"97928","","","","","","","","","","","","","0","0","0"
"97931","0","0","0","","","","","","","","","","","",""
"97932","","","","","","","0","0","0","","","","","",""
"97933","0","0","0","","","","","","","","","","","",""
"97946","0","0","0","","","","","","","","","","","",""
"97948","0","0","0","","","","","","","","","","","",""
"97951","0","0","0","","","","","","","","","","","",""
"97956","","","","","","","0","0","0","4","4","4","","",""
"97959","","","","","","","0","0","0","","","","","",""
"97962","0","0","0","","","","","","","","","","","",""
"97963","","","","","","","0","0","0","","","","","",""
"97964","","","","5","5","5","","","","","","","","",""
"97971","","","","","","","","","","5","5","5","","",""
"97980","","","","","","","","","","","","","0","0","0"
"97992","0","0","0","","","","","","","","","","","",""
"97993","","","","","","","","","","","","","0","0","0"
"97997","","","","","","","0","0","0","","","","","",""
"98001","","","","","","","","","","1","1","1","0","0","0"
"98006","","","","","","","0","0","0","","","","","",""
"98009","","","","","","","","","","0","0","0","","",""
"98010","","","","","","","","","","","","","0","0","0"
"98020","","","","","","","","","","","","","0","0","0"
"98022","","","","","","","","","","","","","0","0","0"
"98033","","","","","","","","","","2","2","2","","",""
"98038","","","","0","0","0","","","","0","0","0","","",""
"98039","","","","","","","","","","","","","0","0","0"
"98042","0","0","0","","","","","","","","","","","",""
"98045","","","","","","","","","","","","","0","0","0"
"98046","","","","","","","1","1","1","","","","","",""
"98048","","","","","","","1","1","1","","","","0","0","0"
"98050","","","","","","","16","16","16","","","","","",""
"98055","","","","","","","","","","","","","0","0","0"
"98058","","","","","","","0","0","0","","","","","",""
"98059","","","","","","","","","","1","1","1","","",""
"98063","","","","0","0","0","","","","","","","","",""
"98068","","","","","","","","","","0","0","0","","",""
"98075","","","","2","2","2","","","","","","","","",""
"98084","","","","0","0","0","","","","","","","0","0","0"
"98086","","","","0","0","0","","","","","","","","",""
"98091","","","","0","0","0","","","","","","","","",""
"98093","","","","","","","0","0","0","","","","","",""
"98101","","","","1","1","1","","","","","","","","",""
"98105","","","","","","","0","0","0","","","","","",""
"98110","0","0","0","","","","","","","","","","","",""
"98111","","","","","","","","","","0","0","0","","",""
"98116","","","","3","3","3","","","","","","","","",""
"98117","","","","","","","","","","","","","0","0","0"
"98123","","","","","","","","","","","","","0","0","0"
"98127","","","","2","2","2","","","","","","","","",""
"98128","","","","","","","0","0","0","","","","","",""
"98129","","","","","","","","","","3","3","3","0","0","0"
"98133","","","","","","","","","","","","","0","0","0"
"98134","0","0","0","","","","","","","","","","","",""
"98135","","","","","","","","","","4","4","4","","",""
"98136","","","","","","","","","","","","","0","0","0"
"98138","0","0","0","","","","0","0","0","0","0","0","","",""
"98139","","","","","","","0","0","0","","","","","",""
"98140","","","","","","","","","","0","0","0","","",""
"98141","0","0","0","","","","","","","","","","","",""
"98146","0","0","0","","","","","","","","","","","",""
"98148","","","","","","","","","","","","","0","0","0"
"98154","0","0","0","","","","","","","","","","","",""
"98155","","","","","","","","","","","","","0","0","0"
"98159","","","","","","","","","","0","0","0","","",""
"98160","","","","","","","","","","1","1","1","","",""
"98170","0","0","0","","","","11","11","11","","","","","",""
"98171","0","0","0","","","","","","","","","","","",""
"98172","","","","","","","","","","0","0","0","","",""
"98177","0","0","0","","","","","","","","","","","",""
"98179","","","","","","","2","2","2","","","","","",""
"98180","0","0","0","","","","","","","","","","","",""
"98182","","","","3","3","3","","","","","","","","",""
"98189","","","","","","","","","","","","","0","0","0"
"98198","0","0","0","","","","","","","","","","","",""
"98201","","","","","","","4","4","4","","","","","",""
"98202","","","","","","","","","","0","0","0","","",""
"98204","","","","","","","","","","","","","0","0","0"
"98205","","","","2","2","2","","","","","","","","",""
"98206","","","","","","","0","0","0","","","","","",""
"98213","","","","","","","","","","1","1","1","","",""
"98215","","","","","","","","","","0","0","0","","",""
"98218","","","","","","","5","5","5","","","","","",""
"98227","","","","","","","","","","6","6","6","","",""
"98230","","","","","","","","","","","","","0","0","0"
"98234","0","0","0","","","","","","","","","","","",""
"98237","0","0","0","","","","","","","","","","","",""
"98238","","","","","","","0","0","0","","","","","",""
"98240","","","","","","","10","10","10","","","","","",""
"98241","","","","2","2","2","","","","","","","","",""
"98243","","","","","","","","","","","","","0","0","0"
"98249","","","","","","","1","1","1","","","","","",""
"98251","","","","1","1","1","0","0","0","","","","","",""
"98256","","","","","","","","","","","","","0","0","0"
"98259","","","","0","0","0","","","","","","","","",""
"98262","","","","2","2","2","","","","4","4","4","","",""
"98267","0","0","0","","","","","","","","","","","",""
"98268","","","","0","0","0","","","","0","0","0","","",""
"98269","0","0","0","","","","","","","","","","","",""
"98272","0","0","0","","","","","","","","","","","",""
"98279","","","","0","0","0","","","","","","","","",""
"98282","","","","","","","","","","0","0","0","","",""
"98287","","","","","","","0","0","0","","","","0","0","0"
"98288","0","0","0","","","","0","0","0","","","","","",""
"98291","0","0","0","","","","","","","","","","","",""
"98298","","","","","","","","","","0","0","0","","",""
"98314","","","","4","4","4","","","","","","","","",""
"98320","","","","","","","","","","0","0","0","","",""
"98322","","","","0","0","0","","","","","","","","",""
"98327","","","","0","0","0","","","","","","","","",""
"98331","","","","","","","","","","","","","0","0","0"
"98345","","","","","","","0","0","0","","","","","",""
"98347","","","","","","","","","","0","0","0","","",""
"98361","","","","","","","","","","","","","0","0","0"
"98367","","","","","","","","","","","","","0","0","0"
"98369","0","0","0","","","","","","","","","","","",""
"98371","","","","","","","","","","2","2","2","","",""
"98373","","","","4","4","4","","","","0","0","0","","",""
"98376","","","","","","","","","","0","0","0","","",""
"98386","","","","","","","","","","3","3","3","","",""
"98390","","","","0","0","0","","","","","","","","",""
"98392","","","","","","","0","0","0","","","","","",""
"98397","","","","","","","","","","0","0","0","","",""
"98398","0","0","0","","","","","","","","","","","",""
"98399","","","","3","3","3","","","","","","","","",""
"98402","","","","6","6","6","","","","0","0","0","","",""
"98403","","","","1","1","1","","","","","","","","",""
"98407","","","","","","","","","","0","0","0","","",""
"98410","","","","","","","","","","","","","0","0","0"
"98414","0","0","0","","","","","","","","","","","",""
"98416","","","","3","3","3","","","","","","","","",""
"98419","0","0","0","","","","","","","","","","","",""
"98420","","","","","","","","","","","","","0","0","0"
"98423","","","","1","1","1","","","","","","","","",""
"98425","0","0","0","","","","","","","","","","","",""
"98430","0","0","0","","","","","","","","","","","",""
"98433","","","","","","","3","3","3","","","","","",""
"98444","","","","","","","4","4","4","","","","0","0","0"
"98445","","","","","","","1","1","1","","","","","",""
"98447","0","0","0","","","","","","","","","","","",""
"98454","","","","1","1","1","","","","","","","","",""
"98455","","","","","","","","","","0","0","0","","",""
"98457","","","","","","","","","","","","","0","0","0"
"98460","0","0","0","","","","","","","","","","","",""
"98465","","","","","","","","","","1","1","1","","",""
"98468","","","","","","","","","","","","","0","0","0"
"98469","","","","","","","","","","0","0","0","","",""
"98471","","","","","","","","","","","","","0","0","0"
"98483","","","","","","","","","","","","","0","0","0"
"98484","0","0","0","3","3","3","","","","","","","","",""
"98486","","","","3","3","3","","","","","","","","",""
"98487","","","","","","","","","","","","","0","0","0"
"98491","0","0","0","","","","","","","","","","","",""
"98494","","","","","","","0","0","0","","","","0","0","0"
"98495","","","","","","","","","","","","","0","0","0"
"98496","0","0","0","","","","","","","","","","","",""
"98497","","","","6","6","6","","","","","","","","",""
"98506","","","","","","","","","","0","0","0","","",""
"98514","","","","","","","0","0","0","","","","0","0","0"
"98519","","","","","","","","","","","","","0","0","0"
"98524","0","0","0","","","","","","","","","","","",""
"98527","2","2","2","","","","","","","0","0","0","","",""
"98530","","","","","","","12","12","12","","","","","",""
"98532","","","","","","","1","1","1","","","","","",""
"98534","","","","","","","","","","1","1","1","","",""
"98543","","","","","","","","","","","","","0","0","0"
"98544","","","","0","0","0","","","","","","","","",""
"98552","","","","","","","","","","","","","0","0","0"
"98557","0","0","0","","","","","","","0","0","0","","",""
"98565","","","","","","","","","","","","","0","0","0"
"98571","","","","3","3","3","","","","","","","","",""
"98573","","","","5","5","5","","","","","","","0","0","0"
"98575","","","","0","0","0","","","","","","","0","0","0"
"98577","3","3","3","","","","","","","","","","","",""
"98580","5","5","5","2","2","2","","","","1","1","1","","",""
"98583","3","3","3","","","","","","","","","","","",""
"98585","","","","","","","0","0","0","","","","","",""
"98586","","","","0","0","0","","","","","","","","",""
"98591","4","4","4","","","","","","","","","","","",""
"98601","","","","","","","","","","","","","0","0","0"
"98606","","","","0","0","0","","","","","","","","",""
"98607","","","","","","","5","5","5","","","","","",""
"98609","","","","","","","","","","","","","0","0","0"
"98610","0","0","0","","","","","","","","","","","",""
"98612","","","","","","","","","","","","","0","0","0"
"98614","0","0","0","","","","","","","","","","","",""
"98615","","","","","","","","","","","","","0","0","0"
"98624","","","","2","2","2","","","","","","","","",""
"98625","","","","","","","","","","1","1","1","","",""
"98626","","","","","","","4","4","4","","","","","",""
"98628","","","","0","0","0","","","","","","","","",""
"98629","","","","","","","","","","2","2","2","","",""
"98636","","","","","","","","","","","","","0","0","0"
"98637","","","","","","","","","","0","0","0","","",""
"98641","","","","","","","0","0","0","","","","0","0","0"
"98646","0","0","0","","","","","","","","","","","",""
"98647","","","","0","0","0","","","","","","","","",""
"98653","","","","","","","0","0","0","","","","0","0","0"
"98654","0","0","0","","","","","","","","","","","",""
"98657","","","","","","","","","","","","","0","0","0"
"98661","","","","","","","","","","4","4","4","","",""
"98664","","","","0","0","0","","","","","","","","",""
"98667","0","0","0","","","","","","","","","","","",""
"98671","","","","1","1","1","","","","","","","","",""
"98676","","","","2","2","2","","","","","","","","",""
"98678","","","","2","2","2","","","","","","","","",""
"98688","","","","0","0","0","","","","0","0","0","","",""
"98689","","","","4","4","4","","","","","","","","",""
"98690","","","","","","","","","","0","0","0","","",""
"98691","","","","","","","","","","","","","0","0","0"
"98699","","","","1","1","1","","","","","","","","",""
"98702","","","","","","","0","0","0","","","","","",""
"98706","","","","","","","1","1","1","","","","","",""
"98713","","","","","","","0","0","0","","","","","",""
"98717","0","0","0","","","","","","","","","","","",""
"98719","","","","","","","0","0","0","","","","","",""
"98732","","","","","","","0","0","0","","","","","",""
"98738","","","","1","1","1","","","","","","","","",""
"98743","0","0","0","","","","","","","","","","0","0","0"
"98747","","","","0","0","0","","","","","","","","",""
"98748","","","","","","","0","0","0","","","","0","0","0"
"98751","","","","2","2","2","","","","","","","","",""
"98753","","","","","","","","","","","","","0","0","0"
"98754","","","","","","","0","0","0","","","","","",""
"98759","","","","","","","","","","2","2","2","","",""
"98764","","","","","","","","","","","","","0","0","0"
"98765","0","0","0","1","1","1","","","","","","","","",""
"98766","","","","","","","","","","","","","0","0","0"
"98772","","","","","","","","","","3","3","3","","",""
"98781","","","","0","0","0","","","","","","","","",""
"98787","","","","","","","0","0","0","","","","","",""
"98789","0","0","0","","","","","","","","","","","",""
"98792","","","","0","0","0","1","1","1","","","","","",""
"98793","","","","","","","0","0","0","","","","","",""
"98796","0","0","0","","","","","","","","","","","",""
"98800","0","0","0","","","","","","","","","","","",""
"98802","","","","","","","","","","0","0","0","","",""
"98804","","","","","","","0","0","0","","","","0","0","0"
"98809","","","","","","","0","0","0","","","","","",""
"98811","","","","","","","","","","0","0","0","","",""
"98817","","","","","","","","","","0","0","0","","",""
"98822","","","","0","0","0","","","","","","","0","0","0"
"98824","","","","","","","0","0","0","","","","","",""
"98828","","","","","","","","","","","","","0","0","0"
"98829","","","","","","","","","","2","2","2","","",""
"98835","","","","","","","","","","0","0","0","","",""
"98836","","","","","","","6","6","6","","","","","",""
"98841","0","0","0","","","","3","3","3","0","0","0","0","0","0"
"98843","","","","","","","","","","","","","0","0","0"
"98847","","","","","","","","","","0","0","0","","",""
"98853","","","","","","","0","0","0","","","","","",""
"98856","","","","","","","0","0","0","","","","","",""
"98862","","","","0","0","0","","","","","","","","",""
"98864","","","","","","","","","","","","","0","0","0"
"98871","","","","","","","2","2","2","","","","","",""
"98874","0","0","0","","","","","","","","","","","",""
"98879","0","0","0","","","","","","","","","","","",""
"98881","","","","","","","0","0","0","","","","","",""
"98882","","","","","","","0","0","0","","","","","",""
"98894","0","0","0","","","","","","","","","","","",""
"98899","","","","","","","","","","5","5","5","0","0","0"
"98903","0","0","0","","","","","","","","","","","",""
"98904","2","2","2","0","0","0","","","","5","5","5","","",""
"98906","","","","","","","","","","0","0","0","","",""
"98909","","","","","","","","","","","","","0","0","0"
"98913","","","","0","0","0","","","","","","","","",""
"98914","","","","","","","","","","","","","0","0","0"
"98915","","","","","","","","","","","","","0","0","0"
"98919","","","","","","","","","","1","1","1","","",""
"98923","","","","","","","","","","","","","0","0","0"
"98934","","","","1","1","1","","","","","","","","",""
"98935","","","","0","0","0","","","","","","","","",""
"98938","","","","","","","","","","1","1","1","","",""
"98945","","","","","","","0","0","0","","","","","",""
"98954","","","","0","0","0","","","","","","","","",""
"98955","","","","","","","0","0","0","","","","","",""
"98958","","","","0","0","0","","","","","","","","",""
"98966","0","0","0","","","","3","3","3","","","","0","0","0"
"98967","","","","","","","","","","0","0","0","","",""
"98968","","","","","","","1","1","1","","","","","",""
"98972","","","","","","","","","","0","0","0","","",""
"98973","","","","","","","0","0","0","","","","","",""
"98974","0","0","0","","","","","","","4","4","4","","",""
"98977","","","","0","0","0","","","","","","","","",""
"98981","0","0","0","","","","","","","","","","","",""
"98985","","","","","","","","","","","","","0","0","0"
"98994","","","","6","6","6","","","","","","","","",""
"98996","","","","3","3","3","","","","","","","","",""
"98999","0","0","0","","","","","","","","","","","",""
"99001","","","","2","2","2","","","","","","","","",""
"99002","","","","2","2","2","","","","","","","","",""
"99012","","","","8","8","8","","","","","","","","",""
"99015","","","","","","","","","","","","","0","0","0"
"99017","","","","","","","","","","0","0","0","","",""
"99019","","","","","","","0","0","0","","","","","",""
"99020","","","","0","0","0","","","","","","","","",""
"99023","0","0","0","","","","","","","","","","","",""
"99026","0","0","0","","","","","","","","","","0","0","0"
"99027","","","","","","","","","","0","0","0","","",""
"99028","0","0","0","","","","","","","","","","","",""
"99029","","","","","","","","","","0","0","0","","",""
"99031","","","","","","","","","","1","1","1","","",""
"99041","0","0","0","","","","","","","","","","","",""
"99044","","","","","","","0","0","0","","","","","",""
"99048","","","","0","0","0","","","","","","","","",""
"99053","","","","2","2","2","","","","","","","","",""
"99055","","","","","","","","","","0","0","0","","",""
"99059","","","","0","0","0","","","","","","","","",""
"99062","0","0","0","","","","","","","0","0","0","0","0","0"
"99065","","","","2","2","2","","","","","","","","",""
"99068","","","","","","","0","0","0","","","","","",""
"99070","","","","2","2","2","","","","","","","","",""
"99071","","","","","","","2","2","2","","","","","",""
"99073","","","","0","0","0","","","","","","","","",""
"99076","0","0","0","","","","4","4","4","","","","","",""
"99078","","","","","","","0","0","0","","","","","",""
"99082","","","","","","","","","","0","0","0","","",""
"99083","","","","","","","3","3","3","","","","","",""
"99088","1","1","1","","","","","","","","","","","",""
"99090","","","","7","7","7","","","","","","","","",""
"99096","0","0","0","","","","","","","","","","","",""
"99099","","","","","","","0","0","0","","","","","",""
"99101","0","0","0","","","","","","","","","","","",""
"99103","","","","","","","0","0","0","","","","0","0","0"
"99106","","","","","","","","","","","","","0","0","0"
"99113","","","","0","0","0","","","","","","","","",""
"99118","0","0","0","","","","","","","","","","","",""
"99124","","","","1","1","1","","","","","","","","",""
"99127","","","","","","","","","","0","0","0","0","0","0"
"99132","","","","","","","","","","","","","0","0","0"
"99140","","","","0","0","0","","","","","","","","",""
"99141","","","","","","","","","","","","","0","0","0"
"99146","0","0","0","","","","","","","","","","","",""
