"Step","102-static-1","102-static-1 - latency-1__MIN","102-static-1 - latency-1__MAX","102-ofb","102-ofbt - latency-1__MIN","102-ofbt - latency-1__MAX","102-dynamic","102-dynamic - latency-1__MIN","102-dynamic - latency-1__MAX","102-every-10","102-every-10 - latency-1__MIN","102-every-10 - latency-1__MAX","102-every-100","102-every-100 - latency-1__MIN","102-every-100 - latency-1__MAX"
"1833","","","","","","","0","0","0","","","","","",""
"1843","","","","","","","","","","50.55555555555556","50.55555555555556","50.55555555555556","0","0","0"
"1847","","","","","","","0","0","0","","","","","",""
"1850","","","","0","0","0","0.4","0.4","0.4","","","","","",""
"1853","","","","","","","","","","47.54545454545455","47.54545454545455","47.54545454545455","0","0","0"
"1854","","","","","","","","","","46.6","46.6","46.6","0","0","0"
"1863","0","0","0","","","","","","","","","","","",""
"1871","","","","","","","","","","47","47","47","0","0","0"
"1876","0","0","0","","","","0","0","0","","","","","",""
"1886","0","0","0","","","","","","","","","","","",""
"1887","","","","","","","1","1","1","","","","","",""
"1888","0","0","0","","","","","","","","","","","",""
"1896","","","","0","0","0","","","","","","","","",""
"1897","0","0","0","","","","","","","","","","","",""
"1899","","","","0","0","0","","","","","","","","",""
"1902","","","","","","","","","","56","56","56","0","0","0"
"1905","","","","","","","","","","57","57","57","0","0","0"
"1906","0","0","0","","","","","","","","","","","",""
"1909","","","","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","",""
"1910","0.25","0.25","0.25","","","","","","","","","","","",""
"1914","","","","0","0","0","","","","","","","","",""
"1916","","","","0","0","0","","","","","","","","",""
"1918","","","","0","0","0","","","","","","","","",""
"1921","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"1924","1.25","1.25","1.25","","","","","","","","","","","",""
"1931","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"1932","","","","","","","0","0","0","","","","","",""
"1933","","","","","","","0","0","0","","","","","",""
"1936","","","","","","","","","","0","0","0","0","0","0"
"1937","","","","0","0","0","","","","","","","","",""
"1940","","","","0","0","0","0","0","0","","","","","",""
"1959","0","0","0","","","","","","","","","","","",""
"1961","","","","","","","0.8333333333333334","0.8333333333333334","0.8333333333333334","","","","","",""
"1966","","","","0","0","0","","","","","","","","",""
"1969","0","0","0","","","","","","","","","","","",""
"1970","","","","","","","3.25","3.25","3.25","","","","","",""
"1975","","","","0","0","0","","","","","","","","",""
"1981","","","","0","0","0","","","","","","","","",""
"1982","","","","","","","","","","70","70","70","0","0","0"
"1989","0","0","0","0","0","0","","","","","","","","",""
"1990","","","","","","","","","","70","70","70","0","0","0"
"1993","","","","0","0","0","","","","","","","","",""
"2005","","","","0","0","0","","","","","","","","",""
"2006","","","","0","0","0","","","","","","","","",""
"2014","","","","","","","16.833333333333332","16.833333333333332","16.833333333333332","","","","","",""
"2016","","","","","","","17","17","17","","","","","",""
"2020","","","","","","","18","18","18","","","","","",""
"2021","","","","0","0","0","","","","","","","","",""
"2030","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","","","","",""
"2039","2","2","2","","","","","","","0","0","0","0","0","0"
"2040","3","3","3","","","","","","","","","","","",""
"2042","","","","","","","","","","70","70","70","0","0","0"
"2049","","","","0","0","0","","","","","","","","",""
"2051","7","7","7","","","","","","","","","","","",""
"2055","","","","0","0","0","","","","","","","","",""
"2056","","","","","","","24","24","24","","","","","",""
"2072","0","0","0","","","","","","","","","","","",""
"2074","","","","","","","24.833333333333332","24.833333333333332","24.833333333333332","","","","","",""
"2075","","","","2","2","2","","","","","","","","",""
"2078","22","22","22","","","","","","","","","","","",""
"2084","","","","","","","","","","0","0","0","0","0","0"
"2092","31.5","31.5","31.5","","","","","","","","","","","",""
"2095","","","","0.6","0.6","0.6","","","","","","","","",""
"2097","","","","","","","26","26","26","","","","","",""
"2101","","","","","","","","","","0","0","0","0","0","0"
"2102","","","","","","","0","0","0","","","","","",""
"2103","38","38","38","","","","","","","","","","","",""
"2107","41","41","41","","","","33","33","33","","","","","",""
"2111","40.5","40.5","40.5","","","","","","","","","","","",""
"2112","40","40","40","","","","","","","","","","","",""
"2117","","","","","","","","","","69.75","69.75","69.75","0","0","0"
"2118","40.666666666666664","40.666666666666664","40.666666666666664","","","","","","","70","70","70","0","0","0"
"2119","40.57142857142857","40.57142857142857","40.57142857142857","","","","","","","","","","","",""
"2121","","","","12","12","12","","","","","","","","",""
"2131","","","","","","","25.375","25.375","25.375","","","","","",""
"2134","","","","","","","","","","70","70","70","0","0","0"
"2138","40.4","40.4","40.4","","","","","","","","","","","",""
"2144","43.25","43.25","43.25","","","","","","","","","","","",""
"2148","","","","29.5","29.5","29.5","","","","","","","","",""
"2150","46","46","46","","","","32","32","32","","","","","",""
"2154","46.4","46.4","46.4","","","","","","","","","","","",""
"2175","","","","","","","32","32","32","","","","","",""
"2182","54.8","54.8","54.8","","","","","","","","","","","",""
"2187","","","","","","","26.666666666666668","26.666666666666668","26.666666666666668","","","","","",""
"2188","","","","","","","27","27","27","","","","","",""
"2191","","","","","","","25.272727272727273","25.272727272727273","25.272727272727273","","","","","",""
"2193","50.666666666666664","50.666666666666664","50.666666666666664","","","","","","","","","","","",""
"2200","49.7","49.7","49.7","","","","20.142857142857142","20.142857142857142","20.142857142857142","","","","","",""
"2203","","","","","","","","","","0","0","0","0","0","0"
"2210","","","","","","","","","","0","0","0","0","0","0"
"2211","","","","6.5","6.5","6.5","","","","","","","","",""
"2217","","","","5.166666666666667","5.166666666666667","5.166666666666667","","","","","","","","",""
"2220","","","","4.25","4.25","4.25","","","","","","","","",""
"2222","41.857142857142854","41.857142857142854","41.857142857142854","","","","","","","","","","","",""
"2223","","","","","","","9.333333333333334","9.333333333333334","9.333333333333334","","","","","",""
"2228","","","","","","","","","","0","0","0","0","0","0"
"2235","42.5","42.5","42.5","","","","","","","","","","","",""
"2240","","","","","","","6.5","6.5","6.5","","","","","",""
"2241","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333","","","","","",""
"2242","","","","","","","6.833333333333333","6.833333333333333","6.833333333333333","","","","","",""
"2243","44.375","44.375","44.375","","","","","","","","","","","",""
"2245","","","","19.833333333333332","19.833333333333332","19.833333333333332","","","","0","0","0","0","0","0"
"2246","","","","","","","4.75","4.75","4.75","","","","","",""
"2247","45.5","45.5","45.5","","","","","","","","","","","",""
"2251","","","","","","","","","","70","70","70","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"2253","","","","19.666666666666668","19.666666666666668","19.666666666666668","","","","70","70","70","0","0","0"
"2258","","","","","","","","","","0","0","0","0","0","0"
"2260","46","46","46","","","","","","","","","","","",""
"2272","44.888888888888886","44.888888888888886","44.888888888888886","","","","","","","","","","","",""
"2273","","","","","","","","","","70","70","70","0","0","0"
"2277","","","","25.77777777777778","25.77777777777778","25.77777777777778","","","","","","","","",""
"2280","","","","","","","0","0","0","","","","","",""
"2283","","","","22.714285714285715","22.714285714285715","22.714285714285715","","","","","","","","",""
"2286","","","","23","23","23","","","","","","","","",""
"2306","","","","","","","0","0","0","","","","","",""
"2312","","","","","","","0","0","0","","","","","",""
"2324","46.55555555555556","46.55555555555556","46.55555555555556","","","","","","","","","","","",""
"2334","","","","53.375","53.375","53.375","0","0","0","","","","","",""
"2337","","","","53.875","53.875","53.875","0","0","0","","","","","",""
"2345","","","","","","","","","","0","0","0","4.636363636363637","4.636363636363637","4.636363636363637"
"2347","","","","","","","","","","0","0","0","3.5833333333333335","3.5833333333333335","3.5833333333333335"
"2350","","","","50.666666666666664","50.666666666666664","50.666666666666664","","","","","","","","",""
"2354","","","","48.1","48.1","48.1","","","","","","","","",""
"2366","","","","","","","0.25","0.25","0.25","","","","","",""
"2370","","","","34","34","34","","","","","","","","",""
"2372","","","","","","","","","","70","70","70","0","0","0"
"2377","","","","27.09090909090909","27.09090909090909","27.09090909090909","","","","","","","","",""
"2380","","","","","","","0","0","0","","","","","",""
"2382","","","","","","","0","0","0","","","","","",""
"2389","","","","","","","0","0","0","","","","","",""
"2390","","","","","","","","","","0","0","0","0","0","0"
"2392","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"2397","","","","","","","0","0","0","","","","","",""
"2402","3.6","3.6","3.6","","","","","","","","","","","",""
"2413","","","","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","","",""
"2416","","","","","","","","","","70","70","70","0","0","0"
"2421","0","0","0","","","","","","","","","","","",""
"2423","","","","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"2427","","","","","","","","","","70","70","70","0","0","0"
"2433","","","","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","",""
"2434","","","","","","","0.375","0.375","0.375","","","","","",""
"2441","","","","37.5","37.5","37.5","","","","","","","","",""
"2445","0","0","0","","","","","","","","","","","",""
"2448","","","","37.57142857142857","37.57142857142857","37.57142857142857","","","","","","","","",""
"2453","","","","","","","","","","70","70","70","0","0","0"
"2455","","","","37.6","37.6","37.6","1.5","1.5","1.5","","","","","",""
"2459","","","","","","","","","","0","0","0","0","0","0"
"2461","0","0","0","","","","1","1","1","","","","","",""
"2469","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","","","","",""
"2480","","","","40","40","40","","","","","","","","",""
"2484","","","","","","","12.75","12.75","12.75","","","","","",""
"2485","","","","","","","12.625","12.625","12.625","","","","","",""
"2487","","","","44","44","44","","","","","","","","",""
"2488","","","","0","0","0","","","","","","","","",""
"2489","","","","","","","","","","0","0","0","0","0","0"
"2490","16","16","16","","","","","","","","","","","",""
"2508","","","","59","59","59","","","","","","","","",""
"2516","","","","","","","","","","58.666666666666664","58.666666666666664","58.666666666666664","0","0","0"
"2517","","","","","","","15","15","15","","","","","",""
"2518","","","","62.166666666666664","62.166666666666664","62.166666666666664","","","","","","","","",""
"2528","0","0","0","","","","","","","","","","","",""
"2530","","","","","","","19","19","19","","","","","",""
"2534","35.5","35.5","35.5","","","","","","","","","","","",""
"2536","0","0","0","","","","","","","","","","","",""
"2554","","","","","","","17.77777777777778","17.77777777777778","17.77777777777778","","","","","",""
"2563","55.833333333333336","55.833333333333336","55.833333333333336","","","","","","","","","","","",""
"2566","57","57","57","","","","","","","","","","","",""
"2568","","","","42.333333333333336","42.333333333333336","42.333333333333336","","","","","","","","",""
"2571","","","","","","","","","","0","0","0","0","0","0"
"2572","","","","43.25","43.25","43.25","","","","","","","","",""
"2574","","","","","","","14.555555555555555","14.555555555555555","14.555555555555555","","","","","",""
"2575","","","","","","","14","14","14","70","70","70","0","0","0"
"2578","","","","42.857142857142854","42.857142857142854","42.857142857142854","","","","","","","","",""
"2581","","","","","","","","","","70","70","70","0","0","0"
"2583","52","52","52","","","","","","","","","","","",""
"2584","","","","","","","","","","70","70","70","0","0","0"
"2592","","","","","","","","","","70","70","70","0","0","0"
"2596","","","","36.111111111111114","36.111111111111114","36.111111111111114","","","","","","","","",""
"2600","39.214285714285715","39.214285714285715","39.214285714285715","","","","","","","","","","","",""
"2611","","","","32.75","32.75","32.75","","","","","","","","",""
"2613","","","","","","","28","28","28","","","","","",""
"2614","","","","","","","","","","51.75","51.75","51.75","0","0","0"
"2617","","","","29.6","29.6","29.6","","","","","","","","",""
"2620","26.571428571428573","26.571428571428573","26.571428571428573","","","","","","","","","","","",""
"2627","29.5","29.5","29.5","","","","","","","","","","","",""
"2629","","","","","","","","","","0","0","0","0","0","0"
"2645","","","","","","","","","","17.857142857142858","17.857142857142858","17.857142857142858","0","0","0"
"2646","","","","14","14","14","","","","","","","","",""
"2647","","","","11.23076923076923","11.23076923076923","11.23076923076923","","","","","","","","",""
"2648","","","","","","","16.7","16.7","16.7","15.857142857142858","15.857142857142858","15.857142857142858","0","0","0"
"2654","","","","","","","","","","14","14","14","0","0","0"
"2661","","","","","","","","","","8.538461538461538","8.538461538461538","8.538461538461538","0","0","0"
"2674","","","","","","","","","","5.066666666666666","5.066666666666666","5.066666666666666","0","0","0"
