"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"73040","","","","","","","","","","0","0","0","0","0","0"
"73042","0","0","0","","","","","","","","","","","",""
"73043","","","","","","","0","0","0","","","","","",""
"73047","","","","","","","","","","0","0","0","0","0","0"
"73053","","","","","","","","","","0","0","0","0","0","0"
"73057","","","","0","0","0","","","","","","","","",""
"73059","","","","0","0","0","","","","0","0","0","0","0","0"
"73075","","","","","","","","","","0","0","0","0","0","0"
"73080","","","","","","","0","0","0","","","","","",""
"73087","","","","","","","0","0","0","","","","","",""
"73095","","","","","","","","","","0","0","0","0","0","0"
"73100","","","","","","","0","0","0","","","","","",""
"73110","","","","","","","0","0","0","0","0","0","0","0","0"
"73113","0","0","0","0","0","0","","","","","","","","",""
"73117","","","","0","0","0","","","","","","","","",""
"73119","","","","","","","","","","0","0","0","0","0","0"
"73122","0","0","0","","","","0","0","0","","","","","",""
"73127","","","","0","0","0","","","","0","0","0","0","0","0"
"73130","","","","","","","","","","0","0","0","0","0","0"
"73142","","","","","","","","","","0","0","0","0","0","0"
"73148","","","","","","","0","0","0","","","","","",""
"73150","0","0","0","","","","","","","","","","","",""
"73151","0","0","0","","","","","","","","","","","",""
"73153","0","0","0","","","","","","","","","","","",""
"73159","0","0","0","","","","","","","0","0","0","0","0","0"
"73164","","","","0","0","0","0","0","0","","","","","",""
"73165","","","","","","","0","0","0","","","","","",""
"73171","","","","0","0","0","","","","","","","","",""
"73178","","","","","","","0","0","0","","","","","",""
"73181","","","","0","0","0","","","","","","","","",""
"73183","","","","","","","","","","0","0","0","0","0","0"
"73189","","","","","","","0","0","0","","","","","",""
"73191","","","","","","","0","0","0","","","","","",""
"73192","","","","0","0","0","","","","","","","","",""
"73205","","","","0","0","0","","","","","","","","",""
"73206","0","0","0","","","","","","","","","","","",""
"73209","","","","","","","","","","0","0","0","0","0","0"
"73214","","","","0","0","0","","","","","","","","",""
"73219","","","","0","0","0","","","","","","","","",""
"73220","","","","","","","0","0","0","","","","","",""
"73223","","","","0","0","0","","","","","","","","",""
"73237","","","","","","","0","0","0","","","","","",""
"73238","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"73239","","","","","","","0","0","0","","","","","",""
"73243","","","","","","","","","","0","0","0","0","0","0"
"73246","","","","","","","0","0","0","","","","","",""
"73250","0","0","0","","","","","","","","","","","",""
"73254","","","","0","0","0","","","","","","","","",""
"73255","0","0","0","","","","","","","","","","","",""
"73262","","","","","","","","","","0","0","0","0","0","0"
"73264","","","","","","","0","0","0","","","","","",""
"73266","","","","0","0","0","","","","","","","","",""
"73269","0","0","0","","","","","","","","","","","",""
"73271","0","0","0","","","","","","","","","","","",""
"73273","","","","","","","0","0","0","","","","","",""
"73281","0","0","0","","","","","","","0","0","0","0","0","0"
"73284","","","","0","0","0","","","","","","","","",""
"73289","","","","0","0","0","","","","","","","","",""
"73290","0","0","0","","","","","","","","","","","",""
"73297","","","","","","","0","0","0","","","","","",""
"73300","0","0","0","","","","","","","","","","","",""
"73302","0","0","0","","","","","","","","","","","",""
"73306","","","","0","0","0","","","","","","","","",""
"73325","","","","","","","0","0","0","","","","","",""
"73330","","","","","","","0","0","0","","","","","",""
"73332","","","","","","","0","0","0","","","","","",""
"73337","0","0","0","","","","","","","","","","","",""
"73352","","","","","","","0","0","0","","","","","",""
"73357","","","","0","0","0","","","","","","","","",""
"73360","","","","","","","","","","0","0","0","1","1","1"
"73372","0","0","0","","","","","","","","","","","",""
"73373","","","","","","","0","0","0","","","","","",""
"73374","","","","","","","0","0","0","0","0","0","0","0","0"
"73378","0","0","0","","","","","","","","","","","",""
"73380","","","","0","0","0","","","","","","","","",""
"73381","","","","0","0","0","","","","","","","","",""
"73382","","","","","","","","","","0","0","0","3","3","3"
"73389","","","","","","","","","","0","0","0","1","1","1"
"73391","0","0","0","","","","","","","","","","","",""
"73392","","","","","","","0","0","0","","","","","",""
"73396","","","","","","","","","","0","0","0","0","0","0"
"73399","","","","","","","","","","0","0","0","0","0","0"
"73401","","","","","","","","","","0","0","0","0","0","0"
"73406","0","0","0","","","","","","","","","","","",""
"73407","0","0","0","","","","","","","","","","","",""
"73408","","","","0","0","0","","","","0","0","0","0","0","0"
"73419","","","","","","","0","0","0","","","","","",""
"73425","0","0","0","","","","","","","","","","","",""
"73429","","","","","","","0","0","0","","","","","",""
"73430","","","","","","","","","","0","0","0","4","4","4"
"73432","","","","0","0","0","","","","","","","","",""
"73438","0","0","0","","","","","","","","","","","",""
"73440","","","","0","0","0","","","","","","","","",""
"73444","0","0","0","","","","","","","","","","","",""
"73449","","","","","","","","","","0","0","0","1","1","1"
"73451","","","","","","","","","","0","0","0","4","4","4"
"73452","","","","0","0","0","","","","","","","","",""
"73458","","","","","","","0","0","0","","","","","",""
"73459","","","","","","","0","0","0","","","","","",""
"73462","0","0","0","0","0","0","","","","","","","","",""
"73466","","","","0","0","0","","","","","","","","",""
"73470","0","0","0","","","","","","","","","","","",""
"73472","","","","0","0","0","","","","","","","","",""
"73478","0","0","0","0","0","0","","","","","","","","",""
"73479","0","0","0","","","","","","","","","","","",""
"73516","","","","0","0","0","","","","","","","","",""
"73520","","","","0","0","0","","","","","","","","",""
"73524","0","0","0","","","","","","","","","","","",""
"73525","","","","","","","","","","0","0","0","4","4","4"
"73533","","","","","","","0","0","0","","","","","",""
"73535","","","","","","","0","0","0","","","","","",""
"73538","0","0","0","","","","","","","","","","","",""
"73544","0","0","0","","","","","","","","","","","",""
"73550","0","0","0","","","","","","","","","","","",""
"73551","0","0","0","0","0","0","","","","","","","","",""
"73568","0","0","0","","","","","","","","","","","",""
"73570","","","","","","","","","","0","0","0","0","0","0"
"73571","","","","","","","0","0","0","0","0","0","0","0","0"
"73575","0","0","0","","","","","","","","","","","",""
"73576","","","","","","","0","0","0","","","","","",""
"73578","","","","0","0","0","","","","","","","","",""
"73579","","","","0","0","0","","","","","","","","",""
"73583","","","","","","","0","0","0","","","","","",""
"73591","0","0","0","","","","","","","","","","","",""
"73599","","","","0","0","0","","","","","","","","",""
"73600","0","0","0","","","","","","","","","","","",""
"73603","0","0","0","","","","","","","","","","","",""
"73604","","","","","","","","","","0","0","0","3","3","3"
"73608","0","0","0","","","","","","","","","","","",""
"73610","","","","","","","0","0","0","","","","","",""
"73620","","","","","","","0","0","0","","","","","",""
"73621","","","","","","","0","0","0","","","","","",""
"73628","0","0","0","","","","","","","","","","","",""
"73630","","","","0","0","0","","","","","","","","",""
"73640","","","","","","","","","","0","0","0","0","0","0"
"73649","","","","0","0","0","","","","0","0","0","4","4","4"
"73650","","","","","","","","","","0","0","0","1","1","1"
"73651","","","","","","","0","0","0","","","","","",""
"73652","","","","","","","","","","0","0","0","0","0","0"
"73653","0","0","0","","","","","","","","","","","",""
"73670","","","","","","","","","","0","0","0","1","1","1"
"73677","","","","","","","","","","0","0","0","0","0","0"
"73696","0","0","0","","","","","","","","","","","",""
"73698","","","","","","","","","","0","0","0","0","0","0"
"73703","","","","","","","0","0","0","","","","","",""
"73709","0","0","0","","","","","","","","","","","",""
"73712","0","0","0","","","","","","","","","","","",""
"73727","","","","","","","0","0","0","","","","","",""
"73728","","","","","","","","","","0","0","0","0","0","0"
"73736","","","","","","","0","0","0","","","","","",""
"73742","0","0","0","0","0","0","","","","","","","","",""
"73750","","","","","","","0","0","0","","","","","",""
"73763","","","","","","","","","","0","0","0","2","2","2"
"73765","","","","","","","","","","0","0","0","0","0","0"
"73766","","","","","","","","","","0","0","0","0","0","0"
"73770","","","","0","0","0","0","0","0","","","","","",""
"73771","0","0","0","","","","","","","","","","","",""
"73777","","","","","","","","","","0","0","0","0","0","0"
"73778","0","0","0","","","","","","","","","","","",""
"73783","","","","","","","0","0","0","","","","","",""
"73794","0","0","0","","","","","","","","","","","",""
"73795","0","0","0","","","","","","","","","","","",""
"73796","","","","0","0","0","","","","","","","","",""
"73799","","","","","","","0","0","0","","","","","",""
"73803","","","","","","","","","","0","0","0","1","1","1"
"73804","0","0","0","","","","","","","","","","","",""
"73805","","","","","","","0","0","0","","","","","",""
"73810","0","0","0","","","","","","","","","","","",""
"73813","0","0","0","","","","","","","","","","","",""
"73819","0","0","0","","","","","","","","","","","",""
"73824","","","","","","","","","","0","0","0","0","0","0"
"73827","","","","","","","0","0","0","","","","","",""
"73828","","","","0","0","0","","","","","","","","",""
"73831","","","","","","","0","0","0","","","","","",""
"73833","","","","","","","0","0","0","","","","","",""
"73843","","","","","","","","","","0","0","0","0","0","0"
"73849","","","","","","","0","0","0","","","","","",""
"73851","","","","","","","0","0","0","","","","","",""
"73858","0","0","0","","","","","","","","","","","",""
"73859","","","","","","","","","","0","0","0","0","0","0"
"73861","0","0","0","0","0","0","","","","","","","","",""
"73863","","","","0","0","0","","","","","","","","",""
"73867","","","","","","","","","","0","0","0","0","0","0"
"73870","0","0","0","","","","","","","","","","","",""
"73873","0","0","0","","","","0","0","0","0","0","0","4","4","4"
"73883","","","","","","","0","0","0","","","","","",""
"73886","","","","0","0","0","0","0","0","","","","","",""
"73889","","","","0","0","0","","","","","","","","",""
"73890","","","","","","","","","","0","0","0","0","0","0"
"73891","0","0","0","0","0","0","0","0","0","","","","","",""
"73894","0","0","0","","","","","","","","","","","",""
"73895","","","","0","0","0","","","","","","","","",""
"73896","","","","","","","","","","0","0","0","0","0","0"
"73907","","","","0","0","0","","","","","","","","",""
"73908","0","0","0","","","","","","","","","","","",""
"73917","0","0","0","","","","","","","","","","","",""
"73922","","","","","","","","","","0","0","0","1","1","1"
"73927","","","","","","","0","0","0","","","","","",""
"73930","0","0","0","","","","","","","","","","","",""
"73931","","","","0","0","0","","","","","","","","",""
"73933","0","0","0","","","","","","","","","","","",""
"73936","","","","","","","","","","0","0","0","1","1","1"
"73939","","","","","","","","","","0","0","0","0","0","0"
"73943","0","0","0","","","","","","","0","0","0","0","0","0"
"73947","","","","0","0","0","","","","","","","","",""
"73949","","","","","","","","","","0","0","0","0","0","0"
"73950","0","0","0","","","","","","","","","","","",""
"73959","","","","0","0","0","","","","","","","","",""
"73965","","","","","","","0","0","0","0","0","0","0","0","0"
"73967","","","","0","0","0","","","","","","","","",""
"73969","","","","","","","","","","0","0","0","0","0","0"
"73983","0","0","0","","","","","","","","","","","",""
"73986","","","","","","","0","0","0","","","","","",""
"73994","","","","","","","","","","0","0","0","0","0","0"
"73996","","","","","","","0","0","0","","","","","",""
"73998","","","","","","","0","0","0","","","","","",""
"74008","0","0","0","","","","","","","","","","","",""
"74014","","","","0","0","0","","","","","","","","",""
"74015","","","","0","0","0","","","","","","","","",""
"74030","0","0","0","","","","","","","","","","","",""
"74038","","","","","","","","","","0","0","0","0","0","0"
"74043","0","0","0","","","","","","","0","0","0","0","0","0"
"74051","","","","0","0","0","","","","","","","","",""
"74066","0","0","0","","","","","","","","","","","",""
"74072","","","","0","0","0","","","","","","","","",""
"74073","0","0","0","","","","0","0","0","","","","","",""
"74085","0","0","0","","","","","","","","","","","",""
"74091","0","0","0","","","","","","","","","","","",""
"74092","","","","","","","0","0","0","","","","","",""
"74100","","","","","","","","","","0","0","0","0","0","0"
"74103","","","","0","0","0","","","","0","0","0","0","0","0"
"74106","","","","0","0","0","","","","0","0","0","0","0","0"
"74115","0","0","0","","","","","","","","","","","",""
"74128","","","","0","0","0","","","","","","","","",""
"74133","0","0","0","","","","","","","","","","","",""
"74134","","","","","","","0","0","0","0","0","0","0","0","0"
"74137","","","","","","","0","0","0","0","0","0","0","0","0"
"74138","0","0","0","","","","","","","","","","","",""
"74155","0","0","0","","","","","","","0","0","0","0","0","0"
"74156","","","","","","","","","","0","0","0","0","0","0"
"74162","","","","","","","0","0","0","","","","","",""
"74165","","","","0","0","0","","","","","","","","",""
"74173","","","","0","0","0","","","","","","","","",""
"74174","","","","0","0","0","","","","","","","","",""
"74178","","","","","","","","","","0","0","0","0","0","0"
"74188","","","","0","0","0","","","","","","","","",""
"74193","","","","","","","","","","0","0","0","0","0","0"
"74195","0","0","0","","","","","","","","","","","",""
"74198","","","","0","0","0","","","","","","","","",""
"74205","","","","","","","0","0","0","","","","","",""
"74206","0","0","0","","","","","","","","","","","",""
"74210","","","","","","","","","","0","0","0","0","0","0"
"74222","0","0","0","","","","","","","","","","","",""
"74223","","","","","","","0","0","0","","","","","",""
"74225","","","","","","","","","","0","0","0","1","1","1"
"74227","0","0","0","","","","","","","","","","","",""
"74231","","","","","","","","","","0","0","0","4","4","4"
"74232","","","","","","","0","0","0","","","","","",""
"74235","0","0","0","","","","","","","","","","","",""
"74239","0","0","0","","","","","","","","","","","",""
"74241","","","","","","","0","0","0","","","","","",""
"74245","","","","","","","","","","0","0","0","3","3","3"
"74252","","","","0","0","0","","","","","","","","",""
"74254","","","","0","0","0","","","","","","","","",""
"74258","0","0","0","","","","","","","","","","","",""
"74267","0","0","0","","","","","","","","","","","",""
"74269","","","","0","0","0","","","","","","","","",""
"74273","","","","","","","","","","0","0","0","3","3","3"
"74277","","","","","","","0","0","0","","","","","",""
"74283","0","0","0","","","","","","","","","","","",""
"74286","0","0","0","","","","","","","","","","","",""
"74289","","","","0","0","0","","","","","","","","",""
"74290","","","","","","","","","","0","0","0","3","3","3"
"74291","0","0","0","","","","","","","","","","","",""
"74293","","","","0","0","0","","","","","","","","",""
"74295","","","","0","0","0","","","","","","","","",""
"74296","","","","0","0","0","","","","","","","","",""
"74299","0","0","0","","","","","","","","","","","",""
"74303","","","","","","","0","0","0","","","","","",""
"74305","0","0","0","","","","","","","","","","","",""
"74310","","","","","","","0","0","0","","","","","",""
"74315","","","","","","","","","","0","0","0","0","0","0"
"74319","","","","0","0","0","","","","0","0","0","0","0","0"
"74321","","","","","","","","","","0","0","0","0","0","0"
"74325","","","","0","0","0","","","","","","","","",""
"74330","","","","","","","0","0","0","","","","","",""
"74331","","","","0","0","0","","","","","","","","",""
"74332","0","0","0","","","","","","","0","0","0","0","0","0"
"74333","0","0","0","","","","","","","","","","","",""
"74341","","","","0","0","0","","","","","","","","",""
"74345","0","0","0","","","","","","","","","","","",""
"74348","","","","","","","","","","0","0","0","0","0","0"
"74352","0","0","0","","","","","","","","","","","",""
"74355","","","","0","0","0","0","0","0","","","","","",""
"74356","","","","","","","","","","0","0","0","0","0","0"
"74360","","","","","","","","","","0","0","0","0","0","0"
"74367","","","","","","","","","","0","0","0","0","0","0"
"74371","","","","","","","0","0","0","","","","","",""
"74373","","","","","","","","","","0","0","0","0","0","0"
"74374","","","","0","0","0","","","","","","","","",""
"74384","","","","","","","0","0","0","","","","","",""
"74386","0","0","0","","","","","","","","","","","",""
"74387","","","","","","","0","0","0","","","","","",""
"74393","","","","","","","","","","0","0","0","0","0","0"
"74396","0","0","0","","","","","","","","","","","",""
"74399","0","0","0","","","","0","0","0","","","","","",""
"74402","","","","","","","","","","0","0","0","0","0","0"
"74403","0","0","0","","","","","","","","","","","",""
"74404","","","","0","0","0","0","0","0","","","","","",""
"74405","","","","0","0","0","","","","","","","","",""
"74411","","","","0","0","0","","","","","","","","",""
"74413","","","","0","0","0","","","","","","","","",""
"74417","","","","0","0","0","","","","","","","","",""
"74419","","","","","","","0","0","0","","","","","",""
"74421","0","0","0","","","","","","","","","","","",""
"74430","","","","","","","0","0","0","","","","","",""
"74438","","","","0","0","0","","","","","","","","",""
"74441","0","0","0","","","","","","","","","","","",""
"74444","","","","","","","","","","0","0","0","0","0","0"
"74452","0","0","0","","","","","","","","","","","",""
"74464","0","0","0","","","","","","","","","","","",""
"74468","","","","","","","0","0","0","","","","","",""
"74469","","","","","","","0","0","0","","","","","",""
"74475","","","","","","","","","","0","0","0","3","3","3"
"74477","","","","0","0","0","0","0","0","","","","","",""
"74487","","","","","","","0","0","0","","","","","",""
"74490","","","","","","","0","0","0","","","","","",""
"74493","","","","","","","0","0","0","","","","","",""
"74501","0","0","0","","","","","","","","","","","",""
"74508","","","","0","0","0","","","","","","","","",""
"74511","","","","","","","0","0","0","","","","","",""
"74516","","","","","","","0","0","0","","","","","",""
"74517","0","0","0","","","","","","","","","","","",""
"74520","","","","","","","0","0","0","","","","","",""
"74523","","","","","","","0","0","0","","","","","",""
"74525","","","","","","","0","0","0","","","","","",""
"74527","","","","","","","0","0","0","","","","","",""
"74532","","","","","","","0","0","0","","","","","",""
"74534","0","0","0","","","","","","","","","","","",""
"74535","","","","","","","","","","0","0","0","0","0","0"
"74541","0","0","0","","","","","","","","","","","",""
"74546","","","","","","","","","","0","0","0","0","0","0"
"74550","0","0","0","","","","","","","","","","","",""
"74552","","","","0","0","0","","","","","","","","",""
"74561","","","","","","","0","0","0","","","","","",""
"74564","","","","0","0","0","","","","","","","","",""
"74570","","","","0","0","0","","","","","","","","",""
"74573","0","0","0","","","","","","","","","","","",""
"74590","","","","","","","0","0","0","","","","","",""
"74592","","","","","","","","","","0","0","0","0","0","0"
"74594","","","","","","","","","","0","0","0","0","0","0"
"74595","","","","","","","","","","0","0","0","0","0","0"
"74599","","","","","","","","","","0","0","0","0","0","0"
"74607","","","","","","","","","","0","0","0","5","5","5"
"74612","","","","","","","","","","0","0","0","1","1","1"
"74613","","","","0","0","0","","","","","","","","",""
"74617","","","","0","0","0","","","","","","","","",""
"74620","","","","0","0","0","","","","","","","","",""
"74622","","","","0","0","0","","","","","","","","",""
"74635","","","","0","0","0","","","","","","","","",""
"74641","","","","","","","0","0","0","","","","","",""
"74642","","","","","","","","","","0","0","0","0","0","0"
"74648","0","0","0","","","","","","","","","","","",""
"74663","","","","0","0","0","","","","","","","","",""
"74668","","","","","","","0","0","0","","","","","",""
"74672","","","","","","","","","","0","0","0","0","0","0"
"74676","0","0","0","","","","","","","","","","","",""
"74679","","","","","","","0","0","0","","","","","",""
"74682","","","","","","","0","0","0","","","","","",""
"74686","0","0","0","","","","","","","","","","","",""
"74689","0","0","0","","","","","","","","","","","",""
"74694","0","0","0","0","0","0","","","","","","","","",""
"74702","0","0","0","","","","","","","","","","","",""
"74704","0","0","0","","","","","","","","","","","",""
"74705","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"74709","","","","0","0","0","","","","","","","","",""
"74714","","","","","","","","","","0","0","0","0","0","0"
"74720","","","","","","","","","","0","0","0","0","0","0"
"74725","0","0","0","","","","","","","","","","","",""
"74729","","","","","","","","","","0","0","0","0","0","0"
"74730","","","","","","","0","0","0","","","","","",""
"74731","","","","0","0","0","","","","","","","","",""
"74735","","","","","","","","","","0","0","0","4","4","4"
"74738","","","","","","","","","","0","0","0","1","1","1"
"74740","","","","","","","","","","0","0","0","0","0","0"
"74743","","","","","","","0","0","0","","","","","",""
"74748","","","","0","0","0","","","","","","","","",""
"74756","","","","","","","","","","0","0","0","2","2","2"
"74758","","","","","","","","","","0","0","0","2","2","2"
"74759","","","","","","","","","","0","0","0","6","6","6"
"74760","","","","","","","0","0","0","","","","","",""
"74767","","","","","","","","","","0","0","0","0","0","0"
"74771","","","","","","","0","0","0","","","","","",""
"74780","","","","","","","","","","0","0","0","0","0","0"
"74783","","","","","","","0","0","0","","","","","",""
"74784","","","","","","","","","","0","0","0","0","0","0"
"74788","","","","","","","0","0","0","","","","","",""
"74790","","","","","","","","","","0","0","0","0","0","0"
"74793","","","","0","0","0","","","","","","","","",""
"74797","","","","","","","0","0","0","","","","","",""
"74800","","","","","","","0","0","0","","","","","",""
"74805","","","","","","","","","","0","0","0","0","0","0"
"74809","0","0","0","","","","","","","0","0","0","0","0","0"
"74812","","","","","","","0","0","0","","","","","",""
"74813","","","","","","","0","0","0","","","","","",""
"74821","0","0","0","","","","0","0","0","","","","","",""
"74828","","","","","","","0","0","0","","","","","",""
"74829","0","0","0","","","","","","","","","","","",""
"74830","","","","0","0","0","","","","","","","","",""
"74832","","","","","","","0","0","0","","","","","",""
"74835","0","0","0","","","","","","","","","","","",""
"74837","","","","","","","","","","0","0","0","3","3","3"
"74841","","","","","","","0","0","0","","","","","",""
"74844","","","","","","","","","","0","0","0","0","0","0"
"74849","","","","","","","","","","0","0","0","3","3","3"
"74850","0","0","0","","","","0","0","0","","","","","",""
"74854","","","","0","0","0","","","","","","","","",""
"74856","","","","","","","","","","0","0","0","0","0","0"
"74858","0","0","0","","","","0","0","0","","","","","",""
"74863","","","","0","0","0","","","","","","","","",""
"74867","","","","0","0","0","","","","","","","","",""
"74875","","","","0","0","0","","","","","","","","",""
"74885","0","0","0","","","","","","","","","","","",""
"74887","0","0","0","","","","","","","","","","","",""
"74895","0","0","0","","","","","","","","","","","",""
"74897","","","","","","","0","0","0","","","","","",""
"74898","","","","","","","","","","0","0","0","0","0","0"
"74900","","","","0","0","0","","","","","","","","",""
"74902","0","0","0","","","","","","","","","","","",""
"74906","","","","0","0","0","","","","","","","","",""
"74908","0","0","0","","","","","","","","","","","",""
"74910","","","","0","0","0","","","","","","","","",""
"74912","","","","0","0","0","","","","","","","","",""
"74915","0","0","0","","","","","","","","","","","",""
"74928","0","0","0","","","","","","","","","","","",""
"74934","0","0","0","","","","","","","","","","","",""
"74943","","","","","","","","","","0","0","0","0","0","0"
"74946","0","0","0","","","","","","","","","","","",""
"74948","","","","","","","","","","0","0","0","0","0","0"
"74957","0","0","0","","","","","","","0","0","0","2","2","2"
"74961","","","","0","0","0","","","","","","","","",""
"74963","","","","0","0","0","0","0","0","","","","","",""
"74967","0","0","0","","","","","","","","","","","",""
"74971","","","","","","","","","","0","0","0","0","0","0"
"74973","","","","","","","","","","0","0","0","0","0","0"
"74981","","","","","","","","","","0","0","0","0","0","0"
"74982","0","0","0","","","","","","","","","","","",""
"74986","0","0","0","","","","","","","","","","","",""
"74995","","","","0","0","0","","","","","","","","",""
"74996","","","","","","","","","","0","0","0","0","0","0"
"74997","","","","","","","","","","0","0","0","0","0","0"
"74999","0","0","0","","","","","","","","","","","",""
"75000","","","","","","","","","","0","0","0","13","13","13"
"75019","","","","0","0","0","","","","","","","","",""
"75020","","","","","","","0","0","0","","","","","",""
"75024","","","","0","0","0","","","","","","","","",""
"75029","","","","0","0","0","0","0","0","","","","","",""
"75035","","","","","","","","","","0","0","0","0","0","0"
"75039","0","0","0","","","","","","","","","","","",""
"75042","0","0","0","","","","","","","","","","","",""
"75043","0","0","0","0","0","0","","","","","","","","",""
"75045","","","","","","","0","0","0","","","","","",""
"75049","","","","","","","","","","0","0","0","0","0","0"
"75053","","","","","","","","","","0","0","0","0","0","0"
"75056","0","0","0","","","","","","","","","","","",""
"75061","","","","","","","","","","0","0","0","1","1","1"
"75063","","","","0","0","0","","","","","","","","",""
"75067","0","0","0","","","","","","","","","","","",""
"75073","","","","","","","0","0","0","","","","","",""
"75074","0","0","0","","","","","","","","","","","",""
"75075","","","","","","","","","","0","0","0","0","0","0"
"75080","","","","0","0","0","","","","","","","","",""
"75083","","","","0","0","0","","","","0","0","0","0","0","0"
"75086","0","0","0","","","","","","","","","","","",""
"75091","","","","","","","","","","0","0","0","3","3","3"
"75099","","","","","","","","","","0","0","0","2","2","2"
"75100","","","","","","","","","","0","0","0","7","7","7"
"75104","0","0","0","","","","","","","","","","","",""
"75105","","","","","","","","","","0","0","0","1","1","1"
"75107","","","","0","0","0","","","","","","","","",""
"75108","0","0","0","","","","0","0","0","","","","","",""
"75110","","","","","","","","","","0","0","0","0","0","0"
"75113","","","","","","","0","0","0","","","","","",""
"75115","","","","","","","0","0","0","0","0","0","0","0","0"
"75117","","","","","","","0","0","0","","","","","",""
"75118","","","","","","","","","","0","0","0","0","0","0"
"75119","","","","","","","0","0","0","","","","","",""
"75121","","","","0","0","0","0","0","0","0","0","0","2","2","2"
"75125","","","","","","","0","0","0","","","","","",""
"75128","","","","","","","0","0","0","","","","","",""
"75134","","","","","","","","","","0","0","0","0","0","0"
"75135","","","","","","","0","0","0","","","","","",""
"75136","","","","0","0","0","","","","","","","","",""
"75138","0","0","0","","","","","","","","","","","",""
"75148","","","","","","","","","","0","0","0","1","1","1"
"75153","","","","","","","","","","0","0","0","0","0","0"
"75155","","","","","","","0","0","0","","","","","",""
"75165","","","","","","","","","","0","0","0","1","1","1"
"75174","0","0","0","","","","","","","","","","","",""
"75179","","","","","","","0","0","0","","","","","",""
"75182","","","","","","","0","0","0","","","","","",""
"75183","0","0","0","","","","","","","","","","","",""
"75185","","","","","","","","","","0","0","0","7","7","7"
"75191","","","","","","","0","0","0","","","","","",""
"75197","","","","","","","0","0","0","","","","","",""
"75198","0","0","0","","","","","","","","","","","",""
"75199","","","","","","","","","","0","0","0","0","0","0"
"75203","","","","","","","0","0","0","","","","","",""
"75225","0","0","0","","","","","","","","","","","",""
"75226","","","","0","0","0","","","","","","","","",""
"75229","","","","0","0","0","","","","","","","","",""
"75231","0","0","0","","","","","","","","","","","",""
"75235","","","","","","","","","","0","0","0","0","0","0"
"75239","0","0","0","0","0","0","","","","","","","","",""
"75241","","","","","","","0","0","0","","","","","",""
"75246","","","","0","0","0","","","","","","","","",""
"75248","0","0","0","","","","","","","","","","","",""
"75250","0","0","0","","","","","","","","","","","",""
"75252","0","0","0","","","","","","","","","","","",""
"75254","","","","","","","","","","0","0","0","2","2","2"
"75255","","","","","","","0","0","0","","","","","",""
"75256","0","0","0","","","","","","","","","","","",""
"75257","","","","","","","0","0","0","","","","","",""
"75264","0","0","0","","","","","","","","","","","",""
"75273","0","0","0","","","","","","","","","","","",""
"75275","","","","0","0","0","","","","0","0","0","0","0","0"
"75278","0","0","0","","","","","","","","","","","",""
"75282","","","","","","","0","0","0","","","","","",""
"75284","0","0","0","","","","","","","","","","","",""
"75285","","","","0","0","0","","","","","","","","",""
"75300","","","","0","0","0","","","","","","","","",""
"75306","","","","0","0","0","","","","","","","","",""
"75308","","","","0","0","0","","","","","","","","",""
"75311","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"75314","0","0","0","","","","","","","","","","","",""
"75318","","","","","","","0","0","0","","","","","",""
"75320","","","","0","0","0","","","","","","","","",""
"75335","","","","0","0","0","","","","","","","","",""
"75345","","","","","","","","","","0","0","0","0","0","0"
"75346","","","","0","0","0","","","","","","","","",""
"75347","","","","","","","0","0","0","","","","","",""
"75348","","","","","","","0","0","0","","","","","",""
"75356","0","0","0","","","","","","","","","","","",""
"75364","0","0","0","","","","","","","","","","","",""
"75369","0","0","0","","","","","","","","","","","",""
"75375","","","","","","","0","0","0","","","","","",""
"75379","","","","0","0","0","","","","","","","","",""
"75380","","","","","","","0","0","0","","","","","",""
"75385","","","","0","0","0","","","","","","","","",""
"75396","","","","","","","","","","0","0","0","0","0","0"
"75400","0","0","0","","","","","","","","","","","",""
"75401","","","","","","","0","0","0","","","","","",""
"75405","","","","","","","0","0","0","","","","","",""
"75406","","","","0","0","0","","","","","","","","",""
"75407","0","0","0","","","","","","","","","","","",""
"75427","","","","","","","","","","0","0","0","0","0","0"
"75445","","","","0","0","0","","","","","","","","",""
"75447","","","","","","","","","","0","0","0","0","0","0"
"75448","0","0","0","","","","","","","","","","","",""
"75450","","","","0","0","0","","","","","","","","",""
"75455","","","","","","","0","0","0","","","","","",""
"75467","","","","0","0","0","","","","","","","","",""
"75471","","","","","","","","","","0","0","0","0","0","0"
"75472","0","0","0","","","","","","","","","","","",""
"75477","0","0","0","","","","","","","","","","","",""
"75478","0","0","0","","","","","","","","","","","",""
"75479","0","0","0","","","","","","","","","","","",""
"75481","","","","","","","","","","0","0","0","0","0","0"
"75484","","","","","","","","","","0","0","0","0","0","0"
"75485","","","","","","","","","","0","0","0","0","0","0"
"75486","","","","","","","0","0","0","","","","","",""
