"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"182698","","","","0","0","0","","","","","","","","",""
"182703","","","","","","","0","0","0","","","","","",""
"182713","0","0","0","","","","","","","","","","0","0","0"
"182716","","","","","","","0","0","0","0","0","0","","",""
"182718","","","","0","0","0","","","","","","","","",""
"182720","","","","","","","","","","0","0","0","","",""
"182737","","","","0","0","0","","","","","","","","",""
"182738","0","0","0","0","0","0","","","","","","","0","0","0"
"182741","","","","0","0","0","","","","","","","","",""
"182748","","","","","","","","","","0","0","0","","",""
"182750","0","0","0","0","0","0","","","","","","","0","0","0"
"182752","","","","","","","","","","0","0","0","","",""
"182754","0","0","0","","","","","","","","","","0","0","0"
"182766","","","","0","0","0","","","","","","","","",""
"182773","","","","","","","","","","0","0","0","","",""
"182780","","","","","","","0","0","0","","","","","",""
"182783","0","0","0","","","","","","","","","","0","0","0"
"182785","","","","","","","0","0","0","","","","","",""
"182787","","","","","","","","","","0","0","0","","",""
"182790","","","","0","0","0","","","","","","","","",""
"182793","","","","","","","0","0","0","","","","","",""
"182795","","","","","","","0","0","0","","","","","",""
"182796","","","","","","","","","","0","0","0","","",""
"182799","","","","0","0","0","","","","","","","","",""
"182810","","","","0","0","0","","","","","","","","",""
"182816","","","","0","0","0","0","0","0","","","","","",""
"182818","","","","0","0","0","","","","","","","","",""
"182820","0","0","0","","","","0","0","0","","","","0","0","0"
"182823","","","","0","0","0","","","","","","","","",""
"182830","0","0","0","","","","","","","","","","0","0","0"
"182832","","","","0","0","0","","","","","","","","",""
"182833","","","","","","","","","","0","0","0","","",""
"182836","","","","","","","","","","0","0","0","","",""
"182853","","","","","","","","","","0","0","0","","",""
"182854","0","0","0","","","","","","","","","","0","0","0"
"182858","","","","","","","0","0","0","","","","","",""
"182861","0","0","0","","","","","","","","","","0","0","0"
"182862","","","","0","0","0","","","","","","","","",""
"182869","","","","0","0","0","","","","","","","","",""
"182871","","","","0","0","0","","","","","","","","",""
"182881","0","0","0","","","","","","","","","","0","0","0"
"182887","","","","","","","","","","0","0","0","","",""
"182894","0","0","0","","","","","","","","","","0","0","0"
"182901","","","","0","0","0","","","","","","","","",""
"182904","","","","","","","0","0","0","","","","","",""
"182909","0","0","0","","","","","","","","","","0","0","0"
"182910","","","","","","","0","0","0","","","","","",""
"182916","0","0","0","","","","","","","","","","0","0","0"
"182924","","","","0","0","0","","","","","","","","",""
"182925","","","","","","","","","","0","0","0","","",""
"182928","","","","","","","0","0","0","","","","","",""
"182932","","","","","","","","","","0","0","0","","",""
"182944","0","0","0","","","","","","","","","","0","0","0"
"182951","","","","0","0","0","","","","","","","","",""
"182952","0","0","0","","","","","","","","","","0","0","0"
"182957","","","","","","","0","0","0","","","","","",""
"182959","0","0","0","","","","","","","","","","0","0","0"
"182962","","","","0","0","0","","","","","","","","",""
"182980","","","","","","","0","0","0","","","","","",""
"182983","0","0","0","","","","0","0","0","","","","0","0","0"
"182986","","","","0","0","0","","","","","","","","",""
"182987","0","0","0","","","","","","","0","0","0","0","0","0"
"182988","","","","","","","","","","0","0","0","","",""
"182991","0","0","0","","","","","","","","","","0","0","0"
"182999","0","0","0","","","","","","","","","","0","0","0"
"183000","0","0","0","","","","","","","","","","0","0","0"
"183005","","","","","","","0","0","0","0","0","0","","",""
"183006","","","","","","","0","0","0","","","","","",""
"183010","0","0","0","","","","","","","","","","0","0","0"
"183019","","","","0","0","0","","","","","","","","",""
"183020","","","","0","0","0","","","","","","","","",""
"183025","","","","","","","0","0","0","","","","","",""
"183029","","","","","","","0","0","0","","","","","",""
"183031","","","","0","0","0","","","","","","","","",""
"183038","","","","0","0","0","","","","","","","","",""
"183043","","","","","","","0","0","0","","","","","",""
"183044","","","","","","","","","","0","0","0","","",""
"183048","","","","0","0","0","","","","","","","","",""
"183055","","","","","","","0","0","0","","","","","",""
"183056","","","","","","","","","","0","0","0","","",""
"183059","","","","","","","","","","0","0","0","","",""
"183066","0","0","0","","","","","","","","","","0","0","0"
"183068","","","","0","0","0","","","","","","","","",""
"183070","0","0","0","","","","","","","","","","0","0","0"
"183074","0","0","0","0","0","0","","","","","","","0","0","0"
"183077","","","","","","","","","","0","0","0","","",""
"183078","0","0","0","","","","","","","","","","0","0","0"
"183081","","","","","","","","","","0","0","0","","",""
"183084","","","","","","","","","","0","0","0","","",""
"183087","","","","0","0","0","0","0","0","","","","","",""
"183089","","","","","","","","","","0","0","0","","",""
"183097","0","0","0","","","","0","0","0","","","","0","0","0"
"183104","0","0","0","","","","","","","","","","0","0","0"
"183106","","","","0","0","0","0","0","0","","","","","",""
"183107","","","","","","","0","0","0","","","","","",""
"183109","0","0","0","","","","","","","","","","0","0","0"
"183113","","","","","","","0","0","0","","","","","",""
"183115","","","","0","0","0","","","","","","","","",""
"183125","0","0","0","","","","","","","","","","0","0","0"
"183128","","","","","","","","","","0","0","0","","",""
"183130","","","","0","0","0","0","0","0","","","","","",""
"183131","","","","","","","0","0","0","","","","","",""
"183135","","","","","","","","","","0","0","0","","",""
"183137","","","","0","0","0","","","","","","","","",""
"183139","","","","","","","0","0","0","","","","","",""
"183142","","","","","","","0","0","0","0","0","0","","",""
"183143","0","0","0","","","","","","","","","","0","0","0"
"183179","","","","","","","0","0","0","","","","","",""
"183186","0","0","0","","","","","","","","","","0","0","0"
"183190","","","","","","","0","0","0","","","","","",""
"183192","","","","","","","0","0","0","","","","","",""
"183193","","","","","","","","","","0","0","0","","",""
"183202","","","","","","","0","0","0","","","","","",""
"183214","","","","","","","","","","0","0","0","","",""
"183215","","","","0","0","0","","","","","","","","",""
"183218","","","","0","0","0","","","","","","","","",""
"183220","","","","","","","0","0","0","","","","","",""
"183223","","","","","","","","","","0","0","0","","",""
"183225","0","0","0","","","","","","","","","","0","0","0"
"183226","","","","0","0","0","","","","","","","","",""
"183231","0","0","0","","","","","","","","","","0","0","0"
"183234","","","","","","","","","","0","0","0","","",""
"183235","0","0","0","","","","","","","0","0","0","0","0","0"
"183239","","","","","","","0","0","0","","","","","",""
"183241","0","0","0","","","","","","","","","","0","0","0"
"183245","","","","","","","0","0","0","0","0","0","","",""
"183246","","","","","","","0","0","0","","","","","",""
"183258","","","","0","0","0","","","","","","","","",""
"183259","","","","0","0","0","","","","","","","","",""
"183260","","","","0","0","0","","","","","","","","",""
"183263","","","","","","","0","0","0","","","","","",""
"183264","0","0","0","","","","","","","","","","0","0","0"
"183265","0","0","0","","","","","","","","","","0","0","0"
"183269","","","","","","","0","0","0","","","","","",""
"183277","","","","","","","","","","0","0","0","","",""
"183279","","","","","","","","","","0","0","0","","",""
"183282","","","","0","0","0","","","","","","","","",""
"183283","0","0","0","","","","","","","0","0","0","0","0","0"
"183287","","","","0","0","0","","","","","","","","",""
"183289","","","","","","","0","0","0","","","","","",""
"183290","","","","0","0","0","","","","","","","","",""
"183293","","","","","","","","","","0","0","0","","",""
"183298","","","","0","0","0","","","","","","","","",""
"183305","","","","0","0","0","","","","","","","","",""
"183307","","","","","","","","","","0","0","0","","",""
"183309","0","0","0","","","","","","","","","","0","0","0"
"183318","","","","0","0","0","","","","","","","","",""
"183320","0","0","0","","","","","","","","","","0","0","0"
"183323","","","","0","0","0","","","","","","","","",""
"183334","","","","0","0","0","0","0","0","","","","","",""
"183337","0","0","0","","","","","","","","","","0","0","0"
"183338","0","0","0","0","0","0","","","","","","","0","0","0"
"183348","0","0","0","","","","","","","","","","0","0","0"
"183349","0","0","0","","","","","","","","","","0","0","0"
"183359","","","","","","","0","0","0","","","","","",""
"183364","","","","0","0","0","0","0","0","","","","","",""
"183375","0","0","0","","","","","","","","","","0","0","0"
"183378","","","","","","","0","0","0","","","","","",""
"183380","0","0","0","","","","","","","","","","0","0","0"
"183381","","","","","","","","","","0","0","0","","",""
"183382","","","","0","0","0","","","","","","","","",""
"183389","0","0","0","","","","","","","","","","0","0","0"
"183397","","","","","","","","","","0","0","0","","",""
"183413","0","0","0","","","","","","","0","0","0","0","0","0"
"183414","","","","","","","0","0","0","","","","","",""
"183418","","","","0","0","0","","","","","","","","",""
"183419","","","","","","","0","0","0","","","","","",""
"183421","","","","","","","","","","0","0","0","","",""
"183426","0","0","0","","","","","","","","","","0","0","0"
"183443","","","","","","","0","0","0","","","","","",""
"183445","0","0","0","","","","","","","0","0","0","0","0","0"
"183457","0","0","0","","","","","","","","","","0","0","0"
"183458","","","","","","","0","0","0","","","","","",""
"183464","","","","","","","0","0","0","","","","","",""
"183470","0","0","0","","","","","","","","","","0","0","0"
"183471","","","","0","0","0","","","","","","","","",""
"183476","","","","","","","","","","0","0","0","","",""
"183477","","","","0","0","0","","","","","","","","",""
"183478","","","","","","","0","0","0","","","","","",""
"183483","","","","","","","0","0","0","","","","","",""
"183484","","","","","","","","","","0","0","0","","",""
"183487","","","","0","0","0","","","","","","","","",""
"183488","","","","","","","","","","0","0","0","","",""
"183490","","","","","","","","","","0","0","0","","",""
"183498","0","0","0","","","","","","","","","","0","0","0"
"183508","","","","0","0","0","","","","","","","","",""
"183511","","","","","","","0","0","0","","","","","",""
"183513","","","","","","","0","0","0","","","","","",""
"183515","","","","0","0","0","","","","","","","","",""
"183516","","","","0","0","0","","","","","","","","",""
"183517","","","","","","","","","","0","0","0","","",""
"183521","","","","","","","","","","0","0","0","","",""
"183524","","","","","","","","","","0","0","0","","",""
"183525","","","","0","0","0","","","","","","","","",""
"183527","0","0","0","","","","","","","","","","0","0","0"
"183529","0","0","0","0","0","0","","","","","","","0","0","0"
"183535","","","","0","0","0","","","","","","","","",""
"183538","","","","","","","","","","0","0","0","","",""
"183541","0","0","0","","","","","","","","","","0","0","0"
"183556","","","","0","0","0","","","","","","","","",""
"183560","","","","","","","0","0","0","","","","","",""
"183561","","","","","","","","","","0","0","0","","",""
"183567","","","","","","","0","0","0","","","","","",""
